CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,52,1,104,115,,6,3,1,6,7,,0,242,10,252,360
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,53,1,63,76,,43,0,0,1,0,,0,183,7,190,282
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,54,3,258,195,,68,11,3,5,2,,0,542,25,567,949
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,55,1,142,99,,14,5,1,0,1,,0,262,6,268,378
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,56,1,158,141,,12,7,1,1,2,,0,322,4,326,476
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,57,1,298,170,,10,3,2,6,1,,0,490,6,496,656
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,58,1,195,162,,11,1,4,6,0,,0,379,15,394,519
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,59,2,237,220,,25,10,9,0,2,,0,503,15,518,850
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,60,2,202,212,,23,8,2,2,2,,0,451,9,460,770
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,61,3,450,435,,71,22,8,12,2,,0,1000,35,1035,1711
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,62,1,65,19,,5,0,0,0,1,,0,90,4,94,147
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,5,LORETO,337,1,26,,45,1,,0,0,1,,0,73,0,73,
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,63,1,28,26,,21,1,0,0,0,,0,76,10,86,109
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,67,1,240,118,,33,8,0,0,0,,0,399,20,419,571
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,68,1,199,120,,12,0,0,0,0,,0,331,16,347,460
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,69,1,84,76,,148,2,1,0,3,,0,314,22,336,453
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,70,1,184,84,,33,2,0,2,0,,0,305,15,320,407
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,71,1,54,30,,33,0,0,0,0,,0,117,12,129,213
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,72,1,160,81,,46,2,2,2,0,,0,293,18,311,430
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,73,1,219,162,,45,5,1,4,2,,0,438,30,468,643
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,COMONDU,74,1,34,32,,33,1,0,0,0,,0,100,9,109,166
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,338,3,465,,287,32,,27,1,2,,0,814,16,830,1180
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,339,6,1852,,910,99,,68,1,27,,0,2957,31,2988,4395
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,340,2,463,,217,30,,28,1,1,,0,740,11,751,996
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,341,2,305,,230,27,,31,11,1,,0,605,8,613,868
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,342,3,329,,231,48,,10,0,7,,0,625,7,632,857
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,343,1,247,,169,38,,12,3,1,,0,470,4,474,615
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,344,2,641,,388,21,,21,0,15,,0,1086,14,1100,1437
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,345,2,196,,104,2,,2,0,0,,0,304,8,312,358
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,346,2,171,,137,4,,13,0,2,,0,327,4,331,541
1,3,BAJA CALIFORNIA SUR,12,LORETO,5,LORETO,347,1,112,,89,1,,1,0,1,,0,204,10,214,256
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,75,2,282,100,,6,132,3,,6,11,0,540,14,554,925
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,76,3,482,166,,5,216,9,,16,10,0,904,22,926,1564
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,77,2,279,118,,9,155,9,,7,11,4,592,13,605,688
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,78,2,288,139,,3,151,9,,3,11,1,605,14,619,1061
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,79,1,150,101,,2,79,4,,4,5,0,345,8,353,588
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,80,2,262,112,,5,153,3,,4,6,0,545,22,567,929
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,81,1,160,105,,1,72,4,,2,2,0,346,9,355,554
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,82,2,292,118,,6,178,5,,2,9,0,610,19,629,990
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,83,5,775,383,,6,418,8,,22,19,0,1631,38,1669,2569
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,84,1,44,36,,1,16,2,,12,9,0,120,4,124,211
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,85,3,320,193,,10,162,6,,7,4,0,702,46,748,1279
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,86,1,32,42,,1,4,1,,0,0,0,80,2,82,119
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,87,1,101,25,,2,24,0,,3,0,0,155,9,164,259
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,88,2,209,155,,10,131,6,,2,1,0,514,44,558,935
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,89,2,258,138,,22,130,10,,6,2,0,566,27,593,926
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,90,1,197,124,,12,79,7,,1,2,0,422,12,434,613
1,3,BAJA CALIFORNIA SUR,13,SANTA ROSALIA,2,MULEGE,91,1,113,111,,13,32,1,,1,2,0,273,12,285,411
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,92,1,64,34,,38,62,21,,5,2,1,227,5,232,374
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,93,1,84,46,,30,67,27,,6,4,0,264,8,272,473
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,4,506,254,,127,336,72,,28,7,0,1330,64,1394,2928
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,95,2,104,67,,38,138,26,,15,6,1,395,21,416,862
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,96,2,202,110,,60,141,29,,15,3,0,560,16,576,1166
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,3,233,108,,60,163,28,,16,1,2,611,20,631,994
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,3,265,152,,81,236,75,,24,4,0,837,27,864,1667
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,99,1,106,24,,20,83,2,,0,0,0,235,9,244,345
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,101,1,14,17,,1,69,3,,0,0,0,104,2,106,153
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,102,1,123,25,,5,79,7,,1,0,0,240,7,247,592
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,103,1,111,63,,5,227,12,,0,1,0,419,29,448,702
1,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,9,780,347,,83,1399,70,,13,7,1,2700,166,2866,5628
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,105,1,47,26,,17,21,0,,1,2,0,114,5,119,197
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,107,1,82,61,,36,55,10,,1,0,0,245,9,254,449
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,108,2,197,93,,56,120,29,,4,2,1,502,15,517,924
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,109,1,127,74,,37,64,11,,1,0,0,314,7,321,552
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,110,2,82,11,,1,69,1,,11,1,0,176,10,186,255
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,111,1,102,70,,1,11,16,,0,0,0,200,5,205,301
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,112,1,156,40,,6,121,9,,2,0,3,337,14,351,529
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,113,1,128,29,,0,64,3,,3,3,0,230,11,241,419
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,114,2,259,108,,13,88,6,,10,0,0,484,11,495,785
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,115,1,39,8,,1,65,0,,2,0,0,115,2,117,152
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,116,2,349,112,,6,218,8,,37,0,0,730,16,746,1126
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,117,2,132,46,,8,62,1,,0,3,0,252,22,274,409
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,118,2,100,58,,36,8,0,,0,0,0,202,10,212,378
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,119,1,86,19,,55,39,7,,1,1,0,208,11,219,275
1,3,BAJA CALIFORNIA SUR,15,BAHIA TORTUGAS,2,MULEGE,120,1,326,42,,4,54,6,,4,0,0,436,8,444,631
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,290,2,311,,145,146,,29,2,34,,4,671,16,687,1498
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,291,4,413,,154,513,,70,28,35,,2,1215,41,1256,1998
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,292,1,134,,58,151,,24,3,4,,0,374,3,377,673
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,293,2,186,,79,263,,15,6,14,,0,563,15,578,1007
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,294,3,418,,123,276,,44,15,52,,1,929,18,947,1509
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,295,4,476,,139,499,,96,28,39,,4,1281,36,1317,2513
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,296,3,348,,103,519,,65,18,26,,1,1080,24,1104,1840
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,297,2,144,,28,284,,23,5,7,,3,494,8,502,812
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,316,5,681,,310,150,,65,30,38,,7,1281,29,1310,3327
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,317,3,271,,101,181,,43,14,27,,5,642,19,661,2090
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,318,3,329,,78,186,,50,12,27,,3,685,21,706,1233
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,319,1,86,,43,64,,23,3,12,,0,231,7,238,541
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,3,280,,111,223,,54,13,31,,12,724,21,745,1923
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,321,3,236,,56,205,,30,6,19,,9,561,22,583,1558
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,322,3,211,,66,205,,68,8,16,,0,574,16,590,1554
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,323,2,211,,70,157,,34,11,19,,3,505,18,523,1371
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,324,3,244,,71,258,,58,7,23,,1,662,31,693,2018
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,325,3,217,,80,267,,60,8,15,,6,653,24,677,2134
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,326,2,191,,70,152,,24,4,13,,1,455,18,473,1218
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,327,3,277,,66,224,,41,11,13,,3,635,26,661,1729
