CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,138,1,152,,87,69,,14,8,17,,0,347,17,364,654
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,139,1,89,,81,70,,35,4,9,,3,291,10,301,555
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,140,1,78,,49,51,,12,11,14,,1,216,10,226,504
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,141,2,142,,87,67,,33,8,15,,0,352,18,370,769
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,142,2,147,,192,84,,25,7,27,,1,483,16,499,1023
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,143,3,294,,276,111,,45,19,32,,1,778,21,799,1715
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,144,2,234,,229,102,,38,13,18,,2,636,24,660,1407
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,145,2,133,,78,59,,24,7,41,,0,342,8,350,752
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,146,1,113,,72,65,,22,6,19,,0,297,8,305,637
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,147,1,112,,89,81,,32,8,30,,0,352,16,368,688
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,148,1,125,,76,57,,17,7,27,,1,310,13,323,541
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,149,1,100,,89,70,,25,7,20,,1,312,12,324,597
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,150,1,74,,79,65,,26,8,28,,1,281,9,290,499
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,151,1,105,,82,51,,19,5,19,,0,281,11,292,636
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,152,2,131,,117,61,,26,14,29,,1,379,12,391,874
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,153,2,149,,225,146,,46,11,41,,4,622,20,642,1316
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,154,2,162,,155,121,,46,14,44,,5,547,23,570,1139
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,155,2,185,,175,78,,55,16,30,,4,543,17,560,980
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,156,5,548,,448,256,,90,33,81,,0,1456,47,1503,3157
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,157,2,188,,119,62,,25,9,9,,0,412,10,422,819
1,3,BAJA CALIFORNIA SUR,1,LA PAZ,3,LA PAZ,158,2,165,,100,54,,23,22,32,,0,396,16,412,795
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,1,122,,80,31,,28,2,10,,5,278,5,283,502
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,1,126,,96,30,,28,12,13,,1,306,7,313,488
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,1,197,,112,46,,27,7,30,,1,420,12,432,667
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,2,203,,192,76,,28,15,20,,6,540,19,559,854
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,1,195,,130,50,,21,13,16,,0,425,9,434,662
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,2,189,,208,58,,22,18,19,,0,514,17,531,864
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,2,210,,165,125,,34,14,24,,3,575,16,591,899
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,1,179,,162,56,,43,13,7,,1,461,13,474,686
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,2,252,,209,100,,37,25,16,,3,642,14,656,1073
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,2,277,,140,88,,52,11,14,,3,585,12,597,991
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,2,138,,85,61,,9,9,11,,0,313,14,327,763
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,1,153,,87,42,,13,11,8,,0,314,7,321,528
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,1,180,,84,50,,20,9,15,,0,358,7,365,598
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,1,167,,110,65,,28,15,10,,1,396,19,415,694
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,2,243,,144,92,,52,11,32,,1,575,21,596,1009
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,2,266,,136,83,,9,16,23,,5,538,17,555,982
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,2,260,,200,117,,38,25,42,,2,684,17,701,1304
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,1,142,,66,76,,19,8,12,,2,325,13,338,552
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,1,163,,57,58,,18,8,12,,1,317,6,323,532
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,1,92,,69,79,,16,9,14,,1,280,9,289,505
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,2,195,,107,78,,38,9,16,,1,444,20,464,860
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,2,199,,122,77,,27,15,24,,1,465,24,489,910
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,181,2,254,,142,148,,50,16,17,,2,629,17,646,1191
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,182,2,198,,120,108,,13,7,8,,1,455,18,473,831
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,183,1,173,,88,67,,21,23,7,,2,381,8,389,663
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,184,1,86,,76,33,,12,1,1,,0,209,3,212,327
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,185,1,153,,110,57,,32,6,17,,4,379,6,385,681
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,186,2,201,,195,76,,46,12,20,,2,552,11,563,870
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,187,2,220,,170,83,,40,17,11,,2,543,11,554,824
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,188,2,187,,157,72,,35,12,23,,2,488,24,512,756
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,189,2,225,,208,81,,37,11,37,,7,606,19,625,973
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,190,2,307,,189,89,,55,9,27,,2,678,17,695,1134
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,191,2,245,,186,61,,36,17,40,,2,587,16,603,943
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,192,1,164,,132,76,,41,12,31,,2,458,15,473,735
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,193,2,178,,233,101,,49,12,27,,2,602,19,621,896
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,194,1,117,,120,33,,37,14,26,,4,351,9,360,552
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,195,1,112,,110,77,,37,14,14,,1,365,10,375,651
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,196,2,223,,156,74,,29,25,30,,1,538,3,541,908
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,197,3,346,,280,159,,71,30,55,,5,946,23,969,1565
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,198,1,194,,79,75,,14,13,12,,0,387,17,404,681
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,199,1,144,,111,71,,17,10,19,,0,372,7,379,600
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,200,1,129,,121,45,,35,16,27,,3,376,14,390,633
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,201,1,110,,54,70,,20,6,8,,0,268,10,278,506
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,202,2,313,,268,111,,73,29,58,,0,852,24,876,1339
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,203,2,187,,111,84,,28,15,30,,0,455,9,464,818
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,204,2,203,,103,80,,35,13,28,,1,463,21,484,865
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,205,1,153,,68,71,,24,14,24,,1,355,12,367,667
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,4,459,,298,242,,78,32,75,,0,1184,25,1209,2494
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,226,2,298,,171,120,,59,14,26,,5,693,8,701,1060
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,2,325,,178,100,,67,19,34,,0,723,19,742,1281
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,2,322,,203,141,,71,29,28,,4,798,18,816,1465
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,229,1,168,,105,82,,43,11,23,,3,435,13,448,737
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,230,1,183,,101,113,,25,11,28,,1,462,13,475,738
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,231,1,142,,64,59,,34,14,11,,0,324,1,325,502
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,2,206,,107,75,,42,15,22,,2,469,8,477,798
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,233,1,157,,70,70,,30,9,20,,0,356,4,360,599
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,2,226,,156,90,,36,22,26,,3,559,12,571,874
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,2,221,,123,79,,49,26,32,,0,530,19,549,909
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,236,1,124,,49,38,,15,6,8,,1,241,3,244,417
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,2,202,,152,99,,50,24,32,,0,559,19,578,922
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,2,189,,148,64,,34,19,18,,0,472,11,483,787
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,2,259,,120,93,,37,25,44,,1,579,5,584,1013
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,240,1,104,,54,40,,25,20,10,,0,253,3,256,522
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,241,1,109,,64,42,,28,12,17,,1,273,4,277,524
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,242,2,208,,135,61,,25,21,20,,1,471,13,484,626
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,243,1,128,,129,67,,25,13,15,,2,379,6,385,650
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,244,1,124,,130,84,,28,22,25,,1,414,11,425,690
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,245,1,135,,126,49,,29,12,18,,4,373,10,383,584
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,2,185,,118,74,,27,16,19,,2,441,19,460,888
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,2,168,,106,74,,25,13,11,,0,397,11,408,813
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,2,232,,185,101,,32,24,29,,4,607,13,620,699
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,2,207,,116,108,,55,15,25,,6,532,9,541,840
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,2,212,,122,80,,46,31,10,,1,502,15,517,1024
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,251,1,104,,64,48,,28,7,4,,0,255,20,275,535
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,254,1,140,,42,18,,6,2,3,,0,211,8,219,314
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,3,343,,174,223,,61,17,25,,1,844,43,887,1850
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,440,1,148,,69,69,,33,14,29,,1,363,9,372,638
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,441,1,94,,48,35,,21,13,22,,2,235,10,245,481
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,442,1,117,,86,44,,26,18,27,,1,319,12,331,657
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,2,150,,86,69,,34,21,15,,1,376,7,383,753
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,444,1,81,,57,45,,22,11,16,,1,233,10,243,459
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,445,1,129,,49,54,,32,11,36,,1,312,6,318,513
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,2,162,,124,89,,44,30,23,,4,476,11,487,966
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,447,1,92,,59,23,,16,8,16,,1,215,8,223,567
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,448,1,86,,43,31,,12,6,6,,0,184,5,189,453
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,449,1,118,,71,35,,20,10,13,,1,268,11,279,573
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,450,1,76,,79,44,,22,4,6,,1,232,6,238,573
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,2,124,,69,29,,24,14,16,,1,277,6,283,755
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,2,112,,74,54,,17,27,17,,2,303,13,316,759
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,453,1,98,,68,36,,18,12,4,,0,236,9,245,637
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,454,1,105,,73,39,,25,6,5,,0,253,7,260,532
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,455,1,86,,59,45,,18,8,12,,0,228,7,235,578
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,1,40,,42,29,,16,2,11,,4,144,6,150,319
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,1,86,,68,45,,22,10,7,,0,238,1,239,522
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,458,1,134,,73,56,,16,0,23,,1,303,6,309,742
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,459,1,81,,89,48,,23,11,12,,2,266,4,270,699
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,1,108,,93,51,,31,11,19,,0,313,8,321,569
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,1,99,,80,40,,21,10,17,,0,267,2,269,493
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,462,1,99,,68,54,,27,11,15,,1,275,5,280,566
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,1,96,,71,45,,26,19,19,,0,276,10,286,546
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,1,170,,48,52,,19,18,13,,1,321,8,329,719
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,2,149,,104,93,,28,26,24,,3,427,11,438,814
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,1,113,,56,55,,17,19,17,,1,278,6,284,697
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,1,124,,65,41,,29,11,11,,1,282,8,290,711
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,1,136,,71,37,,29,10,14,,1,298,7,305,718
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,1,96,,73,55,,17,10,15,,0,266,6,272,684
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,2,159,,77,56,,19,16,24,,1,352,11,363,995
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,1,83,,55,58,,22,12,10,,1,241,3,244,595
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,2,168,,83,69,,34,23,16,,0,393,14,407,901
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,1,99,,58,24,,9,7,12,,2,211,3,214,460
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,1,99,,36,29,,13,2,10,,0,189,7,196,527
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,2,261,,147,80,,30,22,17,,1,558,9,567,1242
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,1,121,,62,20,,14,12,4,,1,234,11,245,555
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,1,145,,41,27,,19,7,9,,0,248,10,258,588
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,2,221,,90,61,,46,28,30,,1,477,16,493,965
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,2,178,,119,109,,42,23,19,,1,491,11,502,1092
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,2,136,,104,73,,29,17,16,,0,375,13,388,882
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,2,196,,123,71,,17,21,14,,0,442,9,451,989
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,2,215,,129,89,,56,26,19,,0,534,10,544,1212
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,1,126,,53,67,,25,14,17,,1,303,1,304,713
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,2,135,,69,91,,23,17,14,,0,349,7,356,836
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,2,182,,99,59,,45,25,23,,2,435,17,452,957
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,2,176,,117,72,,52,27,33,,1,478,13,491,889
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,2,212,,135,92,,62,31,34,,0,566,9,575,1081
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,2,225,,123,94,,66,22,23,,2,555,16,571,1068
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,2,206,,116,83,,73,22,35,,1,536,13,549,1064
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,2,205,,107,86,,25,19,26,,0,468,11,479,947
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,2,247,,115,58,,53,29,24,,0,526,18,544,1048
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,2,187,,107,88,,38,22,21,,1,464,2,466,1053
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,2,203,,105,72,,35,13,18,,1,447,9,456,954
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,2,230,,113,91,,24,22,22,,2,504,8,512,1184
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,2,176,,110,76,,31,23,24,,0,440,8,448,1120
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,1,137,,142,48,,41,5,10,,1,384,11,395,622
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,1,193,,86,52,,38,7,22,,1,399,13,412,733
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,3,432,,262,102,,69,31,45,,4,945,39,984,1589
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,5,783,,667,341,,180,63,103,,9,2146,36,2182,3706
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,2,284,,186,112,,65,19,37,,2,705,15,720,1230
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,2,216,,196,65,,58,25,34,,1,595,14,609,932
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,2,307,,195,148,,56,21,25,,3,755,24,779,1283
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,2,198,,165,82,,48,19,25,,1,538,19,557,887
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,2,153,,138,68,,47,16,16,,3,441,14,455,751
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,1,113,,74,59,,20,11,16,,1,294,8,302,515
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,6,795,,653,347,,201,65,96,,8,2165,51,2216,3771
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,4,479,,413,170,,122,39,64,,2,1289,43,1332,2263
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,2,242,,206,106,,44,24,30,,4,656,10,666,1100
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,2,243,,181,93,,52,25,25,,2,621,20,641,1064
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,2,199,,140,78,,54,14,42,,4,531,9,540,842
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,2,199,,172,75,,82,26,26,,4,584,10,594,884
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,2,226,,205,107,,66,21,42,,3,670,16,686,1096
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,224,1,151,,100,44,,24,6,27,,2,354,10,364,548
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,225,1,143,,102,52,,28,9,9,,0,343,18,361,566
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,3,380,,347,83,,61,34,41,,7,953,20,973,1847
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,2,245,,113,40,,73,8,20,,0,499,10,509,1024
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,1,124,,48,18,,3,1,1,,0,195,13,208,351
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,1,64,,14,4,,6,1,2,,0,91,1,92,174
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,1,46,,24,5,,6,0,2,,0,83,3,86,199
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,2,297,,129,28,,4,3,5,,0,466,18,484,753
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,1,97,,42,1,,1,0,0,,0,141,4,145,207
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,1,42,,65,3,,1,1,0,,0,112,6,118,190
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,2,67,,32,6,,1,0,0,,0,106,9,115,188
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,3,176,,121,4,,1,1,0,,0,303,3,306,470
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,2,142,,123,3,,3,3,1,,0,275,15,290,429
