CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,B,135,,25,51,,13,1,10,,2,237,7,244,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,C01,114,,32,70,,10,13,0,,0,239,3,242,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,C02,128,,17,62,,14,9,9,,1,240,10,250,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,B,101,,50,64,,17,3,5,,0,240,12,252,598,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,B,83,,28,49,,20,1,12,,4,197,6,203,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,C01,104,,23,49,,27,4,5,,1,213,3,216,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,C02,104,,38,50,,22,5,12,,0,231,5,236,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,B,109,,46,56,,19,3,8,,0,241,8,249,634,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,C01,111,,44,57,,13,2,5,,0,232,9,241,634,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,C02,107,,59,72,,18,5,2,,0,263,6,269,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,B,101,,28,54,,12,2,8,,0,205,22,227,584,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,C01,100,,30,62,,12,3,4,,0,211,10,221,583,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,C02,106,,29,46,,14,3,3,,0,201,11,212,583,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,B,64,,20,37,,8,6,1,,0,136,7,143,348,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,B,107,,22,58,,12,2,2,,1,204,9,213,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,C01,99,,19,67,,9,2,3,,1,200,12,212,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,B,88,,19,53,,9,0,1,,1,171,10,181,570,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,C01,105,,13,52,,12,4,4,,0,190,6,196,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,B,80,,36,50,,12,2,6,,1,187,5,192,434,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,C01,64,,25,45,,7,4,9,,1,155,4,159,434,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,368,B,111,,43,82,,9,5,2,,1,253,6,259,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,369,B,80,,59,82,,7,2,1,,0,231,8,239,701,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,B,94,,20,63,,6,4,4,,0,191,8,199,472,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,C01,82,,18,69,,6,2,5,,0,182,5,187,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,371,B,72,,65,80,,13,3,1,,0,234,6,240,658,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,B,68,,27,63,,6,1,3,,0,168,14,182,594,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,C01,62,,23,57,,12,1,3,,0,158,11,169,594,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,B,105,,32,68,,14,1,8,,0,228,9,237,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,C01,104,,27,80,,15,2,4,,0,232,16,248,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,B,128,,16,58,,13,4,3,,0,222,8,230,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,C01,118,,22,50,,12,4,1,,0,207,9,216,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,B,100,,19,70,,14,2,4,,0,209,15,224,722,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,C01,113,,29,82,,3,1,5,,0,233,9,242,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,C02,127,,28,56,,8,3,10,,0,232,10,242,721,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,B,73,,23,65,,5,5,2,,0,173,4,177,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,C01,82,,24,40,,12,1,3,,0,162,8,170,454,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,B,73,,33,55,,14,3,7,,3,188,6,194,563,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,C01,78,,29,62,,0,5,0,,0,174,10,184,562,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,B,81,,17,37,,9,4,2,,0,150,3,153,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,C01,68,,26,37,,12,3,2,,0,148,4,152,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,379,B,78,,16,30,,8,4,4,,0,140,3,143,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,B,67,,25,34,,12,5,8,,0,151,1,152,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,C01,59,,20,32,,10,1,7,,1,130,4,134,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,C02,78,,20,38,,13,3,5,,0,157,7,164,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,B,106,,21,37,,11,5,3,,0,183,8,191,408,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,C01,84,,20,32,,14,1,3,,0,154,1,155,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,B,100,,23,32,,16,3,6,,0,180,6,186,465,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,C01,88,,26,36,,14,1,4,,0,169,3,172,464,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,B,108,,21,71,,16,5,4,,0,225,9,234,647,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,C01,124,,30,73,,21,5,11,,1,265,10,275,647,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,B,119,,31,48,,14,4,3,,0,219,4,223,500,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,C01,90,,31,52,,15,0,2,,0,190,8,198,499,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,385,B,46,,28,45,,3,1,2,,0,125,4,129,377,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,386,B,124,,36,43,,10,4,7,,2,226,9,235,672,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,B,78,,28,46,,9,6,6,,0,173,6,179,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,C01,110,,11,35,,11,2,4,,0,173,4,177,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,388,B,87,,28,57,,6,4,6,,0,188,15,203,470,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,B,73,,15,36,,8,3,2,,0,137,3,140,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,C01,80,,24,26,,8,2,7,,0,147,7,154,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,B,89,,22,47,,9,1,3,,0,171,2,173,461,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,C01,70,,24,38,,13,2,2,,0,149,6,155,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,391,B,116,,36,36,,22,6,5,,2,223,5,228,497,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,392,B,98,,16,62,,17,0,7,,1,201,1,202,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,393,B,105,,53,62,,13,2,2,,0,237,12,249,625,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,B,57,,14,36,,6,0,3,,0,116,8,124,388,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,C01,66,,17,41,,5,2,2,,0,133,2,135,387,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,395,B,135,,42,74,,28,3,23,,2,307,9,316,651,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,395,C01,126,,43,79,,33,17,15,,1,314,4,318,650,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,396,B,83,,27,37,,18,6,9,,1,181,6,187,503,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,396,C01,96,,22,37,,20,7,8,,1,191,7,198,503,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,397,B,119,,32,84,,20,6,5,,3,269,6,275,642,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,397,C01,133,,40,92,,19,1,6,,0,291,10,301,642,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,397,C02,140,,20,71,,16,10,7,,0,264,12,276,641,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,398,B,119,,34,39,,25,4,10,,3,234,5,239,643,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,398,C01,113,,34,64,,25,8,12,,1,257,5,262,643,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,399,B,79,,21,31,,29,1,4,,2,167,5,172,427,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,399,C01,73,,24,39,,24,2,5,,0,167,4,171,427,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,400,B,105,,36,78,,17,4,6,,3,249,9,258,695,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,400,S01,40,,15,35,,6,3,2,,1,102,0,102,0,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,401,B,91,,18,45,,26,1,11,,1,193,3,196,432,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,402,B,114,,48,49,,33,6,12,,3,265,3,268,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,402,C01,113,,53,58,,36,11,18,,4,293,4,297,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,403,B,90,,23,44,,25,5,7,,0,194,2,196,495,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,404,B,73,,18,36,,15,2,5,,0,149,11,160,529,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,404,C01,68,,19,71,,15,1,9,,0,183,8,191,528,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,B,143,,39,58,,23,5,7,,2,277,8,285,668,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,C01,143,,19,66,,24,7,5,,0,264,4,268,668,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,B,96,,20,56,,13,4,8,,0,197,8,205,501,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,C01,82,,18,64,,14,8,6,,1,193,10,203,500,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,B,97,,36,63,,18,1,10,,0,225,12,237,625,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,C01,89,,24,70,,15,2,11,,0,211,7,218,625,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,408,B,112,,46,66,,18,4,16,,0,262,6,268,693,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,409,B,103,,27,54,,32,6,9,,2,233,2,235,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,B,57,,21,47,,10,0,5,,0,140,7,147,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,C01,54,,17,43,,10,2,8,,0,134,2,136,470,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,B,125,,43,55,,23,7,22,,2,277,5,282,554,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,C01,124,,27,46,,29,6,19,,2,253,7,260,553,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,E01,147,,52,38,,20,9,31,,6,303,6,309,658,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,B,121,,45,97,,34,3,10,,0,310,2,312,705,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,C01,106,,28,79,,17,8,10,,1,249,3,252,705,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,C02,129,,29,92,,25,2,10,,1,288,4,292,705,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,329,B,78,,17,103,,18,2,4,,1,223,7,230,558,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,329,C01,93,,17,82,,11,2,6,,0,211,5,216,558,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,B,131,,36,105,,26,5,4,,1,308,8,316,638,Anulada,Anulada,SUP-REC-637/2015,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,C01,139,,33,80,,21,4,18,,1,296,7,303,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,C02,143,,48,63,,28,8,9,,2,301,7,308,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,C03,123,,35,76,,18,3,10,,4,269,4,273,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,B,141,,36,72,,31,4,13,,3,300,9,309,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C01,154,,41,92,,16,8,22,,0,333,8,341,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C02,151,,49,70,,21,3,16,,3,313,9,322,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C03,133,,34,71,,27,16,16,,0,297,10,307,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C04,140,,34,58,,29,12,21,,3,297,7,304,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C05,136,,34,75,,28,0,16,,5,294,12,306,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C06,159,,34,77,,22,8,13,,2,315,7,322,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C07,140,,42,64,,36,5,14,,2,303,7,310,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C08,159,,30,61,,30,9,16,,2,307,9,316,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,C09,165,,45,63,,26,11,16,,9,335,7,342,745,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,B,87,,37,99,,26,3,11,,4,267,5,272,634,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,C01,125,,33,76,,20,4,13,,0,271,13,284,634,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,C02,132,,35,77,,24,7,15,,3,293,8,301,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,C03,99,,33,91,,26,7,5,,0,261,9,270,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,C04,109,,25,88,,20,3,12,,1,258,9,267,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,334,B,44,,25,21,,0,0,0,,0,90,1,91,203,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,334,E01,14,,5,10,,0,0,0,,0,29,2,31,51,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,335,B,102,,31,65,,18,6,12,,0,234,7,241,510,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,336,B,93,,36,44,,18,5,5,,0,201,5,206,382,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,1,B,162,197,,71,6,8,7,2,,0,453,7,460,723,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,2,B,101,80,,52,6,4,1,1,,0,245,8,253,393,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,3,B,159,127,,142,5,17,0,0,,2,452,6,458,723,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,3,C01,182,128,,124,0,11,5,1,,0,451,8,459,722,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,4,B,165,136,,92,0,6,0,5,,0,404,8,412,677,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,4,S01,68,50,,29,1,3,2,0,,0,153,4,157,0,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,5,B,103,92,,62,5,6,2,0,,1,271,10,281,481,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,5,C01,116,103,,61,3,5,2,3,,0,293,8,301,480,Anulada,Anulada,SUP-REC-548/2015,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,6,B,127,113,,91,4,8,2,0,,0,345,0,345,654,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,7,B,123,127,,63,4,2,1,4,,0,324,3,327,484,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,7,C01,116,117,,71,2,3,1,1,,0,311,1,312,483,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,8,B,103,107,,53,3,7,6,0,,1,280,8,288,497,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,9,B,129,67,,50,5,11,1,0,,0,263,4,267,439,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,10,B,158,143,,102,1,5,2,6,,0,417,12,429,734,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,11,B,123,72,,52,3,9,1,2,,0,262,6,268,448,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,12,B,89,61,,48,2,6,1,3,,0,210,5,215,327,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,13,B,140,93,,46,0,5,3,2,,0,289,2,291,460,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,13,C01,129,75,,43,2,5,0,1,,1,256,7,263,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,14,B,181,147,,60,4,5,3,2,,0,402,14,416,677,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,15,B,157,110,,58,2,9,2,2,,0,340,10,350,567,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,16,B,111,118,,49,5,3,0,2,,0,288,4,292,507,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,16,C01,152,113,,62,3,4,0,1,,0,335,7,342,507,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,17,B,117,104,,64,6,3,0,3,,0,297,6,303,447,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,33,B,105,100,,33,1,1,0,2,,0,242,7,249,349,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,34,B,244,160,,68,7,9,2,0,,1,491,11,502,727,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,35,B,83,14,,5,0,0,0,0,,0,102,0,102,138,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,36,B,69,44,,41,0,0,0,0,,0,154,6,160,273,Anulada,Anulada,SUP-REC-548/2015,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,36,E01,43,13,,37,0,0,0,0,,0,93,3,96,147,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,37,B,68,69,,21,3,3,1,3,,0,168,8,176,260,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,38,B,66,72,,61,3,0,4,0,,0,206,13,219,310,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,39,B,46,42,,51,0,1,0,0,,0,140,14,154,208,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,18,B,122,96,,47,2,11,2,3,,0,283,15,298,516,Anulada,Anulada,SUP-REC-548/2015,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,18,C01,120,114,,71,1,9,1,4,,1,321,8,329,515,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,19,B,78,98,,44,3,3,1,2,,0,229,9,238,419,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,19,C01,96,101,,44,3,3,3,0,,0,250,8,258,418,Grupo de Recuento,,,
