MUNICIPIO,DISTRITO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,PRI,PRI-PVEM,PRD,PT,PVEM,CONV,PY,PAY,NO REGISTRADOS,NULOS,TOTAL
Ticul,13,889,0889 Básica,484,177,144,0,3,3,0,0,3,0,0,5,335
Ticul,13,889,0889 Contigua 1,484,167,141,0,10,0,0,4,5,0,0,7,334
Ticul,13,890,0890 Básica,562,238,180,0,7,1,0,2,8,1,0,7,444
Ticul,13,890,0890 Contigua 1,563,225,188,0,6,0,0,7,8,1,0,11,446
Ticul,13,891,0891 Básica,530,222,159,0,10,0,1,1,4,0,0,0,397
Ticul,13,891,0891 Contigua 1,530,202,152,0,10,0,0,4,3,0,0,4,375
Ticul,13,891,0891 Contigua 2,530,212,149,0,19,1,1,3,1,1,0,0,387
Ticul,13,892,0892 Básica,735,246,238,0,7,0,0,5,5,0,0,12,513
Ticul,13,892,0892 Contigua 1,735,253,245,0,2,1,0,15,3,0,0,11,530
Ticul,13,893,0893 Básica,550,219,160,0,9,0,0,9,1,0,0,4,402
Ticul,13,893,0893 Contigua 1,550,221,169,0,8,0,2,7,0,0,0,0,407
Ticul,13,893,0893 Contigua 2,551,222,143,0,10,0,0,3,1,0,0,6,385
Ticul,13,894,0894 Básica,750,317,184,0,7,0,0,7,1,0,0,14,530
Ticul,13,894,0894 Contigua 1,750,269,236,0,9,0,1,3,5,0,1,14,538
Ticul,13,895,0895 Básica,638,237,211,0,3,0,0,5,1,0,0,8,465
Ticul,13,895,0895 Contigua 1,639,217,204,0,10,2,2,8,2,0,0,0,445
Ticul,13,896,0896 Básica,742,327,217,0,6,2,2,6,3,0,0,4,567
Ticul,13,896,0896 Contigua 1,743,283,263,0,1,0,0,3,6,1,0,10,567
Ticul,13,897,0897 Básica,626,248,140,0,3,3,0,0,1,1,0,12,408
Ticul,13,897,0897 Contigua 1,627,255,121,0,1,1,2,1,2,1,0,23,407
Timucuy,14,898,0898 Básica,666,333,199,0,0,0,0,0,0,0,0,0,532
Timucuy,14,898,0898 Contigua 1,666,284,202,0,0,0,1,0,3,0,0,0,490
Timucuy,14,899,0899 Básica,410,255,109,0,0,1,0,0,1,0,0,0,366
Timucuy,14,899,0899 Contigua 1,410,228,133,0,0,1,0,1,4,0,0,0,367
Timucuy,14,899,0899 Extraordinaria 1,492,218,222,0,0,0,0,0,0,0,0,0,440
Timucuy,14,900,0900 Básica,561,295,192,0,0,0,0,0,0,0,0,0,487
Timucuy,14,900,0900 Contigua 1,561,252,223,0,0,0,0,0,0,0,0,0,475
Tinum,11,901,0901 Básica,740,224,116,0,244,2,0,3,1,0,0,19,609
Tinum,11,902,0902 Básica,630,247,71,0,186,2,2,2,2,0,0,13,525
Tinum,11,903,0903 Básica,719,6,255,0,143,2,0,140,3,0,0,22,571
Tinum,11,903,0903 Contigua 1,719,3,218,0,127,6,0,192,3,0,0,11,560
Tinum,11,904,0904 Básica,670,4,194,0,145,2,0,140,4,0,0,13,502
Tinum,11,904,0904 Contigua 1,671,7,144,0,147,0,1,181,6,0,0,16,502
Tinum,11,905,0905 Básica,731,115,242,0,237,0,0,5,0,0,0,4,603
Tinum,11,906,0906 Básica,273,88,32,0,124,0,0,5,2,1,0,2,254
Tinum,11,907,0907 Básica,377,69,107,0,112,0,0,5,2,0,0,17,312
Tinum,11,907,0907 Contigua 1,377,86,105,0,116,2,0,4,1,0,0,7,321
Tixcacalcupul,11,908,0908 Básica,473,202,159,0,2,1,0,0,3,0,0,8,375
Tixcacalcupul,11,908,0908 Contigua 1,473,235,127,0,0,0,0,0,0,0,0,9,371
Tixcacalcupul,11,909,0909 Básica,382,166,113,0,0,0,0,0,2,0,0,9,290
Tixcacalcupul,11,909,0909 Contigua 1,383,179,139,0,0,0,0,0,0,0,0,0,318
Tixcacalcupul,11,910,0910 Básica,413,52,283,0,0,0,0,0,0,0,2,10,347
Tixcacalcupul,11,911,0911 Básica,520,134,272,0,0,0,0,0,0,0,0,9,415
Tixcacalcupul,11,911,0911 Contigua 1,520,111,289,0,0,0,0,0,0,0,0,12,412
Tixkokob,15,912,0912 Básica,469,192,167,0,2,0,6,0,1,0,0,7,375
Tixkokob,15,912,0912 Contigua 1,469,208,148,0,1,1,13,0,2,0,0,15,388
Tixkokob,15,913,0913 Básica,545,265,142,0,7,0,19,0,0,0,0,5,438
Tixkokob,15,913,0913 Contigua 1,546,224,171,0,6,0,16,0,0,0,0,8,425
Tixkokob,15,913,0913 Contigua 2,546,254,144,0,2,0,12,0,1,0,0,12,425
Tixkokob,15,914,0914 Básica,584,243,181,0,6,0,13,0,2,0,0,11,456
Tixkokob,15,914,0914 Contigua 1,585,268,157,0,2,0,3,0,0,2,0,8,440
Tixkokob,15,915,0915 Básica,496,209,150,0,7,0,7,0,4,0,0,6,383
Tixkokob,15,915,0915 Contigua 1,496,181,174,0,1,1,4,0,5,0,0,13,379
Tixkokob,15,916,0916 Básica,648,309,167,0,6,1,17,1,0,0,0,7,508
Tixkokob,15,916,0916 Contigua 1,649,267,162,0,9,0,19,0,2,0,0,17,476
Tixkokob,15,917,0917 Básica,388,162,116,0,2,0,18,0,0,0,0,5,303
Tixkokob,15,917,0917 Contigua 1,388,202,85,0,2,0,22,1,0,0,0,5,317
Tixkokob,15,917,0917 Extraordinaria 1,422,204,140,0,2,1,3,0,0,0,0,5,355
Tixkokob,15,918,0918 Básica,531,268,116,0,1,0,15,0,0,0,0,7,407
Tixkokob,15,918,0918 Contigua 1,532,279,141,0,3,0,11,0,2,0,0,5,441
Tixkokob,15,919,0919 Básica,391,229,93,0,1,0,2,0,1,0,0,4,330
Tixkokob,15,919,0919 Contigua 1,392,221,110,0,1,1,1,0,2,1,0,5,342
Tixkokob,15,920,0920 Básica,504,247,153,0,3,0,4,0,0,0,0,12,419
Tixkokob,15,920,0920 Contigua 1,504,217,147,0,5,1,8,1,0,0,0,6,385
Tixkokob,15,920,0920 Contigua 2,504,203,188,0,3,1,10,0,1,1,0,11,418
Tixkokob,15,921,0921 Básica,261,112,96,0,6,1,1,0,0,0,0,6,222
Tixmehuac,12,922,0922 Básica,655,136,114,0,81,0,144,0,0,0,0,25,500
Tixmehuac,12,923,0923 Básica,402,61,87,0,126,0,58,0,0,0,0,5,337
Tixmehuac,12,923,0923 Contigua 1,403,65,68,0,141,1,61,0,0,0,0,3,339
Tixmehuac,12,924,0924 Básica,328,49,106,0,47,0,56,,0,0,0,14,272
Tixmehuac,12,925,0925 Básica,392,44,1115,0,146,0,21,1,1,0,0,7,1335
Tixmehuac,12,925,0925 Contigua 1,393,28,75,0,173,1,43,0,1,2,0,5,328
Tixpehual,14,926,0926 Básica,384,0,0,0,0,0,0,0,0,0,0,0,0
Tixpehual,14,926,0926 Contigua 1,385,85,150,0,87,10,0,0,0,0,0,3,335
Tixpehual,14,927,0927 Básica,327,68,125,0,78,9,0,0,1,0,0,1,282
Tixpehual,14,928,0928 Básica,511,100,197,0,105,30,0,0,0,0,0,13,445
Tixpehual,14,928,0928 Contigua 1,511,0,0,0,0,0,0,0,0,0,0,0,0
Tixpehual,14,928,0928 Contigua 2,512,133,185,0,93,15,0,1,1,0,0,6,434
Tixpehual,14,929,0929 Básica,412,195,71,0,46,8,0,1,1,0,0,6,328
Tixpehual,14,930,0930 Básica,261,63,32,0,89,12,1,1,0,0,0,17,215
Tixpehual,14,931,0931 Básica,274,108,80,0,6,38,0,0,2,0,0,6,240
Tizimín,10,932,0932 Básica,665,219,175,0,15,2,1,0,3,0,0,14,429
Tizimín,10,933,0933 Básica,475,188,100,0,21,5,0,0,3,0,0,13,330
Tizimín,10,933,0933 Contigua 1,475,174,124,0,16,3,1,1,2,0,0,14,335
Tizimín,10,934,0934 Básica,478,190,115,0,20,2,0,0,0,1,1,9,338
Tizimín,10,934,0934 Contigua 1,478,168,122,0,12,4,1,0,3,0,0,8,318
Tizimín,10,935,0935 Básica,638,232,182,0,7,5,0,0,2,0,0,15,443
Tizimín,10,935,0935 Contigua 1,639,210,210,0,19,6,0,2,0,0,0,7,454
Tizimín,10,936,0936 Básica,523,200,119,0,16,2,1,0,2,1,0,17,358
Tizimín,10,936,0936 Extraordinaria 1,111,21,68,0,2,0,0,0,1,1,0,3,96
Tizimín,10,937,0937 Básica,605,228,155,0,10,2,2,0,2,0,0,12,411
Tizimín,10,937,0937 Contigua 1,606,222,159,0,4,2,3,0,3,0,0,18,411
Tizimín,10,938,0938 Básica,683,224,163,0,23,3,0,0,3,0,0,23,439
Tizimín,10,938,0938 Contigua 1,683,215,189,0,25,3,0,0,0,0,0,5,437
Tizimín,10,939,0939 Básica,567,221,132,0,17,0,0,0,2,1,0,7,380
Tizimín,10,939,0939 Contigua 1,567,238,120,0,10,3,1,1,2,0,0,7,382
Tizimín,10,940,0940 Básica,583,203,179,0,20,6,1,0,0,0,0,4,413
Tizimín,10,941,0941 Básica,419,153,98,0,15,4,0,0,1,1,0,7,279
Tizimín,10,941,0941 Contigua 1,419,158,90,0,7,3,1,0,0,0,0,13,272
Tizimín,10,942,0942 Básica,527,193,115,0,11,1,0,1,0,0,0,7,328
Tizimín,10,942,0942 Contigua 1,528,171,145,0,17,2,0,0,0,0,0,7,342
Tizimín,10,943,0943 Básica,387,130,129,0,11,1,0,0,0,0,0,8,279
Tizimín,10,943,0943 Contigua 1,388,101,151,0,15,2,0,0,1,0,0,6,276
Tizimín,10,944,0944 Básica,455,170,121,0,31,4,0,0,1,0,0,6,333
Tizimín,10,944,0944 Contigua 1,456,180,124,0,15,1,1,0,1,0,0,5,327
Tizimín,10,945,0945 Básica,681,205,199,0,11,3,1,0,6,0,0,16,441
Tizimín,10,945,0945 Contigua 1,681,0,0,0,0,0,0,0,0,0,0,0,0
Tizimín,10,946,0946 Básica,560,171,158,0,13,4,0,0,5,0,0,7,358
Tizimín,10,946,0946 Contigua 1,560,189,165,0,19,3,1,0,5,0,0,5,387
Tizimín,10,947,0947 Básica,409,151,95,0,19,2,1,1,2,0,0,13,284
Tizimín,10,947,0947 Contigua 1,409,168,73,0,30,5,1,2,3,0,0,9,291
Tizimín,10,948,0948 Básica,559,206,114,0,23,2,0,1,2,0,0,10,358
Tizimín,10,948,0948 Contigua 1,559,167,156,0,27,10,2,0,2,0,0,12,376
Tizimín,10,949,0949 Básica,629,226,151,0,19,6,0,0,1,0,0,16,419
Tizimín,10,949,0949 Contigua 1,630,242,130,0,14,4,0,0,0,0,0,17,407
Tizimín,10,950,0950 Básica,563,169,170,0,22,5,0,0,0,0,0,12,378
Tizimín,10,950,0950 Contigua 1,564,184,159,0,11,3,0,0,0,0,0,11,368
Tizimín,10,951,0951 Básica,431,167,98,0,14,1,0,0,1,0,0,7,288
Tizimín,10,951,0951 Contigua 1,432,140,121,0,9,0,0,0,0,0,0,8,278
Tizimín,10,952,0952 Básica,517,185,131,0,7,2,3,0,4,0,0,9,341
Tizimín,10,952,0952 Contigua 1,517,204,105,0,7,3,0,2,0,0,0,17,338
Tizimín,10,953,0953 Básica,496,177,131,0,16,1,0,0,6,1,0,10,342
Tizimín,10,953,0953 Contigua 1,497,171,128,0,16,2,0,0,0,0,0,14,331
Tizimín,10,954,0954 Básica,667,260,145,0,8,3,0,0,0,0,0,9,425
Tizimín,10,954,0954 Contigua 1,668,240,156,0,11,4,0,0,1,0,0,10,422
Tizimín,10,955,0955 Básica,572,219,144,0,7,2,0,1,2,0,0,8,383
Tizimín,10,955,0955 Contigua 1,573,204,144,0,12,4,0,0,1,0,0,16,381
Tizimín,10,956,0956 Básica,441,154,116,0,25,3,0,1,0,0,0,6,305
Tizimín,10,956,0956 Contigua 1,442,153,109,0,20,2,0,0,3,0,0,9,296
Tizimín,10,957,0957 Básica,620,190,153,0,8,2,1,1,4,1,0,33,393
Tizimín,10,958,0958 Básica,416,169,114,0,5,1,0,0,2,0,0,7,298
Tizimín,10,958,0958 Contigua 1,416,149,130,0,5,0,0,0,1,0,0,7,292
Tizimín,10,959,0959 Básica,662,246,208,0,7,0,0,0,4,0,0,16,481
Tizimín,10,959,0959 Contigua 1,663,266,176,0,4,2,3,0,2,0,0,16,469
Tizimín,10,960,0960 Básica,524,159,160,0,6,10,0,0,2,0,0,14,351
Tizimín,10,960,0960 Extraordinaria 1,63,50,5,0,7,1,0,0,0,0,0,0,63
Tizimín,10,961,0961 Básica,649,255,146,0,16,3,2,0,9,0,0,12,443
Tizimín,10,962,0962 Básica,169,75,38,0,2,0,0,0,0,0,0,1,116
Tizimín,10,963,0963 Básica,180,81,42,0,7,0,0,0,0,0,0,5,135
Tizimín,10,964,0964 Básica,738,195,270,0,36,4,5,0,6,1,0,23,540
Tizimín,10,965,0965 Básica,390,101,168,0,5,1,1,2,1,1,0,3,283
Tizimín,10,966,0966 Básica,519,157,162,0,7,1,2,1,3,0,0,9,342
Tizimín,10,966,0966 Contigua 1,520,154,154,0,9,1,1,0,4,0,0,16,339
Tizimín,10,967,0967 Básica,364,78,127,0,1,0,1,0,0,0,0,6,213
Tizimín,10,968,0968 Básica,411,135,106,0,4,0,0,0,3,0,0,13,261
Tizimín,10,968,0968 Contigua 1,412,126,116,0,3,0,1,1,2,0,0,8,257
Tizimín,10,969,0969 Básica,418,125,120,0,10,1,1,0,4,0,0,7,268
Tizimín,10,969,0969 Contigua 1,419,121,121,0,10,1,1,0,2,1,0,7,264
Tizimín,10,970,0970 Básica,522,247,87,0,1,0,0,0,0,0,0,19,354
Tizimín,10,970,0970 Contigua 1,523,202,145,0,3,2,1,0,5,0,0,11,369
Tizimín,10,970,0970 Contigua 2,523,198,128,0,11,0,1,1,4,0,0,16,359
Tizimín,10,971,0971 Básica,514,153,174,0,5,1,1,1,6,0,0,8,349
Tizimín,10,971,0971 Contigua 1,514,164,150,0,6,3,0,0,8,0,0,8,339
Tizimín,10,972,0972 Básica,649,168,269,0,2,1,0,0,6,0,0,20,466
Tizimín,10,972,0972 Contigua 1,650,165,218,0,4,2,2,0,17,0,0,18,426
Tizimín,10,972,0972 Contigua 2,650,154,239,0,1,1,2,0,5,0,0,27,429
Tunkás,15,973,0973 Básica,726,176,308,0,0,0,0,0,0,0,6,59,549
Tunkás,15,974,0974 Básica,454,156,149,0,0,1,1,0,1,0,0,18,326
Tunkás,15,974,0974 Contigua 1,455,137,158,0,0,1,0,1,2,1,0,0,300
Tunkás,15,975,0975 Básica,415,130,128,0,0,0,2,0,5,1,0,28,294
Tunkás,15,975,0975 Contigua 1,416,122,148,0,0,1,2,0,3,0,0,21,297
Tunkás,15,976,0976 Básica,146,63,45,0,0,0,0,0,0,0,0,1,109
Tzucacab,12,977,0977 Básica,692,97,187,0,225,0,0,2,2,0,0,13,526
Tzucacab,12,977,0977 Contigua 1,692,103,153,0,217,2,1,1,1,0,0,20,498
Tzucacab,12,978,0978 Básica,518,89,133,0,138,3,1,0,3,0,0,12,379
Tzucacab,12,978,0978 Contigua 1,518,67,106,0,164,3,0,2,1,0,0,11,354
Tzucacab,12,978,0978 Contigua 2,518,91,138,0,134,1,0,0,4,0,0,8,376
Tzucacab,12,979,0979 Básica,679,105,176,0,152,0,0,3,1,0,0,27,464
Tzucacab,12,979,0979 Contigua 1,679,117,173,0,154,1,0,0,2,0,0,24,471
Tzucacab,12,980,0980 Básica,627,120,215,0,115,4,2,1,5,0,0,13,475
Tzucacab,12,980,0980 Contigua 1,627,128,143,0,156,0,0,0,0,0,0,43,470
Tzucacab,12,981,0981 Básica,296,98,55,0,90,0,0,1,1,3,0,3,251
Tzucacab,12,982,0982 Básica,749,161,199,0,156,4,1,1,4,1,0,16,543
Tzucacab,12,983,0983 Básica,360,114,111,0,48,3,2,0,6,0,0,2,286
Tzucacab,12,984,0984 Básica,391,57,164,0,67,0,0,2,0,0,9,0,299
Uayma,11,985,0985 Básica,417,173,172,0,1,0,18,0,1,0,0,0,365
Uayma,11,985,0985 Contigua 1,418,176,173,0,0,0,12,0,2,0,0,0,363
Uayma,11,986,0986 Básica,426,172,191,0,0,0,7,0,5,0,0,6,381
Uayma,11,986,0986 Contigua 1,426,193,169,0,0,0,16,0,3,0,0,1,382
Uayma,11,987,0987 Básica,251,147,86,0,0,0,0,0,0,0,0,6,239
Ucú,8,988,0988 Básica,715,242,258,0,1,0,0,0,2,0,0,35,538
Ucú,8,988,0988 Contigua 1,715,247,253,0,0,2,0,7,2,0,0,24,535
Ucú,8,989,0989 Básica,505,139,227,0,0,0,0,0,2,0,0,17,385
Umán,7,990,0990 Básica,723,226,185,0,16,3,3,0,5,0,0,0,438
Umán,7,990,0990 Contigua 1,723,207,236,0,13,2,0,1,1,1,0,14,475
Umán,7,990,0990 Contigua 2,724,238,211,0,15,2,1,0,0,0,0,1,468
Umán,7,991,0991 Básica,520,142,215,0,2,5,0,2,2,0,0,17,385
Umán,7,991,0991 Contigua 1,520,121,217,0,4,2,1,2,2,0,0,6,355
Umán,7,991,0991 Contigua 2,520,156,180,0,1,1,1,1,0,0,0,9,349
Umán,7,991,0991 Extraordinaria 1,634,237,257,0,2,1,3,0,5,0,0,13,518
Umán,7,992,0992 Básica,426,121,129,0,5,2,3,2,0,0,0,2,264
Umán,7,992,0992 Contigua 1,426,104,111,0,1,2,0,1,0,2,0,10,231
Umán,7,993,0993 Básica,473,125,137,0,1,1,0,0,2,0,0,3,269
Umán,7,993,0993 Contigua 1,474,143,100,0,2,0,0,1,0,0,0,3,249
Umán,7,994,0994 Básica,560,111,136,0,4,2,0,0,1,0,0,57,311
Umán,7,994,0994 Contigua 1,560,156,155,0,3,1,3,2,2,0,0,8,330
Umán,7,995,0995 Básica,582,167,200,0,8,2,1,0,0,0,0,8,386
Umán,7,995,0995 Contigua 1,583,169,232,0,9,2,0,1,1,0,0,5,419
Umán,7,995,0995 Contigua 2,583,177,205,0,7,2,5,1,0,0,0,10,407
Umán,7,996,0996 Básica,627,173,230,0,11,1,1,0,1,0,0,14,431
Umán,7,996,0996 Contigua 1,627,198,208,0,5,3,2,1,1,0,0,6,424
Umán,7,996,0996 Contigua 2,628,179,248,0,6,2,2,0,1,0,0,7,445
Umán,7,997,0997 Básica,501,157,127,0,9,1,2,2,0,0,0,11,309
Umán,7,997,0997 Contigua 1,502,167,136,0,3,1,1,0,0,0,0,6,314
Umán,7,997,0997 Contigua 2,502,169,166,0,9,3,3,3,1,1,0,7,362
Umán,7,998,0998 Básica,566,163,201,0,6,3,1,1,2,0,0,7,384
Umán,7,998,0998 Contigua 1,567,176,210,0,9,2,2,1,1,1,0,4,406
Umán,7,998,0998 Contigua 2,567,155,224,0,11,1,9,3,0,1,0,5,409
Umán,7,998,0998 Contigua 3,567,150,234,0,7,1,3,3,0,0,0,9,407
Umán,7,999,0999 Básica,547,164,198,0,6,1,0,0,3,0,0,11,383
Umán,7,999,0999 Contigua 1,547,180,217,0,3,0,2,0,1,0,0,5,408
Umán,7,1000,1000 Básica,720,262,219,0,6,0,4,0,2,0,0,4,497
Umán,7,1000,1000 Contigua 1,721,241,222,0,8,10,2,2,0,0,0,19,504
Umán,7,1000,1000 Contigua 2,721,267,232,0,12,4,5,1,3,0,0,9,533
Umán,7,1000,1000 Contigua 3,721,203,264,0,8,3,3,0,1,1,0,10,493
Umán,7,1001,1001 Básica,644,238,192,0,2,6,1,1,3,0,0,27,470
Umán,7,1002,1002 Básica,466,88,112,0,5,2,0,3,0,0,0,4,214
Umán,7,1002,1002 Contigua 1,466,81,90,0,3,1,0,2,1,0,0,0,178
Umán,7,1003,1003 Básica,429,69,137,0,8,2,1,3,2,0,0,5,227
Umán,7,1003,1003 Contigua 1,430,86,121,0,4,1,5,1,0,1,0,4,223
Umán,7,1004,1004 Básica,585,111,207,0,1,0,2,1,2,0,0,8,332
Umán,7,1004,1004 Contigua 1,586,125,223,0,4,1,1,3,2,0,0,4,363
Umán,7,1005,1005 Básica,567,253,287,0,4,2,4,0,9,0,0,27,586
Umán,7,1005,1005 Contigua 1,568,191,231,0,7,3,3,1,3,0,0,20,459
Umán,7,1006,1006 Básica,587,83,373,0,3,2,2,1,4,0,0,11,479
Umán,7,1006,1006 Contigua 1,587,118,314,0,5,6,1,0,6,0,0,20,470
Umán,7,1006,1006 Extraordinaria 1,503,209,196,0,0,0,0,14,5,0,0,25,449
Umán,7,1007,1007 Básica,298,102,123,0,2,0,1,0,2,0,0,10,240
Umán,7,1008,1008 Básica,633,130,365,0,2,6,1,1,2,0,0,23,530
Umán,7,1009,1009 Básica,377,104,188,0,2,1,2,0,0,0,0,14,311
Umán,7,1009,1009 Contigua 1,378,121,179,0,1,1,1,0,4,1,0,21,329
Valladolid,11,1010,1010 Básica,651,59,0,130,145,9,0,0,0,0,0,11,354
Valladolid,11,1010,1010 Contigua 1,652,44,0,138,161,8,0,0,1,0,0,15,367
Valladolid,11,1011,1011 Básica,610,46,0,88,190,8,0,0,1,0,0,11,344
Valladolid,11,1011,1011 Contigua 1,610,27,0,116,207,5,0,1,1,0,0,5,362
Valladolid,11,1012,1012 Básica,528,64,0,104,125,14,0,0,1,0,0,15,323
Valladolid,11,1012,1012 Contigua 1,529,47,0,86,134,27,0,0,2,0,0,15,311
Valladolid,11,1013,1013 Básica,531,48,0,115,156,5,0,0,2,1,0,0,327
Valladolid,11,1013,1013 Contigua 1,531,54,0,77,166,7,0,0,1,0,0,7,312
Valladolid,11,1014,1014 Básica,505,67,0,96,118,3,0,0,3,0,0,12,299
Valladolid,11,1014,1014 Contigua 1,506,42,0,80,150,6,0,0,0,0,0,0,278
Valladolid,11,1015,1015 Básica,537,49,0,111,103,5,0,0,4,0,0,12,284
Valladolid,11,1015,1015 Contigua 1,537,40,0,96,131,4,0,1,2,0,0,17,291
Valladolid,11,1016,1016 Básica,632,30,0,94,150,4,0,0,1,0,0,7,286
Valladolid,11,1016,1016 Contigua 1,632,32,0,111,130,4,0,0,1,0,0,5,283
Valladolid,11,1016,1016 Contigua 2,633,29,0,95,130,2,0,1,3,0,0,9,269
Valladolid,11,1017,1017 Básica,580,56,0,111,149,10,0,0,2,1,0,0,329
Valladolid,11,1017,1017 Contigua 1,580,55,0,106,123,2,0,0,1,0,0,9,296
Valladolid,11,1018,1018 Básica,567,54,0,106,135,11,0,0,0,0,0,12,318
Valladolid,11,1018,1018 Contigua 1,568,45,0,107,156,2,0,0,2,0,0,10,322
Valladolid,11,1018,1018 Contigua 2,568,49,0,62,165,8,0,2,2,0,0,7,295
Valladolid,11,1019,1019 Básica,572,40,0,153,176,8,0,1,2,0,0,2,382
Valladolid,11,1019,1019 Contigua 1,572,42,0,125,166,11,0,0,5,0,0,8,357
Valladolid,11,1020,1020 Básica,627,31,0,130,209,5,0,0,1,0,0,9,385
Valladolid,11,1021,1021 Básica,604,42,0,138,146,18,0,0,2,0,0,0,346
Valladolid,11,1021,1021 Contigua 1,605,44,0,124,145,11,0,0,2,0,0,15,341
Valladolid,11,1022,1022 Básica,578,31,0,94,159,5,0,1,1,0,0,2,293
Valladolid,11,1022,1022 Contigua 1,579,43,0,89,171,7,0,0,0,0,0,8,318
Valladolid,11,1023,1023 Básica,668,64,0,127,173,7,0,0,1,0,0,7,379
Valladolid,11,1023,1023 Contigua 1,669,57,0,126,154,14,0,0,1,0,0,10,362
Valladolid,11,1024,1024 Básica,492,52,0,84,147,8,0,0,0,0,0,6,297
Valladolid,11,1024,1024 Contigua 1,493,27,0,135,99,7,0,0,0,0,0,9,277
Valladolid,11,1025,1025 Básica,564,32,0,135,169,5,0,0,3,0,0,12,356
Valladolid,11,1025,1025 Contigua 1,564,39,0,135,142,7,0,0,0,0,0,14,337
Valladolid,11,1026,1026 Básica,721,41,0,131,156,4,0,0,0,0,0,8,340
Valladolid,11,1026,1026 Contigua 1,722,37,0,118,142,1,0,1,1,0,0,11,311
Valladolid,11,1027,1027 Básica,680,56,0,153,158,3,0,1,4,0,0,14,389
Valladolid,11,1027,1027 Contigua 1,680,53,0,137,133,3,0,0,2,0,0,15,343
Valladolid,11,1028,1028 Básica,522,54,0,86,146,6,0,0,2,1,0,12,307
Valladolid,11,1028,1028 Contigua 1,523,69,0,105,117,2,0,0,1,0,0,6,300
Valladolid,11,1029,1029 Básica,508,50,0,118,151,4,0,0,2,0,0,4,329
Valladolid,11,1029,1029 Contigua 1,508,52,0,112,132,3,0,0,1,0,0,7,307
Valladolid,11,1030,1030 Básica,447,44,0,95,107,1,0,1,5,0,0,13,266
Valladolid,11,1030,1030 Contigua 1,448,64,0,75,114,4,0,0,3,0,0,15,275
Valladolid,11,1031,1031 Básica,564,70,0,117,121,14,0,0,4,0,0,12,338
Valladolid,11,1031,1031 Contigua 1,564,44,0,120,157,6,0,2,0,0,0,12,341
Valladolid,11,1032,1032 Básica,729,182,0,183,134,2,0,1,4,0,0,18,524
Valladolid,11,1032,1032 Contigua 1,730,185,0,162,103,4,0,0,4,1,0,34,493
Valladolid,11,1033,1033 Básica,644,69,0,143,194,4,0,0,7,0,0,35,452
Valladolid,11,1033,1033 Contigua 1,645,144,0,170,165,2,0,0,0,0,0,0,481
Valladolid,11,1033,1033 Contigua 2,645,122,0,164,183,3,0,0,6,0,0,18,496
Valladolid,11,1034,1034 Básica,584,130,0,201,123,13,0,0,8,0,0,20,495
Valladolid,11,1034,1034 Contigua 1,584,121,0,216,126,7,0,0,3,0,0,15,488
Valladolid,11,1035,1035 Básica,519,60,0,146,153,1,0,1,1,1,0,9,372
Valladolid,11,1036,1036 Básica,463,26,0,139,156,2,0,0,1,0,0,17,341
Valladolid,11,1036,1036 Contigua 1,463,11,0,146,174,2,0,0,6,0,0,10,349
Valladolid,11,1037,1037 Básica,432,11,0,145,195,2,0,0,1,0,0,20,374
Valladolid,11,1038,1038 Básica,701,33,0,286,257,7,0,0,3,0,0,33,619
Valladolid,11,1039,1039 Básica,391,89,0,140,71,0,0,0,2,0,0,18,320
Valladolid,11,1039,1039 Contigua 1,391,117,0,120,51,1,0,0,7,0,0,15,311
Valladolid,11,1040,1040 Básica,737,120,0,241,114,5,0,0,5,0,0,0,485
Valladolid,11,1040,1040 Contigua 1,738,162,0,207,137,6,0,1,10,0,0,0,523
Valladolid,11,1041,1041 Básica,603,84,0,201,99,1,0,0,0,0,0,23,408
Valladolid,11,1041,1041 Contigua 1,604,96,0,194,101,5,0,0,5,0,0,18,419
Valladolid,11,1042,1042 Básica,485,28,0,11,218,9,0,1,6,1,0,0,274
Xocchel,14,1043,1043 Básica,408,113,162,0,0,2,2,0,1,0,0,,280
Xocchel,14,1043,1043 Contigua 1,409,155,167,0,0,0,0,0,0,0,0,8,330
Xocchel,14,1044,1044 Básica,576,125,162,0,0,0,0,0,0,0,0,49,336
Xocchel,14,1044,1044 Contigua 1,577,155,257,0,0,0,0,0,0,0,0,20,432
Yaxcabá,15,1045,1045 Básica,697,316,228,0,2,2,2,0,1,0,0,16,567
Yaxcabá,15,1046,1046 Básica,464,195,172,0,1,0,1,0,7,0,0,9,385
Yaxcabá,15,1046,1046 Contigua 1,465,173,186,0,0,0,1,1,3,0,0,16,380
Yaxcabá,15,1047,1047 Básica,523,151,171,0,2,1,0,1,6,1,0,17,350
Yaxcabá,15,1047,1047 Contigua 1,524,193,139,0,8,1,1,0,4,0,0,2,348
Yaxcabá,15,1048,1048 Básica,571,110,216,0,4,0,1,0,5,1,0,15,352
Yaxcabá,15,1049,1049 Básica,442,147,193,0,1,0,0,0,3,0,0,17,361
Yaxcabá,15,1050,1050 Básica,175,42,78,0,0,0,1,0,0,0,0,2,123
Yaxcabá,15,1051,1051 Básica,580,191,306,0,0,0,0,0,0,0,0,7,504
Yaxcabá,15,1052,1052 Básica,423,211,101,0,0,1,0,0,3,0,0,1,317
Yaxcabá,15,1052,1052 Contigua 1,423,169,136,0,1,2,1,0,1,0,0,0,310
