MUNICIPIO,DISTRITO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,PRI,PRI-PVEM,PRD,PT,PVEM,CONV,PY,PAY,NO REGISTRADOS,NULOS,TOTAL
Abalá,13,1,0001 Básica,649,285,251,0,0,0,1,0,6,0,0,0,543
Abalá,13,1,0001 Contigua 1,650,294,226,0,0,0,0,0,0,0,0,15,535
Abalá,13,2,0002 Básica,148,100,31,0,0,0,0,0,0,0,0,0,131
Abalá,13,3,0003 Básica,194,103,38,0,0,1,0,0,4,0,0,4,150
Abalá,13,4,0004 Básica,459,200,185,0,0,0,0,0,0,0,0,12,397
Abalá,13,4,0004 Extraordinaria 1,206,113,73,0,0,0,0,0,0,0,,0,186
Abalá,13,5,0005 Básica,588,285,171,0,0,1,1,0,8,0,0,4,470
Abalá,13,5,0005 Contigua 1,589,342,153,0,0,0,,0,0,0,0,10,505
Abalá,13,6,0006 Básica,302,118,132,0,0,0,0,0,0,0,0,16,266
Acanceh,14,7,0007 Básica,702,350,192,0,0,0,1,2,3,0,0,0,548
Acanceh,14,7,0007 Contigua 1,703,385,158,0,1,0,0,5,1,0,0,13,563
Acanceh,14,8,0008 Básica,523,265,157,0,1,1,1,1,1,0,0,9,436
Acanceh,14,8,0008 Contigua 1,524,272,159,0,0,0,0,0,2,0,0,10,443
Acanceh,14,8,0008 Contigua 2,524,265,162,0,0,0,1,2,0,0,0,0,430
Acanceh,14,9,0009 Básica,646,316,211,0,0,0,1,5,2,0,0,14,549
Acanceh,14,9,0009 Contigua 1,646,340,184,0,1,1,0,5,1,0,0,12,544
Acanceh,14,9,0009 Contigua 2,647,306,190,0,0,0,1,4,3,0,0,29,533
Acanceh,14,10,0010 Básica,621,316,153,0,0,1,0,0,5,0,0,23,498
Acanceh,14,10,0010 Contigua 1,621,306,171,0,1,1,1,1,1,0,0,0,482
Acanceh,14,10,0010 Contigua 2,622,292,183,0,0,0,0,1,0,0,0,19,495
Acanceh,14,11,0011 Básica,501,248,191,0,0,0,2,1,2,0,0,4,448
Acanceh,14,12,0012 Básica,442,217,137,0,0,2,0,1,1,1,0,4,363
Acanceh,14,12,0012 Contigua 1,442,227,126,0,0,1,1,0,1,0,0,10,366
Acanceh,14,13,0013 Básica,502,265,160,0,0,1,0,0,1,0,0,6,433
Akil,12,14,0014 Básica,642,186,240,0,15,0,0,0,3,0,0,22,466
Akil,12,14,0014 Contigua 1,642,194,245,0,11,1,0,1,2,0,0,11,465
Akil,12,15,0015 Básica,716,250,214,0,14,2,0,0,1,1,0,18,500
Akil,12,15,0015 Contigua 1,717,218,244,0,12,1,0,0,5,0,0,16,496
Akil,12,16,0016 Básica,523,162,183,0,23,3,0,0,4,0,0,9,384
Akil,12,16,0016 Contigua 1,523,179,162,0,24,2,0,0,3,0,0,5,375
Akil,12,17,0017 Básica,534,224,154,0,7,0,0,0,3,0,0,4,392
Akil,12,17,0017 Contigua 1,535,174,179,0,8,0,1,0,3,0,0,11,376
Akil,12,18,0018 Básica,674,196,236,0,16,1,0,0,2,0,0,15,466
Akil,12,19,0019 Básica,55,11,26,0,3,1,0,0,2,0,0,3,46
Baca,9,20,0020 Básica,570,212,211,0,14,0,0,0,1,0,0,5,443
Baca,9,20,0020 Contigua 1,571,235,188,0,9,0,1,0,6,0,0,3,442
Baca,9,21,0021 Básica,401,161,144,0,9,0,0,0,0,0,0,11,325
Baca,9,21,0021 Contigua 1,401,133,185,0,3,0,0,0,0,0,0,3,324
Baca,9,22,0022 Básica,382,134,130,0,31,1,0,0,1,0,0,6,303
Baca,9,22,0022 Contigua 1,383,140,126,0,34,0,0,0,0,0,0,5,305
Baca,9,23,0023 Básica,571,204,227,0,21,1,0,0,1,1,0,7,462
Baca,9,24,0024 Básica,561,215,180,0,57,0,0,0,5,0,0,10,467
Bokobá,9,25,0025 Básica,396,0,0,0,0,0,0,0,0,0,0,0,0
Bokobá,9,25,0025 Contigua 1,396,181,160,0,0,0,0,0,0,0,0,9,350
Bokobá,9,26,0026 Básica,742,304,353,0,0,0,0,0,2,0,0,13,672
Buctzotz,10,27,0027 Básica,728,338,215,0,9,0,0,0,0,0,0,33,595
Buctzotz,10,27,0027 Contigua 1,728,346,205,0,7,1,0,0,3,0,0,19,581
Buctzotz,10,28,0028 Básica,503,204,187,0,5,0,0,0,0,0,0,15,411
Buctzotz,10,28,0028 Contigua 1,504,193,209,0,4,0,0,0,0,0,0,8,414
Buctzotz,10,28,0028 Contigua 2,504,163,191,0,5,0,0,0,0,0,0,39,398
Buctzotz,10,29,0029 Básica,511,222,203,0,1,0,0,0,4,0,0,4,434
Buctzotz,10,29,0029 Contigua 1,511,238,185,0,2,1,0,0,1,0,0,5,432
Buctzotz,10,30,0030 Básica,401,133,185,0,3,0,0,0,3,1,0,1,326
Buctzotz,10,30,0030 Contigua 1,401,144,169,0,1,0,0,0,2,0,0,2,318
Buctzotz,10,31,0031 Básica,342,161,139,0,3,0,0,0,0,0,0,0,303
Buctzotz,10,32,0032 Básica,332,110,154,0,0,0,0,0,3,0,0,7,274
Cacalchén,9,33,0033 Básica,403,34,170,0,113,4,0,0,0,0,0,3,324
Cacalchén,9,33,0033 Contigua 1,403,25,185,0,123,0,0,0,2,0,0,3,338
Cacalchén,9,34,0034 Básica,657,90,274,0,161,6,0,0,2,0,0,11,544
Cacalchén,9,34,0034 Contigua 1,657,56,278,0,173,10,0,0,7,0,0,11,535
Cacalchén,9,35,0035 Básica,586,42,217,0,152,6,0,0,2,0,0,56,475
Cacalchén,9,35,0035 Contigua 1,586,38,276,0,163,3,0,0,0,0,0,9,489
Cacalchén,9,36,0036 Básica,554,26,261,0,161,3,0,0,3,0,0,8,462
Cacalchén,9,36,0036 Contigua 1,555,21,204,0,198,2,0,0,3,0,0,8,436
Calotmul,10,37,0037 Básica,496,67,147,0,176,0,0,0,0,0,24,0,414
Calotmul,10,37,0037 Contigua 1,496,80,140,0,178,1,0,1,2,0,0,10,412
Calotmul,10,38,0038 Básica,405,59,136,0,114,0,0,0,9,0,0,0,318
Calotmul,10,38,0038 Contigua 1,406,80,131,0,100,0,0,0,0,0,0,0,311
Calotmul,10,39,0039 Básica,292,65,69,0,108,0,0,0,0,0,0,0,242
Calotmul,10,40,0040 Básica,501,21,117,0,278,0,0,0,2,0,0,0,418
Cansahcab,9,41,0041 Básica,586,66,123,0,163,70,0,0,21,0,0,12,455
Cansahcab,9,42,0042 Básica,435,72,84,0,103,83,0,0,13,0,0,3,358
Cansahcab,9,42,0042 Contigua 1,435,65,99,0,87,86,0,0,11,0,0,4,352
Cansahcab,9,43,0043 Básica,419,86,107,0,92,33,0,0,9,0,0,9,336
Cansahcab,9,43,0043 Contigua 1,420,87,111,0,72,45,0,1,15,0,0,3,334
Cansahcab,9,44,0044 Básica,415,105,83,0,64,26,0,0,24,0,0,0,302
Cansahcab,9,44,0044 Contigua 1,415,78,117,0,65,26,1,0,39,0,0,3,329
Cansahcab,9,45,0045 Básica,170,22,36,0,36,41,0,1,10,0,0,5,151
Cansahcab,9,46,0046 Básica,105,7,17,0,44,16,0,0,4,0,0,3,91
Cantamayec,12,47,0047 Básica,461,201,185,0,0,0,0,4,0,0,0,19,409
Cantamayec,12,47,0047 Contigua 1,461,199,190,0,0,0,0,0,0,0,0,6,395
Cantamayec,12,48,0048 Básica,208,120,59,0,1,3,0,0,2,0,0,2,187
Cantamayec,12,49,0049 Básica,110,60,37,0,0,0,0,0,0,0,3,0,100
Celestún,7,50,0050 Básica,405,120,193,0,3,0,0,0,2,0,0,9,327
Celestún,7,50,0050 Contigua 1,405,155,148,0,3,0,0,0,4,0,0,0,310
Celestún,7,51,0051 Básica,564,250,178,0,2,0,0,0,0,0,0,12,442
Celestún,7,51,0051 Contigua 1,565,279,162,0,7,0,0,0,0,0,0,0,448
Celestún,7,52,0052 Básica,410,153,176,0,5,0,0,0,0,0,0,6,340
Celestún,7,52,0052 Contigua 1,411,178,139,0,2,0,0,0,0,0,0,7,326
Celestún,7,53,0053 Básica,399,142,168,0,4,0,0,0,0,0,0,24,338
Celestún,7,53,0053 Contigua 1,400,167,135,0,4,1,0,0,1,0,0,0,308
Cenotillo,15,54,0054 Básica,402,169,112,0,0,0,0,0,0,0,0,4,285
Cenotillo,15,55,0055 Básica,403,195,86,0,0,0,0,0,1,0,0,6,288
Cenotillo,15,55,0055 Contigua 1,404,209,70,0,0,0,0,0,2,0,0,8,289
Cenotillo,15,56,0056 Básica,380,192,89,0,0,0,0,0,2,0,0,6,289
Cenotillo,15,56,0056 Contigua 1,381,167,106,0,0,1,0,0,1,0,0,10,285
Cenotillo,15,57,0057 Básica,627,273,159,0,0,0,0,0,1,0,0,13,446
Cenotillo,15,58,0058 Básica,260,93,91,0,0,0,0,0,2,0,0,5,191
Conkal,8,59,0059 Básica,619,156,255,0,25,0,0,0,0,0,2,9,447
Conkal,8,59,0059 Contigua 1,619,185,251,0,19,0,0,0,0,0,0,10,465
Conkal,8,60,0060 Básica,659,203,270,0,2,1,0,2,4,0,0,10,492
Conkal,8,61,0061 Básica,589,159,231,0,6,0,0,0,7,0,0,10,413
Conkal,8,61,0061 Contigua 1,589,185,236,0,9,0,0,1,1,0,0,8,440
Conkal,8,62,0062 Básica,612,186,225,0,16,0,0,0,1,0,0,9,437
Conkal,8,62,0062 Contigua 1,613,217,222,0,10,2,0,2,2,0,0,8,463
Conkal,8,63,0063 Básica,118,32,53,0,1,0,0,0,0,0,0,2,88
Conkal,8,64,0064 Básica,456,105,216,0,5,0,0,0,6,0,0,3,335
Conkal,8,64,0064 Contigua 1,457,133,166,0,8,2,0,0,5,0,0,12,326
Cuncunul,11,65,0065 Básica,738,284,361,0,12,0,1,0,8,0,0,12,678
Cuncunul,11,66,0066 Básica,166,87,65,0,0,0,0,0,0,1,0,2,155
Cuzumá,14,67,0067 Básica,480,228,148,0,0,0,0,0,0,0,0,27,403
Cuzumá,14,67,0067 Contigua 1,481,223,190,0,0,0,0,0,0,0,0,12,425
Cuzumá,14,68,0068 Básica,680,250,230,0,1,0,1,1,1,0,0,84,568
Cuzumá,14,68,0068 Contigua 1,680,309,225,0,1,0,0,1,8,0,0,21,565
Cuzumá,14,69,0069 Básica,510,220,124,0,0,0,0,0,0,0,0,68,412
Chacsinkín,12,70,0070 Básica,693,311,299,0,0,0,0,0,0,1,0,0,611
Chacsinkín,12,70,0070 Contigua 1,693,323,285,0,0,0,0,0,0,0,0,0,608
Chankom,11,71,0071 Básica,401,197,150,0,0,0,0,0,0,0,0,5,352
Chankom,11,71,0071 Contigua 1,401,178,152,0,1,0,1,1,6,0,0,12,351
Chankom,11,71,0071 Extraordinaria 1,158,42,57,0,0,1,0,0,1,0,0,4,105
Chankom,11,71,0071 Extraordinaria 2,115,57,81,0,0,0,0,0,3,0,0,3,144
Chankom,11,72,0072 Básica,555,198,273,0,2,0,0,0,0,0,0,24,497
Chankom,11,73,0073 Básica,510,174,271,0,1,1,0,0,7,0,0,12,466
Chankom,11,74,0074 Básica,480,222,190,0,0,0,0,0,4,0,0,14,430
Chapab,13,75,0075 Básica,677,321,196,0,11,3,0,0,3,2,0,14,550
Chapab,13,76,0076 Básica,430,168,79,0,8,2,0,0,3,0,0,79,339
Chapab,13,76,0076 Contigua 1,431,207,101,0,10,0,0,14,1,2,0,8,343
Chapab,13,77,0077 Básica,594,309,247,0,1,0,0,1,1,0,0,0,559
Chemax,11,78,0078 Básica,728,187,180,0,110,3,41,0,0,0,0,25,546
Chemax,11,78,0078 Contigua 1,728,211,207,0,95,2,47,0,0,0,0,27,589
Chemax,11,78,0078 Contigua 2,728,223,202,0,74,2,60,0,0,0,0,14,575
Chemax,11,79,0079 Básica,547,162,163,0,69,6,31,0,4,1,0,8,444
Chemax,11,79,0079 Contigua 1,547,167,161,0,72,1,25,0,3,0,0,14,443
Chemax,11,80,0080 Básica,562,161,181,0,45,1,49,0,0,0,0,11,448
Chemax,11,80,0080 Contigua 1,563,174,167,0,47,2,46,0,4,0,0,8,448
Chemax,11,81,0081 Básica,572,188,122,0,76,5,37,0,5,0,0,18,451
Chemax,11,81,0081 Contigua 1,572,165,110,0,88,4,64,0,7,0,0,6,444
Chemax,11,81,0081 Contigua 2,572,191,152,0,36,1,45,0,0,0,0,12,437
Chemax,11,82,0082 Básica,631,150,271,0,63,2,14,0,4,0,0,22,526
Chemax,11,82,0082 Extraordinaria 1,328,121,145,0,12,2,2,0,1,0,0,4,287
Chemax,11,83,0083 Básica,714,147,221,0,105,0,19,0,0,0,0,13,505
Chemax,11,83,0083 Contigua 1,715,126,299,0,46,0,17,0,0,0,0,33,521
Chemax,11,84,0084 Básica,484,103,212,0,42,1,1,0,0,0,0,0,359
Chemax,11,84,0084 Contigua 1,485,116,214,0,44,2,2,0,0,0,0,23,401
Chemax,11,85,0085 Básica,361,138,111,0,16,2,13,0,4,0,0,8,292
Chemax,11,86,0086 Básica,706,165,328,0,65,2,10,0,11,0,0,10,591
Chemax,11,86,0086 Contigua 1,706,193,332,0,35,2,12,0,10,0,0,16,600
Chemax,11,87,0087 Básica,332,160,95,0,2,1,32,0,0,0,0,10,300
Chemax,11,88,0088 Básica,475,225,122,0,30,0,25,0,0,0,3,0,405
Chemax,11,88,0088 Contigua 1,475,159,154,0,23,0,31,0,0,0,0,0,367
Chemax,11,89,0089 Básica,545,148,212,0,8,3,77,0,3,0,0,20,471
Chemax,11,89,0089 Contigua 1,545,142,206,0,6,0,96,0,6,0,0,20,476
Chemax,11,90,0090 Básica,457,160,188,0,14,1,2,0,3,0,0,10,378
Chicxulub Pueblo,8,91,0091 Básica,733,291,304,0,0,1,1,0,2,0,0,19,618
Chicxulub Pueblo,8,91,0091 Contigua 1,733,290,285,0,1,1,2,0,5,0,0,21,605
Chicxulub Pueblo,8,92,0092 Básica,512,191,204,0,0,0,0,0,2,0,0,14,411
Chicxulub Pueblo,8,92,0092 Contigua 1,512,196,223,0,0,0,0,0,4,0,0,11,434
Chichimilá,11,93,0093 Básica,533,121,239,0,3,0,53,0,4,0,0,0,420
Chichimilá,11,93,0093 Contigua 1,533,0,0,0,0,0,0,0,0,0,0,0,0
Chichimilá,11,94,0094 Básica,514,182,174,0,2,0,36,0,8,0,0,77,479
Chichimilá,11,94,0094 Contigua 1,514,0,0,0,0,0,0,0,0,0,0,0,0
Chichimilá,11,95,0095 Básica,439,91,191,0,13,0,49,0,6,0,0,9,359
Chichimilá,11,95,0095 Contigua 1,439,0,0,0,0,0,0,0,0,0,0,0,0
Chichimilá,11,96,0096 Básica,474,119,134,0,4,1,158,0,12,0,0,0,428
Chichimilá,11,97,0097 Básica,248,139,62,0,1,0,12,0,0,0,0,7,221
Chichimilá,11,98,0098 Básica,190,73,73,0,2,2,15,0,3,0,0,0,168
Chichimilá,11,98,0098 Extraordinaria 1,146,32,59,0,2,2,32,0,0,0,0,0,127
Chikindzonot,11,99,0099 Básica,709,346,284,0,0,1,0,0,6,0,0,23,660
Chikindzonot,11,99,0099 Contigua 1,710,0,0,0,0,0,0,0,0,0,0,0,0
Chikindzonot,11,100,0100 Básica,65,28,15,0,0,0,0,0,0,0,0,0,43
Chikindzonot,11,101,0101 Básica,248,93,116,0,1,0,0,0,0,0,0,0,210
Chikindzonot,11,102,0102 Básica,471,131,262,0,0,1,0,0,5,0,0,6,405
Chocholá,7,103,0103 Básica,460,147,213,0,0,1,0,0,4,0,0,20,385
Chocholá,7,103,0103 Contigua 1,461,172,196,0,1,2,0,1,5,0,0,15,392
Chocholá,7,104,0104 Básica,459,194,185,0,0,0,0,0,1,0,0,6,386
Chocholá,7,104,0104 Contigua 1,459,185,180,0,1,0,0,0,0,1,0,15,382
Chocholá,7,105,0105 Básica,479,221,135,0,2,4,0,0,1,0,0,26,389
Chocholá,7,105,0105 Contigua 1,479,197,195,0,0,1,1,0,1,1,0,16,412
Chumayel,12,106,0106 Básica,507,254,158,0,0,1,0,0,0,0,0,6,419
Chumayel,12,106,0106 Contigua 1,508,239,152,0,0,3,0,1,3,0,0,16,414
Chumayel,12,107,0107 Básica,500,256,148,0,2,0,0,0,2,0,0,11,419
Chumayel,12,107,0107 Contigua 1,500,239,159,0,0,0,0,0,1,0,0,4,403
Dzan,13,108,0108 Básica,674,284,260,0,0,2,0,0,3,0,0,8,557
Dzan,13,108,0108 Contigua 1,675,309,244,0,0,0,0,0,4,0,0,6,563
Dzan,13,109,0109 Básica,504,202,198,0,0,0,0,0,0,0,0,5,405
Dzan,13,109,0109 Contigua 1,504,173,203,0,1,0,0,0,0,0,0,5,382
Dzan,13,109,0109 Contigua 2,504,176,225,0,2,0,0,0,3,0,0,5,411
Dzemul,8,110,0110 Básica,669,206,318,0,24,0,0,0,5,0,0,11,564
Dzemul,8,111,0111 Básica,438,160,187,0,4,1,0,0,1,0,0,13,366
Dzemul,8,111,0111 Contigua 1,439,157,194,0,8,0,0,0,3,0,0,6,368
Dzemul,8,112,0112 Básica,466,170,215,0,11,1,0,1,3,0,0,9,410
Dzemul,8,112,0112 Contigua 1,466,144,244,0,14,0,2,0,1,0,0,7,412
Dzemul,8,113,0113 Básica,55,32,19,0,1,0,0,0,0,0,0,0,52
Dzidzantún,9,114,0114 Básica,550,181,240,0,19,0,7,0,0,0,0,2,449
Dzidzantún,9,114,0114 Contigua 1,550,198,214,0,16,0,5,0,1,1,0,5,440
Dzidzantún,9,115,0115 Básica,749,240,231,0,12,2,0,0,0,0,0,9,494
Dzidzantún,9,115,0115 Contigua 1,750,280,292,0,22,0,0,1,0,0,0,8,603
Dzidzantún,9,116,0116 Básica,379,122,169,0,5,0,0,0,0,0,0,6,302
Dzidzantún,9,116,0116 Contigua 1,380,130,145,0,5,0,1,0,0,0,0,8,289
Dzidzantún,9,117,0117 Básica,730,246,271,0,20,0,2,0,0,0,0,7,546
Dzidzantún,9,117,0117 Contigua 1,730,265,255,0,16,0,1,0,0,0,0,10,547
Dzidzantún,9,118,0118 Básica,452,152,163,0,13,0,0,1,2,0,0,11,342
Dzidzantún,9,118,0118 Contigua 1,453,159,165,0,14,1,0,0,1,0,0,0,340
Dizlam de Bravo,9,120,0120 Básica,399,176,140,0,29,0,0,0,2,0,0,11,358
Dizlam de Bravo,9,120,0120 Contigua 1,399,160,136,0,38,0,0,0,2,0,0,4,340
Dizlam de Bravo,9,121,0121 Básica,400,178,152,0,10,0,0,0,2,0,0,4,346
Dizlam de Bravo,9,121,0121 Contigua 1,401,123,204,0,10,0,0,0,1,0,0,6,344
Dzilam González,9,122,0122 Básica,381,113,105,0,103,0,0,0,2,1,0,13,337
Dzilam González,9,122,0122 Contigua 1,381,131,108,0,88,1,0,1,0,0,0,12,341
Dzilam González,9,123,0123 Básica,456,160,124,0,91,2,0,0,3,0,0,19,399
Dzilam González,9,123,0123 Contigua 1,457,170,119,0,89,1,1,0,1,0,0,17,398
Dzilam González,9,124,0124 Básica,716,250,246,0,112,1,0,0,6,1,0,28,644
Dzilam González,9,125,0125 Básica,435,174,119,0,58,0,0,0,0,0,0,16,367
Dzilam González,9,125,0125 Contigua 1,435,184,129,0,48,2,0,0,2,0,0,7,372
Dzilam González,9,126,0126 Básica,715,274,167,0,154,1,0,0,3,0,0,21,620
Dzitás,11,127,0127 Básica,575,102,301,0,10,2,0,0,7,0,0,13,435
Dzitás,11,128,0128 Básica,472,140,196,0,4,3,0,0,9,0,0,6,358
Dzitás,11,129,0129 Básica,401,109,170,0,9,3,0,0,0,0,0,6,297
Dzitás,11,129,0129 Contigua 1,402,114,172,0,5,1,0,0,1,0,0,4,297
Dzitás,11,130,0130 Básica,425,93,237,0,4,0,0,0,1,0,0,10,345
Dzoncauich,15,131,0131 Básica,725,209,379,0,1,0,0,0,5,0,0,18,612
Dzoncauich,15,132,0132 Básica,542,275,195,0,0,0,0,0,1,1,0,14,486
Dzoncauich,15,132,0132 Contigua 1,543,301,176,0,0,0,0,0,3,0,0,7,487
Dzoncauich,15,133,0133 Básica,318,0,0,0,0,0,0,0,0,0,0,0,0
Espita,10,134,0134 Básica,667,129,200,0,121,1,0,0,5,0,0,38,494
Espita,10,134,0134 Contigua 1,668,155,163,0,134,0,2,1,8,1,0,0,464
Espita,10,135,0135 Básica,509,94,166,0,107,1,2,0,2,2,0,22,396
Espita,10,135,0135 Contigua 1,510,118,174,0,81,0,0,0,0,0,0,0,373
Espita,10,136,0136 Básica,476,96,129,0,96,0,0,0,0,0,0,23,344
Espita,10,136,0136 Contigua 1,477,101,119,0,105,0,0,0,0,0,0,34,359
Espita,10,137,0137 Básica,634,131,199,0,114,2,1,0,8,0,0,27,482
Espita,10,137,0137 Contigua 1,634,152,190,0,126,0,0,0,0,0,0,19,487
Espita,10,138,0138 Básica,716,258,140,0,123,3,1,0,2,0,0,17,544
Espita,10,138,0138 Contigua 1,717,231,162,0,129,0,0,0,0,0,0,23,545
Espita,10,139,0139 Básica,435,17,178,0,130,0,0,0,0,4,0,13,342
Espita,10,140,0140 Básica,288,108,62,0,83,1,0,0,2,0,0,2,258
Espita,10,141,0141 Básica,497,169,105,0,143,0,0,0,0,0,7,12,436
Espita,10,141,0141 Contigua 1,497,152,152,0,119,0,0,0,0,0,0,8,431
Halachó,13,142,0142 Básica,745,219,147,0,190,4,1,1,5,0,0,20,587
Halachó,13,142,0142 Contigua 1,745,210,183,0,157,1,1,0,7,1,0,21,581
Halachó,13,143,0143 Básica,499,199,104,0,75,4,2,0,0,0,0,12,396
Halachó,13,143,0143 Contigua 1,500,175,135,0,68,1,0,0,5,0,0,8,392
Halachó,13,144,0144 Básica,539,160,160,0,82,3,1,0,2,0,0,6,414
Halachó,13,144,0144 Contigua 1,539,211,134,0,75,7,1,0,3,1,0,15,447
Halachó,13,145,0145 Básica,723,162,211,0,170,3,0,1,2,0,0,19,568
Halachó,13,145,0145 Contigua 1,723,180,218,0,136,0,0,0,4,0,0,48,586
Halachó,13,146,0146 Básica,540,145,118,0,145,1,0,0,1,0,0,9,419
Halachó,13,146,0146 Contigua 1,540,172,143,0,114,1,0,0,0,0,0,13,443
Halachó,13,147,0147 Básica,164,41,62,0,45,0,0,0,0,0,0,2,150
Halachó,13,148,0148 Básica,414,159,119,0,71,3,0,0,8,0,0,0,360
Halachó,13,148,0148 Contigua 1,414,125,141,0,87,1,1,0,4,0,0,14,373
Halachó,13,148,0148 Extraordinaria 1,378,181,84,0,59,2,0,0,1,1,0,11,339
Halachó,13,149,0149 Básica,601,136,91,0,290,2,2,0,9,0,0,24,554
Halachó,13,149,0149 Contigua 1,602,171,107,0,238,3,1,0,0,0,0,0,520
Halachó,13,149,0149 Contigua 2,602,175,79,0,234,0,0,0,0,0,0,0,488
Halachó,13,150,0150 Básica,459,150,274,0,79,38,3,0,0,3,0,0,547
Halachó,13,150,0150 Contigua 1,459,279,76,0,37,2,1,0,2,0,0,8,405
Halachó,13,151,0151 Básica,537,153,189,0,133,1,1,0,1,0,0,19,497
Halachó,13,151,0151 Contigua 1,537,216,151,0,98,1,0,1,4,1,0,21,493
Hocabá,14,152,0152 Básica,456,177,131,0,16,1,2,0,0,0,0,7,334
Hocabá,14,153,0153 Básica,684,0,0,0,0,0,0,0,0,0,0,0,0
Hocabá,14,154,0154 Básica,739,292,241,0,17,1,0,2,2,0,0,0,555
Hocabá,14,155,0155 Básica,442,0,0,0,0,0,0,0,0,0,0,0,0
Hocabá,14,155,0155 Contigua 1,443,155,149,0,13,1,0,0,3,0,0,18,339
Hocabá,14,156,0156 Básica,527,203,216,0,3,0,0,0,3,0,0,12,437
Hocabá,14,156,0156 Contigua 1,528,224,190,0,5,0,0,0,1,0,0,5,425
Hoctún,15,157,0157 Básica,740,197,288,0,5,0,0,0,6,0,0,13,509
Hoctún,15,158,0158 Básica,485,149,179,0,8,1,0,0,8,0,0,3,348
Hoctún,15,159,0159 Básica,613,221,216,0,2,0,0,0,1,0,0,14,454
Hoctún,15,159,0159 Contigua 1,613,214,200,0,11,0,0,0,5,0,0,15,445
Hoctún,15,160,0160 Básica,513,167,180,0,3,0,1,0,4,0,0,12,367
Hoctún,15,160,0160 Contigua 1,514,151,201,0,10,0,0,0,0,0,0,8,370
Hoctún,15,161,0161 Básica,435,181,210,0,8,1,2,0,4,0,0,6,412
Homún,14,162,0162 Básica,444,31,182,0,125,2,0,0,3,0,0,15,358
Homún,14,162,0162 Contigua 1,445,38,202,0,109,1,0,0,0,0,0,19,369
Homún,14,163,0163 Básica,415,41,187,0,93,0,2,0,3,0,0,20,346
Homún,14,163,0163 Contigua 1,415,33,197,0,99,0,1,0,3,0,0,10,343
Homún,14,164,0164 Básica,508,44,181,0,164,0,0,0,0,0,0,40,429
Homún,14,164,0164 Contigua 1,509,51,185,0,147,2,0,0,1,0,0,24,410
Homún,14,165,0165 Básica,475,20,218,0,142,0,0,0,4,0,0,12,396
Homún,14,165,0165 Contigua 1,475,37,262,0,90,2,0,0,0,0,0,11,402
Homún,14,166,0166 Básica,127,18,70,0,16,0,0,0,1,0,0,3,108
Homún,14,167,0167 Básica,587,8,285,0,198,2,2,0,4,0,0,13,512
Huhí,14,168,0168 Básica,609,184,257,0,9,0,0,0,0,0,0,15,465
Huhí,14,168,0168 Contigua 1,609,197,256,0,7,3,0,0,4,0,0,12,479
Huhí,14,169,0169 Básica,714,253,258,0,9,0,0,0,0,0,0,15,535
Huhí,14,170,0170 Básica,526,223,169,0,15,0,0,0,3,0,0,11,421
Huhí,14,170,0170 Contigua 1,526,204,190,0,11,0,0,0,4,0,0,6,415
Huhí,14,171,0171 Básica,107,19,46,0,0,0,0,0,5,0,0,1,71
Hunucmá,8,172,0172 Básica,452,112,191,0,0,1,2,0,1,0,0,12,319
Hunucmá,8,172,0172 Contigua 1,452,95,216,0,0,0,2,0,2,0,0,14,329
Hunucmá,8,173,0173 Básica,490,111,197,0,0,0,0,0,1,0,0,4,313
Hunucmá,8,173,0173 Contigua 1,490,105,188,0,3,1,3,0,3,0,0,0,303
Hunucmá,8,174,0174 Básica,595,167,242,0,4,0,4,0,0,0,0,5,422
Hunucmá,8,174,0174 Contigua 1,596,159,244,0,1,1,1,0,1,0,0,12,419
Hunucmá,8,175,0175 Básica,611,159,242,0,2,2,2,0,2,0,0,11,420
Hunucmá,8,175,0175 Contigua 1,611,199,243,0,7,1,1,0,3,0,0,7,461
Hunucmá,8,176,0176 Básica,595,172,206,0,2,0,0,1,0,1,0,14,396
Hunucmá,8,176,0176 Contigua 1,596,160,214,0,1,0,6,0,0,0,0,4,385
Hunucmá,8,177,0177 Básica,708,224,249,0,4,1,2,0,5,0,0,0,485
Hunucmá,8,177,0177 Contigua 1,708,219,228,0,8,1,3,0,3,0,0,17,479
Hunucmá,8,178,0178 Básica,622,206,228,0,3,1,0,0,4,0,0,11,453
Hunucmá,8,178,0178 Contigua 1,622,199,220,0,2,0,1,0,4,0,0,13,439
Hunucmá,8,178,0178 Contigua 2,623,185,215,0,11,0,4,0,2,0,0,22,439
Hunucmá,8,179,0179 Básica,656,206,250,0,2,0,2,0,0,0,0,9,469
Hunucmá,8,179,0179 Contigua 1,656,208,240,0,2,0,3,0,3,0,0,7,463
Hunucmá,8,180,0180 Básica,552,161,208,0,4,1,0,1,2,0,0,11,388
Hunucmá,8,180,0180 Contigua 1,553,137,201,0,3,1,0,0,1,0,0,0,343
Hunucmá,8,181,0181 Básica,596,155,210,0,3,0,3,0,2,0,0,8,381
Hunucmá,8,181,0181 Contigua 1,596,173,200,0,2,1,2,0,0,0,0,0,378
Hunucmá,8,182,0182 Básica,419,127,150,0,0,1,0,0,0,0,0,6,284
Hunucmá,8,182,0182 Contigua 1,419,104,149,0,1,0,0,0,4,1,0,18,277
Hunucmá,8,183,0183 Básica,638,194,284,0,1,1,3,0,2,0,0,13,498
