CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1300,2,257,222,12,16,1,4,50,26,3,0,0,0,0,0,591,21,612,866
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1301,3,429,319,46,39,7,11,23,106,12,0,0,0,0,0,992,27,1019,1545
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1302,2,311,288,26,33,6,12,92,72,11,0,0,0,0,1,851,20,872,1278
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1303,3,21,300,355,18,199,50,29,72,134,5,1,2,0,0,1186,91,1277,1655
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1304,2,38,176,125,11,52,49,51,103,21,3,0,0,0,2,629,26,657,1040
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1305,2,28,189,162,9,79,47,43,76,79,6,2,3,0,0,723,35,758,1074
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1306,3,41,241,249,25,161,64,75,90,86,5,0,6,0,0,1043,76,1119,1513
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1307,2,24,131,217,11,163,33,37,64,122,4,0,4,0,2,810,63,875,1274
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1308,1,4,80,134,3,112,8,36,21,46,1,1,0,1,1,447,31,479,583
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1309,2,112,170,244,8,99,42,39,64,65,2,3,1,0,0,849,35,884,1237
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,4,441,476,53,174,22,222,45,164,49,0,0,0,0,3,1646,62,1711,2801
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1311,3,209,637,32,49,9,205,31,159,35,0,0,0,0,1,1366,72,1439,2017
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1312,2,127,161,14,20,6,200,15,69,25,0,0,0,0,1,637,40,678,904
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1313,3,257,340,40,31,10,321,30,186,42,0,0,0,0,0,1257,60,1317,1921
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1314,3,325,322,65,26,15,215,27,191,68,0,0,0,0,0,1254,64,1318,2072
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1315,1,59,89,18,5,6,115,8,64,19,0,0,0,0,0,383,18,401,584
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1316,3,551,399,26,15,4,218,39,79,207,0,0,0,0,1,1538,28,1567,2222
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,4,314,370,116,37,22,699,28,116,70,0,0,0,0,6,1772,51,1829,2748
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1318,2,221,201,43,14,9,414,19,53,28,0,0,0,0,0,1002,47,1049,1485
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,4,694,320,17,24,6,164,64,135,173,0,0,0,0,0,1597,79,1676,2532
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1320,2,252,194,11,6,7,109,92,78,75,0,0,0,0,0,824,35,859,1232
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1321,2,88,140,40,20,11,168,16,113,20,0,0,0,0,0,616,22,638,997
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1322,2,252,195,60,15,12,181,20,115,29,0,0,0,0,0,879,39,918,1361
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1323,1,157,184,15,7,3,76,6,20,15,0,0,0,0,2,483,16,501,701
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1324,2,127,310,23,21,11,71,7,318,21,0,0,0,0,0,909,14,923,1228
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1325,2,279,414,27,20,2,121,18,96,22,0,0,0,0,0,999,34,1033,1473
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1326,2,165,224,21,15,14,184,16,113,28,0,0,0,0,0,780,73,853,1415
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1327,3,215,225,39,16,14,162,11,139,24,0,0,0,0,0,845,56,901,1506
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1328,3,305,518,32,16,7,188,40,102,27,0,0,0,0,0,1235,64,1299,2235
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1329,2,217,238,12,9,5,71,24,109,33,0,0,0,0,0,718,24,742,997
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1330,1,210,67,8,9,3,58,9,47,17,0,0,0,0,0,428,9,437,517
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1331,1,53,90,19,1,3,49,53,40,26,0,0,0,0,0,334,15,349,479
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1332,2,122,343,36,17,5,112,32,107,32,0,0,0,0,1,806,51,858,1153
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1333,2,58,278,54,12,37,25,135,43,128,0,0,0,0,0,770,22,792,973
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1334,2,62,222,77,12,34,19,173,26,110,0,0,0,0,0,735,32,767,988
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1335,1,6,60,12,0,7,4,16,1,9,0,0,0,0,0,115,16,131,272
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1336,1,17,153,49,5,11,4,38,16,56,0,0,0,0,2,349,39,390,604
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1337,1,18,111,15,0,3,2,23,5,140,0,0,0,0,0,317,21,338,468
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1338,2,18,186,63,7,23,9,18,9,144,0,0,0,0,0,477,84,561,841
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1339,1,3,49,16,1,2,2,11,14,42,0,0,0,0,0,140,10,150,192
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1340,1,0,116,52,2,7,2,17,3,140,0,0,0,0,0,339,37,376,529
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1341,1,13,112,14,5,2,5,66,24,119,0,0,0,0,0,360,41,401,530
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1342,2,16,94,44,7,15,5,44,6,249,0,0,0,0,0,480,239,719,889
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1343,1,3,107,35,2,6,3,13,6,39,0,0,0,0,0,214,14,228,302
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1344,2,20,119,185,7,14,12,28,5,254,0,0,0,0,23,644,84,751,1215
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1345,1,10,75,18,2,7,5,16,8,117,0,0,0,0,0,258,42,300,448
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1346,2,15,167,19,8,3,8,34,8,279,0,0,0,0,2,541,33,576,747
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1347,1,9,94,20,10,9,183,16,5,88,0,0,0,0,0,434,24,458,740
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1348,1,25,138,80,9,2,0,22,10,96,0,0,0,0,0,382,23,405,540
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1350,3,153,364,46,26,18,97,81,90,115,0,0,0,0,1,990,21,1012,2204
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1351,3,88,374,20,33,14,107,93,77,101,0,0,0,0,0,907,18,925,1855
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1352,5,170,681,45,58,33,133,128,111,209,0,0,0,0,0,1568,42,1610,3350
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1353,4,152,552,43,32,14,100,103,69,200,0,0,0,0,5,1265,35,1305,2584
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1354,3,97,263,48,20,11,72,65,73,97,0,0,0,0,0,746,31,777,1301
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1355,3,94,270,28,20,10,58,109,54,126,0,0,0,0,2,769,20,791,1675
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1356,2,65,241,15,26,11,28,87,67,73,0,0,0,0,0,613,19,632,1404
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1357,5,115,369,45,25,15,47,75,75,168,0,0,0,0,1,934,28,963,3018
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1358,6,162,477,52,53,13,55,103,124,171,0,0,0,0,0,1210,36,1246,3776
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1359,2,60,160,29,8,4,24,26,70,76,0,0,0,0,1,457,32,490,985
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1360,2,93,199,22,13,7,33,44,87,76,0,0,0,0,1,574,16,591,1307
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1361,2,55,175,23,12,6,24,20,63,41,0,0,0,0,0,419,19,438,904
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1362,7,291,685,83,44,30,91,158,283,237,0,0,0,0,4,1902,65,1971,5230
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1363,16,438,1090,148,46,64,97,324,418,366,0,0,0,0,2,2991,94,3087,10203
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1364,7,144,681,55,27,15,29,122,249,166,0,0,0,0,3,1488,36,1527,4712
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1365,3,114,320,44,27,12,30,83,87,94,0,0,0,0,1,811,24,836,2128
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1366,4,141,507,41,21,11,36,61,87,84,0,0,0,0,0,989,26,1015,2262
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1367,6,191,906,59,33,30,51,81,150,138,0,0,0,0,0,1639,47,1686,3920
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1368,10,340,1095,93,74,50,103,230,208,280,0,0,0,0,1,2473,76,2550,6780
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1767,2,43,229,8,5,1,15,19,27,16,0,0,0,0,0,363,14,377,912
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1768,2,47,198,15,4,5,8,12,20,48,0,0,0,0,0,357,14,371,964
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1769,2,42,178,8,9,6,8,23,22,51,0,0,0,0,0,347,11,358,1073
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1770,3,47,148,13,7,6,13,53,44,52,0,0,0,0,0,383,8,391,1511
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1771,1,38,54,11,7,1,3,5,20,33,0,0,0,0,0,172,11,183,671
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1772,2,35,102,14,7,2,5,8,37,44,0,0,0,0,0,254,13,267,815
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1773,2,32,120,15,7,4,10,9,40,51,0,0,0,0,1,288,4,293,859
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1774,2,23,127,29,8,2,19,18,38,28,0,0,0,0,0,292,8,300,894
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1775,2,35,102,9,2,2,11,15,38,36,0,0,0,0,0,250,7,257,848
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1776,2,37,85,12,2,5,12,32,44,59,0,0,0,0,1,288,5,294,823
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1777,2,56,141,25,5,8,12,15,35,45,0,0,0,0,1,342,17,360,951
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1778,2,27,106,11,8,5,5,19,25,26,0,0,0,0,0,232,7,239,802
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1779,1,31,85,10,12,3,4,19,26,38,0,0,0,0,1,228,9,238,709
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1780,2,40,136,13,9,2,8,37,32,34,0,0,0,0,0,311,13,324,956
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1781,2,55,90,14,2,4,8,21,40,34,0,0,0,0,0,268,16,284,920
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1782,2,35,128,11,11,3,20,28,31,32,0,0,0,0,0,299,10,309,1043
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1783,2,71,117,14,5,3,22,26,35,39,0,0,0,0,1,332,10,343,876
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1784,2,24,125,12,6,3,6,23,23,39,0,0,0,0,0,261,9,270,763
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1785,2,71,209,17,20,13,19,38,30,50,0,0,0,0,0,467,13,480,1028
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1786,2,45,263,8,10,8,25,45,42,58,0,0,0,0,1,504,12,517,1119
5,13,HIDALGO,16,TIZAYUCA,68,TIZAYUCA,1787,2,44,235,14,4,13,18,38,55,45,0,0,0,0,0,466,7,473,1217
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1369,2,20,169,49,8,42,71,53,156,8,0,0,0,0,0,576,24,600,876
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1370,2,31,185,58,7,71,167,45,225,6,0,0,0,0,0,795,34,829,1175
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1371,1,15,102,37,8,33,47,19,162,4,0,0,0,0,2,427,11,440,629
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1372,1,9,103,49,22,40,65,18,153,6,0,0,0,0,0,465,13,478,710
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1373,2,22,211,63,11,67,103,37,359,5,0,0,0,0,0,878,22,900,1375
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1374,3,30,281,80,18,123,158,44,438,14,0,0,0,0,1,1186,28,1215,1823
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1375,2,32,205,137,19,136,91,36,215,7,0,0,0,0,0,878,25,903,1484
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1376,4,63,376,134,16,217,173,76,441,17,0,0,0,0,0,1513,41,1554,2523
5,13,HIDALGO,14,TULA DE ALLENDE,69,TLAHUELILPAN,1377,3,60,277,107,22,47,139,133,255,31,0,0,0,0,0,1071,36,1107,1947
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1378,2,29,224,56,2,1,0,220,1,10,0,0,0,0,1,543,17,561,782
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1379,1,8,210,40,1,4,0,144,1,0,0,0,0,0,0,408,20,428,631
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1380,1,13,191,55,2,2,2,318,1,4,0,0,0,0,0,588,19,607,747
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1381,1,5,195,13,3,2,1,146,0,0,0,0,0,0,0,365,7,372,536
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1382,2,3,104,20,2,1,3,94,7,0,0,0,0,0,0,234,12,246,384
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1383,1,9,91,45,3,1,0,122,3,1,0,0,0,0,0,275,15,290,412
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1384,1,1,62,9,1,0,1,42,0,0,0,0,0,0,0,116,2,118,169
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1385,1,2,97,11,1,2,0,75,5,0,0,0,0,0,0,193,7,200,266
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1386,1,8,164,14,1,3,0,139,2,1,0,0,0,0,0,332,16,348,464
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1387,1,3,52,0,1,0,0,40,2,0,0,0,0,0,0,98,6,104,131
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1388,2,26,300,13,2,1,3,265,5,2,0,0,0,0,0,617,18,635,797
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1389,1,4,58,18,2,2,0,66,5,1,0,0,0,0,0,156,7,163,208
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1390,1,3,65,15,1,1,0,117,0,0,0,0,0,0,0,202,3,205,273
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1391,1,15,159,42,5,2,1,158,6,2,0,0,0,0,0,390,21,411,595
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1392,1,21,118,24,1,3,3,91,27,1,0,0,0,0,0,289,18,307,452
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1393,1,7,86,12,4,1,0,191,6,0,0,0,0,0,0,307,7,314,392
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,70,TLAHUILTEPA,1394,1,2,57,6,1,1,0,77,1,0,0,0,0,0,0,145,9,154,200
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1395,2,97,271,39,15,76,126,80,62,12,0,0,0,0,2,778,31,811,1268
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1396,2,89,277,23,12,62,136,65,71,21,0,0,0,0,2,756,36,794,1088
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1397,2,83,275,51,13,81,183,56,103,26,0,0,0,0,2,871,44,917,1132
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1398,2,85,215,46,11,88,133,69,89,33,0,0,0,0,0,769,29,798,1468
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1399,3,92,248,48,12,58,131,95,98,23,0,0,0,0,2,805,42,849,1501
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1400,1,23,125,19,2,47,55,50,40,17,0,0,0,0,0,378,17,395,348
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1401,1,43,54,5,6,12,23,44,30,16,0,0,0,0,1,233,9,243,603
5,13,HIDALGO,18,TEPEAPULCO,71,TLANALAPA,1402,2,81,181,10,15,12,31,151,63,18,0,0,0,0,2,562,16,580,836
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1403,3,461,535,20,11,28,9,58,52,192,0,0,0,0,0,1366,55,1421,2145
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1404,1,161,186,9,8,12,2,20,24,58,0,0,0,0,0,480,24,504,347
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1405,1,130,46,0,2,3,2,2,4,32,0,0,0,0,0,221,16,237,495
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1406,1,110,44,2,5,2,2,6,7,58,0,0,0,0,0,236,30,266,728
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1407,1,97,173,16,5,3,5,19,18,100,0,0,0,0,0,436,43,479,736
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1408,2,314,272,5,4,3,0,24,8,214,0,0,0,0,0,844,70,914,816
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1409,1,124,59,7,1,1,1,2,6,70,0,0,0,0,0,271,16,287,695
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1410,5,599,482,25,9,14,8,36,46,257,0,0,0,0,0,1476,94,1570,1925
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1411,1,216,196,13,0,3,3,30,13,99,0,0,0,0,0,573,27,600,739
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1412,2,268,154,3,4,2,6,18,5,126,0,0,0,0,1,586,35,622,837
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1413,1,102,178,3,5,69,1,13,9,82,0,0,0,0,0,462,32,494,641
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1414,2,237,197,16,12,23,4,27,10,435,0,0,0,0,0,961,91,1052,1446
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1415,2,360,283,14,8,10,5,11,124,124,0,0,0,0,0,939,52,991,1288
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1416,1,93,127,4,2,1,0,13,9,38,0,0,0,0,0,287,8,295,363
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1417,2,185,196,8,5,14,1,3,14,139,0,0,0,0,0,565,51,616,863
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1418,1,144,125,24,1,15,4,1,12,32,0,0,0,0,0,358,85,443,572
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1419,2,300,81,6,1,28,1,6,20,277,0,0,0,0,2,720,73,795,1021
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1420,1,37,73,51,7,46,2,1,4,22,0,0,0,0,0,243,26,269,345
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1421,1,90,126,2,6,6,0,14,6,54,0,0,0,0,0,304,16,320,454
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1422,2,187,417,33,3,13,2,14,22,65,0,0,0,0,0,756,61,817,1202
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1423,3,286,307,16,10,18,5,37,30,218,0,0,0,0,0,927,65,992,1273
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1424,2,188,189,10,5,9,5,15,5,65,0,0,0,0,0,491,37,528,786
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1425,2,162,216,12,4,9,1,7,7,181,0,0,0,0,0,599,55,654,821
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1426,1,145,55,71,12,9,6,22,27,115,0,0,0,0,0,462,76,538,743
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1427,1,74,114,16,5,4,2,10,70,71,0,0,0,0,0,366,39,405,581
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,72,TLANCHINOL,1428,4,371,596,36,25,26,8,69,83,231,0,0,0,0,0,1445,66,1511,1990
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1429,3,269,248,61,4,7,117,41,249,28,0,0,0,0,0,1024,43,1067,1775
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1430,4,489,351,133,14,9,184,86,409,41,0,0,0,0,2,1716,56,1774,2736
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1431,3,294,220,129,11,8,100,38,299,34,0,0,0,0,0,1133,39,1172,1811
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1432,3,222,222,80,15,6,106,53,186,32,0,0,0,0,0,922,45,967,1555
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1433,2,194,166,68,9,6,67,49,228,39,0,0,0,0,0,826,40,866,1460
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1434,3,283,192,119,15,9,102,56,215,42,0,0,0,0,0,1033,42,1075,1683
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1435,2,273,137,75,9,5,72,18,242,22,0,0,0,0,0,853,18,871,1498
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1436,3,255,194,68,6,11,67,39,291,21,0,0,0,0,0,952,31,983,1715
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1437,3,318,199,104,51,6,75,52,183,97,0,0,0,0,0,1085,49,1134,1769
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1438,3,317,283,148,24,15,123,68,247,125,0,0,0,0,0,1350,57,1407,2185
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1439,2,230,165,93,9,10,61,39,120,116,0,0,0,0,1,843,30,874,1341
5,13,HIDALGO,14,TULA DE ALLENDE,73,TLAXCOAPAN,1440,2,138,157,90,6,2,20,25,80,5,0,0,0,0,0,523,19,542,765
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1441,2,170,201,64,199,5,29,86,42,36,0,0,0,0,0,832,27,859,1284
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1442,3,287,217,110,280,5,64,100,51,29,0,0,0,0,0,1143,18,1161,1585
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1443,1,123,118,73,90,1,16,43,23,19,0,0,0,0,1,506,12,519,726
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1444,3,225,304,103,123,7,91,152,41,36,0,0,0,0,0,1082,18,1100,1569
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1445,2,120,134,206,77,9,21,110,39,39,0,0,0,0,0,755,22,777,1295
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1446,2,79,199,31,59,0,16,157,47,23,0,0,0,0,0,611,12,623,1011
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1447,4,85,321,64,45,9,79,702,109,83,0,0,0,0,1,1497,29,1527,2740
5,13,HIDALGO,16,TIZAYUCA,74,TOLCAYUCA,1448,1,16,47,12,10,0,2,114,7,4,0,0,0,0,0,212,4,216,354
5,13,HIDALGO,14,TULA DE ALLENDE,75,TULA DE ALLENDE,1449,3,113,176,152,14,14,76,21,194,11,0,0,0,0,0,771,29,800,1774
