ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_MC,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,C_COMUN_PRD_MC_PUP,C_COMUN_PRD_MC,C_COMUN_PRD_PUP,C_COMUN_MC_PUP,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,133,SAN FELIPE USILA,5,14,874,2299,1,195,4,5,2847,16,117,4,,,,,,,6,4,0,0,1,1,0,0,,,,,,,,,,,,0,,,,,,848,61,,,,,,,,,,,,,,,,,,,,,7283,0,144,7427,8548,
20,OAXACA,164,SAN JOSE CHILTEPEC,6,14,1148,1445,43,28,94,49,,588,1989,258,761,,16,9,3,3,,,,,143,13,5,32,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,2,207,6849,8448,
20,OAXACA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1,4,1,382,3,,51,0,62,368,515,10,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,0,31,1423,1661,
20,OAXACA,232,SAN LUCAS OJITLAN,12,28,2786,808,178,127,301,164,,2737,4915,88,53,,36,3,14,1,35,18,24,6,49,26,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12387,1,282,12670,15259,
20,OAXACA,418,SANTA MARIA JACATEPEC,6,13,141,1168,1723,,42,115,4,5,152,35,,2002,50,24,2,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466,2,327,5795,7086,
20,OAXACA,38,HUAUTEPEC,4,8,6,1282,118,,8,5,21,297,12,3,,1564,1,2,0,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321,21,136,3478,3993,
20,OAXACA,39,HUAUTLA DE JIMENEZ,19,41,189,2928,4227,,357,59,907,1562,5344,41,281,,35,23,1,12,,,,,44,25,1,19,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16124,0,631,16755,21624,
20,OAXACA,115,SAN BARTOLOME AYAUTLA,3,5,11,524,8,,,12,535,543,,,560,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193,0,131,2324,2766,
20,OAXACA,175,SAN JUAN BAUTISTA CUICATLAN,13,19,1481,1836,86,61,57,29,30,197,1089,27,327,,30,21,7,0,,,,,37,8,4,5,,,,,72,20,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447,1,241,5689,7280,
20,OAXACA,189,SAN JUAN COATZOSPAM,1,2,1,8,242,397,7,3,,9,443,2,3,,1,0,1,0,,,,,2,0,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,0,42,1162,1463,
20,OAXACA,432,SANTA MARIA TECOMAVACA,1,2,1,256,7,7,9,3,2,9,347,2,425,,0,0,0,0,,,,,3,0,0,1,,,,,9,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,0,49,1134,1427,
20,OAXACA,435,SANTA MARIA TEOPOXCO,2,6,7,1019,9,13,29,10,12,21,724,18,,,2,0,0,0,17,6,8,0,16,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,86,2005,2986,
20,OAXACA,437,SANTA MARIA TEXCATITLAN,1,2,2,275,238,3,3,4,,0,0,6,,,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,0,19,560,756,
20,OAXACA,545,TEOTITLAN DE FLORES MAGON,6,14,70,657,465,30,32,26,241,91,400,88,1888,126,6,5,1,5,39,11,8,1,20,4,1,8,,,,,,,,,,,,,,,,,,,,817,,,,,,,,,,,,,,,,,,,,5040,5,257,5302,7074,
20,OAXACA,558,VALERIO TRUJANO,2,2,3,26,77,123,5,0,463,2,174,11,83,,0,1,0,0,3,8,0,1,6,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,0,31,1023,1250,
20,OAXACA,7,ASUNCION NOCHIXTLAN,8,24,249,385,2103,54,742,106,566,876,1781,68,26,421,60,27,2,21,44,10,50,2,73,54,5,5,,,,,,,,,,,,,,,,,,,,,1249,,,,,,,,,,,,,,,,,,,8979,2,372,9353,13139,
20,OAXACA,86,SAN ANDRES DINICUITI,3,6,8,115,576,185,28,1,,2,183,7,,,2,5,0,2,4,16,0,3,11,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,0,60,1214,1699,
20,OAXACA,99,SAN ANDRES ZAUTLA,2,5,6,767,9,3,22,7,,6,196,17,,1189,0,0,0,0,13,7,0,0,9,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,0,59,2318,2988,
20,OAXACA,147,SAN FRANCISCO TELIXTLAHUACA,6,16,58,1401,292,47,914,11,815,313,404,22,1866,333,5,3,0,1,,,,,23,24,2,2,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6580,261,289,7130,9181,
20,OAXACA,292,SAN PABLO HUITZO,5,10,332,966,83,27,153,14,385,215,1232,93,228,,8,4,3,0,16,5,13,1,36,16,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849,7,110,3966,5225,
20,OAXACA,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,5,8,9,832,18,125,86,14,5,17,1030,18,,,1,0,0,0,17,34,5,1,28,11,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265,1,67,2333,3205,
20,OAXACA,457,SANTIAGO CACALOXTEPEC,3,3,587,515,22,1,3,4,,3,22,0,,,3,10,0,0,1,7,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,0,38,1218,1511,
20,OAXACA,485,SANTIAGO SUCHILQUITONGO,5,12,89,984,883,23,104,31,68,28,505,36,2520,,20,5,1,1,21,10,2,0,26,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366,0,226,5592,7321,
20,OAXACA,539,VILLA DE TAMAZULAPAM DEL PROGRESO,6,12,87,1312,291,,491,191,33,20,406,14,,995,29,6,3,7,,,,,21,27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937,1,139,4077,5587,
20,OAXACA,543,VILLA TEJUPAM DE LA UNION,3,4,10,437,658,11,86,11,,20,117,14,2,,9,5,0,8,12,4,1,0,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,0,61,1472,1829,
20,OAXACA,5,ASUNCION CUYOTEPEJI,1,2,326,312,2,1,4,1,0,1,53,0,0,0,4,0,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,708,0,9,717,852,
20,OAXACA,31,FRESNILLO DE TRUJANO,2,2,9,218,222,6,1,3,0,1,111,0,0,0,2,4,0,2,,,,,2,0,0,0,,,,,2,2,0,0,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,585,0,16,601,814,
20,OAXACA,32,GUADALUPE DE RAMIREZ,3,3,5,311,136,1,199,5,0,3,30,1,0,0,2,2,0,0,1,4,2,0,5,4,0,0,,,,,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,711,0,41,752,1086,
20,OAXACA,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,34,98,4908,7799,434,3696,642,177,1026,218,9323,318,81,359,54,30,11,1,,,,,209,79,25,75,,,,,,,,,,,,,,,,,, , ,,,928,,,,,,,,,,,,,,,,,,30393,1934,1109,33436,56025,
20,OAXACA,55,MARISCALA DE JUAREZ,7,8,5,549,12,122,12,7,607,405,143,20,,,0,0,0,1, , , , ,1,1,0,7,,,,,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,1892,0,128,2020,2741,
20,OAXACA,157,SAN JERONIMO SILACAYOAPILLA,2,2,261,304,8,2,7,1,0,4,68,3,0,0,8,2,1,0,0,5,2,0,1,1,1,1,,,,,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,680,0,17,697,1156,
20,OAXACA,179,SAN JUAN BAUTISTA SUCHITEPEC,2,2,136,119,3,3,5,0,0,2,28,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,8,309,406,
20,OAXACA,200,SAN JUAN IHUALTEPEC,2,2,58,143,,7,,,,2,96,,,,,,,,,,,,,,,,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,7,319,577,
20,OAXACA,237,SAN MARCOS ARTEAGA,3,3,9,222,353, ,34,10,1,,88,1,,,8,4,0,0,,,,,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,0,36,775,1238,
20,OAXACA,245,SAN MARTIN ZACATEPEC,2,3,2,501,5,1,6,2, ,1,431,4,,,0,0,0,0,2,6,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,0,21,985,1255,
20,OAXACA,258,SAN MIGUEL AHUEHUETITLAN,2,4,528,558,9,1,112,1,,2,32,1,,,7,5,1,0,2,16,0,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,0,44,1325,1856,
20,OAXACA,260,SAN MIGUEL AMATITLAN,9,13,1177,1070,74,157,990,6,26,7,141,33, ,,15,11,2,1,,,,,22,25,3,0,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787,2,122,3911,5135,
20,OAXACA,288,SAN NICOLAS HIDALGO,1,2,0,153,188,1,6,5,,4,168,0,,,2,1,0,0,0,2,0,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0,22,558,784,
20,OAXACA,382,SANTA CRUZ TACACHE DE MINA,3,5,45,619,678,3,9,9,,5,69,2,,,3,4,2,4,6,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,0,54,1513,2053,
20,OAXACA,456,SANTIAGO AYUQUILILLA,2,3,461,610,14,3,7,2, ,3,29,1,,,9,4,0,0,1,9,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,0,55,1212,1878,
20,OAXACA,459,VILLA DE SANTIAGO CHAZUMBA,9,10,7,1015,20,12,46,5,884,8,438,36,,,2,1,1,0,7,17,4,0,7,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519,0,124,2643,3386,
20,OAXACA,463,SANTIAGO HUAJOLOTITLAN,4,7,372,468,44, ,183,13,,366,174,7,637,,10,10,3,0, , , , ,7,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,0,114,2414,3377,
20,OAXACA,486,SANTIAGO TAMAZOLA,6,7,16,792,25,5,19,11,528,10,616,7,,,0,0,0,0,3,7,1,0,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,0,79,2124,3138,
20,OAXACA,520,SANTO DOMINGO TONALA,7,11,40,854,1133,18,97,26,,35,856,16,,,4,8,0,6,16,9,8,2,22,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164,0,159,3323,5802,
20,OAXACA,534,SILACAYOAPAM,15,17,21,945,810,45,41,18, ,75,721,71,237,,0,6,0,0,7,21,2,0,17,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046,0,169,3215,5426,
20,OAXACA,568,ZAPOTITLAN LAGUNAS,3,4,502,171,30,,427,11,,,65,9,,3,9,4,2,0, ,,,,4,18,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,0,104,1364,2201,
20,OAXACA,71,PUTLA VILLA DE GUERRERO,18,44,73,1327,612,96,233,74,96,62,4521,98,978,700,3,9,1,9,21,36,2,0,79,17,4,29,,,,,,,,,,,,,,,,,,,,,,,6004,,,,,,,,,,,,,,,,,15084,1,798,15883,23211,
20,OAXACA,85,SAN ANDRES CABECERA NUEVA,3,4,3,588,17,59,648,3,,6,61,10,,,0,0,0,0,14,27,3,0,23,26,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,1,63,1555,1996,
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,1460,861,,3,60,30,149,20,1754,24,74,,,,,,,,,,39,10,3,23,,,,,7,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,1,143,4672,6420,
20,OAXACA,298,SAN PEDRO AMUZGOS,3,7,11,1229,1557,4,8,3,,1,494,3,,,3,3,0,2,1,3,2,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,0,78,3408,4660,
20,OAXACA,378,SANTA CRUZ ITUNDUJIA,8,16,42,1536,2050,75,58,25,,26,464,13,,1179,9,9,0,9,1,13,1,0,11,11,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5538,0,277,5815,7571,
20,OAXACA,416,SANTA MARIA IPALAPA,3,8,14,543,944,15,19,9,508,5,347,18,,,6,10,0,3,5,8,1,0,7,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468,1,108,2577,3505,
20,OAXACA,448,SANTA MARIA ZACATEPEC,10,21,54,2150,1642,278,168,46,257,67,2651,56,,,12,5,0,11,28,53,5,0,70,18,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7602,0,335,7937,11712,
20,OAXACA,470,SANTIAGO JUXTLAHUACA,18,44,156,5210,565,,256,73,,,6560,191,434,,10,7,0,0,,,,,77,22,7,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13620,0,680,14300,22342,
20,OAXACA,16,CHALCATONGO DE HIDALGO,7,14,34,366,1655,708,71,27,514,405,223,19,,16,20,11,1,9,,,,,11,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101,4,386,4491,6373,
20,OAXACA,78,SAN AGUSTIN ATENANGO,2,3,7,235,194,3,43,9,,0,330,6,,,1,1,0,0,2,3,0,0,10,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,46,904,1530,
20,OAXACA,549,HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA CUNA DE LA INDEPENDENCIA DE OAXACA,13,19,388,1548,1673,22,159,38,,33,753,36,,,30,27,0,8,11,27,3,0,27,14,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804,4,289,5097,9177,
20,OAXACA,553,HEROICA CIUDAD DE TLAXIACO,20,54,114,987,2640,3940,300,135,1713,1357,3732,130,240,,19,13,1,4,,,,,83,42,3,22,,,,,,,,,,,,,,,,,,,,,,,,350,2524,782,,,,,,,,,,,,,,19131,4,671,19806,29287,
20,OAXACA,183,SAN JUAN BAUTISTA VALLE NACIONAL,15,32,1051,1255,193,2361,605,246,287,1928,2785,254,327,277,55,13,13,4,,,,,108,42,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11839,2,614,12455,17192,
20,OAXACA,560,VILLA DE ETLA,4,14,173,910,228,24,140,1465,1259,23,783,27,79,83,51,7,7,8,14,17,0,1,26,12,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345,5,166,5516,7926,
20,OAXACA,12,EL BARRIO DE LA SOLEDAD,10,21,266,2255,32,41,204,34,1332,31,902,38,1221,264,3,3,4,0,39,28,3,0,21,16,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742,0,278,7020,10208,
20,OAXACA,15,CHAHUITES,7,14,33,617,28,1292,391,2657,16,,178,6,,,8,1,8,10,,,,,8,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,0,327,5591,8021,
20,OAXACA,57,MATIAS ROMERO AVENDAÑO,25,58,1128,2830,190,3473,329,152,86,245,6597,186,,46,23,12,7,3,,,,,109,53,6,46,,,,,,,,,,9,,,,,,,,,,,,,,,,,2331,,,,,,,,,,,,,17861,0,753,18614,29309,
20,OAXACA,72,REFORMA DE PINEDA,2,4,5,862,4,2,5,5,,41,262,2,,63,12,0,0,0,,,,,1,0,0,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,1769,0,69,1838,2140,
20,OAXACA,199,SAN JUAN GUICHICOVI,23,49,92,2133,9751,121,2032,60,32,42,1866,64,,,20,25,1,4,,,,,44,23,6,5,,,,,24,29,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16376,11,461,16848,22330,
20,OAXACA,325,SAN PEDRO TAPANATEPEC,9,20,51,2184,22,29,89,30,13,17,1991,44,27,,0,0,1,1,5,18,2,0,24,7,2,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694,,,,,,,,,,,7380,0,325,7705,10080,
20,OAXACA,427,SANTA MARIA PETAPA,10,21,87,2000,210,671,488,67,17,36,3934,78,,,12,1,1,1,,,,,58,29,4,12,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7708,1,237,7946,11413,
20,OAXACA,481,SANTIAGO NILTEPEC,7,9,49,1206,434,,261,15,39,,304,5,961,,7,5,0,2,,,,,6,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,0,120,3426,4211,
20,OAXACA,509,SANTO DOMINGO INGENIO,5,12,33,2177,22,83,41,28,,94,1847,12,,,0,0,0,0,,,,,16,8,1,3,,,,,49,37,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4459,0,176,4635,6567,
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,9,18,250,1912,458,475,70,334,11,616,1674,43,,,43,11,1,11,,,,,22,8,0,10,,,,,107,31,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109,0,157,6266,8595,
20,OAXACA,376,SANTA CRUZ AMILPAS,4,14,414,300,105,,66,897,712,927,1213,69,,,33,4,8,6,,,,,41,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,,,,,,,,,,6123,2,143,6268,8670,
20,OAXACA,392,SANTA LUCIA DEL CAMINO,23,64,1210,6872,1723,530,1238,305,311,412,10599,350,628,598,80,28,7,8,,,,,307,117,17,56,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25556,8,676,26240,38778,
20,OAXACA,537,SOLEDAD ETLA,3,7,85,304,367,35,272,51,,565,1133,59,37,,25,7,1,4,,,,,57,22,9,3,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055,0,84,3139,4267,
20,OAXACA,154,SAN JACINTO AMILPAS,3,16,305,753,1656,57,202,58,211,41,2402,111,1387,,29,26,1,9,3,12,0,0,75,22,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7378,5,183,7566,10650,
20,OAXACA,66,OAXACA DE JUAREZ,148,387,26306,22592,4654,2372,5696,3243,2535,1980,64785,2232,1180,3273,652,266,104,38,,,,,1592,595,67,321,,,,,,,,,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145139,62,3722,148923,222463,
20,OAXACA,26,CUILAPAM DE GUERRERO,7,26,431,268,2709,48,283,149,1763,219,2903,77,1251,162,47,49,6,25,22,6,7,0,83,44,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10579,2,358,10939,15844,
20,OAXACA,386,SANTA CRUZ XOXOCOTLAN,20,99,3465,4265,17468,903,851,1066,287,154,13381,403,279,296,329,235,20,93,,,,,310,147,13,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44048,6,1181,45235,65372,
20,OAXACA,566,VILLA DE ZAACHILA,7,42,287,771,2887,121,378,131,4716,334,3594,121,981,235,47,24,1,10,40,22,14,3,94,54,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,,,,,,,,,17776,2,599,18377,27798,
20,OAXACA,8,ASUNCION OCOTLAN,3,5,66,303,4,292,8,4,,565,34,199,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1,111,1587,2517,
20,OAXACA,17,CIENEGA DE ZIMATLAN,2,4,22,786,745,8,29,5,,,177,12,,,5,10,0,0,,,,,5,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811,0,58,1869,2405,
20,OAXACA,67,OCOTLAN DE MORELOS,15,30,163,713,296,54,230,166,,85,4079,123,,1781,13,4,0,8,21,12,7,1,63,38,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3578,,,,,,,,11463,0,493,11956,16219,
20,OAXACA,100,SAN ANTONINO CASTILLO VELASCO,4,8,17,843,39,142,64,22,,6,725,53,721,81,2,0,0,1,,,,,31,9,3,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769,0,111,2880,4246,
20,OAXACA,293,SAN PABLO HUIXTEPEC,6,12,545,1850,57,22,591,34,,7,1163,16,,161,6,1,1,0,21,20,4,0,35,37,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,5328,0,202,5530,7256,
20,OAXACA,360,SANTA ANA ZEGACHE,2,5,41,26,1212,28,27,14,,527,148,2,3,,4,9,2,6,,,,,8,2,1,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,0,95,2160,2933,
20,OAXACA,388,SANTA GERTRUDIS,3,5,11,638,66,5,15,4,,4,541,4,,,0,0,0,1,,,,,4,1,0,0,,,,,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,1758,0,56,1814,2438,
