CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,1,COLIMA,1,COLIMA,13,C01,139,180,6,2,5,129,26,5,1,2,0,0,1,0,0,0,1,0,0,0,1,2,500,712,ACTA DE CASILLA,,,JE2015L_06_01_0013_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,14,B,111,81,10,3,5,41,20,2,0,6,0,0,0,0,1,0,2,0,0,0,0,6,288,453,ACTA DE CASILLA,,,JE2015L_06_01_0014_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,14,C01,107,84,10,2,3,40,18,2,0,6,1,1,0,0,2,1,2,0,0,0,0,11,290,453,ACTA DE CASILLA,,,JE2015L_06_01_0014_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,15,B,118,94,3,1,3,38,13,4,0,10,1,2,0,0,2,0,3,0,0,0,1,4,297,493,ACTA DE CASILLA,,,JE2015L_06_01_0015_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,16,B,106,156,9,2,3,76,25,3,0,11,0,1,1,0,0,1,2,0,0,0,0,7,403,635,ACTA DE CASILLA,,,JE2015L_06_01_0016_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,17,B,150,123,5,3,6,84,20,4,1,12,0,2,0,0,4,0,2,0,0,0,2,11,429,686,ACTA DE CASILLA,,,JE2015L_06_01_0017_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,18,B,114,104,1,4,0,58,8,3,1,5,0,0,1,0,2,2,2,0,0,0,0,4,309,448,ACTA DE CASILLA,,,JE2015L_06_01_0018_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,18,C01,110,95,1,4,3,55,22,7,1,3,0,0,0,0,1,0,1,0,0,0,0,5,308,447,ACTA DE CASILLA,,,JE2015L_06_01_0018_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,19,B,99,131,2,4,5,71,20,2,0,3,1,0,1,0,1,0,1,0,0,0,0,6,347,475,ACTA DE CASILLA,,,JE2015L_06_01_0019_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,19,C01,111,104,10,5,4,72,21,3,0,12,0,1,0,0,1,1,0,0,0,0,1,2,348,475,ACTA DE CASILLA,,,JE2015L_06_01_0019_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,20,B,98,128,0,2,0,60,20,1,0,5,0,0,1,0,0,0,1,0,0,0,1,5,322,494,ACTA DE CASILLA,,,JE2015L_06_01_0020_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,20,C01,106,112,4,0,7,82,15,0,0,6,0,0,0,0,1,0,1,0,0,0,0,3,337,493,ACTA DE CASILLA,,,JE2015L_06_01_0020_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,21,B,143,114,2,1,4,79,8,3,0,4,1,0,0,0,1,0,1,0,0,0,1,3,365,536,ACTA DE CASILLA,,,JE2015L_06_01_0021_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,21,C01,133,95,4,3,2,95,15,1,0,5,0,3,0,0,1,0,1,0,0,0,0,6,364,536,ACTA DE CASILLA,,,JE2015L_06_01_0021_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,22,B,95,69,4,2,5,49,5,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,236,415,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,22,C01,78,67,5,2,8,58,11,3,1,4,1,0,0,0,1,1,0,0,1,0,0,1,242,414,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,23,B,143,86,5,2,15,71,12,1,0,4,0,0,0,0,2,0,2,0,0,0,0,8,351,674,ACTA DE CASILLA,,,JE2015L_06_01_0023_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,23,C01,137,94,5,2,10,78,5,4,1,3,3,0,1,0,3,1,0,0,0,0,0,5,352,673,ACTA DE CASILLA,,,JE2015L_06_01_0023_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,23,C02,130,87,6,3,10,66,5,2,3,6,0,0,0,0,4,0,0,0,0,0,0,6,328,673,ACTA DE CASILLA,,,JE2015L_06_01_0023_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,B,158,88,11,2,24,73,10,1,1,3,0,0,0,0,0,2,1,0,0,0,0,12,386,667,ACTA DE CASILLA,,,JE2015L_06_01_0024_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,C01,174,88,5,2,12,58,4,2,1,1,0,0,0,0,1,2,0,0,0,0,0,6,356,667,ACTA DE CASILLA,,,JE2015L_06_01_0024_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,C02,135,83,1,3,13,70,6,1,2,5,1,0,1,0,1,0,1,0,0,0,0,5,328,667,ACTA DE CASILLA,,,JE2015L_06_01_0024_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,C03,137,90,5,5,17,83,4,2,0,2,0,0,0,0,3,0,0,0,0,0,0,8,356,667,ACTA DE CASILLA,,,JE2015L_06_01_0024_3_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,C04,158,87,6,1,20,69,6,0,1,2,0,1,1,0,0,2,1,0,0,0,0,11,366,667,ACTA DE CASILLA,,,JE2015L_06_01_0024_4_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,24,C05,171,93,5,2,15,60,5,3,0,2,2,0,0,0,0,2,0,0,0,0,0,11,371,666,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,25,B,132,87,2,2,8,48,11,4,0,2,0,2,0,0,3,0,1,0,0,0,0,7,309,531,ACTA DE CASILLA,,,JE2015L_06_01_0025_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,25,C01,116,100,9,1,4,56,12,1,1,0,0,2,0,0,2,2,0,0,0,0,0,7,313,531,ACTA DE CASILLA,,,JE2015L_06_01_0025_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,26,B,114,85,4,1,1,47,12,2,0,5,0,1,0,0,1,0,0,0,0,0,0,5,278,451,ACTA DE CASILLA,,,JE2015L_06_01_0026_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,26,C01,126,81,6,0,0,52,10,1,1,5,0,1,0,0,4,1,1,0,0,0,0,3,292,451,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,27,B,92,64,3,1,5,57,18,1,0,2,1,2,0,0,1,0,1,0,0,0,0,5,253,384,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,27,C01,92,63,4,2,3,55,12,4,0,3,0,0,0,0,1,0,1,0,0,0,0,4,244,384,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,28,B,101,107,4,3,0,67,29,2,1,2,0,1,1,0,0,0,1,0,0,0,0,8,327,512,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,28,S01,297,244,17,12,10,104,35,4,2,4,0,1,0,0,5,1,2,0,0,0,0,16,754,0,ACTA DE CASILLA,,,JE2015L_06_01_0028_1_S_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,29,B,118,166,4,2,5,99,30,4,0,7,1,2,1,0,1,0,2,0,1,0,0,10,453,695,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,30,B,113,92,4,1,11,39,12,1,0,3,0,2,0,0,0,0,1,0,0,0,0,7,286,469,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,31,B,116,81,3,4,2,50,25,3,0,2,0,2,3,0,2,0,3,0,0,0,1,8,305,487,ACTA DE CASILLA,,,JE2015L_06_01_0031_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,31,C01,135,81,2,3,3,47,28,3,0,5,0,1,0,0,1,0,2,0,0,0,0,6,317,487,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,32,B,129,129,13,1,6,54,13,3,1,6,0,1,0,0,1,0,1,0,0,0,0,12,370,611,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,32,C01,114,113,8,4,5,42,17,4,0,7,0,3,0,0,3,2,0,0,0,0,0,11,333,610,ACTA DE CASILLA,,,JE2015L_06_01_0032_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,33,B,155,160,7,4,6,78,22,5,1,3,0,0,1,0,1,0,0,0,0,0,0,6,449,677,ACTA DE CASILLA,,,JE2015L_06_01_0033_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,33,C01,159,172,5,1,3,84,32,6,1,5,1,0,0,0,0,0,3,0,0,0,0,7,479,677,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,34,B,107,148,7,5,5,88,15,5,0,6,1,1,3,0,3,0,0,0,0,0,0,5,399,565,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,34,C01,125,128,9,6,6,88,26,1,0,7,0,3,0,0,0,1,1,0,0,0,0,6,407,565,ACTA DE CASILLA,,,JE2015L_06_01_0034_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,35,B,177,117,7,3,4,47,22,5,2,4,0,2,0,0,1,0,1,0,0,0,0,6,398,644,ACTA DE CASILLA,,,JE2015L_06_01_0035_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,35,C01,154,91,8,1,8,61,6,2,0,8,1,1,0,0,0,0,1,0,0,0,0,18,360,644,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,36,B,173,95,9,6,6,58,7,3,0,2,0,0,1,0,0,0,1,0,0,0,0,9,370,682,ACTA DE CASILLA,,,JE2015L_06_01_0036_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,36,C01,168,73,8,2,6,61,13,4,1,5,0,1,0,0,0,0,0,0,0,0,0,8,350,682,ACTA DE CASILLA,,,JE2015L_06_01_0036_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,37,B,178,92,5,3,20,66,4,3,2,6,0,1,0,0,2,2,0,0,0,0,0,2,386,714,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,37,C01,176,86,11,0,14,58,11,1,2,4,0,1,0,0,2,1,1,0,0,0,0,11,379,714,ACTA DE CASILLA,,,JE2015L_06_01_0037_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,37,C02,158,108,11,2,14,67,9,1,0,3,1,0,0,0,1,0,0,0,0,0,0,6,381,714,ACTA DE CASILLA,,,JE2015L_06_01_0037_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,38,B,97,79,4,2,4,49,10,2,0,3,0,2,1,0,3,0,0,0,0,1,0,3,260,444,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,38,C01,101,72,2,2,3,42,10,4,1,8,0,2,0,0,2,0,3,0,0,0,0,4,256,443,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,39,B,108,89,3,3,9,60,34,1,0,3,1,2,0,1,3,0,1,0,1,0,0,6,325,514,ACTA DE CASILLA,,,JE2015L_06_01_0039_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,40,B,128,91,13,0,4,51,16,0,1,10,0,2,0,0,2,0,3,0,0,0,0,7,328,585,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,41,B,78,76,3,4,7,79,17,4,0,1,0,2,0,0,1,2,0,0,0,0,0,1,275,446,ACTA DE CASILLA,,,JE2015L_06_01_0041_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,42,B,117,111,6,4,2,63,15,2,0,5,0,2,0,0,2,0,3,0,0,0,0,5,337,564,ACTA DE CASILLA,,,JE2015L_06_01_0042_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,43,B,113,106,5,3,3,41,8,3,0,3,0,0,0,0,2,1,1,0,0,0,0,8,297,535,ACTA DE CASILLA,,,JE2015L_06_01_0043_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,43,C01,124,99,1,5,8,37,12,2,2,8,0,3,1,0,2,1,2,0,1,0,0,8,316,535,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,44,B,110,70,5,1,3,55,17,0,0,5,0,3,0,0,1,1,1,0,0,0,0,2,274,496,ACTA DE CASILLA,,,JE2015L_06_01_0044_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,45,B,140,84,8,3,4,59,24,1,1,1,0,0,1,0,1,0,0,0,0,0,0,8,335,538,ACTA DE CASILLA,,,JE2015L_06_01_0045_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,45,C01,142,96,3,5,4,69,16,1,0,4,0,2,0,0,5,1,1,0,0,0,0,5,354,538,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,45,C02,117,111,4,4,9,67,13,2,0,8,0,3,0,0,3,0,1,0,0,0,0,13,355,537,ACTA DE CASILLA,,,JE2015L_06_01_0045_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,46,B,112,89,2,0,10,66,7,1,2,1,0,0,1,0,1,1,0,0,0,0,0,4,297,447,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,46,C01,115,82,3,0,7,75,7,2,2,0,0,0,0,0,2,1,2,0,0,0,1,8,307,447,ACTA DE CASILLA,,,JE2015L_06_01_0046_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,47,B,138,115,5,1,4,113,23,1,1,4,0,0,2,0,0,0,0,0,0,0,0,6,413,606,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,47,C01,132,129,7,6,6,93,13,1,0,8,0,2,0,0,4,0,2,0,0,0,0,5,408,606,ACTA DE CASILLA,,,JE2015L_06_01_0047_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,48,B,126,103,9,4,4,66,20,3,0,1,1,1,0,0,1,0,0,0,0,0,0,3,342,541,ACTA DE CASILLA,,,JE2015L_06_01_0048_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,48,C01,140,117,4,3,4,64,23,3,1,5,1,0,0,0,3,0,1,0,0,0,0,2,371,540,ACTA DE CASILLA,,,JE2015L_06_01_0048_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,49,B,47,82,3,2,6,37,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,192,322,ACTA DE CASILLA,,,JE2015L_06_01_0049_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,50,B,103,72,2,3,4,37,14,0,0,3,0,3,0,0,1,0,1,0,0,0,1,8,252,414,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,50,C01,94,73,0,0,3,31,10,1,0,3,0,1,0,0,1,0,0,0,0,0,0,7,224,414,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,51,B,99,74,2,3,3,39,5,0,0,4,0,0,1,0,3,2,1,0,0,0,0,11,247,402,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,51,C01,106,81,1,2,4,30,12,4,0,3,0,1,0,0,0,0,0,0,0,0,0,6,250,402,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,52,B,164,101,5,2,12,50,13,0,0,5,0,0,0,0,1,0,0,0,1,0,0,7,361,548,ACTA DE CASILLA,,,JE2015L_06_01_0052_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,52,C01,138,128,8,0,2,62,13,0,0,6,0,3,0,0,3,0,0,0,0,0,0,4,367,548,ACTA DE CASILLA,,,JE2015L_06_01_0052_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,52,C02,138,99,8,0,3,4,4,1,0,3,0,2,1,0,0,2,1,0,0,0,0,9,275,548,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,53,B,179,104,11,3,6,66,7,5,0,7,0,1,0,0,0,0,2,0,0,0,0,11,402,683,ACTA DE CASILLA,,,JE2015L_06_01_0053_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,53,C01,155,114,12,2,8,69,11,5,2,2,0,4,1,0,2,2,2,0,0,0,0,9,400,682,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,54,B,133,134,9,1,4,73,24,2,0,4,0,0,0,0,3,1,3,0,0,0,0,12,403,638,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,54,C01,147,119,3,1,5,83,21,1,1,3,1,2,0,0,1,0,1,0,0,0,0,9,398,637,RECUENTO(SRA),,,JE2015L_06_01_9_GPO1.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,54,C02,136,118,7,5,5,74,19,1,2,6,1,0,0,0,2,0,0,0,0,0,0,4,380,637,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,1,COLIMA,55,B,113,107,6,2,4,50,12,3,3,6,0,1,1,0,0,0,0,0,0,0,0,11,319,560,ACTA DE CASILLA,,,JE2015L_06_01_0055_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,55,C01,92,103,7,2,4,53,14,3,0,2,1,3,2,0,2,0,0,0,0,0,0,12,300,559,ACTA DE CASILLA,,,JE2015L_06_01_0055_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,1,COLIMA,56,B,88,79,4,8,4,60,27,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4,278,441,ACTA DE CASILLA,,,JE2015L_06_01_0056_1_B_0_2.jpg
