CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,1,COLIMA,2,COMALA,96,C01,101,152,2,1,12,50,8,3,0,3,0,0,0,0,1,0,0,0,0,0,1,1,335,500,ACTA DE CASILLA,,,JE2015L_06_01_0096_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,96,E01,67,116,4,1,2,20,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,3,220,269,ACTA DE CASILLA,,,JE2015L_06_01_0096_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,97,B,87,60,1,1,1,6,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,3,166,255,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,98,B,33,30,1,0,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,100,ACTA DE CASILLA,,,JE2015L_06_01_0098_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,99,B,63,103,1,1,23,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,198,273,ACTA DE CASILLA,,,JE2015L_06_01_0099_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,99,E01,91,115,8,0,5,4,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,7,235,330,ACTA DE CASILLA,,,JE2015L_06_01_0099_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,100,B,160,178,13,8,11,46,5,1,2,5,1,0,0,0,3,1,1,0,0,0,0,11,446,677,ACTA DE CASILLA,,,JE2015L_06_01_0100_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,100,C01,184,162,15,3,12,51,4,6,3,6,0,0,0,0,6,2,0,0,0,0,0,7,461,676,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,100,E01,77,38,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,154,ACTA DE CASILLA,,,JE2015L_06_01_0100_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,101,B,270,278,1,0,4,5,4,0,0,3,5,1,1,0,6,1,1,0,0,0,1,7,588,718,ACTA DE CASILLA,,,JE2015L_06_01_0101_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,101,C01,294,239,3,1,12,9,1,3,0,5,1,1,0,1,6,0,1,0,0,0,0,12,589,717,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,101,E01,19,19,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,71,ACTA DE CASILLA,,,JE2015L_06_01_0101_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,101,E02,21,13,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,40,66,ACTA DE CASILLA,,,JE2015L_06_01_0101_2_E_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,102,B,187,184,6,0,5,14,5,4,1,5,0,0,1,0,1,2,0,0,0,0,0,5,420,609,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,103,B,152,302,10,0,15,21,2,2,3,8,0,3,0,0,2,2,1,0,0,0,0,9,532,713,ACTA DE CASILLA,,,JE2015L_06_01_0103_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,103,C01,223,252,13,2,9,18,4,4,1,2,1,0,0,0,1,0,1,0,0,0,1,7,539,712,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,103,E01,59,86,4,0,4,10,6,2,1,2,0,0,0,0,5,1,0,0,0,0,0,6,186,242,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,2,COMALA,104,B,168,206,14,1,8,6,3,4,2,1,1,1,0,0,2,1,0,0,0,0,0,3,421,583,ACTA DE CASILLA,,,JE2015L_06_01_0104_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,104,C01,169,177,20,0,9,14,3,5,1,2,1,2,0,0,4,0,0,0,0,0,0,6,413,583,ACTA DE CASILLA,,,JE2015L_06_01_0104_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,2,COMALA,104,C02,150,183,25,2,15,17,4,5,1,2,0,0,0,0,1,2,0,0,0,0,0,7,414,583,ACTA DE CASILLA,,,JE2015L_06_01_0104_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,105,B,163,115,2,3,6,19,15,3,1,6,0,1,1,0,0,1,1,0,0,0,0,7,344,542,ACTA DE CASILLA,,,JE2015L_06_01_0105_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,105,C01,155,100,4,3,4,29,8,2,0,5,0,0,0,0,3,1,2,0,0,0,0,5,321,541,ACTA DE CASILLA,,,JE2015L_06_01_0105_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,105,E01,122,94,5,1,16,16,3,1,2,3,0,0,0,0,2,0,0,0,0,0,0,9,274,452,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,105,C02,169,131,4,3,5,18,6,2,1,2,0,0,0,0,2,0,0,0,0,0,0,4,347,541,ACTA DE CASILLA,,,JE2015L_06_01_0105_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,106,B,232,96,3,4,13,21,8,0,0,1,0,0,0,0,6,0,0,0,0,0,0,3,387,603,ACTA DE CASILLA,,,JE2015L_06_01_0106_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,106,C01,244,96,2,5,9,18,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,3,384,602,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,106,C02,206,129,2,2,9,13,4,1,1,3,0,1,0,0,2,0,0,0,0,0,0,3,376,602,ACTA DE CASILLA,,,JE2015L_06_01_0106_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,107,B,186,95,1,8,4,13,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,7,323,521,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,107,C01,199,90,5,7,7,5,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,330,521,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,107,C02,220,113,3,5,7,13,11,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,381,521,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,108,B,260,104,5,7,14,10,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,9,416,662,ACTA DE CASILLA,,,JE2015L_06_01_0108_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,108,C01,276,113,4,6,7,18,8,0,0,4,0,1,0,0,0,1,1,0,0,0,0,5,444,662,ACTA DE CASILLA,,,JE2015L_06_01_0108_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,109,B,151,130,2,2,3,21,12,1,0,3,1,0,0,0,0,1,0,0,0,0,0,4,331,456,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,109,C01,166,103,3,3,2,16,10,1,0,4,1,0,0,0,2,0,1,0,0,0,0,5,317,456,ACTA DE CASILLA,,,JE2015L_06_01_0109_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,110,B,191,88,4,0,8,21,29,1,0,1,0,1,0,0,0,0,2,0,1,0,0,2,349,520,ACTA DE CASILLA,,,JE2015L_06_01_0110_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,110,C01,208,79,2,8,7,10,30,1,1,1,0,0,0,0,6,0,0,0,0,0,0,7,360,519,ACTA DE CASILLA,,,JE2015L_06_01_0110_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,111,B,234,175,4,4,1,12,10,1,1,5,0,0,0,0,2,2,0,0,0,0,0,5,456,718,ACTA DE CASILLA,,,JE2015L_06_01_0111_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,111,C01,256,170,7,2,6,19,5,1,0,4,0,1,0,0,1,0,1,0,0,0,0,7,480,718,ACTA DE CASILLA,,,JE2015L_06_01_0111_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,111,C02,190,168,5,6,10,27,7,1,0,2,0,1,0,0,3,0,0,0,0,0,0,3,423,717,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,112,B,36,45,1,1,0,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,94,124,ACTA DE CASILLA,,,JE2015L_06_01_0112_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,112,E01,26,75,2,6,5,12,1,0,0,2,0,2,0,0,4,1,0,0,0,0,0,4,140,206,ACTA DE CASILLA,,,JE2015L_06_01_0112_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,113,B,93,117,2,0,31,7,8,0,1,2,1,0,0,0,1,1,0,0,0,0,0,5,269,391,ACTA DE CASILLA,,,JE2015L_06_01_0113_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,114,B,71,65,1,1,7,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,151,223,ACTA DE CASILLA,,,JE2015L_06_01_0114_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,115,B,64,102,1,2,0,2,4,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,185,292,ACTA DE CASILLA,,,JE2015L_06_01_0115_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,116,B,148,133,0,44,0,21,10,0,0,2,0,1,0,0,4,0,0,1,1,0,0,4,369,656,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,116,C01,207,112,1,34,7,8,12,0,1,2,0,2,0,0,11,0,1,0,0,0,0,5,403,656,ACTA DE CASILLA,,,JE2015L_06_01_0116_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,116,E01,17,18,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,46,69,ACTA DE CASILLA,,,JE2015L_06_01_0116_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,117,B,126,99,1,29,1,13,9,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,288,417,ACTA DE CASILLA,,,JE2015L_06_01_0117_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,117,C01,111,83,0,37,4,4,9,1,0,2,0,3,0,0,7,0,0,0,0,0,0,3,264,417,ACTA DE CASILLA,,,JE2015L_06_01_0117_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,118,B,122,147,1,4,7,20,10,2,0,5,0,1,1,0,2,0,0,0,0,0,0,5,327,509,ACTA DE CASILLA,,,JE2015L_06_01_0118_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,118,E01,18,40,1,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,71,103,ACTA DE CASILLA,,,JE2015L_06_01_0118_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,119,B,95,109,2,4,10,6,1,0,0,6,2,1,0,0,7,0,1,0,0,0,0,2,246,397,ACTA DE CASILLA,,,JE2015L_06_01_0119_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,3,COQUIMATLAN,119,E01,21,35,0,0,10,0,2,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,76,111,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,120,B,156,133,17,4,10,40,10,3,0,3,0,0,1,0,3,1,0,0,0,0,1,3,385,646,ACTA DE CASILLA,,,JE2015L_06_01_0120_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,120,C01,161,135,8,3,8,38,7,0,0,4,0,0,1,0,0,2,0,0,0,0,0,11,378,646,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,120,C02,136,130,23,6,10,31,8,2,0,4,0,1,0,0,4,1,1,0,0,0,0,5,362,646,ACTA DE CASILLA,,,JE2015L_06_01_0120_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,121,B,155,84,7,4,5,43,8,3,0,3,1,0,0,0,0,0,0,0,0,0,0,5,318,538,ACTA DE CASILLA,,,JE2015L_06_01_0121_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,121,C01,153,85,11,2,11,43,7,3,0,1,1,1,0,0,2,0,0,0,0,0,0,5,325,537,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,122,B,121,128,6,3,8,25,11,0,0,4,0,1,0,0,1,0,0,0,0,0,0,4,312,512,ACTA DE CASILLA,,,JE2015L_06_01_0122_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,122,C01,140,93,8,0,4,35,9,1,0,3,0,1,0,0,5,0,1,0,1,0,0,5,306,512,ACTA DE CASILLA,,,JE2015L_06_01_0122_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,123,B,182,130,11,2,24,38,24,0,0,4,0,0,1,0,0,0,0,0,0,0,0,9,425,697,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,123,C01,188,145,8,3,7,26,20,2,0,4,2,0,0,0,2,2,1,0,0,0,0,5,415,697,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,124,B,106,120,14,4,10,18,6,0,0,1,0,0,0,0,3,1,1,0,0,0,0,4,288,524,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,124,C01,115,137,14,4,12,23,15,0,0,5,1,1,0,0,1,1,2,0,0,0,0,9,340,523,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,124,C02,104,129,11,1,6,23,15,2,0,5,0,0,0,0,1,0,0,0,0,0,0,2,299,523,ACTA DE CASILLA,,,JE2015L_06_01_0124_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,125,B,172,113,7,0,7,19,1,2,0,1,0,0,1,0,2,0,1,0,0,0,0,4,330,571,ACTA DE CASILLA,,,JE2015L_06_01_0125_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,125,C01,174,102,14,0,3,23,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,7,330,571,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,125,E01,52,39,1,3,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,105,166,ACTA DE CASILLA,,,JE2015L_06_01_0125_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,126,B,174,99,7,1,4,16,2,3,1,2,0,0,1,1,0,0,0,0,0,0,0,8,319,529,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,126,C01,152,90,9,0,4,10,4,5,0,2,2,0,0,0,1,1,0,0,0,0,0,9,289,529,ACTA DE CASILLA,,,JE2015L_06_01_0126_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,126,C02,149,112,9,0,1,21,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6,305,529,ACTA DE CASILLA,,,JE2015L_06_01_0126_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,127,B,140,101,10,2,4,43,5,1,1,2,0,0,0,0,1,0,1,0,0,0,0,7,318,555,ACTA DE CASILLA,,,JE2015L_06_01_0127_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,127,C01,168,92,12,0,5,33,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,8,327,554,ACTA DE CASILLA,,,JE2015L_06_01_0127_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,128,B,132,86,9,1,12,17,2,1,0,3,0,0,0,0,2,1,0,0,0,0,0,3,269,416,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,128,C01,114,81,3,2,10,25,2,1,0,5,0,0,0,0,2,1,1,0,0,0,0,4,251,416,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,129,B,164,83,14,2,4,10,5,1,0,4,0,0,0,0,1,0,1,0,0,0,0,5,294,470,ACTA DE CASILLA,,,JE2015L_06_01_0129_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,129,C01,141,90,17,4,4,15,8,2,0,5,0,1,0,0,2,1,1,0,0,0,1,5,297,470,ACTA DE CASILLA,,,JE2015L_06_01_0129_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,130,B,133,129,15,1,2,30,5,3,0,3,0,0,0,0,1,0,1,0,0,0,0,3,326,508,ACTA DE CASILLA,,,JE2015L_06_01_0130_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,130,C01,110,118,24,5,2,29,3,2,0,4,0,0,0,0,2,0,1,0,0,0,0,6,306,507,ACTA DE CASILLA,,,JE2015L_06_01_0130_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,131,B,122,74,4,0,4,19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,234,383,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,131,C01,134,86,4,1,3,14,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,7,256,382,ACTA DE CASILLA,,,JE2015L_06_01_0131_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,131,E01,145,105,6,2,17,12,2,4,1,3,0,2,0,0,1,2,0,0,0,0,0,11,313,463,ACTA DE CASILLA,,,JE2015L_06_01_0131_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,132,B,170,153,5,0,14,22,19,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,392,514,ACTA DE CASILLA,,,JE2015L_06_01_0132_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,132,C01,164,120,6,2,11,21,7,1,0,1,0,1,0,0,4,0,0,0,0,0,0,2,340,514,ACTA DE CASILLA,,,JE2015L_06_01_0132_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,132,C02,152,138,4,1,5,20,12,2,0,1,1,2,0,0,2,0,0,0,0,1,0,6,347,514,ACTA DE CASILLA,,,JE2015L_06_01_0132_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,133,B,190,171,10,2,11,12,0,1,1,2,2,0,1,0,2,0,0,1,0,0,1,14,421,660,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,133,E01,52,42,1,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,104,134,ACTA DE CASILLA,,,JE2015L_06_01_0133_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,134,B,112,134,5,1,5,29,13,3,1,3,2,0,1,0,3,0,1,0,0,0,0,7,320,538,ACTA DE CASILLA,,,JE2015L_06_01_0134_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,134,C01,122,145,10,2,6,32,6,4,0,1,0,0,0,0,2,0,0,0,0,0,0,7,337,537,ACTA DE CASILLA,,,JE2015L_06_01_0134_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,134,C02,130,137,4,1,6,36,7,0,0,8,0,1,0,0,4,0,0,0,0,0,0,10,344,537,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,135,B,124,133,7,3,2,16,7,2,0,3,0,1,0,0,2,0,0,0,0,0,0,6,306,521,ACTA DE CASILLA,,,JE2015L_06_01_0135_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,135,C01,155,99,11,0,3,25,3,4,0,6,0,1,0,0,2,0,0,0,0,0,0,8,317,521,ACTA DE CASILLA,,,JE2015L_06_01_0135_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,135,E01,131,148,1,13,6,6,3,0,1,0,0,0,0,0,7,2,0,0,0,0,0,6,324,414,ACTA DE CASILLA,,,JE2015L_06_01_0135_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,136,B,155,69,4,1,6,21,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9,271,467,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,137,B,165,120,11,0,16,7,3,0,0,3,1,0,0,0,1,2,0,0,0,0,0,9,338,493,ACTA DE CASILLA,,,JE2015L_06_01_0137_1_B_0_2.jpg
5,6,COLIMA,1,COLIMA,4,CUAUHTEMOC,137,C01,161,124,4,1,12,9,6,0,0,7,2,0,0,0,0,0,0,0,0,0,0,4,330,492,ACTA DE CASILLA,,,JE2015L_06_01_0137_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,B,128,96,15,2,3,43,20,7,1,1,4,0,2,0,0,0,0,0,0,0,0,9,331,647,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,C01,129,85,15,3,0,57,6,4,8,4,0,2,1,0,2,0,0,0,0,0,0,7,323,647,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,E01,153,100,9,1,4,64,12,1,1,3,0,1,0,0,2,0,1,0,0,0,0,5,357,601,ACTA DE CASILLA,,,JE2015L_06_01_0138_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,E01C01,136,76,9,0,10,59,5,0,0,4,0,0,1,0,0,0,1,0,0,0,1,9,311,600,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,E01C02,128,78,10,1,11,45,14,2,1,2,0,1,1,0,1,0,0,0,0,0,1,8,304,600,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,C02,142,93,7,4,8,74,7,4,2,3,0,1,1,0,0,0,0,0,0,0,0,6,352,646,ACTA DE CASILLA,,,JE2015L_06_01_0138_2_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,C03,133,94,8,0,3,52,10,6,1,2,0,0,0,0,3,1,2,0,0,0,0,9,324,646,ACTA DE CASILLA,,,JE2015L_06_01_0138_3_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,C04,134,88,10,4,6,61,8,4,4,1,0,1,1,0,1,0,0,0,0,0,0,9,332,646,ACTA DE CASILLA,,,JE2015L_06_01_0138_4_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,138,C05,126,106,7,0,9,56,6,4,2,2,1,0,1,0,1,1,0,0,1,0,0,2,325,646,ACTA DE CASILLA,,,JE2015L_06_01_0138_5_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,B,126,101,14,4,9,69,18,11,0,2,0,2,0,0,0,0,1,0,0,0,0,1,358,669,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,C01,136,101,13,0,8,94,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,368,669,ACTA DE CASILLA,,,JE2015L_06_01_0139_1_C_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,E01,139,128,6,2,9,80,26,4,0,2,0,1,0,0,0,0,1,0,0,0,0,5,403,713,ACTA DE CASILLA,,,JE2015L_06_01_0139_1_E_0_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,E01C01,124,107,11,3,7,96,27,7,0,2,0,0,0,0,4,1,0,0,0,0,0,5,394,713,ACTA DE CASILLA,,,JE2015L_06_01_0139_1_E_1_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,E01C02,148,115,7,7,7,82,24,10,1,5,0,1,0,0,2,0,0,0,0,0,0,8,417,713,ACTA DE CASILLA,,,JE2015L_06_01_0139_1_E_2_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,E01C03,147,120,17,3,6,106,22,3,0,1,0,2,0,0,1,2,0,0,0,0,0,4,434,712,ACTA DE CASILLA,,,JE2015L_06_01_0139_1_E_3_2.jpg
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,C02,146,93,13,1,7,58,9,1,1,1,0,1,0,0,1,0,0,0,0,0,0,6,338,669,RECUENTO(SRA),,,JE2015L_06_01_9_GPO2.pdf
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,139,C03,131,93,17,3,9,87,10,4,0,5,0,1,0,0,1,0,1,0,0,0,0,6,368,669,RECUENTO(SRA),,,JE2015L_06_01_9_VR.pdf
