ESTADO,DISTRITO,MUNICIPIO,SECCION,TIPO,LISTA NOM.,PAN,PRI,PRD,PT,PVEM,NO REGISTRADOS,NULOS,TOTAL
16,16,2,22,1,248,0,0,0,0,0,0,0,0
16,16,2,22,4,0,0,46,2,0,0,0,1,49
16,16,2,23,1,213,2,28,59,2,0,0,4,95
16,16,2,24,1,0,0,0,0,0,0,0,0,0
16,16,2,25,1,129,0,53,34,0,0,0,0,87
16,10,3,26,1,1228,0,0,0,0,0,0,0,0
16,10,3,26,2,0,0,0,0,0,0,0,0,0
16,10,3,27,1,1455,0,0,0,0,0,0,0,0
16,10,3,27,2,0,0,0,0,0,0,0,0,0
16,10,3,27,4,0,0,0,0,0,0,0,0,0
16,10,3,28,1,1365,0,0,0,0,0,0,0,0
16,10,3,28,2,0,0,0,0,0,0,0,0,0
16,10,3,29,1,659,0,0,0,0,0,0,0,0
16,10,3,30,1,798,0,0,0,0,0,0,0,0
16,10,3,30,2,0,0,0,0,0,0,0,0,0
16,10,3,31,1,996,0,0,0,0,0,0,0,0
16,10,3,31,2,0,0,0,0,0,0,0,0,0
16,10,3,32,1,984,0,0,0,0,0,0,0,0
16,10,3,32,2,0,0,0,0,0,0,0,0,0
16,10,3,32,4,0,0,0,0,0,0,0,0,0
16,10,3,33,1,725,0,0,0,0,0,0,0,0
16,10,3,34,1,922,0,0,0,0,0,0,0,0
16,10,3,34,2,0,0,0,0,0,0,0,0,0
16,10,3,35,1,961,0,0,0,0,0,0,0,0
16,10,3,35,2,0,0,0,0,0,0,0,0,0
16,10,3,36,1,850,0,0,0,0,0,0,0,0
16,10,3,36,2,0,0,0,0,0,0,0,0,0
16,10,3,37,1,601,0,0,0,0,0,0,0,0
16,12,4,38,1,735,0,0,0,0,0,0,0,0
16,12,4,39,1,912,0,0,0,0,0,0,0,0
16,12,4,39,2,0,0,0,0,0,0,0,0,0
16,12,4,40,1,721,0,0,0,0,0,0,0,0
16,12,4,41,1,1091,0,0,0,0,0,0,0,0
16,12,4,41,2,0,0,0,0,0,0,0,0,0
16,12,4,42,1,686,0,0,0,0,0,0,0,0
16,12,4,43,1,917,0,0,0,0,0,0,0,0
16,12,4,43,2,0,0,0,0,0,0,0,0,0
16,12,4,44,1,439,0,0,0,0,0,0,0,0
16,12,4,45,1,1457,0,0,0,0,0,0,0,0
16,12,4,45,2,0,0,0,0,0,0,0,0,0
16,12,4,46,1,479,0,0,0,0,0,0,0,0
16,12,4,47,1,116,0,0,0,0,0,0,0,0
16,12,4,48,1,286,0,0,0,0,0,0,0,0
16,12,4,49,1,394,0,0,0,0,0,0,0,0
16,12,4,50,1,629,0,0,0,0,0,0,0,0
16,12,4,51,1,830,0,0,0,0,0,0,0,0
16,12,4,51,2,0,0,0,0,0,0,0,0,0
16,8,5,52,1,768,0,0,0,0,0,0,0,0
16,8,5,52,2,0,0,0,0,0,0,0,0,0
16,8,5,53,1,720,0,0,0,0,0,0,0,0
16,8,5,54,1,659,0,0,0,0,0,0,0,0
16,8,5,55,1,1596,0,0,0,0,0,0,0,0
16,8,5,55,2,0,0,0,0,0,0,0,0,0
16,8,5,55,4,0,0,0,0,0,0,0,0,0
16,8,5,56,1,778,0,0,0,0,0,0,0,0
16,8,5,56,4,0,0,0,0,0,0,0,0,0
16,8,5,57,1,1377,0,0,0,0,0,0,0,0
16,8,5,57,2,0,0,0,0,0,0,0,0,0
16,8,5,57,4,0,0,0,0,0,0,0,0,0
16,9,6,58,1,717,24,184,109,2,0,0,0,319
16,9,6,59,2,0,11,108,60,3,0,0,4,186
16,9,6,59,1,821,15,112,63,3,0,0,0,193
16,9,6,60,1,901,0,0,0,0,0,0,0,0
16,9,6,60,2,0,12,100,57,2,0,0,8,179
16,9,6,61,2,0,0,0,0,0,0,0,0,0
16,9,6,61,1,809,16,92,67,1,1,0,0,177
16,9,6,62,2,0,27,109,71,1,0,0,0,208
16,9,6,62,1,1098,22,93,87,0,0,0,4,206
16,9,6,63,1,589,0,0,0,0,0,0,0,0
16,9,6,64,1,714,33,190,127,5,0,0,12,367
16,9,6,65,1,840,0,0,0,0,0,0,0,0
16,9,6,65,2,0,18,87,79,3,0,0,4,191
16,9,6,66,2,0,0,0,0,0,0,0,0,0
16,9,6,66,1,1215,18,69,129,1,0,0,10,227
16,9,6,67,1,542,48,102,83,0,0,0,19,252
16,9,6,68,1,723,78,106,132,0,0,0,7,323
16,9,6,69,2,0,0,0,0,0,0,0,0,0
16,9,6,69,1,809,60,67,75,0,0,0,3,205
16,9,6,70,2,0,20,85,33,1,0,0,1,140
16,9,6,70,1,773,14,75,46,3,0,0,8,146
16,9,6,71,2,0,0,0,0,0,0,0,0,0
16,9,6,71,1,1062,20,115,89,0,0,0,0,224
16,9,6,72,1,684,30,162,128,1,1,0,8,330
16,9,6,73,1,786,0,0,0,0,0,0,0,0
16,9,6,73,2,0,0,0,0,0,0,0,0,0
16,9,6,74,1,1041,0,0,0,0,0,0,0,0
16,9,6,74,2,0,51,102,90,0,0,0,0,243
16,9,6,75,1,878,0,0,0,0,0,0,0,0
16,9,6,75,2,0,40,92,68,3,0,0,4,207
16,9,6,76,1,899,48,75,93,3,0,0,0,219
16,9,6,76,2,0,63,88,95,0,1,1,3,251
16,9,6,77,2,0,72,80,67,0,0,0,0,219
16,9,6,77,1,1545,84,98,77,3,1,0,0,263
16,9,6,77,2,0,81,79,84,2,0,0,3,249
16,9,6,78,1,1184,0,0,0,0,0,0,0,0
16,9,6,78,2,0,68,109,78,2,0,0,10,267
16,9,6,79,1,866,0,0,0,0,0,0,0,0
16,9,6,79,2,0,53,72,67,2,0,0,4,198
16,9,6,80,2,0,75,72,80,1,0,0,1,229
16,9,6,80,1,990,67,69,83,0,0,0,0,219
16,9,6,81,1,791,67,44,79,1,0,0,1,192
16,9,6,81,2,0,70,35,66,2,0,0,6,179
16,9,6,82,2,0,0,0,0,0,0,0,0,0
16,9,6,82,1,998,60,86,69,0,0,0,0,215
16,9,6,83,1,726,0,0,0,0,0,0,0,0
16,9,6,84,1,705,0,0,0,0,0,0,0,0
16,9,6,85,1,929,0,0,0,0,0,0,0,0
16,9,6,85,2,0,0,0,0,0,0,0,0,0
16,9,6,86,1,723,131,112,116,0,0,0,5,364
16,9,6,87,2,0,0,0,0,0,0,0,0,0
16,9,6,87,1,831,93,71,50,1,0,0,6,221
16,9,6,88,1,1009,0,0,0,0,0,0,0,0
16,9,6,88,2,0,73,97,79,0,2,0,0,251
16,9,6,89,1,745,76,163,100,4,0,0,5,348
16,9,6,90,1,825,0,0,0,0,0,0,0,0
16,9,6,90,2,0,0,0,0,0,0,0,0,0
16,9,6,91,1,517,86,107,54,2,0,0,11,260
16,9,6,92,2,0,0,0,0,0,0,0,0,0
16,9,6,92,1,883,101,67,68,0,1,0,3,240
16,9,6,93,1,532,82,96,80,0,0,0,12,270
16,9,6,94,1,698,99,132,152,1,2,0,14,400
16,9,6,95,1,752,86,57,36,1,0,0,7,187
16,9,6,95,2,0,91,59,39,2,0,0,4,195
16,9,6,96,1,754,44,57,65,1,0,0,5,172
16,9,6,96,2,0,39,52,83,1,0,0,0,175
16,9,6,97,1,785,0,0,0,0,0,0,0,0
16,9,6,97,2,0,69,59,62,1,0,0,2,193
16,9,6,98,2,0,87,66,111,3,1,0,7,275
16,9,6,98,1,1119,77,84,108,2,0,0,0,271
16,9,6,99,1,1006,0,0,0,0,0,0,0,0
16,9,6,99,2,0,31,100,109,0,1,0,7,248
16,9,6,100,1,625,0,0,0,0,0,0,0,0
16,9,6,101,1,1027,0,0,0,0,0,0,0,0
16,9,6,101,2,0,29,154,83,0,0,0,0,266
16,9,6,102,1,709,124,75,88,3,4,0,5,299
16,9,6,103,1,538,43,77,130,0,1,0,5,256
16,9,6,104,2,0,0,0,0,0,0,0,0,0
16,9,6,104,1,865,30,95,85,7,0,0,8,225
16,9,6,105,1,1354,0,0,0,0,0,0,0,0
16,9,6,105,2,0,0,0,0,0,0,0,0,0
16,9,6,105,4,0,1,31,53,0,0,0,2,87
16,9,6,106,1,759,0,0,0,0,0,0,0,0
16,9,6,106,2,0,0,0,0,0,0,0,0,0
16,9,6,107,1,764,0,0,0,0,0,0,0,0
16,9,6,107,2,0,0,0,0,0,0,0,0,0
16,9,6,108,1,1243,0,0,0,0,0,0,0,0
16,9,6,108,2,0,0,0,0,0,0,0,0,0
16,9,6,109,1,1255,0,0,0,0,0,0,0,0
16,9,6,109,2,0,0,0,0,0,0,0,0,0
16,9,6,110,2,0,23,59,112,2,0,0,5,201
16,9,6,110,1,870,19,74,114,2,0,0,7,216
16,9,6,111,1,844,62,80,70,2,1,0,1,216
16,9,6,111,2,0,75,68,75,0,0,0,2,220
16,9,6,112,1,1429,39,116,132,0,0,0,9,296
16,9,6,112,2,0,45,112,148,2,2,1,5,315
16,9,6,113,1,2178,0,0,0,0,0,0,0,0
16,9,6,113,2,0,0,0,0,0,0,0,0,0
16,9,6,113,2,0,39,136,111,2,2,0,4,294
16,9,6,114,1,713,54,111,171,4,0,0,10,350
16,9,6,115,4,0,16,59,21,0,0,0,0,96
16,9,6,115,1,804,48,224,149,3,0,0,7,431
16,9,6,116,1,585,0,0,0,0,0,0,0,0
16,9,6,117,1,794,9,32,124,0,2,0,4,171
16,9,6,117,2,0,9,34,108,1,0,0,1,153
16,9,6,118,1,489,0,0,0,0,0,0,0,0
16,9,6,119,1,1044,20,123,104,1,1,0,10,259
16,9,6,119,2,0,28,146,68,1,4,0,11,258
16,9,6,120,4,0,2,76,89,1,1,0,0,169
16,9,6,120,1,907,4,165,166,2,2,0,14,353
16,9,6,121,1,683,0,0,0,0,0,0,0,0
16,9,6,122,1,579,0,0,0,0,0,0,0,0
16,9,6,123,1,179,0,0,0,0,0,0,0,0
16,9,6,124,1,537,5,101,155,3,0,0,2,266
16,9,6,125,4,0,0,0,0,0,0,0,0,0
16,9,6,125,1,684,10,157,83,2,0,0,10,262
16,9,6,126,1,439,0,0,0,0,0,0,0,0
16,9,6,127,4,0,0,0,0,0,0,0,0,0
16,9,6,127,1,514,3,71,59,0,2,0,0,135
16,9,6,128,1,619,3,86,120,1,3,0,8,221
16,9,6,129,1,621,0,0,0,0,0,0,0,0
16,9,6,129,4,0,0,0,0,0,0,0,0,0
16,9,6,129,4,0,0,7,92,0,0,0,0,99
16,9,6,130,1,264,0,0,0,0,0,0,0,0
16,9,6,131,1,189,1,36,57,0,0,0,1,95
16,15,7,132,1,690,0,0,0,0,0,0,0,0
16,15,7,133,565,0,0,0,0,0,0,0,0,0
16,15,7,134,1,162,0,0,0,0,0,0,0,0
16,15,7,135,1,217,0,0,0,0,0,0,0,0
16,16,8,136,1,567,0,0,0,0,0,0,0,0
16,16,8,136,4,0,0,0,0,0,0,0,0,0
16,16,8,137,1,1158,0,0,0,0,0,0,0,0
16,16,8,137,2,0,0,0,0,0,0,0,0,0
16,16,8,138,1,667,0,0,0,0,0,0,0,0
16,16,8,138,4,0,0,0,0,0,0,0,0,0
16,16,8,139,1,1197,0,0,0,0,0,0,0,0
16,16,8,139,2,0,0,0,0,0,0,0,0,0
16,16,8,139,4,0,0,0,0,0,0,0,0,0
16,16,8,139,4,0,0,0,0,0,0,0,0,0
16,16,8,140,1,1023,0,0,0,0,0,0,0,0
16,16,8,140,2,0,0,0,0,0,0,0,0,0
16,16,8,141,1,587,0,0,0,0,0,0,0,0
16,16,8,142,1,969,0,0,0,0,0,0,0,0
16,16,8,142,4,0,0,0,0,0,0,0,0,0
16,16,8,142,4,0,0,0,0,0,0,0,0,0
16,16,8,143,1,688,3,110,227,12,2,0,18,372
16,16,8,144,1,192,0,0,0,0,0,0,0,0
16,16,8,145,1,819,0,0,0,0,0,0,0,0
16,16,8,145,4,0,0,0,0,0,0,0,0,0
16,16,8,145,4,0,0,0,0,0,0,0,0,0
16,16,8,146,1,149,0,0,0,0,0,0,0,0
16,16,8,147,4,0,0,0,0,0,0,0,0,0
16,16,8,147,1,995,2,307,47,140,0,0,8,504
16,16,8,148,1,476,0,0,0,0,0,0,0,0
16,16,8,148,4,0,0,0,0,0,0,0,0,0
16,7,9,149,1,1083,84,91,47,60,0,0,0,282
16,7,9,149,2,1083,70,82,41,82,0,0,5,280
16,7,9,150,1,722,111,152,109,88,0,0,0,460
16,7,9,151,1,1438,88,154,37,90,0,0,9,378
16,7,9,151,2,0,87,171,57,86,0,0,14,415
16,7,9,152,1,640,114,121,41,50,2,0,5,333
16,7,9,153,2,0,45,87,33,50,0,0,4,219
16,7,9,153,1,840,62,87,34,47,0,0,8,238
16,7,9,154,1,1520,0,0,0,0,0,0,0,0
16,7,9,154,2,0,0,0,0,0,0,0,0,0
16,7,9,154,2,0,37,101,55,51,0,0,6,250
16,7,9,155,2,0,54,146,68,82,2,0,10,362
16,7,9,155,1,1306,64,140,54,81,0,0,0,339
16,7,9,156,2,0,25,111,80,41,0,0,8,265
16,7,9,156,1,1067,37,114,81,49,0,0,14,295
16,7,9,157,1,875,7,78,25,89,0,0,19,218
16,7,9,157,2,0,9,77,22,82,0,0,0,190
16,7,9,158,2,0,6,111,71,33,1,0,14,236
16,7,9,158,1,791,8,134,61,24,0,0,7,234
16,7,9,159,1,1036,46,181,53,28,0,0,4,312
16,7,9,159,2,0,30,251,40,22,0,0,12,355
16,7,9,160,1,896,0,0,0,0,0,0,0,0
16,7,9,160,2,0,0,0,0,0,0,0,0,0
16,7,9,161,1,1042,19,113,95,40,0,0,8,275
16,7,9,161,2,0,17,111,100,37,0,0,5,270
16,7,9,162,1,213,9,42,24,67,0,0,3,145
16,7,9,163,1,721,0,0,0,0,0,0,0,0
16,7,9,164,1,578,47,135,64,76,0,0,0,322
16,7,9,165,1,586,7,122,161,60,0,0,9,359
16,7,9,166,1,723,0,0,0,0,0,0,0,0
16,7,9,167,1,319,7,61,4,57,1,0,2,132
16,7,9,168,1,432,6,84,91,20,0,0,3,204
16,7,9,169,1,245,0,0,0,0,0,0,0,0
16,17,10,170,1,1354,0,0,0,0,0,0,0,0
16,17,10,170,2,0,0,0,0,0,0,0,0,0
16,17,10,171,1,1402,0,0,0,0,0,0,0,0
16,17,10,171,2,0,0,0,0,0,0,0,0,0
16,17,10,172,1,1509,0,0,0,0,0,0,0,0
16,17,10,172,2,0,0,0,0,0,0,0,0,0
16,17,10,172,2,0,0,0,0,0,0,0,0,0
16,17,10,173,1,1231,0,0,0,0,0,0,0,0
16,17,10,173,2,0,0,0,0,0,0,0,0,0
16,17,10,174,1,625,0,0,0,0,0,0,0,0
16,17,10,175,1,337,0,0,0,0,0,0,0,0
16,17,10,175,4,0,0,0,0,0,0,0,0,0
16,17,10,176,1,1247,0,0,0,0,0,0,0,0
16,17,10,176,2,0,0,0,0,0,0,0,0,0
16,17,10,176,4,0,0,0,0,0,0,0,0,0
16,17,10,176,4,0,0,0,0,0,0,0,0,0
16,17,10,177,1,519,0,0,0,0,0,0,0,0
16,17,10,177,4,0,0,0,0,0,0,0,0,0
16,17,10,178,1,657,0,0,0,0,0,0,0,0
16,17,10,178,4,0,0,0,0,0,0,0,0,0
16,17,10,179,1,208,0,0,0,0,0,0,0,0
16,17,10,180,1,603,0,0,0,0,0,0,0,0
16,17,10,180,4,0,0,0,0,0,0,0,0,0
16,17,10,181,1,1247,0,0,0,0,0,0,0,0
16,17,10,181,2,0,0,0,0,0,0,0,0,0
16,17,10,181,4,0,0,0,0,0,0,0,0,0
16,17,10,182,1,249,0,0,0,0,0,0,0,0
16,17,10,182,4,0,0,0,0,0,0,0,0,0
16,17,10,183,1,108,0,0,0,0,0,0,0,0
16,13,11,184,1,1097,0,0,0,0,0,0,0,0
16,13,11,184,2,0,0,0,0,0,0,0,0,0
16,13,11,185,1,1384,0,0,0,0,0,0,0,0
16,13,11,185,2,0,0,0,0,0,0,0,0,0
16,13,11,186,1,620,0,0,0,0,0,0,0,0
16,13,11,187,1,589,0,0,0,0,0,0,0,0
16,13,11,188,1,1156,0,0,0,0,0,0,0,0
16,13,11,188,2,0,0,0,0,0,0,0,0,0
16,13,11,189,1,1016,0,0,0,0,0,0,0,0
16,13,11,189,2,0,0,0,0,0,0,0,0,0
16,16,12,190,1,1796,0,0,0,0,0,0,0,0
16,16,12,190,2,0,6,132,184,1,0,0,7,330
16,16,12,190,2,0,5,160,213,0,0,0,5,383
16,16,12,191,1,1860,0,0,0,0,0,0,0,0
16,16,12,191,2,0,0,0,0,0,0,0,0,0
16,16,12,191,2,0,0,0,0,0,0,0,0,0
16,16,12,192,2,0,7,262,91,0,0,0,3,363
16,16,12,192,1,1051,17,189,137,1,0,0,7,351
16,16,12,193,1,507,8,119,158,1,1,0,0,287
16,16,12,194,4,0,0,0,0,0,0,0,0,0
16,16,12,194,1,456,22,73,116,1,1,0,0,213
16,16,12,195,1,594,11,147,198,1,0,0,4,361
16,16,12,196,1,97,4,14,38,0,0,0,0,56
16,16,12,197,1,265,0,0,0,0,0,0,0,0
16,16,12,198,1,967,0,0,0,0,0,0,0,0
16,16,12,198,2,0,0,0,0,0,0,0,0,0
16,16,12,199,2,0,17,79,149,0,1,0,4,250
16,16,12,199,1,986,23,93,120,0,0,0,0,236
16,16,12,200,2,0,23,146,171,1,0,0,0,341
16,16,12,200,1,1325,29,133,169,0,0,0,0,331
16,16,12,201,1,1230,149,126,66,2,0,0,12,355
16,16,12,201,2,0,192,104,65,1,1,0,4,367
16,16,12,202,2,0,166,61,53,1,0,0,0,281
16,16,12,202,1,1060,122,80,65,0,0,0,10,277
16,16,12,203,2,0,0,0,0,0,0,0,0,0
16,16,12,203,1,1074,166,58,33,0,0,0,6,263
16,16,12,204,1,1439,0,0,0,0,0,0,0,0
16,16,12,204,2,0,0,0,0,0,0,0,0,0
16,16,12,205,2,0,69,138,65,5,0,0,9,286
16,16,12,205,1,1206,46,129,71,3,0,0,3,252
16,16,12,206,1,545,3,177,124,0,0,0,0,304
16,16,12,207,1,520,71,73,63,0,0,0,0,207
16,16,12,208,1,871,0,0,0,0,0,0,0,0
16,16,12,208,2,0,10,71,72,3,0,0,3,159
16,16,12,209,1,1243,38,138,102,3,2,0,3,286
16,16,12,209,2,0,32,106,144,1,0,1,2,286
16,16,12,210,1,563,13,176,111,0,0,0,0,300
16,16,12,211,1,638,4,123,118,1,1,0,4,251
16,16,12,212,1,313,2,128,93,0,0,0,0,223
16,18,13,213,1,1429,0,0,0,0,0,0,0,0
16,18,13,213,2,0,0,0,0,0,0,0,0,0
16,18,13,214,1,439,0,0,0,0,0,0,0,0
16,18,13,215,1,192,0,0,0,0,0,0,0,0
16,18,13,216,1,210,0,0,0,0,0,0,0,0
16,18,13,217,1,573,0,0,0,0,0,0,0,0
16,18,13,218,1,183,0,0,0,0,0,0,0,0
16,18,13,219,1,1044,0,0,0,0,0,0,0,0
16,18,13,219,2,0,0,0,0,0,0,0,0,0
16,18,13,220,1,289,0,0,0,0,0,0,0,0
16,18,13,221,1,309,0,0,0,0,0,0,0,0
16,18,13,222,1,168,0,0,0,0,0,0,0,0
16,18,13,223,1,208,0,0,0,0,0,0,0,0
16,18,13,224,1,303,0,0,0,0,0,0,0,0
16,16,14,225,1,785,0,0,0,0,0,0,0,0
16,16,14,225,2,0,30,105,88,1,0,0,8,232
16,16,14,226,1,1223,0,0,0,0,0,0,0,0
16,16,14,226,2,0,17,181,151,2,0,2,9,362
16,16,14,227,1,387,8,139,53,0,0,0,9,209
16,16,14,228,1,584,134,140,42,1,0,0,8,325
16,16,14,229,2,0,50,118,33,0,1,6,11,219
16,16,14,229,4,0,17,62,73,0,1,0,1,154
16,16,14,229,1,1142,66,90,54,2,1,0,4,217
16,16,14,230,1,116,2,34,43,0,0,0,0,79
16,16,14,231,1,576,0,0,0,0,0,0,0,0
16,16,14,231,4,0,7,72,30,0,0,0,0,109
16,16,14,232,1,1012,53,151,104,0,0,0,3,311
16,16,14,232,2,0,46,168,106,0,0,0,3,323
16,16,14,233,1,675,91,196,111,1,0,0,0,399
16,16,14,234,1,555,19,139,29,1,0,1,2,191
16,16,14,234,4,0,2,111,15,0,0,0,8,136
16,16,14,235,1,521,19,179,84,2,0,0,5,289
16,16,14,236,1,133,1,78,4,0,0,0,0,83
16,16,15,237,2,0,95,134,153,0,0,0,15,397
16,16,15,237,1,1728,79,102,183,0,0,0,12,376
16,16,15,237,2,0,64,116,172,4,1,0,11,368
16,16,15,238,1,1188,0,0,0,0,0,0,0,0
16,16,15,238,2,0,63,129,180,2,0,0,0,374
16,16,15,239,1,988,88,79,164,0,0,0,0,331
16,16,15,239,2,0,89,74,161,1,1,0,6,332
16,16,15,240,1,737,131,115,211,3,4,0,15,479
16,16,15,241,1,583,73,113,210,0,0,0,14,410
16,16,15,242,2,0,88,127,144,1,1,0,9,370
16,16,15,242,1,1721,58,152,152,2,1,0,15,380
16,16,15,242,2,0,114,136,112,0,0,0,11,373
16,16,15,243,1,154,1,2,41,0,0,0,0,44
16,16,15,243,4,0,4,67,47,0,0,0,0,118
16,16,15,244,1,144,0,0,0,0,0,0,0,0
16,16,15,245,1,842,0,0,0,0,0,0,0,0
16,16,15,245,2,0,0,0,0,0,0,0,0,0
16,16,15,245,4,0,1,3,73,0,0,0,8,85
16,16,15,246,1,450,0,0,0,0,0,0,0,0
16,16,15,247,1,191,0,0,0,0,0,0,0,0
16,16,15,248,4,0,0,0,0,0,0,0,0,0
16,16,15,248,1,159,28,2,39,0,0,0,0,69
16,16,15,249,1,298,2,5,204,0,0,0,12,223
16,16,15,250,1,250,5,15,114,0,0,0,12,146
16,16,15,251,1,155,30,35,39,4,2,0,1,111
16,16,15,252,4,0,29,3,20,0,0,0,0,52
16,16,15,252,1,272,28,29,60,0,0,0,0,117
16,16,15,253,1,197,0,0,0,0,0,0,0,0
16,16,15,254,1,161,0,0,0,0,0,0,0,0
16,16,15,255,1,207,20,58,53,0,0,0,0,131
16,16,15,256,1,405,8,54,112,3,2,0,3,182
16,3,16,257,1,643,0,0,0,0,0,0,0,0
16,3,16,258,1,719,115,111,112,2,0,0,5,345
16,3,16,259,1,1039,0,0,0,0,0,0,0,0
16,3,16,259,2,0,0,0,0,0,0,0,0,0
16,3,16,260,1,760,0,0,0,0,0,0,0,0
16,3,16,260,2,0,0,0,0,0,0,0,0,0
16,3,16,261,1,504,0,0,0,0,0,0,0,0
16,3,16,262,1,988,0,0,0,0,0,0,0,0
16,3,16,262,2,0,0,0,0,0,0,0,0,0
16,3,16,263,1,551,0,0,0,0,0,0,0,0
16,3,16,264,1,430,0,0,0,0,0,0,0,0
16,3,16,265,1,533,0,0,0,0,0,0,0,0
16,3,16,265,4,0,0,0,0,0,0,0,0,0
16,3,16,266,1,170,0,0,0,0,0,0,0,0
16,3,16,267,2,0,8,58,88,1,1,0,4,160
16,3,16,267,1,948,18,47,85,1,1,0,2,154
16,3,16,268,1,373,34,69,35,2,0,0,8,148
16,3,16,269,1,445,0,0,0,0,0,0,0,0
16,3,16,270,1,513,7,44,180,0,0,0,0,231
16,3,16,271,1,502,0,0,0,0,0,0,0,0
16,3,16,272,1,543,0,0,0,0,0,0,0,0
16,3,16,273,1,528,0,0,0,0,0,0,0,0
16,3,16,273,4,0,0,0,0,0,0,0,0,0
16,3,16,274,1,422,0,0,0,0,0,0,0,0
16,3,16,275,1,372,0,0,0,0,0,0,0,0
16,3,16,276,1,254,1,13,67,1,0,0,0,82
16,3,16,277,1,625,0,0,0,0,0,0,0,0
16,3,16,278,2,0,0,0,0,0,0,0,0,0
16,3,16,278,1,758,6,43,63,0,0,0,4,116
16,3,16,279,1,438,0,0,0,0,0,0,0,0
16,3,16,280,1,697,0,0,0,0,0,0,0,0
16,3,16,281,1,438,0,0,0,0,0,0,0,0
16,3,16,282,1,801,0,0,0,0,0,0,0,0
16,3,16,282,2,0,0,0,0,0,0,0,0,0
16,3,16,283,1,185,0,0,0,0,0,0,0,0
16,3,16,284,4,0,4,16,70,0,2,0,0,92
16,3,16,284,1,520,7,24,136,4,0,0,5,176
16,3,16,285,1,647,0,0,0,0,0,0,0,0
16,15,17,286,1,1326,0,0,0,0,0,0,0,0
16,15,17,286,2,0,0,0,0,0,0,0,0,0
16,15,17,286,4,0,0,0,0,0,0,0,0,0
16,15,17,287,1,442,0,0,0,0,0,0,0,0
16,15,17,288,1,1867,0,0,0,0,0,0,0,0
16,15,17,288,2,0,0,0,0,0,0,0,0,0
16,15,17,288,2,0,0,0,0,0,0,0,0,0
16,15,17,289,1,495,0,0,0,0,0,0,0,0
16,15,17,290,1,684,0,0,0,0,0,0,0,0
16,15,17,290,4,0,0,0,0,0,0,0,0,0
16,15,17,291,1,629,0,0,0,0,0,0,0,0
16,15,17,292,1,1147,0,0,0,0,0,0,0,0
16,15,17,292,2,0,0,0,0,0,0,0,0,0
16,15,17,293,1,1484,0,0,0,0,0,0,0,0
16,15,17,293,2,0,0,0,0,0,0,0,0,0
16,15,17,293,4,0,0,0,0,0,0,0,0,0
16,15,17,294,1,1616,0,0,0,0,0,0,0,0
16,15,17,294,2,0,0,0,0,0,0,0,0,0
16,15,17,294,4,0,0,0,0,0,0,0,0,0
16,15,17,295,1,1124,0,0,0,0,0,0,0,0
16,15,17,295,2,0,0,0,0,0,0,0,0,0
16,15,17,296,1,924,0,0,0,0,0,0,0,0
16,15,17,296,2,0,0,0,0,0,0,0,0,0
16,15,17,297,1,1693,0,0,0,0,0,0,0,0
16,15,17,297,2,0,0,0,0,0,0,0,0,0
16,15,17,297,4,0,0,0,0,0,0,0,0,0
16,15,17,298,1,843,0,0,0,0,0,0,0,0
