sep=|
AYUNTAMIENTOS
2021/06/21 11:41 (UTC-5)
ID_ESTADO|ESTADO|ID_DISTRITO|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_CASILLA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CQROO|PES|RSP|FMEX|CAND_IND_1|CAND_IND_2|CAND_IND_3|CAND_IND_4|C_PAN_PRI_PRD_CQROO|C_PAN_PRI_PRD|C_PAN_PRI_CQROO|C_PAN_PRD_CQROO|C_PRI_PRD_CQROO|C_PAN_PRI|C_PAN_PRD|C_PAN_CQROO|C_PRI_PRD|C_PRI_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_MAS|C_PVEM_PT_MORENA|C_PVEM_PT_MAS|C_PVEM_MORENA_MAS|C_PT_MORENA_MAS|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_MAS|C_PT_MORENA|C_PT_MAS|C_MORENA_MAS|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|OBSERVACIONES
23|QUINTANA ROO|4|1|BENITO JUAREZ|1|CONTIGUA 9|21|8|13|12|7|10|97|0|2|13|2|42|0|-|-|-|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|5|0|2|0|1|4|9|251|703|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|4|BASICA 1|29|22|7|13|1|8|113|3|4|10|5|58|10|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|4|16|307|707|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|4|CONTIGUA 1|24|18|10|8|1|4|79|1|4|8|2|44|9|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|1|0|3|0|1|1|8|228|707|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|4|CONTIGUA 2|34|9|11|17|3|6|87|1|5|8|2|53|6|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|3|18|265|706|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|BASICA 1|48|19|8|10|1|11|97|4|4|13|3|46|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|8|279|678|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|CONTIGUA 1|26|14|11|10|2|15|95|1|5|9|3|42|6|-|-|-|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0|3|14|260|677|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|CONTIGUA 2|36|7|7|6|3|4|91|1|6|12|3|47|4|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|7|7|247|677|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|CONTIGUA 3|35|9|14|13|2|7|78|1|1|9|3|31|2|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|3|0|0|1|0|0|1|1|0|0|3|15|230|677|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|CONTIGUA 4|26|12|12|11|0|5|72|4|6|10|0|37|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|2|7|206|677|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|5|CONTIGUA 5|31|10|9|9|4|12|80|4|4|7|0|43|8|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|15|238|677|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|6|BASICA 1|19|6|5|9|3|2|50|0|4|5|1|36|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|148|463|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|6|CONTIGUA 1|14|2|8|14|2|8|60|2|4|5|2|32|4|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|3|11|174|462|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|7|BASICA 1|19|15|7|6|6|8|76|2|2|13|3|30|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|16|206|528|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|7|CONTIGUA 1|23|8|16|10|8|5|77|1|2|10|3|32|2|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|4|206|527|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|7|CONTIGUA 2|24|13|11|11|15|6|64|1|4|7|2|38|2|-|-|-|0|0|0|1|0|0|1|0|0|0|0|1|1|0|0|0|1|1|0|1|0|0|1|7|213|527|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|8|BASICA 1|18|6|18|16|6|4|75|4|4|8|3|20|0|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|188|460|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|8|CONTIGUA 1|22|11|11|9|2|4|69|4|1|12|4|42|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|0|0|0|1|0|12|211|460|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|9|BASICA 1|26|19|20|17|7|9|126|4|3|13|3|57|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|309|743|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|10|BASICA 1|15|23|22|43|5|10|100|6|1|5|4|55|8|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|18|317|708|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|13|BASICA 1|24|17|15|24|2|6|92|6|5|6|2|41|2|-|-|-|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|3|0|1|0|0|0|14|262|576|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|13|CONTIGUA 1|16|9|20|16|10|4|77|3|1|6|0|49|3|-|-|-|0|0|0|0|0|0|3|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|6|227|576|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|13|CONTIGUA 2|21|10|20|14|5|5|68|4|4|6|0|43|4|-|-|-|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|11|221|576|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|13|CONTIGUA 3|22|11|11|20|2|5|87|2|4|11|2|42|5|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|242|575|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|BASICA 1|45|9|12|14|2|9|90|2|5|12|1|60|7|-|-|-|0|0|0|2|0|0|2|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|1|6|282|739|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|CONTIGUA 1|28|13|8|15|5|9|98|3|6|8|4|46|2|-|-|-|0|0|0|1|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|11|260|739|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|CONTIGUA 2|29|12|5|7|3|3|99|3|2|9|1|55|5|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|2|0|3|0|0|1|11|253|739|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|CONTIGUA 3|29|11|10|16|3|5|87|2|1|8|0|46|8|-|-|-|0|0|0|1|0|0|2|0|0|0|0|1|0|0|0|1|0|2|0|0|0|1|0|15|249|739|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|CONTIGUA 4|31|20|13|10|3|8|77|1|1|12|2|57|7|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|256|739|COTEJADO EN PLENO
23|QUINTANA ROO|2|1|BENITO JUAREZ|14|CONTIGUA 5|40|10|9|13|4|7|83|4|2|14|2|52|4|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|244|738|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|15|BASICA 1|26|14|8|17|5|10|83|2|5|9|5|47|8|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|12|253|616|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|15|CONTIGUA 1|27|10|19|9|3|7|94|1|4|12|2|59|6|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|5|261|616|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|15|CONTIGUA 2|21|12|9|9|5|8|78|2|2|11|1|44|2|-|-|-|0|0|0|0|0|0|2|0|0|0|0|1|1|0|0|0|1|2|0|0|0|0|0|12|223|616|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|15|CONTIGUA 3|20|17|21|9|4|7|84|4|4|11|0|41|8|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|1|10|247|615|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|15|CONTIGUA 4|37|16|12|10|5|7|85|5|4|5|1|61|5|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|9|264|615|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|BASICA 1|30|6|9|26|3|4|89|6|5|8|1|45|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3|0|0|1|9|249|694|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 1|34|11|9|26|3|10|93|2|0|17|3|54|3|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|280|694|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 10|25|12|5|8|3|13|103|1|1|8|0|50|4|-|-|-|0|0|0|0|0|0|0|0|0|0|1|3|1|0|0|0|0|1|0|0|0|0|0|11|250|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 11|29|11|14|13|3|9|104|4|2|11|2|38|5|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|3|13|263|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 12|23|13|12|31|2|8|94|5|1|10|4|63|9|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|3|0|0|0|0|1|20|301|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 2|28|11|11|28|2|3|92|5|2|13|0|50|6|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|3|0|0|0|13|270|694|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 3|57|9|8|12|1|4|98|3|1|3|2|44|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|12|258|694|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 4|30|12|8|25|2|5|88|3|2|11|0|52|9|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|0|0|1|0|0|1|10|262|694|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 5|34|12|8|16|4|12|73|11|1|12|1|55|6|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|1|0|1|0|9|259|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 6|32|16|3|19|0|4|74|4|2|6|0|52|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|6|11|230|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 7|30|11|11|17|2|4|73|3|1|7|3|47|5|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|8|225|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 8|21|7|13|15|6|5|92|3|5|6|1|39|4|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|225|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|16|CONTIGUA 9|21|12|9|27|11|10|86|5|1|12|1|39|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|2|8|249|693|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|18|BASICA 1|25|14|6|34|6|16|74|6|0|17|0|87|2|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|2|0|0|0|1|0|18|311|716|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|18|CONTIGUA 1|21|13|5|34|4|8|100|5|4|5|2|62|6|-|-|-|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|19|292|716|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|19|BASICA 1|17|10|11|24|4|13|75|0|4|13|3|42|6|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|2|8|237|507|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|19|CONTIGUA 1|19|15|10|22|1|7|66|0|1|14|1|38|8|-|-|-|0|0|0|1|0|0|2|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|12|220|507|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|19|CONTIGUA 2|25|12|8|21|5|5|61|1|3|8|1|51|2|-|-|-|0|0|0|2|0|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|15|224|506|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|20|BASICA 1|23|5|11|23|1|13|92|1|5|12|2|53|16|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|12|274|625|COTEJADO EN PLENO
23|QUINTANA ROO|6|1|BENITO JUAREZ|20|CONTIGUA 1|27|10|5|19|1|14|101|2|6|10|0|43|20|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|4|267|624|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|21|BASICA 1|33|11|6|17|4|5|57|1|2|7|2|43|7|-|-|-|0|0|0|2|0|0|0|0|0|0|0|0|2|0|0|0|0|1|0|0|1|0|0|15|216|490|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|21|CONTIGUA 1|39|13|12|10|4|4|61|2|2|11|1|31|4|-|-|-|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|10|208|489|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|22|BASICA 1|36|12|9|16|1|5|64|5|4|7|0|41|6|-|-|-|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|10|219|514|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|22|CONTIGUA 1|24|11|11|11|5|4|58|1|3|14|3|49|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|6|205|514|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|23|BASICA 1|24|8|9|12|3|8|58|4|0|11|0|20|4|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|1|0|1|8|174|381|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|23|CONTIGUA 1|23|4|2|6|4|5|65|3|0|8|0|27|2|-|-|-|0|0|0|2|0|0|2|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|14|169|380|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|24|BASICA 1|29|15|11|5|3|14|109|3|5|11|6|45|6|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|10|276|570|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|24|CONTIGUA 1|31|23|15|5|7|6|84|6|3|4|0|62|6|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|10|264|570|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|25|BASICA 1|22|14|6|14|4|10|91|6|4|5|1|54|11|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|0|1|1|19|266|671|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|26|BASICA 1|36|17|18|15|3|14|100|0|2|8|1|49|10|-|-|-|0|0|0|1|0|0|3|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|24|304|702|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|27|BASICA 1|32|13|15|15|8|5|74|1|3|8|2|38|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|16|233|511|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|27|CONTIGUA 1|29|13|17|6|2|13|62|5|4|14|1|35|0|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|17|223|511|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|28|BASICA 1|24|9|13|13|3|9|70|0|3|6|1|55|8|-|-|-|0|0|0|2|0|0|0|0|0|0|0|0|2|0|0|0|0|3|1|0|0|1|2|16|241|565|COTEJADO EN PLENO
23|QUINTANA ROO|5|1|BENITO JUAREZ|28|CONTIGUA 1|14|6|15|15|6|14|81|2|3|9|2|46|5|-|-|-|0|0|0|1|0|0|2|0|0|0|0|0|2|0|0|0|0|1|0|1|0|0|1|9|235|564|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|29|BASICA 1|14|13|14|11|1|4|73|1|2|10|0|32|1|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|0|1|4|184|448|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|29|CONTIGUA 1|25|9|10|14|4|4|60|3|1|11|1|29|3|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|12|187|448|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|30|BASICA 1|37|13|11|23|63|6|89|5|4|6|1|30|0|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|15|307|667|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|31|BASICA 1|14|7|8|13|3|8|66|0|2|7|1|25|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|12|169|385|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|31|CONTIGUA 1|19|9|8|17|4|4|52|1|2|3|1|30|2|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|6|161|385|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|32|BASICA 1|9|6|13|22|4|5|74|1|0|11|1|37|4|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|9|199|512|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|32|CONTIGUA 1|16|12|17|10|1|3|44|2|0|9|0|40|4|-|-|-|0|0|0|0|0|0|3|0|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|9|174|511|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|33|BASICA 1|18|14|22|12|5|6|62|4|1|11|2|52|3|-|-|-|0|0|0|3|0|0|1|0|0|0|2|0|1|0|0|0|0|1|0|0|0|2|0|10|232|607|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|34|BASICA 1|14|9|11|9|1|2|65|2|1|7|2|34|2|-|-|-|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5|166|443|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|34|CONTIGUA 1|11|8|6|15|0|6|65|1|1|8|3|24|2|-|-|-|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|1|0|1|0|10|165|443|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|35|BASICA 1|11|4|9|21|1|5|58|0|0|1|1|31|0|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|15|158|460|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|35|CONTIGUA 1|15|6|5|19|3|5|65|0|2|7|1|31|1|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|5|167|459|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|36|BASICA 1|15|11|8|14|4|4|83|2|3|4|1|39|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|20|213|541|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|36|CONTIGUA 1|14|8|15|11|10|2|84|2|1|6|2|39|2|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|6|0|4|0|0|0|14|223|541|RECONTADO EN GRUPO DE TRABAJO
23|QUINTANA ROO|4|1|BENITO JUAREZ|37|BASICA 1|8|6|7|9|1|7|62|3|1|6|0|18|1|-|-|-|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|9|142|386|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|37|CONTIGUA 1|11|7|8|4|2|1|62|2|1|7|0|23|2|-|-|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|6|139|385|COTEJADO EN PLENO
23|QUINTANA ROO|4|1|BENITO JUAREZ|38|BASICA 1|12|4|6|3|3|3|68|0|2|13|1|34|2|-|-|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|152|455|COTEJADO EN PLENO
