Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI,PRD,PT,PVEM,PCP,PMC,PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRD_PCP_PMC,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,PRI_PVEM,PRD_PCP_PMC,CC_1,CC_2,CC_3
12,13,CIUDAD VALLES ,333,B01,683,120,135,15,12,8,1,3,8,31,25,2,1,361,18,379,159,168,21,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,333,C01,682,136,135,13,10,10,0,0,9,38,36,1,0,388,18,406,183,181,14,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,334,B01,278,65,38,18,4,3,1,2,12,12,3,1,0,159,10,169,89,44,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,335,B01,639,190,182,8,6,7,2,1,6,29,39,0,0,470,5,475,225,228,11,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,336,B01,326,110,67,13,8,3,2,0,5,11,8,0,0,227,3,230,126,78,15,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,337,B01,359,81,69,7,4,4,4,3,5,29,19,4,0,229,11,240,115,92,18,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,338,B01,594,75,106,48,20,13,1,9,8,17,19,5,0,321,17,338,100,138,63,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,338,C01,593,90,103,51,20,9,3,4,14,15,20,5,0,334,20,354,119,132,63,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,339,B01,333,67,98,2,5,0,1,0,5,20,18,4,0,220,13,233,92,116,7,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,340,B01,393,125,61,14,2,3,2,1,1,26,13,3,0,251,16,267,152,77,20,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,341,B01,479,98,87,19,7,8,0,2,10,13,17,0,0,261,28,289,121,112,21,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,342,B01,535,97,112,39,12,11,3,3,7,14,17,2,1,318,28,346,118,140,47,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,343,B01,426,86,102,14,6,5,1,2,2,6,17,2,0,243,10,253,94,124,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,344,B01,541,103,151,7,12,12,0,0,11,16,22,2,0,336,6,342,130,185,9,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,345,B01,612,95,183,12,5,2,1,6,4,15,18,0,0,341,17,358,114,203,19,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,346,B01,652,69,110,26,9,14,1,5,7,14,38,7,0,300,22,322,90,162,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,346,C01,652,79,132,24,11,12,2,2,8,20,40,11,0,341,17,358,107,184,39,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,347,B01,555,137,76,38,11,5,2,3,7,20,13,5,0,317,20,337,164,94,48,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,348,B01,399,72,80,4,6,5,2,1,18,13,16,0,0,217,13,230,103,101,7,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,348,C01,398,59,79,1,8,9,0,1,5,26,23,1,1,213,21,234,90,111,3,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,349,B01,399,85,76,15,9,8,0,4,4,9,10,3,0,223,13,236,98,94,22,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,349,E01,427,61,106,9,3,6,2,0,8,14,24,4,0,237,9,246,83,136,15,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,350,B01,469,47,119,11,6,10,0,0,6,9,17,0,0,225,16,241,62,146,11,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,350,C01,469,73,150,13,4,0,1,4,3,0,0,0,0,248,9,257,76,150,18,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,351,B01,539,121,93,20,16,11,1,6,6,15,22,4,0,315,20,335,142,126,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,352,B01,459,101,72,28,1,4,3,6,8,19,12,3,0,257,12,269,128,88,40,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,352,C01,458,87,109,20,3,5,2,6,5,16,16,4,0,273,18,291,108,130,32,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,353,B01,462,81,76,20,7,3,3,2,1,15,27,3,1,239,15,254,97,106,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,353,C01,461,70,78,20,5,5,2,5,5,22,17,2,0,231,16,247,97,100,29,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,354,B01,554,68,124,28,16,8,4,3,9,17,26,8,0,311,12,323,94,158,43,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,354,C01,554,115,141,14,9,8,5,4,6,8,24,5,0,339,17,356,129,173,28,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,355,B01,655,211,84,19,5,3,18,5,5,52,13,0,0,415,25,440,268,100,42,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,356,B01,529,93,101,9,18,0,7,2,0,32,16,0,0,278,28,306,125,117,18,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,356,C01,529,101,107,11,13,8,1,1,8,19,18,3,0,290,26,316,128,133,16,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,357,B01,526,95,121,7,6,6,1,1,4,26,29,2,0,298,21,319,125,156,11,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,358,B01,460,49,111,20,11,7,9,5,6,9,18,6,0,251,20,271,64,136,40,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,358,C01,460,70,108,26,8,4,12,0,7,8,21,6,1,271,25,296,85,133,44,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,359,B01,435,85,84,11,3,10,0,1,6,25,25,1,0,251,13,264,116,119,13,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,359,C01,434,117,77,8,3,7,0,0,4,25,22,4,0,267,5,272,146,106,12,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,360,B01,452,83,93,14,9,9,2,2,23,22,27,0,0,284,23,307,128,129,18,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,360,C01,451,100,84,7,0,11,0,3,18,24,24,1,0,272,26,298,142,119,11,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,361,B01,452,43,140,9,6,12,0,3,9,0,0,0,0,222,25,247,52,152,12,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,361,C01,451,47,108,5,8,9,1,2,13,7,24,3,0,227,31,258,67,141,11,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,362,B01,442,111,97,10,2,47,2,3,27,0,0,0,0,299,4,303,138,144,15,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,363,B01,114,36,26,0,0,2,0,0,0,6,4,0,0,74,1,75,42,32,0,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,363,E01,167,57,13,12,6,0,0,3,3,0,0,0,0,94,14,108,60,13,15,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,364,B01,577,146,139,18,3,8,1,2,13,32,25,2,0,389,15,404,191,172,23,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,364,C01,577,138,119,11,1,5,2,3,10,32,19,4,0,344,20,364,180,143,20,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,365,B01,370,75,81,10,3,8,0,3,0,23,27,2,0,232,8,240,98,116,15,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,366,B01,349,43,131,5,3,11,1,0,3,6,33,1,0,237,9,246,52,175,7,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,367,B01,633,115,120,29,7,9,4,5,13,46,23,10,3,384,21,405,174,152,48,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,367,E01,326,75,53,22,5,3,0,2,7,19,5,7,0,198,14,212,101,61,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,368,B01,213,56,73,1,0,4,0,1,3,17,11,0,0,166,6,172,76,88,2,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,369,B01,371,91,48,23,3,3,8,7,9,25,7,11,0,235,19,254,125,58,49,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
12,13,CIUDAD VALLES ,370,B01,595,152,117,14,9,4,6,4,11,38,24,7,0,386,14,400,201,145,31,PAN_PNA,PRI_PVEM,PRD_PCP_PMC
