CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,CAND_IND9,PRI_PVEM_NVA_ALIANZA_PCU,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PCU,PRI_NVA_ALIANZA_PCU,PVEM_NVA_ALIANZA_PCU,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PCU,PVEM_NVA_ALIANZA,PVEM_PCU,NVA_ALIANZA_PCU,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1624,3,115,66,18,19,346,24,12,5,119,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,764,47,812,2143
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1625,4,170,90,18,126,495,22,19,9,145,18,19,69,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,81,1282,2999
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1626,3,156,46,23,27,192,18,8,6,117,3,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,638,43,681,1505
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1627,2,168,38,18,16,157,18,14,8,95,19,15,13,0,0,0,0,0,0,0,0,0,0,0,0,3,579,37,619,1405
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1628,3,202,53,23,22,147,23,18,6,124,8,13,9,0,0,0,0,0,0,0,0,0,0,0,0,3,648,41,692,1564
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1629,5,407,164,33,63,265,32,23,9,317,18,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,72,1470,3446
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1630,3,187,73,22,21,229,10,12,6,147,4,20,14,0,0,0,0,0,0,0,0,0,0,0,0,3,745,35,783,1856
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1631,3,176,65,12,13,211,20,12,12,87,14,26,14,0,0,0,0,0,0,0,0,0,0,0,0,3,662,54,719,2009
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1632,3,193,39,8,11,200,15,48,4,98,8,15,11,0,0,0,0,0,0,0,0,0,0,0,0,2,650,39,691,1558
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1653,3,330,69,29,27,135,24,26,3,169,8,27,15,0,0,0,0,0,0,0,0,0,0,0,0,7,862,39,908,1905
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1654,2,196,38,18,16,136,22,10,4,101,7,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1,571,38,610,1390
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1655,3,244,44,11,30,190,36,9,6,112,12,25,6,0,0,0,0,0,0,0,0,0,0,0,0,3,725,48,776,1598
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1656,2,171,37,7,18,97,17,9,4,100,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,4,487,37,528,1236
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1657,5,335,95,28,28,257,55,33,23,240,21,43,18,0,0,0,0,0,0,0,0,0,0,0,0,3,1176,65,1244,3039
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1658,5,506,107,23,20,399,39,25,9,137,18,56,20,0,0,0,0,0,0,0,0,0,0,0,0,3,1359,54,1416,3131
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1659,5,241,72,31,21,250,23,18,7,242,16,37,11,0,0,0,0,0,0,0,0,0,0,0,0,1,969,69,1039,2735
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1660,4,126,110,29,22,334,25,11,11,142,23,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,852,59,912,2491
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1661,5,156,145,24,13,483,10,13,12,142,12,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,84,1133,3048
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1662,4,373,64,20,14,191,22,14,7,175,13,45,13,0,0,0,0,0,0,0,0,0,0,0,0,5,951,68,1024,2366
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1663,5,389,93,28,30,302,40,28,5,235,18,42,17,0,0,0,0,0,0,0,0,0,0,0,0,17,1227,57,1301,3268
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1664,3,171,65,15,15,130,13,13,3,103,8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,552,48,603,1543
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1665,2,175,57,9,24,109,10,6,3,83,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,501,28,532,1082
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1666,3,209,27,21,11,152,14,8,1,99,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,573,33,607,1562
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1667,2,130,43,11,10,119,7,5,5,42,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,389,14,403,819
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1681,2,180,40,17,9,87,21,3,5,70,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,4,450,24,478,983
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1682,2,183,42,22,30,147,18,12,8,129,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,611,23,635,1495
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1683,3,181,51,6,23,100,12,5,3,93,8,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,511,48,559,1559
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1684,3,163,52,13,8,248,25,6,4,78,24,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,649,37,686,1634
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1685,4,581,133,25,30,286,38,22,8,173,16,40,23,0,0,0,0,0,0,0,0,0,0,0,0,3,1375,62,1440,2786
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1686,3,184,85,27,12,232,23,11,7,122,12,34,16,0,0,0,0,0,0,0,0,0,0,0,0,5,765,34,804,2008
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1687,2,134,63,10,19,105,14,5,2,73,7,23,6,0,0,0,0,0,0,0,0,0,0,0,0,2,461,36,499,1103
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1688,2,155,37,10,9,76,19,9,2,68,3,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,416,29,445,1066
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1689,3,260,36,7,18,134,26,15,9,121,11,21,17,0,0,0,0,0,0,0,0,0,0,0,0,1,675,37,713,1623
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1690,3,183,59,15,33,128,17,14,4,91,12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,576,38,614,1519
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1691,2,149,34,7,8,123,8,5,5,81,8,18,6,0,0,0,0,0,0,0,0,0,0,0,0,2,452,33,487,1178
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1692,2,120,45,5,24,117,11,2,2,67,5,17,8,0,0,0,0,0,0,0,0,0,0,0,0,3,423,32,458,1097
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1693,2,145,22,10,26,110,5,4,49,56,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,450,16,468,1051
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1712,4,122,73,8,18,145,61,3,1,98,20,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,570,51,622,1537
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1713,3,154,43,22,15,200,18,7,4,110,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,598,39,637,1543
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1714,3,189,89,21,32,196,15,9,7,128,16,17,12,0,0,0,0,0,0,0,0,0,0,0,0,2,731,61,794,1722
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1715,3,120,56,22,14,206,11,3,8,139,12,18,6,0,0,0,0,0,0,0,0,0,0,0,0,2,615,63,680,1609
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1716,3,166,82,16,22,179,18,7,4,127,8,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,656,35,691,1684
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1717,4,282,145,26,21,312,9,15,16,236,22,37,9,0,0,0,0,0,0,0,0,0,0,0,0,5,1130,59,1194,2746
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1718,2,168,64,19,20,157,18,9,11,112,10,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,612,38,650,1414
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1719,2,160,38,9,6,145,11,11,1,70,11,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,486,35,521,1151
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1720,3,170,34,18,52,210,40,5,7,116,13,12,7,0,0,0,0,0,0,0,0,0,0,0,0,2,684,38,724,1774
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1721,3,144,63,15,21,171,19,3,6,101,16,34,19,0,0,0,0,0,0,0,0,0,0,0,0,1,612,45,658,1634
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1727,3,172,50,14,23,187,14,8,23,105,41,29,6,0,0,0,0,0,0,0,0,0,0,0,0,2,672,53,727,1810
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1728,2,98,35,8,34,183,5,3,4,81,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,474,35,510,1319
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1729,7,290,154,61,48,645,71,19,14,226,20,37,36,0,0,0,0,0,0,0,0,0,0,0,0,18,1621,88,1727,4432
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1730,5,284,171,52,32,505,20,25,17,223,27,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,109,1519,3741
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1731,5,303,87,26,52,385,32,13,15,188,34,38,25,0,0,0,0,0,0,0,0,0,0,0,0,43,1198,70,1311,3439
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1732,4,184,117,21,23,407,25,11,7,152,24,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,63,1084,2500
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1742,7,335,139,51,38,756,34,104,83,219,33,30,18,0,0,0,0,0,0,0,0,0,0,0,0,5,1840,113,1958,4271
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1743,13,485,359,81,48,1172,75,55,35,425,33,58,63,0,0,0,0,0,0,0,0,0,0,0,0,8,2889,206,3103,8177
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1750,8,513,174,47,53,548,38,36,78,406,32,43,34,2,0,0,0,0,0,0,0,0,0,0,0,8,2004,154,2166,5748
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1751,4,207,72,23,10,267,28,18,6,156,26,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,854,61,915,2350
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1752,1,16,9,2,0,15,1,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,61,279
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1754,2,180,49,21,21,113,20,10,5,100,4,26,11,0,0,0,0,0,0,0,0,0,0,0,0,4,560,17,581,1261
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1930,1,18,25,2,5,139,3,3,2,27,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,236,19,255,522
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1931,1,38,16,3,4,76,2,2,6,23,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,11,186,493
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1932,1,26,22,11,3,79,1,0,1,19,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,173,9,182,431
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1933,1,25,22,4,4,69,2,5,2,24,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,163,8,171,427
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1934,1,13,22,19,4,210,1,1,5,22,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,308,30,338,589
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1935,1,11,8,7,0,179,2,2,1,15,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,233,12,245,438
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1936,1,32,25,19,3,127,2,2,3,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,10,240,540
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1937,1,24,8,2,4,70,4,2,2,18,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,152,389
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1938,1,9,8,4,1,146,0,4,3,15,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198,16,214,416
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1939,1,41,20,6,2,76,1,4,3,46,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,211,15,227,487
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1940,1,49,47,5,5,117,6,0,10,38,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,292,20,312,591
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1941,1,45,47,24,1,92,11,5,6,39,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283,27,310,556
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1942,1,10,11,3,2,139,3,5,5,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,188,21,209,404
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1943,1,19,45,3,5,65,1,3,2,18,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,11,180,439
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1944,1,1,20,2,1,133,2,3,3,17,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,26,215,366
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1945,1,37,23,2,6,44,5,1,11,39,2,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,193,10,203,480
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1946,1,19,46,13,6,112,14,1,5,38,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,262,20,282,622
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1947,1,56,15,3,7,56,2,4,0,37,3,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,205,20,225,645
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1948,1,42,10,5,7,32,8,3,1,34,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,10,170,531
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1949,1,20,12,5,5,70,9,2,1,26,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,154,9,164,377
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1950,1,65,17,3,7,77,5,5,4,38,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,229,17,249,558
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1951,1,15,25,3,7,68,0,6,5,27,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,381
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1952,1,43,12,2,0,56,3,1,3,39,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,169,13,182,386
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1953,1,39,22,11,5,69,2,0,4,38,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,202,16,218,514
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1954,1,51,35,0,0,66,3,4,1,21,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,192,11,203,402
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1955,1,56,17,6,4,62,11,6,1,51,1,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,242,14,256,696
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1956,1,35,17,2,1,44,2,0,0,20,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,14,142,422
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1957,1,45,11,4,4,60,6,4,1,36,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,186,12,198,646
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1958,1,36,16,2,1,47,5,1,5,51,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,179,11,191,445
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1959,1,36,14,1,5,72,1,1,0,27,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,164,8,172,359
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1960,1,9,40,9,4,75,3,6,3,24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,6,187,488
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1961,1,20,32,7,0,48,4,2,0,32,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,158,17,175,430
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1962,1,19,27,4,1,68,0,0,1,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,5,153,424
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1963,1,18,18,4,2,87,2,8,2,15,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,166,21,187,470
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1964,1,21,22,5,2,95,4,2,1,29,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,11,201,557
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1965,1,16,17,8,2,74,2,0,0,31,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,163,20,183,500
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1966,1,21,31,5,2,69,3,3,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,144,7,152,447
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1967,1,37,17,10,4,59,6,13,1,48,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,15,224,601
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1968,1,30,23,17,18,57,6,2,2,41,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,11,215,585
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1969,1,50,8,5,5,47,8,8,1,42,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7,191,472
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1970,1,58,13,5,3,46,2,10,11,34,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,189,11,201,512
