CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,CAND_IND9,PRI_PVEM_NVA_ALIANZA_PCU,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PCU,PRI_NVA_ALIANZA_PCU,PVEM_NVA_ALIANZA_PCU,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PCU,PVEM_NVA_ALIANZA,PVEM_PCU,NVA_ALIANZA_PCU,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1607,C01,28,33,6,1,93,3,5,1,35,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,226,19,245,702,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1607_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1607,C02,37,41,7,8,107,1,3,1,33,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,254,25,280,703,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1607_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,B,35,32,0,4,113,5,4,3,39,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,246,34,280,684,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,C01,31,25,16,5,119,2,5,1,29,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,243,18,261,684,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,C02,31,28,7,4,145,0,4,3,21,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,256,32,288,685,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,C03,34,17,9,0,137,4,4,4,43,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,260,11,271,685,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,C04,27,17,8,2,152,5,6,0,34,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,19,281,685,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_C4.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1608,C05,31,28,6,1,159,5,2,5,39,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,291,23,314,685,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1608_C5.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,B,69,18,4,7,58,10,4,1,52,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,241,11,252,629,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,C01,57,25,11,9,57,7,4,1,45,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,228,17,246,629,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,C02,52,32,5,9,51,5,7,0,45,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,220,14,235,629,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,C03,65,15,6,8,52,11,4,4,54,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,240,15,255,629,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,C04,51,33,4,3,57,5,2,2,43,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,219,14,233,630,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_C4.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,C05,57,22,5,13,34,4,2,1,46,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,17,210,630,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_C5.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,E01,47,14,11,5,84,3,1,3,31,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,214,12,226,544,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_E1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,E01C01,41,12,9,2,70,12,3,2,30,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,199,18,218,544,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_E1C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1610,E01C02,41,11,9,5,72,3,2,1,40,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,190,545,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1610_E1C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1611,B,42,54,3,5,66,4,2,4,58,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,255,17,272,719,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1611_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1611,C01,45,50,6,3,59,4,4,7,34,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,225,27,252,719,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1611_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1611,C02,34,42,6,2,84,5,2,5,45,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,232,17,249,720,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1611_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1611,C03,44,41,1,12,64,2,5,1,55,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,243,25,268,720,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1611_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1611,C04,58,36,4,7,79,6,1,11,57,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,270,21,291,720,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1611_C4.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1612,B,55,32,5,3,72,2,1,5,53,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,243,12,256,597,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1612_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1612,C01,54,14,6,1,89,5,11,2,44,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,237,24,263,597,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1612_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1612,C02,40,25,4,3,69,2,1,8,42,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,210,10,223,597,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1612_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1612,C03,60,28,5,3,74,2,7,5,27,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,220,21,242,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1612_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1618,B,70,34,6,5,77,1,2,4,40,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,251,16,269,676,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1618_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1618,C01,66,23,2,15,66,3,9,4,61,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,265,24,289,676,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1618_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1618,C02,52,26,6,7,85,7,5,3,69,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,5,275,677,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1618_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1619,B,81,25,7,15,46,11,6,1,65,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,267,20,287,609,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1619_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1619,C01,82,30,7,10,60,3,8,2,50,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,264,15,279,609,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1619_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1619,C02,68,24,8,6,69,4,2,1,64,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,260,13,275,610,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1619_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1620,B,97,31,8,4,74,11,5,1,61,5,19,4,0,0,0,0,0,0,0,0,0,0,0,0,4,320,19,343,734,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1620_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1620,C01,117,22,7,1,60,13,4,0,66,6,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,318,38,356,734,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1620_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1620,C02,112,26,10,5,58,6,10,1,59,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,3,309,25,337,735,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1620_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1621,B,57,17,4,10,44,4,5,0,28,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,184,24,208,419,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1621_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1621,C01,48,32,10,4,42,3,4,3,36,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,192,5,197,420,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1621_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,B,76,23,4,5,121,3,2,10,32,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,290,13,304,710,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,C01,54,23,7,2,157,6,0,11,34,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,305,18,323,710,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,C02,44,22,5,0,125,10,2,11,40,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,269,12,281,711,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,C03,69,20,8,6,143,6,7,2,35,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,302,9,311,711,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,C04,73,18,5,7,113,13,3,11,34,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,288,18,307,711,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_C4.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,E01,13,25,7,2,114,3,5,12,23,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,16,236,700,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_E1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,E01C01,18,28,3,2,122,1,10,7,19,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,227,15,242,700,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_E1C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1622,E01C02,15,25,5,5,92,2,10,3,25,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,191,15,206,701,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1622_E1C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1623,B,22,39,7,2,171,5,4,13,32,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,316,16,332,749,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1623_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1623,C01,31,42,6,5,167,2,11,15,25,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,315,22,339,750,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1623_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1623,C02,28,46,15,7,149,10,4,16,33,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,319,29,348,750,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1623_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1624,B,39,21,4,6,117,9,5,2,42,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,256,17,274,714,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1624_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1624,C01,39,15,7,6,107,7,2,0,40,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,236,14,250,714,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1624_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1624,C02,37,30,7,7,122,8,5,3,37,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,272,16,288,715,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1624_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1625,B,49,18,3,6,123,7,8,4,40,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,292,18,310,749,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1625_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1625,C01,48,22,4,6,122,3,3,2,32,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,1,267,27,295,750,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1625_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1625,C02,36,21,9,2,128,6,6,3,40,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,276,23,299,750,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1625_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1625,C03,37,29,2,112,122,6,2,0,33,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,365,13,378,750,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1625_C3.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1626,B,47,14,8,6,68,4,4,1,42,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,204,20,224,501,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1626_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1626,C01,54,10,9,7,70,7,3,1,42,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,218,17,235,502,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1626_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1626,C02,55,22,6,14,54,7,1,4,33,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,216,6,222,502,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1626_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1627,B,92,22,9,5,76,12,11,4,44,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,294,19,315,702,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1627_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1627,C01,76,16,9,11,81,6,3,4,51,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,285,18,304,703,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1627_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1628,B,70,17,8,6,53,7,6,0,52,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,226,19,245,521,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1628_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1628,C01,65,18,11,12,58,7,7,3,35,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,230,14,245,521,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1628_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1628,C02,67,18,4,4,36,9,5,3,37,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,192,8,202,522,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1628_C2.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1629,B,83,24,8,12,51,9,2,1,73,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,283,11,294,689,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1629_B.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1629,C01,82,40,5,16,71,5,8,0,58,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,303,9,312,689,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1629_C1.pdf
1,7,CHIAPAS,1,TUXTLA GUTIERREZ ORIENTE,102,TUXTLA GUTIERREZ,1629,C02,83,28,8,7,47,6,7,2,61,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,270,15,285,689,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_dip/Distrito 1/1629_C2.pdf
