ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,48,268,20648,15178,1556,4171,5853,2067,1600,1354,541,45982,2713,101663,136,3799,105598,180125,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,12,AMOZOC DE MOTA,69,264,18444,12404,2686,6180,3320,3810,4233,3216,5349,45884,3117,108643,132,5637,114412,168910,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,13,TEPEACA,78,263,26830,18788,2884,4410,7453,3324,1873,1697,2457,35181,1665,106562,51,5264,111877,161817,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,14,CIUDAD SERDAN,108,274,26817,14837,4261,6996,3240,8789,8859,6143,2835,23253,1251,107281,18,7284,114583,156517,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,15,TECAMACHALCO,74,253,11355,12550,3069,4978,3886,2645,1404,3167,13456,42272,1965,100747,44,6885,107676,155988,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,16,HEROICA PUEBLA DE ZARAGOZA,125,328,30876,13870,1867,4154,3990,2786,1212,1638,907,55196,2481,118977,108,5054,124139,198393,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,17,HEROICA PUEBLA DE ZARAGOZA,223,411,50637,17240,2017,3941,6529,2364,4431,1456,1474,58252,2823,151164,194,6901,158259,215383,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,18,CHOLULA DE RIVADAVIA,84,302,35800,10268,1945,3978,4259,2603,4041,2003,3244,52294,3049,123484,109,5186,128779,194178,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,19,HEROICA PUEBLA DE ZARAGOZA,116,312,27384,13010,2113,4371,4761,2441,1484,1620,853,54189,2301,114527,86,4447,119060,194255,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,20,HEROICA PUEBLA DE ZARAGOZA,69,270,13543,12447,1117,4928,2436,1779,2400,904,449,36127,2090,78220,482,3420,82122,176541,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,21,ATLIXCO,119,298,29512,19593,3063,3021,9098,2268,2076,859,1580,36983,1732,109785,117,5403,115305,176367,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,22,IZUCAR DE MATAMOROS,141,335,22359,26451,4384,4302,3824,5781,5597,6622,4200,33639,2451,119610,21,6391,126022,182235,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,23,ACATLAN DE OSORIO,150,328,20939,33209,5867,4702,3654,4438,2244,1235,2552,32557,940,112337,54,7688,120079,171360,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,24,TEHUACAN,80,263,16966,14689,1755,4572,7318,2359,4185,2599,3303,45264,1372,104382,56,6586,111024,162957,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,25,TEHUACAN,81,268,17171,11981,1455,4001,12521,1548,1795,1292,1280,49030,1668,103742,91,5058,108891,168488,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
21,PUEBLA,26,AJALPAN,106,284,24906,31845,6793,3974,3641,5284,2869,3159,1531,32601,2443,119046,59,7767,126872,161048,https://www.ieepuebla.org.mx/2018/acuerdos/CG/CG_AC_124_2018_COMPLETO.pdf
