state,mun,uniqueid,section,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,margin,listanominal,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,total,valid,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra,manipulated_year
OAXACA,SAN PEDRO JICAYÁN,20312,1485,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,1174,0,269,0,NA,0,NA,NA,913,887,NA,NA,3,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0,312,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1486,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,1140,0,286,0,NA,0,NA,NA,887,870,NA,NA,5,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,266,0,313,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1487,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,1051,0,314,0,NA,0,NA,NA,822,798,NA,NA,4,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233,0,247,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1488,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,950,0,176,0,NA,0,NA,NA,719,679,NA,NA,12,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,230,0,261,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1489,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,1474,0,306,0,NA,0,NA,NA,994,924,NA,NA,51,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,367,0,200,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1490,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,754,0,196,0,NA,0,NA,NA,563,519,NA,NA,3,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,211,0,109,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO JICAYÁN,20312,1491,2018,PAN_PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRD,HONORIO VENUSTIANO GUTIERREZ MELO,PRI_PVEM,,0.1558766859,912,0,184,0,NA,0,NA,NA,689,655,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,211,0,260,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1498,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2769,0,0,0,NA,0,NA,NA,2078,2022,NA,NA,6,7,NA,1143,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,106,0,734,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1499,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2819,0,0,0,NA,0,NA,NA,1910,1830,NA,NA,7,5,NA,1231,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,94,0,469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1500,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2139,0,0,0,NA,0,NA,NA,1546,1487,NA,NA,5,8,NA,659,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,66,0,743,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1501,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,1825,0,0,0,NA,0,NA,NA,1365,1322,NA,NA,4,7,NA,709,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,56,0,536,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1502,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,1588,0,0,0,NA,0,NA,NA,1131,1100,NA,NA,4,4,NA,516,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,0,530,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1503,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,9799,0,0,0,NA,0,NA,NA,5906,5773,NA,NA,14,17,NA,2762,NA,NA,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,163,0,2755,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1504,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,810,0,0,0,NA,0,NA,NA,539,526,NA,NA,2,4,NA,229,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,0,247,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1505,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,3595,0,0,0,NA,0,NA,NA,2287,2214,NA,NA,7,14,NA,982,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,0,1110,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1506,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2127,0,0,0,NA,0,NA,NA,1379,1343,NA,NA,7,7,NA,657,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,45,0,609,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1507,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,1484,0,0,0,NA,0,NA,NA,962,935,NA,NA,2,3,NA,457,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,0,439,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1508,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,791,0,0,0,NA,0,NA,NA,644,626,NA,NA,3,1,NA,356,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,240,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1509,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2117,0,0,0,NA,0,NA,NA,1246,1200,NA,NA,7,5,NA,528,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48,0,602,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO MIXTEPEC,20318,1510,2018,NA,NA,PRI,FREDDY GIL PINEDA GOPAR,NA,NA,NA,2788,0,0,0,NA,0,NA,NA,1845,1824,NA,NA,6,12,NA,668,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,60,0,1060,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1516,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,2031,0,0,0,NA,0,NA,NA,1399,1340,NA,NA,20,0,NA,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,292,466,532,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1517,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,1343,0,0,0,NA,0,NA,NA,884,848,NA,NA,11,0,NA,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,285,257,285,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1518,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,2904,0,0,0,NA,0,NA,NA,1905,1819,NA,NA,15,0,NA,0,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,517,687,552,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1519,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,3992,0,0,0,NA,0,NA,NA,2726,2610,NA,NA,68,0,NA,0,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,623,1041,844,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1520,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,1571,0,0,0,NA,0,NA,NA,1131,1094,NA,NA,31,0,NA,0,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,345,384,312,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1521,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,900,0,0,0,NA,0,NA,NA,632,604,NA,NA,6,0,NA,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,153,139,295,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1522,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,2618,0,0,0,NA,0,NA,NA,1789,1721,NA,NA,25,0,NA,0,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,389,624,662,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
OAXACA,SAN PEDRO POCHUTLA,20324,1523,2018,PT,VICTOR CRUZ VASQUEZ,PT,VICTOR CRUZ VASQUEZ,PAN_PRD,,0.3071800521,902,0,0,0,NA,0,NA,NA,627,606,NA,NA,3,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,530,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
