state,mun,section,uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_vote,party_component,mutually_exclusive,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra,manipulated_year,final_incumbent
OAXACA,SAN DIONISIO DEL MAR,839,20130,2016,CONCEJO MUNICIPAL,REYNA EMILIA HERNANDEZ ORTIZ,NA,NA,TRUE,UYC,JORGE FAUSTO BUSTAMANTE GARCIA,0,NA,NA,NA,NA,1024,0,96,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,NA
OAXACA,SAN DIONISIO DEL MAR,840,20130,2016,CONCEJO MUNICIPAL,REYNA EMILIA HERNANDEZ ORTIZ,NA,NA,TRUE,UYC,JORGE FAUSTO BUSTAMANTE GARCIA,0,NA,NA,NA,NA,1263,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,NA
OAXACA,SAN FELIPE JALAPA DE DIAZ,851,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,485,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,1455,1255,1263,0,0,0,13,0,NA,NA,NA,NA,13,0,NA,485,NA,NA,8,0,549,0,3,184,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,852,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,438,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,1314,1084,1098,0,0,0,7,0,NA,NA,NA,NA,20,8,NA,438,NA,NA,4,5,520,0,4,78,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,853,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,569,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,1852,1560,1585,0,0,0,6,0,NA,NA,NA,NA,28,8,NA,569,NA,NA,8,5,760,0,6,170,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,854,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,787,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,2275,1854,1878,0,0,0,30,0,NA,NA,NA,NA,12,13,NA,787,NA,NA,10,12,890,0,8,92,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,855,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,343,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,903,781,784,0,0,0,0,0,NA,NA,NA,NA,12,0,NA,343,NA,NA,3,3,250,0,1,169,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,856,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,892,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,2437,2155,2169,0,0,0,10,0,NA,NA,NA,NA,42,6,NA,892,NA,NA,13,11,972,0,4,205,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,857,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,878,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,2286,1964,1993,0,0,0,16,0,NA,NA,NA,NA,57,15,NA,878,NA,NA,9,5,725,0,6,253,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,858,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,807,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,1973,1647,1662,0,0,0,3,0,NA,NA,NA,NA,8,7,NA,807,NA,NA,2,5,672,0,2,141,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,859,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,355,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,975,844,847,0,0,0,1,0,NA,NA,NA,NA,7,4,NA,355,NA,NA,3,1,391,0,1,81,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,860,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,111,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,590,499,508,0,0,0,1,0,NA,NA,NA,NA,35,2,NA,111,NA,NA,5,0,211,0,5,129,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE JALAPA DE DIAZ,861,20134,2016,PRI_PVEM,ALVARO RAFAEL RUBIO,854,PRI_PVEM,TRUE,PRI,ALVARO RAFAEL RUBIO,PAN_PRD_PT,NA,NA,NA,0.077843877,2232,1965,1976,0,0,0,2,0,NA,NA,NA,NA,15,12,NA,854,NA,NA,14,4,931,0,6,127,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRI
OAXACA,SAN FELIPE USILA,866,20136,2016,PUP,ANGEL DOMINGUEZ ESCOBAR,296,PUP,TRUE,PUP,ANGEL DOMINGUEZ ESCOBAR,PRI_PVEM,NA,854,PRI_PVEM,0.0192616372,2050,1758,1772,0,0,0,32,0,NA,NA,NA,NA,296,0,NA,854,NA,NA,6,0,501,0,0,69,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FELIPE USILA,867,20136,2016,PUP,ANGEL DOMINGUEZ ESCOBAR,390,PUP,TRUE,PUP,ANGEL DOMINGUEZ ESCOBAR,PRI_PVEM,NA,1100,PRI_PVEM,0.0192616372,2557,2150,2175,0,0,0,44,0,NA,NA,NA,NA,390,0,NA,1100,NA,NA,4,0,566,0,0,46,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FELIPE USILA,868,20136,2016,PUP,ANGEL DOMINGUEZ ESCOBAR,315,PUP,TRUE,PUP,ANGEL DOMINGUEZ ESCOBAR,PRI_PVEM,NA,829,PRI_PVEM,0.0192616372,2051,1750,1761,0,0,0,11,0,NA,NA,NA,NA,315,0,NA,829,NA,NA,3,0,528,0,0,64,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FELIPE USILA,869,20136,2016,PUP,ANGEL DOMINGUEZ ESCOBAR,157,PUP,TRUE,PUP,ANGEL DOMINGUEZ ESCOBAR,PRI_PVEM,NA,532,PRI_PVEM,0.0192616372,1313,1114,1122,0,0,0,9,0,NA,NA,NA,NA,157,0,NA,532,NA,NA,7,0,370,0,0,39,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FELIPE USILA,870,20136,2016,PUP,ANGEL DOMINGUEZ ESCOBAR,8,PUP,TRUE,PUP,ANGEL DOMINGUEZ ESCOBAR,PRI_PVEM,NA,173,PRI_PVEM,0.0192616372,452,397,399,0,0,0,4,0,NA,NA,NA,NA,8,0,NA,173,NA,NA,1,0,115,0,0,96,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO DEL MAR,877,20141,2016,PUP,LEONEL GOMEZ CRUZ,770,PUP,TRUE,PUP,LEONEL GOMEZ CRUZ,PRI_PVEM,NA,671,PRI_PVEM,0.051540769,1937,1454,1472,0,0,0,1,0,NA,NA,NA,NA,770,0,NA,671,NA,NA,0,0,1,0,0,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO DEL MAR,878,20141,2016,PUP,LEONEL GOMEZ CRUZ,514,PUP,TRUE,PUP,LEONEL GOMEZ CRUZ,PRI_PVEM,NA,682,PRI_PVEM,0.051540769,1531,1203,1211,0,0,0,0,0,NA,NA,NA,NA,514,0,NA,682,NA,NA,0,0,1,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO DEL MAR,879,20141,2016,PUP,LEONEL GOMEZ CRUZ,89,PUP,TRUE,PUP,LEONEL GOMEZ CRUZ,PRI_PVEM,NA,552,PRI_PVEM,0.051540769,722,643,644,0,0,0,0,0,NA,NA,NA,NA,89,0,NA,552,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO DEL MAR,880,20141,2016,PUP,LEONEL GOMEZ CRUZ,150,PUP,TRUE,PUP,LEONEL GOMEZ CRUZ,PRI_PVEM,NA,77,PRI_PVEM,0.051540769,260,228,230,0,0,0,0,0,NA,NA,NA,NA,150,0,NA,77,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO DEL MAR,881,20141,2016,PUP,LEONEL GOMEZ CRUZ,493,PUP,TRUE,PUP,LEONEL GOMEZ CRUZ,PRI_PVEM,NA,189,PRI_PVEM,0.051540769,794,685,688,0,0,0,1,0,NA,NA,NA,NA,493,0,NA,189,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PUP
OAXACA,SAN FRANCISCO IXHUATAN,883,20143,2016,PAN_PRD_PT,JOSE LUIS GARCIA HENESTROZA,327,PAN_PRD,TRUE,PRD,JOSE LUIS GARCIA HENESTROZA,PRI_PVEM,NA,NA,NA,0.1909332244,1067,848,864,0,344,0,3,119,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,1,54,0,0,327,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRD
OAXACA,SAN FRANCISCO IXHUATAN,884,20143,2016,PAN_PRD_PT,JOSE LUIS GARCIA HENESTROZA,378,PAN_PRD,TRUE,PRD,JOSE LUIS GARCIA HENESTROZA,PRI_PVEM,NA,NA,NA,0.1909332244,1331,951,972,0,393,0,7,57,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,116,0,0,378,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,PRD
