ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
14,JALISCO,38,GOMEZ FARIAS,8,19,275,2088,66,254,101,2090,150,1484,43,21,0,5,2,9,5,0,4,,,,,,,,,,,,,,,,,,399,,6996,32,286,7314,11914,
14,JALISCO,40,GUACHINANGO,8,11,218,637,99,571,18,691,22,115,3,,,,,0,1,0,0,,,,,,,,,35,,,,,,,,,,2,2412,0,135,2547,3604,
14,JALISCO,41,GUADALAJARA,982,2182,94730,90416,7193,25176,14034,210828,14354,178211,11749,827,104,606,115,3972,1631,176,1214,,4817,,44323,,,,,,,11972,,,,,28837,3152,,,748437,1212,27125,776774,1261610,
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,1123,1218,290,116,56,697,73,357,17,135,14,12,2,9,2,1,1,,,,,,,,,,,,,,,,,,,,4123,0,219,4342,6649,
14,JALISCO,43,HUEJUCAR,5,10,544,813,12,52,42,1441,27,496,9,8,0,11,2,5,4,0,0,,,,,,,,,,,,,,,,,,,,3466,0,169,3635,5270,
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,16,1799,1233,28,37,76,586,17,612,7,3,2,6,0,5,1,0,3,,,,,,,,,,,,,,,,,,,,4415,1,198,4614,7162,
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,11,51,1231,4871,261,776,333,3802,624,3682,337,485,4,22,5,241,24,2,13,,,,,,,,,,,,,,,,,,,,16713,5,627,17345,33413,
14,JALISCO,47,IXTLAHUACAN DEL RIO,11,26,895,2279,69,403,752,3290,206,1057,80,19,1,16,2,28,14,4,3,,,,,,,,,,,,,,,,,,,,9118,33,636,9787,15159,
14,JALISCO,48,JALOSTOTITLAN,22,45,4231,2849,84,367,111,4156,322,836,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,13105,22,584,13711,24185,
14,JALISCO,49,JAMAY,12,31,2459,4106,96,759,211,934,74,2014,94,45,11,50,5,43,11,1,9,,,,,,,,,,,,,,,,,,,,10922,0,457,11379,18745,
14,JALISCO,50,JESUS MARIA,14,26,4019,672,52,286,56,3226,65,398,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,8841,1,442,9284,16340,
14,JALISCO,51,JILOTLAN DE LOS DOLORES,10,16,77,916,31,31,26,2829,14,239,14,50,2,30,8,6,0,4,2,,,,,,,,,,,,,,,,,,15,,4294,0,187,4481,6460,
14,JALISCO,52,JOCOTEPEC,18,55,1687,3134,105,1691,179,5544,1460,3606,214,139,6,72,8,73,33,1,9,,,,,,,,,,,,,,,,,,,,17961,12,693,18666,33165,
14,JALISCO,53,JUANACATLAN,7,21,1698,1436,71,582,99,2706,61,1612,62,,,,,28,8,3,5,,,,,,,,,,,,,,,,,,,,8371,3,258,8632,12853,
14,JALISCO,54,JUCHITLAN,6,10,1109,807,98,415,24,417,46,278,15,23,7,26,2,,,,,,,,,,,,,,,,,,,,,,,,3267,1,123,3391,5064,
14,JALISCO,18,LA BARCA,36,93,2607,4030,341,1270,745,5614,3530,8058,985,60,12,51,14,190,66,17,65,,,,,,,,,,,,,,,,,,,,27655,9,1174,28838,54321,
14,JALISCO,45,LA HUERTA,18,32,642,3191,134,130,138,4228,103,2527,73,63,9,43,26,,,,,,,,,,,,,,,,,,,,,,,,11307,1,645,11953,18148,
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,7,152,182,25,1009,10,753,31,172,5,10,0,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,2354,2,128,2484,3265,
14,JALISCO,55,LAGOS DE MORENO,72,207,17897,10487,492,1095,570,23952,771,7422,491,,,,,117,59,3,32,,,,,,,,,,,,,,,,,,,,63388,62,3046,66496,118063,
14,JALISCO,57,MAGDALENA,10,25,2072,2573,194,201,126,1069,167,2186,104,45,4,14,2,30,6,2,5,,,,,,,,,,,,,,,,,,,,8800,2,357,9159,15218,
14,JALISCO,60,MASCOTA,13,23,744,1781,37,99,132,2439,96,1494,35,,,,,14,9,0,2,,,,,,,,,216,,,,,,,,,,124,7222,0,252,7474,11035,
14,JALISCO,61,MAZAMITLA,9,20,376,1484,112,2503,121,1777,148,1138,56,4,2,3,1,5,0,1,0,,,,,,,,,,,,,,,,,,,,7731,1,268,8000,10515,
14,JALISCO,62,MEXTICACAN,7,10,751,568,11,45,23,641,30,510,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,0,162,2751,4872,
14,JALISCO,63,MEZQUITIC,7,18,3262,2088,27,40,35,797,35,308,20,18,5,13,0,7,7,1,2,,,,,,,,,,,,,,,,,,,,6665,0,322,6987,10018,
14,JALISCO,64,MIXTLAN,4,7,29,896,3,15,5,1006,255,70,3,,,,,3,0,0,0,,,,,,,,,10,,,,,,,,,,2,2297,0,52,2349,3136,
14,JALISCO,65,OCOTLAN,42,124,7101,5494,617,1229,796,11844,943,12704,586,133,17,89,13,171,77,8,48,,,,,,,,,,,,,,,,,,,,41870,16,1409,43295,76185,
14,JALISCO,66,OJUELOS DE JALISCO,15,35,993,1730,720,1180,149,4926,163,1762,65,,,,,31,8,1,15,,,,,,,,,,,,,,,,,,,,11743,505,1087,13335,20435,
14,JALISCO,67,PIHUAMO,12,21,194,484,35,1412,76,930,55,2405,57,6,1,5,5,17,6,0,19,,,,,,,,,,,,,,,,,,66,,5773,1,283,6057,8988,
14,JALISCO,68,PONCITLAN,20,60,1736,5974,1328,516,590,4246,157,4912,258,132,22,34,37,114,36,14,38,,,,,,,,,,,,,,,,,,,,20144,2,824,20970,36552,
14,JALISCO,69,PUERTO VALLARTA,78,330,6393,10193,973,3606,1706,31706,1227,33718,840,,,,,522,247,12,148,,,,,,,,,12797,,,,,,,,,,736,104824,27,3719,108570,211762,
14,JALISCO,71,QUITUPAN,12,18,436,1713,115,115,52,1688,140,388,113,50,6,10,19,4,3,0,1,,,,,,,,,,,,,,,,,,59,,4912,8,256,5176,8485,
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,720,387,24,114,19,365,18,222,16,1,0,9,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,1900,1,107,2008,2907,
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,7,12,1841,1023,10,255,9,156,7,116,9,,,,,2,3,0,1,,,,,,,,,,,,,,,,,,,,3432,2,149,3583,5208,
14,JALISCO,24,SAN GABRIEL,10,20,547,1945,918,184,81,1499,38,1173,39,94,27,13,19,22,6,1,4,,,,,,,,,,,,,,,,,,1079,,7689,6,335,8030,11960,
14,JALISCO,125,SAN IGNACIO CERRO GORDO,8,23,1869,2146,93,160,49,2404,171,354,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,7284,2,373,7659,14426,
14,JALISCO,75,SAN JUAN DE LOS LAGOS,34,87,6980,2036,356,5290,334,4224,3475,3906,360,,,,,38,12,0,12,,,,,,,,,,,,,,,,,,,,27023,13,1125,28161,51379,
14,JALISCO,7,SAN JUANITO DE ESCOBEDO,8,15,692,756,35,253,71,1524,160,1198,21,6,1,4,2,8,1,2,0,,,,,,,,,,,,,,,,,,,,4734,0,102,4836,7377,
14,JALISCO,76,SAN JULIAN,9,21,3068,1526,46,200,62,2380,199,412,43,,,,,1,0,0,3,,,,,,,,,,,,,,,,,,,,7940,1,280,8221,12704,
14,JALISCO,77,SAN MARCOS,2,5,143,419,44,34,17,980,200,343,14,4,2,4,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,2209,0,79,2288,2978,
14,JALISCO,78,SAN MARTIN DE BOLAÑOS,5,7,403,531,7,18,11,615,4,131,3,0,0,2,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,1728,0,62,1790,2598,
14,JALISCO,79,SAN MARTIN HIDALGO,17,41,661,3233,129,349,186,4821,255,3592,174,41,8,20,13,31,22,1,14,,,,,,,,,,,,,,,,,,,,13550,15,538,14103,24014,
14,JALISCO,80,SAN MIGUEL EL ALTO,17,42,5142,1779,108,1140,167,2236,1151,962,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,13581,3,982,14566,24207,
14,JALISCO,99,SAN PEDRO TLAQUEPAQUE,199,731,27650,40965,2475,11123,5348,61843,5211,66294,5590,364,29,159,28,2061,530,78,402,,,,,,,,,,,,,,1456,14936,,,,,246542,452,9779,256773,468499,
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,29,218,19,889,36,1201,28,851,11,,,,,8,4,1,15,,,,,,,,,31,,,,,,,,,,5,3346,0,136,3482,4628,
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,5,7,967,752,7,27,10,253,9,95,4,17,2,22,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,2168,1,101,2270,3276,
14,JALISCO,58,SANTA MARIA DEL ORO,4,5,306,554,8,15,9,398,4,41,1,3,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,2,,1343,0,50,1393,2012,
14,JALISCO,83,SAYULA,18,43,893,2242,718,382,408,2411,883,4322,370,54,11,6,16,43,21,1,20,,,,,,,,,,,,,,,,,,2117,,14918,29,630,15577,26405,
14,JALISCO,84,TALA,31,88,1606,7416,298,1298,511,8911,679,7646,370,359,36,206,155,167,128,16,131,,,,,,,,,,,,,,,,,,,,29933,19,1364,31316,52877,
14,JALISCO,85,TALPA DE ALLENDE,10,21,986,3377,58,89,56,2033,88,533,24,,,,,6,5,0,3,,,,,,,,,173,,,,,,,,,,310,7741,0,551,8292,11206,
14,JALISCO,86,TAMAZULA DE GORDIANO,35,65,1549,3344,1833,2465,318,1958,736,3703,105,182,33,20,50,39,27,4,12,,,,,,,,,,,,,,,,,,1674,,18052,144,1293,19489,34083,
14,JALISCO,87,TAPALPA,9,25,488,1741,1700,1900,1278,1391,268,909,90,103,21,3,31,26,19,1,5,,,,,,,,,,,,,,,,,,195,,10169,27,360,10556,13919,
14,JALISCO,88,TECALITLAN,16,26,516,1814,247,126,255,2885,160,1259,173,12,3,9,4,12,6,0,3,,,,,,,,,,,,,,,,,,661,,8145,1,325,8471,12901,
14,JALISCO,90,TECHALUTA DE MONTENEGRO,3,6,108,177,21,454,165,864,39,195,8,6,1,5,2,1,0,0,1,,,,,,,,,,,,,,,,,,133,,2180,17,71,2268,3112,
14,JALISCO,89,TECOLOTLAN,13,26,1631,2907,76,294,97,2785,150,1131,54,8,0,13,14,,,,,,,,,,,,,,,,,,,,,,,,9160,3,363,9526,13432,
14,JALISCO,91,TENAMAXTLAN,6,13,1503,1469,33,47,29,291,53,495,23,31,7,21,0,,,,,,,,,,,,,,,,,,,,,,,,4002,1,188,4191,6266,
14,JALISCO,92,TEOCALTICHE,23,52,4311,4235,218,502,244,1484,496,3256,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,14897,4,1114,16015,30433,
14,JALISCO,93,TEOCUITATLAN DE CORONA,10,18,2650,1312,144,552,80,724,39,438,39,42,8,117,1,4,4,2,3,,,,,,,,,,,,,,,,,,,,6159,1,175,6335,9438,
14,JALISCO,94,TEPATITLAN DE MORELOS,54,183,19207,7175,451,5340,645,20225,1334,4570,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,59791,39,2998,62828,115678,
14,JALISCO,95,TEQUILA,22,55,4189,2470,667,1311,322,1795,727,4274,210,102,23,39,8,54,26,0,27,,,,,,,,,,,,,,,,,,,,16244,352,1197,17793,30803,
14,JALISCO,96,TEUCHITLAN,6,13,244,514,40,651,93,1691,395,1693,39,3,0,4,3,10,9,1,3,,,,,,,,,,,,,,,,,,,,5393,0,165,5558,7847,
14,JALISCO,97,TIZAPAN EL ALTO,14,31,1215,3295,115,620,274,989,136,1888,78,37,2,1,0,18,8,1,4,,,,,,,,,,,,,,,,,,,,8681,6,404,9091,16686,
14,JALISCO,98,TLAJOMULCO DE ZUÑIGA,129,518,14995,10102,2753,4692,2738,71587,2452,42928,2825,759,63,298,149,1277,296,50,277,,,,,,,,,,,,8780,,,,,,,,167021,429,4478,171928,332408,
14,JALISCO,100,TOLIMAN,7,15,121,2487,57,77,45,1789,30,396,26,191,3,16,7,,,,,,,,,,,,,,,,,,,,,,,,5245,0,212,5457,7671,
14,JALISCO,101,TOMATLAN,17,46,317,2598,1056,467,234,5271,76,3333,107,,,,,57,26,5,19,,,,,,,,,284,,,,,,,,,,121,13971,3,1035,15009,25466,
14,JALISCO,102,TONALA,81,497,15303,24132,1436,7404,4436,46304,5072,42744,2954,,,,,1246,537,88,312,,,15087,,,,,,,,,,,,,,,,,167055,335,5965,173355,333899,
14,JALISCO,103,TONAYA,5,9,318,1470,901,46,32,399,28,275,13,10,9,2,5,,,,,,,,,,,,,,,,,,,,,,,,3508,0,109,3617,5195,
14,JALISCO,104,TONILA,7,12,404,883,31,674,52,1286,196,729,15,4,2,0,2,4,1,0,3,,,,,,,,,,,,,,,,,,40,,4326,13,131,4470,5758,
14,JALISCO,105,TOTATICHE,6,9,1159,738,7,49,10,476,17,148,2,2,0,6,1,1,4,0,1,,,,,,,,,,,,,,,,,,,,2621,1,91,2713,3954,
14,JALISCO,106,TOTOTLAN,14,32,1122,2353,91,607,112,4738,153,874,61,52,7,70,7,13,7,2,3,,,,,,,,,,,,,,,,,,,,10272,1,401,10674,18009,
14,JALISCO,107,TUXCACUESCO,5,8,687,1095,66,36,26,345,18,313,11,27,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,2658,0,134,2792,3862,
14,JALISCO,108,TUXCUECA,4,10,614,1073,73,80,36,1047,80,540,14,1,0,4,2,3,1,0,3,,,,,,,,,,,,,,,,,,,,3571,0,99,3670,5327,
14,JALISCO,109,TUXPAN,23,48,817,2003,253,326,352,3118,1640,4731,848,30,5,17,7,75,20,6,48,,,,,,,,,,,,,,,,,,1749,,16045,1,617,16663,27191,
14,JALISCO,110,UNION DE SAN ANTONIO,10,24,6415,1757,34,139,39,401,58,385,21,,,,,7,3,0,0,,,,,,,,,,,,,,,,,,,,9259,1,339,9599,13778,
14,JALISCO,111,UNION DE TULA,12,21,373,2114,66,126,50,2510,442,915,31,28,3,33,11,,,,,,,,,,,,,,,,,,,,,,,,6702,0,339,7041,11588,
14,JALISCO,112,VALLE DE GUADALUPE,7,12,1714,618,19,68,22,850,25,133,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473,1,147,3621,5972,
14,JALISCO,113,VALLE DE JUAREZ,5,11,1649,1151,30,76,14,224,31,381,7,1,8,3,2,1,1,0,1,,,,,,,,,,,,,,,,,,52,,3632,1,121,3754,5449,
14,JALISCO,114,VILLA CORONA,10,25,860,848,183,851,381,2017,1106,1626,139,150,0,4,4,94,15,2,6,,,,,,,,,,,,,,,,,,,,8286,25,665,8976,14823,
14,JALISCO,115,VILLA GUERRERO,8,11,1560,1034,17,46,9,358,12,126,4,2,2,6,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,3178,0,123,3301,4537,
14,JALISCO,116,VILLA HIDALGO,8,25,2482,752,73,210,86,983,1588,1195,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,7495,14,682,8191,14607,
14,JALISCO,70,VILLA PURIFICACION,9,18,1076,1197,50,62,65,2265,50,1241,29,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,6052,3,318,6373,9983,
14,JALISCO,118,YAHUALICA DE GONZALEZ GALLO,20,38,3459,3680,76,201,150,1829,75,1826,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,11381,8,632,12021,19506,
14,JALISCO,119,ZACOALCO DE TORRES,16,39,725,3019,102,1660,287,3429,327,3545,153,20,4,8,7,28,20,2,10,,,,,,,,,,,,,,,,,,,,13346,4,601,13951,23029,
14,JALISCO,120,ZAPOPAN,447,1585,87159,62298,4234,16042,8872,126696,7913,106216,6801,893,118,612,96,2782,994,114,831,7142,,,,1334,26984,52686,1198,,4728,,,28807,1381,19279,,,,,576210,873,16260,593343,1016820,
14,JALISCO,121,ZAPOTILTIC,21,43,2036,1814,170,1467,215,2588,257,4389,216,8,7,6,6,21,12,2,14,,,,,,,,,,,,,,,,,,1402,,14630,2,575,15207,24251,
14,JALISCO,122,ZAPOTITLAN DE VADILLO,6,11,625,789,105,504,43,988,13,270,22,55,19,13,4,,,,,,,,,,,,,,,,,,,,,,,,3450,1,140,3591,4986,
14,JALISCO,123,ZAPOTLAN DEL REY,13,27,790,1677,246,1940,120,912,57,3297,69,65,14,17,11,27,19,2,19,,,,,,,,,,,,,,,,,,,,9282,1,417,9700,14284,
14,JALISCO,23,ZAPOTLAN EL GRANDE,51,134,3017,5350,525,863,706,13969,507,14521,607,52,11,57,22,298,60,9,43,,,,,,,,,,,,,,,,,,7994,,48611,31,1358,50000,84161,
14,JALISCO,124,ZAPOTLANEJO,32,86,3132,3650,394,1202,405,10862,334,5519,222,,,,,61,33,4,16,,,,,,,,,,,,,,,,,,,,25834,14,1399,27247,52119,
