CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,33,4,93,510,160,58,117,21,60,678,26,10,3,1,0,0,14,1,0,2,,,,,,,,,,,,,,,,,,,1754,0,44,1798,2325
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,34,4,87,504,125,45,249,23,66,603,18,13,4,0,1,1,19,8,1,7,,,,,,,,,,,,,,,,,,,1774,0,31,1805,2424
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,35,5,119,922,150,74,27,41,19,1024,36,62,4,3,0,1,22,4,2,5,,,,,,,,,,,,,,,,,,,2515,0,62,2577,3444
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,36,1,17,117,18,8,13,5,3,101,9,3,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,297,0,6,303,363
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,37,3,59,437,108,35,43,18,35,460,15,21,0,3,0,0,14,2,0,2,,,,,,,,,,,,,,,,,,,1252,1,20,1273,1770
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,38,4,98,518,288,32,61,12,45,552,18,40,3,1,1,0,16,3,0,2,,,,,,,,,,,,,,,,,,,1690,0,21,1711,2325
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,39,1,8,50,6,5,12,0,4,45,1,3,0,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,137,0,1,138,161
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,40,2,25,235,72,23,53,4,16,226,9,21,1,1,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,692,0,22,714,934
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,41,3,62,407,151,33,73,15,43,663,19,56,0,1,0,0,18,0,0,2,,,,,,,,,,,,,,,,,,,1543,0,35,1578,2177
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,42,3,61,380,146,43,57,19,38,518,33,56,6,0,1,0,20,2,1,4,,,,,,,,,,,,,,,,,,,1385,0,32,1417,1888
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,43,4,104,496,233,51,61,61,35,634,35,16,3,1,0,0,9,4,0,8,,,,,,,,,,,,,,,,,,,1751,0,42,1793,2420
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,44,5,128,663,155,60,81,45,77,1015,37,56,5,5,0,1,33,6,1,8,,,,,,,,,,,,,,,,,,,2376,0,51,2427,3683
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,45,3,61,399,416,34,53,14,52,396,20,26,4,5,1,1,6,3,0,1,,,,,,,,,,,,,,,,,,,1492,0,35,1527,2137
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,46,4,73,537,236,67,46,20,22,699,28,29,4,3,0,0,24,10,2,4,,,,,,,,,,,,,,,,,,,1804,0,41,1845,2571
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,47,4,109,447,245,57,59,14,40,770,23,25,9,4,0,0,17,7,2,5,,,,,,,,,,,,,,,,,,,1833,0,42,1875,2729
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,48,4,85,519,138,41,61,8,45,712,27,33,2,2,0,2,18,4,1,3,,,,,,,,,,,,,,,,,,,1701,1,44,1746,2543
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,49,5,129,584,292,64,60,33,95,833,40,48,5,2,1,0,17,4,1,7,,,,,,,,,,,,,,,,,,,2215,0,41,2256,3150
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,50,4,102,510,202,61,68,21,131,729,16,29,4,3,0,2,15,3,0,2,,,,,,,,,,,,,,,,,,,1898,0,40,1938,2598
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,51,5,98,793,243,53,47,39,69,595,33,55,7,4,0,0,7,9,1,4,,,,,,,,,,,,,,,,,,,2057,3,37,2097,3142
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,52,5,138,629,145,37,56,22,56,760,41,44,5,1,0,0,14,4,3,4,,,,,,,,,,,,,,,,,,,1959,1,58,2018,3042
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,53,3,70,544,178,18,31,25,28,406,25,42,4,2,0,2,10,4,0,0,,,,,,,,,,,,,,,,,,,1389,15,20,1424,1963
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,54,3,71,579,154,22,47,17,30,583,31,39,9,2,1,0,12,2,1,1,,,,,,,,,,,,,,,,,,,1601,0,42,1643,2197
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,55,5,87,647,133,53,28,31,37,740,32,48,6,0,0,0,22,5,0,7,,,,,,,,,,,,,,,,,,,1876,1,45,1922,2712
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,56,5,173,641,115,54,56,39,32,877,51,39,6,7,2,1,18,12,5,1,,,,,,,,,,,,,,,,,,,2129,3,47,2179,3232
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,57,13,415,1577,182,156,174,92,123,2841,153,115,18,3,1,1,91,12,7,24,,,,,,,,,,,,,,,,,,,5985,1,140,6126,9461
,15,MEXICO,39,ACOLMAN DE NEZAHUALCOYOTL,2,ACOLMAN,58,23,711,2420,319,266,387,142,199,4680,248,145,20,3,2,4,120,20,12,49,,,,,,,,,,,,,,,,,,,9747,8,213,9968,16045
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,59,2,92,691,22,7,15,5,3,140,6,7,0,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,991,1,38,1030,1373
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,60,2,170,296,52,36,49,12,12,212,33,15,3,2,1,1,6,0,0,5,,,,,,,,,,,,,,,,,,,905,0,44,949,1396
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,61,2,73,499,32,8,13,4,12,88,7,5,0,1,0,0,1,2,0,1,,,,,,,,,,,,,,,,,,,746,0,22,768,1158
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,62,3,368,389,55,38,34,17,20,152,23,6,14,7,3,0,9,0,1,4,,,,,,,,,,,,,,,,,,,1140,0,65,1205,1785
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,63,3,388,370,48,16,30,24,14,122,23,8,19,6,1,0,4,4,0,1,,,,,,,,,,,,,,,,,,,1078,0,64,1142,1620
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,64,2,117,309,37,20,29,9,13,139,10,10,3,3,1,0,3,2,0,4,,,,,,,,,,,,,,,,,,,709,0,16,725,997
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,65,2,148,339,35,24,14,7,11,112,11,9,6,4,1,0,8,2,1,3,,,,,,,,,,,,,,,,,,,735,1,45,781,1190
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,66,2,66,507,49,20,9,12,14,128,9,106,2,0,2,0,3,1,0,3,,,,,,,,,,,,,,,,,,,931,2,44,977,1393
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,67,3,214,695,118,28,20,21,13,225,23,42,9,3,0,1,8,3,1,2,,,,,,,,,,,,,,,,,,,1426,0,60,1486,2172
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,68,3,220,420,125,20,14,13,17,121,23,5,6,4,2,1,0,2,0,2,,,,,,,,,,,,,,,,,,,995,0,27,1022,1334
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,69,5,350,863,139,33,40,32,19,280,45,24,5,7,1,3,11,2,1,9,,,,,,,,,,,,,,,,,,,1864,0,75,1939,2657
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,70,3,284,839,138,35,5,25,17,256,17,21,9,8,1,0,4,0,0,3,,,,,,,,,,,,,,,,,,,1662,0,55,1717,2189
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,71,1,110,289,36,9,6,5,5,75,18,11,8,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,574,0,15,589,738
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,72,6,497,1117,104,34,27,19,26,323,30,32,14,5,0,0,12,2,0,3,,,,,,,,,,,,,,,,,,,2245,0,95,2340,3180
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,73,3,218,579,57,14,14,15,16,145,22,13,4,2,0,0,5,1,0,1,,,,,,,,,,,,,,,,,,,1106,13,44,1163,1582
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,74,2,124,378,73,28,5,19,2,167,16,23,3,4,1,0,8,2,0,3,,,,,,,,,,,,,,,,,,,856,0,43,899,1264
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,75,4,179,548,218,26,21,21,9,177,13,24,10,10,0,0,5,2,0,2,,,,,,,,,,,,,,,,,,,1265,0,66,1331,1846
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,76,2,140,341,160,15,7,20,15,200,29,56,12,11,2,2,1,2,0,2,,,,,,,,,,,,,,,,,,,1015,0,53,1068,1467
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,77,3,146,561,182,21,16,7,5,170,21,13,8,14,2,1,9,3,0,1,,,,,,,,,,,,,,,,,,,1180,0,59,1239,1635
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,78,1,30,171,9,8,3,6,1,97,8,2,3,2,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,343,0,12,355,486
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,79,1,16,56,8,0,0,4,0,16,6,3,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,110,0,8,118,165
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,80,2,68,346,31,10,10,8,7,66,13,7,2,0,1,0,3,1,0,0,,,,,,,,,,,,,,,,,,,573,0,22,595,818
,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,81,2,64,238,49,9,4,6,3,68,14,4,4,1,1,0,1,0,6,3,,,,,,,,,,,,,,,,,,,475,0,54,529,860
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,82,2,16,667,1,4,0,1,1,162,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,856,0,5,861,986
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,83,2,64,633,7,11,0,3,8,232,5,1,0,1,0,0,2,3,0,0,,,,,,,,,,,,,,,,,,,970,1,23,994,1210
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,84,2,126,531,12,18,6,2,5,256,6,2,0,1,0,0,7,3,2,0,,,,,,,,,,,,,,,,,,,977,0,48,1025,1358
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,85,2,76,408,12,5,3,5,8,196,7,1,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,725,0,25,750,963
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,86,4,153,1082,17,20,2,12,10,513,10,3,0,2,0,0,3,1,0,1,,,,,,,,,,,,,,,,,,,1829,1,66,1896,2547
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,87,2,33,372,7,15,5,2,5,172,2,3,0,0,0,0,3,0,0,1,,,,,,,,,,,,,,,,,,,620,0,16,636,929
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,88,2,23,372,4,8,0,1,10,116,2,0,1,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,540,0,13,553,792
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,89,2,48,311,3,14,2,3,3,183,3,2,1,0,0,0,4,0,0,2,,,,,,,,,,,,,,,,,,,579,0,24,603,800
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,90,1,3,105,0,2,2,4,0,39,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,156,0,8,164,219
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,91,1,3,94,0,0,0,1,1,72,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,172,0,3,175,228
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,92,2,57,525,10,10,2,7,9,184,7,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,814,0,28,842,1163
,15,MEXICO,9,TEJUPILCO DE HIDALGO,4,ALMOLOYA DE ALQUISIRAS,93,1,19,212,6,5,1,3,0,207,2,0,1,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,460,0,16,476,668
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,94,4,194,476,59,42,53,14,111,404,25,58,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1443,1,54,1498,2589
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,95,1,29,170,7,7,5,6,2,136,4,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,369,0,26,395,536
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,96,2,95,319,36,44,12,16,10,311,9,9,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,867,0,59,926,1304
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,97,4,140,547,159,65,11,25,12,438,17,9,5,6,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1436,0,167,1603,2261
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,98,1,35,109,16,31,10,7,8,66,5,6,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,295,0,19,314,487
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,99,2,38,89,11,19,10,7,19,83,7,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,295,0,26,321,850
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,100,4,169,305,58,228,34,20,14,267,21,74,8,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1203,0,92,1295,2257
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,101,4,339,372,54,134,31,32,84,330,22,96,10,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1507,0,96,1603,2448
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,102,5,347,448,58,285,34,24,156,473,39,38,8,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1915,0,120,2035,3003
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,103,2,106,104,23,27,9,10,37,147,14,8,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,493,0,19,512,778
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,104,1,39,116,12,25,6,4,5,41,12,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,264,0,0,264,373
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,105,2,65,178,32,48,12,8,23,182,10,119,1,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,681,0,28,709,906
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,106,3,229,384,74,100,36,31,79,285,17,45,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1288,0,86,1374,1787
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,107,4,156,642,109,76,33,20,29,611,19,17,3,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1720,0,86,1806,2366
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,109,2,88,278,41,58,20,12,34,236,12,19,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,801,0,27,828,1131
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,110,3,123,298,49,154,19,22,83,275,19,45,8,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1097,0,66,1163,1618
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,111,5,299,354,46,89,83,30,83,754,72,36,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1854,0,53,1907,3572
,15,MEXICO,45,ALMOLOYA DE JUAREZ,5,ALMOLOYA DE JUAREZ,112,4,338,466,67,291,28,27,40,433,137,12,10,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1851,0,90,1941,2802
