DTO.,CLAVE,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,TIPO_CASILLA,PAN,TS,ACLG,PRD,PT,PVEM,CONV.,CAND. NO REGIST.,VOTOS NULOS,TOTAL,LISTA NOMINAL,Anulada
10,2,ALDAMA,34,R,34,EX1,,38,64,,,,,0,8,110,203,
10,2,ALDAMA,35,R,35,B,,52,70,,,,,0,8,130,276,
10,2,ALDAMA,35,R,35,EX1,,6,25,,,,,0,1,32,63,
10,2,ALDAMA,36,R,36,B,,11,74,,,,,0,4,89,180,
10,2,ALDAMA,37,R,37,B,,22,40,,,,,0,4,66,154,
22,3,ALLENDE,38,M,38,B,,140,140,,,,,0,3,283,395,
22,3,ALLENDE,38,M,38,C1,,129,138,,,,,0,9,276,395,
22,3,ALLENDE,39,U,39,B,,135,146,,,,,0,4,285,416,
22,3,ALLENDE,39,U,39,C1,,124,156,,,,,1,8,289,417,
22,3,ALLENDE,40,U,40,B,,210,221,,,,,0,9,440,594,
22,3,ALLENDE,41,M,41,B,,263,177,,,,,0,9,449,657,
22,3,ALLENDE,42,R,42,B,,7,45,,,,,0,1,53,102,
22,3,ALLENDE,43,R,43,B,,54,73,,,,,0,0,127,344,
22,3,ALLENDE,44,R,44,B,,9,14,,,,,0,1,24,72,
22,3,ALLENDE,45,R,45,B,,23,37,,,,,0,1,61,111,
22,3,ALLENDE,46,R,46,B,,21,46,,,,,0,3,70,148,
22,3,ALLENDE,47,R,47,B,,33,41,,,,,0,0,74,149,
22,3,ALLENDE,48,R,48,B,,119,38,,,,,0,4,161,249,
22,3,ALLENDE,49,R,49,B,,60,48,,,,,0,1,109,159,
22,3,ALLENDE,50,R,50,B,,57,57,,,,,0,0,114,199,
22,3,ALLENDE,51,R,51,B,,68,20,,,,,0,4,92,125,
22,3,ALLENDE,52,R,52,B,,73,47,,,,,0,7,127,202,
22,3,ALLENDE,53,M,53,B,,234,145,,,,,0,8,387,638,
22,3,ALLENDE,54,M,54,B,,178,119,,,,,0,10,307,539,
22,3,ALLENDE,55,R,55,B,,160,109,,,,,0,2,271,391,
10,4,AQUILES SERDÁN,56,U,56,B,,200,202,,,,,0,0,402,536,
10,4,AQUILES SERDÁN,56,U,56,C1,,189,170,,,,,0,13,372,536,
10,4,AQUILES SERDÁN,56,U,56,C2,,184,182,,,,,0,0,366,536,
10,4,AQUILES SERDÁN,57,R,57,B,,99,125,,,,,0,0,224,386,
10,4,AQUILES SERDÁN,58,R,58,B,,9,24,,,,,0,1,34,138,
10,4,AQUILES SERDÁN,59,R,59,B,,122,148,,,,,0,7,277,382,
10,4,AQUILES SERDÁN,59,R,59,C1,,124,125,,,,,0,6,255,382,
1,5,ASCENSIÓN,60,U,60,B,,93,125,,,,,0,13,231,495,
1,5,ASCENSIÓN,60,U,60,C1,,112,119,,,,,0,2,233,496,
1,5,ASCENSIÓN,61,U,61,B,,134,183,,,,,0,5,322,586,
1,5,ASCENSIÓN,62,U,62,B,,127,199,,,,,0,8,334,576,
1,5,ASCENSIÓN,63,U,63,B,,114,123,,,,,0,8,245,493,
1,5,ASCENSIÓN,63,U,63,C1,,124,104,,,,,0,4,232,494,
1,5,ASCENSIÓN,64,M,64,B,,136,153,,,,,0,6,295,685,
1,5,ASCENSIÓN,65,U,65,B,,125,127,,,,,0,7,259,515,
1,5,ASCENSIÓN,66,U,66,B,,122,203,,,,,0,0,325,584,
1,5,ASCENSIÓN,67,U,67,B,,138,185,,,,,0,7,330,697,
1,5,ASCENSIÓN,68,U,68,B,,102,195,,,,,0,7,304,636,
1,5,ASCENSIÓN,69,U,69,B,,183,129,,,,,0,11,323,611,
1,5,ASCENSIÓN,70,U,70,B,,185,169,,,,,0,11,365,713,
1,5,ASCENSIÓN,71,U,71,B,,143,170,,,,,0,14,327,640,
1,5,ASCENSIÓN,72,U,72,B,,98,96,,,,,0,7,201,512,
1,5,ASCENSIÓN,72,U,72,C1,,86,96,,,,,0,5,187,512,
1,5,ASCENSIÓN,73,U,73,B,,98,92,,,,,0,10,200,589,
1,5,ASCENSIÓN,74,U,74,B,,83,67,,,,,0,8,158,404,
1,5,ASCENSIÓN,74,U,74,C1,,77,75,,,,,0,9,161,404,
1,5,ASCENSIÓN,75,M,75,B,,126,102,,,,,0,8,236,662,
1,5,ASCENSIÓN,76,U,76,B,,82,55,,,,,0,2,139,437,
1,5,ASCENSIÓN,76,U,76,C1,,87,58,,,,,0,6,151,438,
1,5,ASCENSIÓN,77,R,77,B,,14,49,,,,,0,2,65,196,
1,5,ASCENSIÓN,78,R,78,B,,104,157,,,,,0,8,269,545,
1,5,ASCENSIÓN,78,R,78,C1,,116,148,,,,,0,8,272,545,
1,5,ASCENSIÓN,79,R,79,B,,180,143,,,,,0,10,333,735,
1,5,ASCENSIÓN,80,R,80,B,,27,65,,,,,0,1,93,317,
1,5,ASCENSIÓN,81,R,81,B,,29,36,,,,,0,0,65,453,
1,5,ASCENSIÓN,81,R,81,C1,,31,38,,,,,0,3,72,453,
9,6,BACHÍNIVA,82,U,82,B,,93,207,,,,,0,5,305,537,
9,6,BACHÍNIVA,83,M,83,B,,88,152,,,,,0,14,254,417,
9,6,BACHÍNIVA,84,M,84,B,,27,117,,,,,0,2,146,306,
9,6,BACHÍNIVA,85,U,85,B,,45,113,,,,,0,6,164,330,
9,6,BACHÍNIVA,86,R,86,B,,12,47,,,,,0,8,67,148,
9,6,BACHÍNIVA,87,R,87,B,,128,138,,,,,0,12,278,566,
9,6,BACHÍNIVA,88,R,88,B,,39,133,,,,,0,17,189,319,
9,6,BACHÍNIVA,89,R,89,B,,57,54,,,,,0,3,114,236,
9,6,BACHÍNIVA,90,R,90,B,,47,70,,,,,0,7,124,258,
9,6,BACHÍNIVA,91,R,91,B,,15,50,,,,,0,2,67,148,
9,6,BACHÍNIVA,92,R,92,B,,13,59,,,,,0,6,78,139,
9,6,BACHÍNIVA,93,R,93,B,,15,29,,,,,0,0,44,84,
9,6,BACHÍNIVA,94,R,94,B,,35,66,,,,,0,0,101,174,
9,6,BACHÍNIVA,95,R,95,B,,39,134,,,,,0,9,182,305,
9,6,BACHÍNIVA,96,R,96,N.I.,,,,,,,,,,0,40,
9,6,BACHÍNIVA,97,R,97,B,,22,58,,,,,0,2,82,170,
9,6,BACHÍNIVA,98,R,98,B,,65,75,,,,,0,0,140,161,
9,6,BACHÍNIVA,99,U,99,B,,98,95,,,,,0,1,194,323,
9,6,BACHÍNIVA,100,U,100,B,,87,118,,,,,0,8,213,377,
9,6,BACHÍNIVA,101,U,101,B,,66,105,,,,,0,10,181,394,
21,7,BALLEZA,102,M,102,B,,153,123,,,,,0,10,286,465,
21,7,BALLEZA,102,M,102,C1,,147,127,,,,,0,0,274,465,
21,7,BALLEZA,103,M,103,B,,165,102,,,,,0,4,271,460,
21,7,BALLEZA,103,M,103,C1,,140,127,,,,,0,12,279,460,
21,7,BALLEZA,104,R,104,B,,91,120,,,,,0,16,227,304,
21,7,BALLEZA,105,R,105,B,,161,132,,,,,0,25,318,690,
21,7,BALLEZA,106,R,106,B,,52,203,,,,,0,27,282,477,
21,7,BALLEZA,106,R,106,C1,,50,204,,,,,0,46,300,477,
21,7,BALLEZA,107,R,107,B,,133,154,,,,,0,0,287,579,
21,7,BALLEZA,108,R,108,B,,144,117,,,,,0,11,272,549,
21,7,BALLEZA,109,R,109,B,,40,82,,,,,0,11,133,260,
21,7,BALLEZA,110,R,110,B,,123,218,,,,,0,36,377,724,
21,7,BALLEZA,111,R,111,B,,107,232,,,,,0,27,366,676,
21,7,BALLEZA,112,R,112,B,,97,128,,,,,0,11,236,399,
21,7,BALLEZA,113,R,113,B,,59,181,,,,,0,51,291,654,
21,7,BALLEZA,113,R,113,C1,,103,162,,,,,0,20,285,654,
21,7,BALLEZA,114,R,114,B,,258,204,,,,,0,36,498,737,
21,7,BALLEZA,114,R,114,C1,,254,208,,,,,0,29,491,738,
21,7,BALLEZA,115,R,115,B,,271,164,,,,,0,0,435,714,
21,7,BALLEZA,115,R,115,EX1,,50,118,,,,,0,0,168,246,
21,8,BATOPILAS,116,M,116,B,,242,180,,,,,0,11,433,635,
21,8,BATOPILAS,116,M,116,C1,,238,198,,,,,0,15,451,635,
21,8,BATOPILAS,117,R,117,B,,188,183,,,,,0,21,392,586,
21,8,BATOPILAS,118,R,118,B,,51,62,,,,,0,3,116,158,
21,8,BATOPILAS,119,R,119,B,,139,122,,,,,0,0,261,412,
21,8,BATOPILAS,119,R,119,C1,,162,81,,,,,0,20,263,412,
21,8,BATOPILAS,120,R,120,B,,92,88,,,,,0,3,183,260,
21,8,BATOPILAS,121,R,121,B,,156,154,,,,,0,26,336,510,
21,8,BATOPILAS,121,R,121,C1,,120,130,,,,,0,30,280,510,
21,8,BATOPILAS,122,R,122,B,,154,147,,,,,0,7,308,452,
21,8,BATOPILAS,123,R,123,B,,92,314,,,,,0,14,420,611,
21,8,BATOPILAS,124,R,124,B,,125,108,,,,,0,12,245,379,
21,8,BATOPILAS,125,R,125,B,,214,237,,,,,0,18,469,678,
21,8,BATOPILAS,126,R,126,B,,102,140,,,,,0,12,254,435,
14,9,BOCOYNA,127,U,127,B,35,,65,9,,,,0,3,112,203,
14,9,BOCOYNA,128,M,128,B,131,,184,9,,,,0,25,349,635,
14,9,BOCOYNA,129,M,129,B,98,,78,21,,,,0,15,212,514,
14,9,BOCOYNA,129,M,129,C1,67,,80,15,,,,0,15,177,515,
14,9,BOCOYNA,130,M,130,B,70,,94,23,,,,0,27,214,559,
14,9,BOCOYNA,130,M,130,C1,63,,118,20,,,,0,16,217,560,
14,9,BOCOYNA,131,U,131,B,74,,69,5,,,,0,3,151,388,
14,9,BOCOYNA,131,U,131,C1,84,,86,4,,,,0,5,179,389,
14,9,BOCOYNA,132,U,132,B,94,,157,7,,,,0,6,264,578,
14,9,BOCOYNA,132,U,132,C1,103,,133,10,,,,0,6,252,578,
14,9,BOCOYNA,133,U,133,B,86,,106,11,,,,1,7,211,481,
14,9,BOCOYNA,133,U,133,C1,48,,145,8,,,,0,8,209,481,
14,9,BOCOYNA,134,U,134,B,97,,195,17,,,,0,11,320,741,
14,9,BOCOYNA,135,U,135,B,146,,91,3,,,,1,11,252,521,
14,9,BOCOYNA,135,U,135,C1,145,,96,2,,,,0,8,251,521,
14,9,BOCOYNA,136,U,136,B,189,,104,5,,,,0,11,309,712,
14,9,BOCOYNA,136,U,136,C1,190,,129,5,,,,0,8,332,713,
14,9,BOCOYNA,137,M,137,B,65,,110,2,,,,0,27,204,519,
14,9,BOCOYNA,137,M,137,C1,63,,113,4,,,,0,25,205,520,
14,9,BOCOYNA,137,M,137,C2,78,,98,5,,,,0,0,181,520,
14,9,BOCOYNA,138,R,138,B,37,,104,4,,,,0,14,159,398,
14,9,BOCOYNA,139,R,139,B,41,,101,9,,,,0,16,167,394,
14,9,BOCOYNA,139,R,139,EX1,17,,47,4,,,,0,11,79,215,
14,9,BOCOYNA,140,R,140,B,26,,45,31,,,,0,14,116,236,
14,9,BOCOYNA,140,R,140,EX1,41,,82,14,,,,0,22,159,325,
14,9,BOCOYNA,141,R,141,B,25,,154,8,,,,0,26,213,498,
14,9,BOCOYNA,142,R,142,B,44,,114,1,,,,0,16,175,313,
14,9,BOCOYNA,143,R,143,B,12,,52,4,,,,0,45,113,131,
14,9,BOCOYNA,143,R,143,EX1,22,,74,10,,,,0,10,116,226,
14,9,BOCOYNA,144,R,144,B,97,,98,42,,,,0,18,255,548,
14,9,BOCOYNA,144,R,144,C1,98,,114,44,,,,0,0,256,548,
14,9,BOCOYNA,145,R,145,B,53,,150,19,,,,0,69,291,703,
14,9,BOCOYNA,146,R,146,B,83,,69,5,,,,0,34,191,434,
14,9,BOCOYNA,146,R,146,C1,50,,74,7,,,,0,39,170,434,
14,9,BOCOYNA,147,R,147,B,18,,134,5,,,,0,37,194,517,
14,9,BOCOYNA,148,R,148,B,44,,74,2,,,,0,28,148,347,
9,10,BUENAVENTURA,149,U,149,B,,184,108,,,,,0,9,301,563,
9,10,BUENAVENTURA,150,U,150,B,,176,96,,,,,0,5,277,489,
9,10,BUENAVENTURA,151,U,151,B,,191,145,,,,,0,6,342,650,
9,10,BUENAVENTURA,152,U,152,B,,174,124,,,,,0,10,308,567,
9,10,BUENAVENTURA,153,U,153,B,,137,113,,,,,0,3,253,437,
9,10,BUENAVENTURA,153,U,153,C1,,144,105,,,,,0,9,258,437,
9,10,BUENAVENTURA,154,U,154,B,,105,63,,,,,0,2,170,312,
9,10,BUENAVENTURA,155,U,155,B,,86,64,,,,,0,0,150,291,
9,10,BUENAVENTURA,156,U,156,B,,174,107,,,,,0,3,284,435,
9,10,BUENAVENTURA,157,U,157,B,,113,118,,,,,0,12,243,380,
9,10,BUENAVENTURA,157,U,157,C1,,131,107,,,,,0,6,244,380,
9,10,BUENAVENTURA,158,U,158,B,,127,218,,,,,0,6,351,579,
9,10,BUENAVENTURA,159,U,159,B,,154,155,,,,,0,4,313,487,
9,10,BUENAVENTURA,160,U,160,B,,118,104,,,,,0,7,229,377,
9,10,BUENAVENTURA,160,U,160,C1,,134,92,,,,,0,7,233,377,
9,10,BUENAVENTURA,161,U,161,B,,191,214,,,,,0,0,405,672,
9,10,BUENAVENTURA,162,M,162,B,,138,177,,,,,0,8,323,540,
9,10,BUENAVENTURA,163,U,163,B,,109,251,,,,,0,7,367,591,
9,10,BUENAVENTURA,164,U,164,B,,73,226,,,,,0,4,303,504,
9,10,BUENAVENTURA,165,U,165,B,,45,100,,,,,0,6,151,230,
9,10,BUENAVENTURA,166,M,166,B,,63,239,,,,,0,13,315,551,
9,10,BUENAVENTURA,167,M,167,B,,102,144,,,,,0,9,255,429,
9,10,BUENAVENTURA,167,M,167,C1,,81,130,,,,,0,0,211,429,
9,10,BUENAVENTURA,168,M,168,B,,100,130,,,,,0,11,241,449,
9,10,BUENAVENTURA,168,M,168,C1,,134,109,,,,,0,8,251,449,
9,10,BUENAVENTURA,169,R,169,B,,44,25,,,,,0,3,72,137,
9,10,BUENAVENTURA,170,R,170,B,,42,20,,,,,0,3,65,286,
9,10,BUENAVENTURA,171,R,171,B,,45,124,,,,,0,4,173,261,
9,10,BUENAVENTURA,172,R,172,B,,143,107,,,,,0,5,255,425,
9,10,BUENAVENTURA,172,R,172,C1,,133,113,,,,,0,2,248,425,
9,10,BUENAVENTURA,173,R,173,B,,103,70,,,,,0,8,181,307,
9,10,BUENAVENTURA,173,R,173,EX1,,141,61,,,,,0,2,204,322,
9,10,BUENAVENTURA,174,R,174,B,,373,99,,,,,0,9,481,735,
15,11,CAMARGO,175,M,175,B,,114,48,,,,,0,1,163,349,
15,11,CAMARGO,176,U,176,B,,124,113,,,,,0,1,238,409,
15,11,CAMARGO,176,U,176,C1,,110,101,,,,,0,1,212,409,
15,11,CAMARGO,177,M,177,B,,211,138,,,,,0,7,356,610,
15,11,CAMARGO,178,M,178,B,,121,127,,,,,0,5,253,663,
15,11,CAMARGO,179,U,179,B,,117,117,,,,,0,0,234,386,
15,11,CAMARGO,180,U,180,B,,151,179,,,,,0,6,336,607,
15,11,CAMARGO,181,U,181,B,,136,106,,,,,0,4,246,484,
15,11,CAMARGO,182,U,182,B,,135,115,,,,,0,4,254,458,
15,11,CAMARGO,183,U,183,B,,215,145,,,,,0,3,363,702,
15,11,CAMARGO,184,U,184,B,,180,135,,,,,0,7,322,589,
15,11,CAMARGO,185,U,185,B,,231,146,,,,,0,6,383,622,
15,11,CAMARGO,185,U,185,C1,,238,139,,,,,0,5,382,623,
15,11,CAMARGO,186,U,186,B,,139,132,,,,,0,0,271,536,
15,11,CAMARGO,186,U,186,C1,,157,135,,,,,0,5,297,536,
15,11,CAMARGO,187,U,187,B,,165,125,,,,,0,5,295,599,
15,11,CAMARGO,188,U,188,B,,155,122,,,,,0,2,279,588,
15,11,CAMARGO,189,U,189,B,,133,92,,,,,0,3,228,417,
15,11,CAMARGO,189,U,189,C1,,102,100,,,,,0,4,206,417,
15,11,CAMARGO,190,U,190,B,,194,179,,,,,0,5,378,736,
15,11,CAMARGO,191,U,191,B,,138,126,,,,,0,3,267,552,
15,11,CAMARGO,191,U,191,C1,,129,138,,,,,0,0,267,552,
15,11,CAMARGO,191,U,191,C2,,111,158,,,,,0,2,271,553,
15,11,CAMARGO,192,U,192,B,,121,168,,,,,0,2,291,517,
15,11,CAMARGO,192,U,192,C1,,117,165,,,,,0,2,284,518,
15,11,CAMARGO,192,U,192,C2,,109,168,,,,,0,6,283,518,
15,11,CAMARGO,193,U,193,B,,79,96,,,,,3,0,178,405,
15,11,CAMARGO,193,U,193,C1,,96,84,,,,,0,2,182,405,
15,11,CAMARGO,194,U,194,B,,170,169,,,,,0,6,345,750,
15,11,CAMARGO,195,U,195,B,,141,131,,,,,0,6,278,617,
15,11,CAMARGO,196,U,196,B,,118,156,,,,,0,3,277,623,
15,11,CAMARGO,196,U,196,C1,,142,145,,,,,0,0,287,623,
15,11,CAMARGO,197,U,197,B,,102,105,,,,,0,3,210,481,
15,11,CAMARGO,197,U,197,C1,,93,120,,,,,0,4,217,481,
15,11,CAMARGO,198,M,198,B,,45,45,,,,,0,0,90,147,
15,11,CAMARGO,199,M,199,B,,125,86,,,,,0,4,215,470,
15,11,CAMARGO,199,M,199,C1,,124,108,,,,,0,6,238,471,
15,11,CAMARGO,199,M,199,EX1,,68,126,,,,,0,5,199,424,
15,11,CAMARGO,200,U,200,B,,101,145,,,,,0,4,250,494,
15,11,CAMARGO,200,U,200,C1,,112,128,,,,,0,2,242,494,
15,11,CAMARGO,201,U,201,B,,74,115,,,,,0,2,191,474,
15,11,CAMARGO,201,U,201,C1,,81,103,,,,,0,6,190,475,
15,11,CAMARGO,202,U,202,B,,123,202,,,,,0,8,333,715,
15,11,CAMARGO,202,U,202,C1,,136,186,,,,,0,7,329,716,
15,11,CAMARGO,203,U,203,B,,154,220,,,,,0,6,380,741,
15,11,CAMARGO,203,U,203,C1,,127,236,,,,,0,7,370,741,
15,11,CAMARGO,204,U,204,B,,87,144,,,,,0,5,236,529,
15,11,CAMARGO,204,U,204,C1,,77,132,,,,,0,9,218,530,
15,11,CAMARGO,204,U,204,C2,,103,134,,,,,0,3,240,530,
15,11,CAMARGO,205,U,205,B,,112,158,,,,,0,9,279,580,
15,11,CAMARGO,205,U,205,C1,,136,151,,,,,0,5,292,580,
15,11,CAMARGO,206,M,206,B,,106,140,,,,,0,2,248,527,
15,11,CAMARGO,206,M,206,C1,,113,160,,,,,0,0,273,527,
15,11,CAMARGO,207,M,207,B,,30,56,,,,,0,4,90,298,
15,11,CAMARGO,208,M,208,B,,30,44,,,,,0,3,77,225,
15,11,CAMARGO,209,M,209,B,,6,18,,,,,0,0,24,51,
15,11,CAMARGO,210,M,210,N.I.,,,,,,,,,,0,48,
15,11,CAMARGO,211,R,211,B,,4,9,,,,,0,0,13,58,
15,11,CAMARGO,212,R,212,B,,7,14,,,,,0,0,21,90,
15,11,CAMARGO,213,R,213,N.I.,,,,,,,,,,0,31,
15,11,CAMARGO,214,R,214,B,,80,68,,,,,0,6,154,363,
15,11,CAMARGO,215,R,215,B,,106,85,,,,,0,3,194,452,
15,11,CAMARGO,215,R,215,C1,,100,87,,,,,0,3,190,453,
15,11,CAMARGO,216,R,216,B,,100,74,,,,,0,0,174,504,
15,11,CAMARGO,216,R,216,C1,,107,70,,,,,0,4,181,505,
15,11,CAMARGO,217,R,217,B,,112,120,,,,,0,0,232,521,
15,11,CAMARGO,218,R,218,B,,36,94,,,,,0,4,134,383,
15,11,CAMARGO,219,R,219,B,,83,118,,,,,0,5,206,587,
15,11,CAMARGO,220,R,220,B,,36,27,,,,,0,2,65,176,
12,12,CARICHÍ,221,M,221,B,,53,168,,,,,0,10,231,450,
12,12,CARICHÍ,221,M,221,C1,,71,146,,,,,0,15,232,450,
12,12,CARICHÍ,222,M,222,B,,75,162,,,,,0,6,243,447,
12,12,CARICHÍ,223,R,223,B,,47,119,,,,,0,10,176,288,
12,12,CARICHÍ,224,R,224,B,,21,83,,,,,0,9,113,197,
12,12,CARICHÍ,225,R,225,B,,108,156,,,,,0,10,274,578,
12,12,CARICHÍ,226,R,226,B,,31,58,,,,,1,3,93,169,
12,12,CARICHÍ,227,R,227,B,,16,107,,,,,0,13,136,252,
12,12,CARICHÍ,228,R,228,B,,7,61,,,,,0,2,70,103,
12,12,CARICHÍ,229,R,229,B,,16,85,,,,,0,4,105,146,
12,12,CARICHÍ,230,R,230,B,,11,53,,,,,0,0,64,106,
12,12,CARICHÍ,231,R,231,B,,21,78,,,,,0,11,110,196,
12,12,CARICHÍ,232,R,232,B,,9,78,,,,,0,9,96,179,
12,12,CARICHÍ,233,R,233,B,,7,103,,,,,0,10,120,236,
12,12,CARICHÍ,234,R,234,B,,39,132,,,,,0,21,192,384,
12,12,CARICHÍ,234,R,234,C1,,47,139,,,,,0,29,215,385,
12,12,CARICHÍ,235,R,235,B,,13,139,,,,,0,31,183,427,
12,12,CARICHÍ,236,R,236,B,,24,128,,,,,0,31,183,410,
12,12,CARICHÍ,237,R,237,B,,82,131,,,,,0,37,250,417,
1,13,CASAS GRANDES,238,U,238,B,,88,155,,,,,0,9,252,413,
1,13,CASAS GRANDES,239,U,239,B,,152,133,,,,,0,9,294,534,
1,13,CASAS GRANDES,240,M,240,B,,198,127,,,,,0,9,334,575,
1,13,CASAS GRANDES,240,M,240,C1,,220,118,,,,,0,3,341,576,
1,13,CASAS GRANDES,241,U,241,B,,163,151,,,,,0,10,324,546,
1,13,CASAS GRANDES,241,U,241,C1,,152,142,,,,,0,13,307,547,
1,13,CASAS GRANDES,242,R,242,B,,38,151,,,,,0,4,193,385,
1,13,CASAS GRANDES,242,R,242,EX1,,9,66,,,,,0,3,78,134,
1,13,CASAS GRANDES,243,R,243,B,,111,214,,,,,0,6,331,702,
1,13,CASAS GRANDES,244,R,244,B,,52,84,,,,,0,11,147,385,
1,13,CASAS GRANDES,245,M,245,B,,143,100,,,,,0,10,253,583,
1,13,CASAS GRANDES,245,M,245,C1,,129,97,,,,,0,9,235,584,
1,13,CASAS GRANDES,246,R,246,B,,8,46,,,,,0,3,57,109,
1,13,CASAS GRANDES,247,R,247,B,,47,29,,,,,0,1,77,125,
1,13,CASAS GRANDES,248,R,248,B,,29,78,,,,,0,2,109,231,
1,13,CASAS GRANDES,249,R,249,B,,15,93,,,,,0,1,109,232,
1,13,CASAS GRANDES,250,R,250,B,,50,57,,,,,0,6,113,253,
1,13,CASAS GRANDES,251,R,251,B,,109,138,,,,,0,13,260,420,
1,13,CASAS GRANDES,251,R,251,C1,,114,138,,,,,0,8,260,421,
1,13,CASAS GRANDES,252,R,252,B,,21,28,,,,,0,1,50,94,
22,14,CORONADO,253,M,253,B,,143,123,,,,,0,10,276,414,
22,14,CORONADO,253,M,253,C1,,143,137,,,,,0,8,288,415,
22,14,CORONADO,254,R,254,B,,28,55,,,,,0,1,84,104,
22,14,CORONADO,255,R,255,B,,21,30,,,,,0,1,52,60,
22,14,CORONADO,256,R,256,B,,94,86,,,,,0,4,184,251,
22,14,CORONADO,257,R,257,B,,54,63,,,,,0,0,117,153,
22,14,CORONADO,258,R,258,B,,35,39,,,,,0,0,74,105,
22,14,CORONADO,259,R,259,B,,31,80,,,,,0,0,111,150,
22,14,CORONADO,260,R,260,B,,40,29,,,,,0,1,70,89,
10,15,COYAME DEL SOTOL,261,M,261,B,,108,116,,,44,,0,0,268,391,
10,15,COYAME DEL SOTOL,261,M,261,C1,,128,94,,,51,,0,6,279,391,
10,15,COYAME DEL SOTOL,262,R,262,N.I.,,,,,,,,,,0,43,
10,15,COYAME DEL SOTOL,263,R,263,B,,47,31,,,0,,8,3,89,154,
