Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 104 - VENUSTIANO CARRANZA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,46,177,218,0,0,2,1,0,0,0,0,2,0,3,0,0,2,0,1,16,468,822
Sección 2323 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,137,147,1,0,0,0,,,,,0,,3,,,1,,0,8,328,567
C1,AC,Urna tradicional,29,161,113,2,0,0,2,,,,,0,,3,,,2,,0,11,323,567
Total,,,60,298,260,3,0,0,2,0,0,0,0,0,0,6,0,0,3,0,0,19,651,1134
Sección 2324 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,108,148,3,0,0,2,,,,,1,,2,,,1,,1,10,308,597
C1,AC,Urna tradicional,39,111,161,1,3,0,1,,,,,2,,3,,,3,,0,11,335,597
E1,AC,Urna tradicional,34,76,66,3,0,0,2,,,,,0,,0,,,0,,0,3,184,269
Total,,,105,295,375,7,3,0,5,0,0,0,0,3,0,5,0,0,4,0,1,24,827,1463
Sección 2325 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,112,136,1,0,0,7,,,,,2,,4,,,1,,0,7,301,535
C1,AC,Urna tradicional,18,124,143,7,0,1,4,,,,,1,,1,,,3,,0,7,309,536
Total,,,49,236,279,8,0,1,11,0,0,0,0,3,0,5,0,0,4,0,0,14,610,1071
Sección 2326 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,175,86,3,2,0,1,,,,,0,,6,,,2,,0,16,321,542
C1,AC,Urna tradicional,28,170,84,3,4,1,0,,,,,0,,2,,,1,,0,10,303,543
Total,,,58,345,170,6,6,1,1,0,0,0,0,0,0,8,0,0,3,0,0,26,624,1085
Sección 2327 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,156,75,5,2,0,1,,,,,0,,1,,,2,,0,19,302,480
C1,AC,Urna tradicional,56,133,93,2,1,1,2,,,,,2,,1,,,0,,0,11,302,480
Total,,,97,289,168,7,3,1,3,0,0,0,0,2,0,2,0,0,2,0,0,30,604,960
Sección 2328 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,121,107,14,3,0,1,,,,,5,,4,,,0,,0,11,340,632
C1,AC,Urna tradicional,73,130,117,19,0,0,1,,,,,0,,1,,,2,,0,12,355,633
Total,,,147,251,224,33,3,0,2,0,0,0,0,5,0,5,0,0,2,0,0,23,695,1265
Sección 2329 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,118,99,7,1,2,2,,,,,1,,2,,,0,,0,12,290,567
C1,AC,Urna tradicional,51,140,68,7,4,1,2,,,,,0,,0,,,2,,0,14,289,567
Total,,,97,258,167,14,5,3,4,0,0,0,0,1,0,2,0,0,2,0,0,26,579,1134
Sección 2330 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,64,54,10,1,0,2,,,,,1,,2,,,0,,1,14,223,447
C1,AC,Urna tradicional,70,99,34,13,0,0,3,,,,,0,,0,,,0,,0,15,234,448
Total,,,144,163,88,23,1,0,5,0,0,0,0,1,0,2,0,0,0,0,1,29,457,895
Sección 2331 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,78,34,5,0,0,0,,,,,0,,0,,,0,,0,4,174,438
C1,AC,Urna tradicional,48,79,44,7,0,0,0,,,,,0,,0,,,0,,0,7,185,438
Total,,,101,157,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,359,876
Sección 2332 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,77,60,2,1,0,1,,,,,1,,0,,,1,,0,5,251,546
C1,AC,Urna tradicional,83,71,83,5,0,0,2,,,,,0,,1,,,0,,0,7,252,547
Total,,,186,148,143,7,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,12,503,1093
Sección 2333 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,31,77,4,1,1,4,,,,,0,,0,,,0,,0,8,189,428
C1,AC,Urna tradicional,68,30,79,4,0,0,2,,,,,2,,0,,,0,,0,14,199,429
Total,,,131,61,156,8,1,1,6,0,0,0,0,2,0,0,0,0,0,0,0,22,388,857
Sección 2334 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,171,81,17,2,1,0,,,,,2,,0,,,0,,0,15,395,746
Total,,,106,171,81,17,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,15,395,746
Sección 2335 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,78,54,3,2,1,1,,,,,2,,2,,,0,,0,9,236,417
C1,AC,Urna tradicional,86,64,73,10,0,0,1,,,,,1,,1,,,3,,0,9,248,418
E1,AC,Urna tradicional,51,23,34,3,0,2,1,,,,,0,,0,,,0,,0,8,122,177
Total,,,221,165,161,16,2,3,3,0,0,0,0,3,0,3,0,0,3,0,0,26,606,1012
Sección 2336 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,121,82,5,0,2,0,,,,,0,,1,,,1,,0,7,257,448
Total,,,38,121,82,5,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,7,257,448
Sección 2337 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,134,79,2,1,0,4,,,,,0,,0,,,0,,0,8,362,688
Total,,,134,134,79,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,362,688
Sección 2338 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,74,90,4,0,0,0,,,,,0,,0,,,0,,0,9,245,480
C1,AC,Urna tradicional,80,86,68,9,0,0,1,,,,,0,,0,,,1,,0,3,248,480
Total,,,148,160,158,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,493,960
Total municipal,,,2245,4397,3781,202,34,15,64,0,0,0,0,37,0,56,0,0,37,0,6,387,11261,20655
