Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 76 - LOS REYES,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,101,70,58,38,0,2,5,,,,,1,,1,,,,1,0,8,285,576
Total,,,216,128,108,76,1,2,16,0,0,0,0,6,0,1,0,0,0,2,0,16,572,1151
Sección 1695 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,99,22,26,1,0,3,,,,,1,,3,,,,0,0,6,295,493
C1,AC,Urna tradicional,118,84,44,26,2,2,3,,,,,0,,0,,,,0,0,0,279,494
Total,,,252,183,66,52,3,2,6,0,0,0,0,1,0,3,0,0,0,0,0,6,574,987
Sección 1696 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,83,24,28,3,1,0,,,,,3,,2,,,,0,0,7,252,457
C1,AC,Urna tradicional,112,70,32,38,2,0,3,,,,,3,,0,,,,2,0,5,267,458
Total,,,213,153,56,66,5,1,3,0,0,0,0,6,0,2,0,0,0,2,0,12,519,915
Sección 1697 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,120,80,43,59,0,1,9,,,,,2,,2,,,,0,0,5,321,572
C1,AC,Urna tradicional,139,89,62,46,0,3,8,,,,,3,,0,,,,0,0,6,356,572
Total,,,259,169,105,105,0,4,17,0,0,0,0,5,0,2,0,0,0,0,0,11,677,1144
Sección 1698 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,109,69,33,3,0,4,,,,,1,,1,,,,0,0,5,353,566
C1,AC,Urna tradicional,153,99,39,38,0,3,1,,,,,0,,4,,,,0,0,9,346,566
C2,AC,Urna tradicional,161,79,44,57,2,2,5,,,,,0,,3,,,,2,0,7,362,566
Total,,,442,287,152,128,5,5,10,0,0,0,0,1,0,8,0,0,0,2,0,21,1061,1698
Sección 1699 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,72,66,54,4,3,4,,,,,3,,3,,,,0,0,13,352,627
C1,AC,Urna tradicional,126,119,80,53,4,1,2,,,,,1,,1,,,,0,0,13,400,627
Total,,,256,191,146,107,8,4,6,0,0,0,0,4,0,4,0,0,0,0,0,26,752,1254
Sección 1700 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,191,83,43,53,0,1,1,,,,,0,,0,,,,0,0,8,380,650
C1,AC,Urna tradicional,197,81,45,49,3,1,4,,,,,2,,1,,,,0,0,8,391,651
Total,,,388,164,88,102,3,2,5,0,0,0,0,2,0,1,0,0,0,0,0,16,771,1301
Sección 1701 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,201,89,49,51,4,3,10,,,,,0,,0,,,,0,0,10,417,737
C1,AC,Urna tradicional,187,69,44,54,3,5,12,,,,,4,,0,,,,1,1,9,389,737
Total,,,388,158,93,105,7,8,22,0,0,0,0,4,0,0,0,0,0,1,1,19,806,1474
Sección 1702 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,61,27,29,1,2,6,,,,,0,,0,,,,0,0,7,294,547
C1,AC,Urna tradicional,168,69,32,17,1,1,1,,,,,0,,0,,,,0,0,0,289,548
Total,,,329,130,59,46,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,583,1095
Sección 1703 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,181,71,106,23,0,0,0,,,,,0,,0,,,,0,0,15,396,632
C1,AC,Urna tradicional,167,45,144,25,1,1,2,,,,,0,,0,,,,0,0,8,393,633
Total,,,348,116,250,48,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23,789,1265
Sección 1704 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,159,91,97,44,0,2,5,,,,,0,,0,,,,2,0,14,414,675
C1,AC,Urna tradicional,202,73,90,37,3,0,0,,,,,3,,0,,,,0,0,6,414,675
Total,,,361,164,187,81,3,2,5,0,0,0,0,3,0,0,0,0,0,2,0,20,828,1350
Sección 1705 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,188,80,94,34,2,1,3,,,,,1,,4,,,,0,0,12,419,730
C1,AC,Urna tradicional,183,107,64,39,2,0,2,,,,,4,,0,,,,0,0,6,407,730
C2,AC,Urna tradicional,210,109,74,31,2,2,7,,,,,1,,2,,,,0,0,9,447,730
C3,AC,Urna tradicional,169,86,85,46,0,0,0,,,,,2,,2,,,,2,0,13,405,730
Total,,,750,382,317,150,6,3,12,0,0,0,0,8,0,8,0,0,0,2,0,40,1678,2920
Sección 1706 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,88,119,46,3,1,5,,,,,1,,3,,,,0,0,12,413,708
C1,AC,Urna tradicional,126,76,113,45,3,1,5,,,,,0,,0,,,,1,0,16,386,709
Total,,,261,164,232,91,6,2,10,0,0,0,0,1,0,3,0,0,0,1,0,28,799,1417
Sección 1707 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,99,104,48,0,0,0,,,,,0,,0,,,,0,0,18,277,425
C1,AC,Urna tradicional,15,74,127,45,3,0,0,,,,,0,,0,,,,0,0,11,275,425
Total,,,23,173,231,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,552,850
Sección 1708 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,15,148,103,72,0,3,0,,,,,0,,0,,,,0,0,22,363,536
C1,AC,Urna tradicional,20,165,119,67,1,2,0,,,,,1,,1,,,,0,0,12,388,536
Total,,,35,313,222,139,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,34,751,1072
Sección 1709 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,187,208,39,1,0,0,,,,,0,,0,,,,0,0,12,456,630
C1,AC,Urna tradicional,12,206,234,56,0,0,0,,,,,0,,0,,,,0,0,0,508,631
Total,,,21,393,442,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,964,1261
Sección 1710 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,180,193,31,0,0,0,,,,,0,,0,,,,0,0,10,445,656
C1,AC,Urna tradicional,58,162,204,23,0,0,0,,,,,0,,0,,,,0,0,11,458,657
E1,AC,Urna tradicional,32,90,106,31,2,0,0,,,,,0,,1,,,,0,0,4,266,445
Total,,,121,432,503,85,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1169,1758
Sección 1711 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,58,269,103,2,0,4,,,,,0,,0,,,,0,0,28,485,738
E1,AC,Urna tradicional,31,191,220,35,2,0,0,,,,,0,,2,,,,0,0,18,499,675
Total,,,52,249,489,138,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,46,984,1413
Sección 1712 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,103,131,36,6,2,1,,,,,2,,0,,,,0,0,17,411,731
C1,AC,Urna tradicional,120,108,131,55,5,1,3,,,,,2,,1,,,,0,0,19,445,731
C2,AC,Urna tradicional,122,92,161,59,2,0,0,,,,,1,,0,,,,0,123,94,654,731
Total,,,355,303,423,150,13,3,4,0,0,0,0,5,0,1,0,0,0,0,123,130,1510,2193
Sección 1713 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,70,135,57,2,0,4,,,,,0,,0,,,,0,0,10,346,578
C1,AC,Urna tradicional,57,63,140,65,3,0,2,,,,,0,,0,,,,0,0,12,342,579
Total,,,125,133,275,122,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,688,1157
Sección 1714 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,164,76,54,19,4,1,6,,,,,0,,1,,,,0,0,7,332,423
E1,AC,Urna tradicional,48,103,60,65,3,3,3,,,,,3,,0,,,,0,0,9,297,505
E2,AC,Urna tradicional,12,19,99,2,0,0,0,,,,,0,,2,,,,0,0,3,137,194
Total,,,224,198,213,86,7,4,9,0,0,0,0,3,0,3,0,0,0,0,0,19,766,1122
Sección 1715 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,74,67,17,2,4,2,,,,,0,,0,,,,0,0,9,244,405
C1,AC,Urna tradicional,65,45,76,19,0,3,1,,,,,1,,0,,,,0,0,9,219,405
Total,,,134,119,143,36,2,7,3,0,0,0,0,1,0,0,0,0,0,0,0,18,463,810
Sección 1716 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,114,49,21,0,0,10,,,,,0,,0,,,,0,0,12,335,535
C1,AC,Urna tradicional,128,111,44,18,2,0,19,,,,,0,,0,,,,0,0,16,338,535
Total,,,257,225,93,39,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,28,673,1070
Sección 1717 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,96,118,14,2,0,3,,,,,1,,0,,,,0,0,10,329,532
C1,AC,Urna tradicional,88,73,135,23,2,2,2,,,,,0,,0,,,,0,0,13,338,532
C2,AC,Urna tradicional,91,85,122,33,1,1,7,,,,,0,,1,,,,1,0,9,351,533
E1,AC,Urna tradicional,96,103,78,16,3,0,2,,,,,3,,1,,,,1,0,17,320,535
Total,,,360,357,453,86,8,3,14,0,0,0,0,4,0,2,0,0,0,2,0,49,1338,2132
Sección 1718 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,152,148,12,2,0,1,,,,,0,,1,,,,0,0,14,446,694
Total,,,116,152,148,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,446,694
Total municipal,,,9374,7399,7006,3113,153,106,259,0,0,0,0,89,0,62,0,0,0,18,129,905,28613,47401
