Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 2 - AGUILILLA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,4,74,118,13,0,0,1,,,3,,,,,,,,0,0,11,224,512
E1,AC,Urna tradicional,0,11,34,7,1,3,0,,,0,,,,,,,,0,0,0,56,128
Total,,,8,130,287,24,1,4,4,0,0,6,0,0,0,0,0,0,0,1,0,23,488,1151
Sección 19 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,199,74,4,3,3,9,,,15,,,,,,,,0,0,7,387,740
Total,,,73,199,74,4,3,3,9,0,0,15,0,0,0,0,0,0,0,0,0,7,387,740
Sección 20 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,70,31,6,1,1,0,,,0,,,,,,,,0,0,2,115,302
Total,,,4,70,31,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115,302
Sección 21 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,12,5,6,0,0,0,,,1,,,,,,,,0,0,0,24,71
Total,,,0,12,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,71
Sección 22 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,3,52,59,3,0,0,2,,,0,,,,,,,,0,0,2,121,238
E1,AC,Urna tradicional,0,55,12,1,0,0,0,,,0,,,,,,,,0,0,0,68,106
Total,,,3,107,71,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,189,344
Sección 23 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,48,52,5,6,0,2,,,3,,,,,,,,0,0,9,131,276
Total,,,6,48,52,5,6,0,2,0,0,3,0,0,0,0,0,0,0,0,0,9,131,276
Sección 25 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,40,28,11,0,0,1,,,1,,,,,,,,0,0,2,85,173
Total,,,2,40,28,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,85,173
Total municipal,,,398,2976,2751,404,45,44,181,0,0,224,0,0,0,0,0,0,0,15,0,326,7364,16213
