Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 103 - URUAPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,71,141,98,0,0,5,0,,,,,0,,0,0,,,,0,12,327,657
C2,AC,Urna tradicional,69,134,92,7,4,3,2,,,,,0,,0,0,,,,0,14,325,658
Total,,,199,377,269,11,5,17,4,0,0,0,0,0,0,2,6,0,0,0,0,41,931,1972
Sección 2185 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,138,64,2,7,7,2,,,,,2,,3,4,,,,0,14,356,676
C1,AC,Urna tradicional,117,134,58,3,6,1,0,,,,,0,,0,0,,,,0,16,335,676
C2,AC,Urna tradicional,102,135,67,5,3,3,2,,,,,2,,2,6,,,,0,10,337,676
C3,AC,Urna tradicional,105,158,72,0,0,0,2,,,,,0,,2,0,,,,0,16,355,677
Total,,,437,565,261,10,16,11,6,0,0,0,0,4,0,7,10,0,0,0,0,56,1383,2705
Sección 2186 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,137,79,4,3,2,1,,,,,1,,2,7,,,,0,16,341,743
C1,AC,Urna tradicional,89,194,71,5,8,4,2,,,,,0,,0,2,,,,0,9,384,744
Total,,,178,331,150,9,11,6,3,0,0,0,0,1,0,2,9,0,0,0,0,25,725,1487
Sección 2187 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,180,65,2,3,4,2,,,,,3,,5,6,,,,0,15,386,724
C1,AC,Urna tradicional,84,160,88,7,6,3,1,,,,,1,,6,4,,,,1,14,375,724
Total,,,185,340,153,9,9,7,3,0,0,0,0,4,0,11,10,0,0,0,1,29,761,1448
Sección 2188 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,97,119,75,4,10,4,3,,,,,4,,3,4,,,,2,8,333,694
C1,AC,Urna tradicional,80,155,64,7,6,7,0,,,,,4,,7,2,,,,2,14,348,695
Total,,,177,274,139,11,16,11,3,0,0,0,0,8,0,10,6,0,0,0,4,22,681,1389
Sección 2189 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,94,63,5,4,13,1,,,,,2,,1,2,,,,0,17,260,561
C1,AC,Urna tradicional,62,132,76,4,5,15,2,,,,,0,,0,0,,,,0,9,305,561
C2,AC,Urna tradicional,53,90,73,3,7,10,2,,,,,0,,3,1,,,,0,10,252,561
Total,,,173,316,212,12,16,38,5,0,0,0,0,2,0,4,3,0,0,0,0,36,817,1683
Sección 2190 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,120,86,6,1,0,4,,,,,3,,1,2,,,,0,8,308,558
C1,AC,Urna tradicional,65,110,67,4,4,2,3,,,,,3,,3,4,,,,0,17,282,558
Total,,,142,230,153,10,5,2,7,0,0,0,0,6,0,4,6,0,0,0,0,25,590,1116
Sección 2191 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,67,115,54,3,6,1,2,,,,,11,,4,5,,,,0,4,272,507
C1,AC,Urna tradicional,74,78,65,9,15,4,6,,,,,0,,0,0,,,,0,17,268,507
Total,,,141,193,119,12,21,5,8,0,0,0,0,11,0,4,5,0,0,0,0,21,540,1014
Sección 2192 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,110,67,3,0,4,0,,,,,1,,1,1,,,,0,6,292,573
C1,AC,Urna tradicional,69,107,77,2,6,2,0,,,,,1,,6,10,,,,0,14,294,573
Total,,,168,217,144,5,6,6,0,0,0,0,0,2,0,7,11,0,0,0,0,20,586,1146
Sección 2193 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,113,49,8,4,8,1,,,,,1,,1,6,,,,0,10,277,504
C1,AC,Urna tradicional,89,137,72,2,3,5,2,,,,,0,,0,0,,,,0,6,316,504
Total,,,165,250,121,10,7,13,3,0,0,0,0,1,0,1,6,0,0,0,0,16,593,1008
Sección 2194 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,112,71,8,6,1,2,,,,,3,,3,8,,,,0,13,328,630
C1,AC,Urna tradicional,95,154,66,9,2,2,3,,,,,2,,6,6,,,,0,18,363,630
Total,,,196,266,137,17,8,3,5,0,0,0,0,5,0,9,14,0,0,0,0,31,691,1260
Sección 2195 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,112,75,4,6,5,1,,,,,0,,4,7,,,,0,14,288,719
C1,AC,Urna tradicional,54,140,90,4,5,4,4,,,,,0,,2,6,,,,0,11,320,720
C2,AC,Urna tradicional,59,123,83,7,5,9,6,,,,,2,,0,8,,,,0,9,311,720
C3,AC,Urna tradicional,41,126,97,4,7,2,7,,,,,4,,2,9,,,,0,9,308,720
Total,,,214,501,345,19,23,20,18,0,0,0,0,6,0,8,30,0,0,0,0,43,1227,2879
Sección 2196 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,123,58,4,6,7,4,,,,,1,,7,0,,,,0,9,265,599
C1,AC,Urna tradicional,61,128,68,2,5,4,4,,,,,1,,4,5,,,,0,9,291,600
C2,AC,Urna tradicional,59,136,56,4,4,6,3,,,,,0,,3,2,,,,0,14,287,600
Total,,,166,387,182,10,15,17,11,0,0,0,0,2,0,14,7,0,0,0,0,32,843,1799
Sección 2197 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,96,77,3,4,5,1,,,,,0,,0,0,,,,0,8,250,554
C1,AC,Urna tradicional,61,114,74,2,5,1,0,,,,,4,,1,6,,,,0,11,279,554
C2,AC,Urna tradicional,53,119,76,7,5,2,1,,,,,0,,2,6,,,,0,12,283,554
Total,,,170,329,227,12,14,8,2,0,0,0,0,4,0,3,12,0,0,0,0,31,812,1662
Sección 2198 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,128,93,9,5,6,2,,,,,3,,4,10,,,,0,6,314,625
C1,AC,Urna tradicional,46,131,106,9,3,2,2,,,,,0,,2,9,,,,0,11,321,626
C2,AC,Urna tradicional,48,119,105,3,6,6,2,,,,,0,,5,10,,,,0,19,323,626
Total,,,142,378,304,21,14,14,6,0,0,0,0,3,0,11,29,0,0,0,0,36,958,1877
Sección 2199 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,104,72,7,5,6,3,,,,,6,,3,6,,,,0,10,323,530
C1,AC,Urna tradicional,83,99,90,7,4,4,0,,,,,5,,2,10,,,,0,11,315,530
Total,,,184,203,162,14,9,10,3,0,0,0,0,11,0,5,16,0,0,0,0,21,638,1060
Sección 2200 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,97,100,5,1,2,2,,,,,1,,4,5,,,,0,10,303,607
C1,AC,Urna tradicional,63,97,96,7,6,1,1,,,,,2,,1,9,,,,0,11,294,607
Total,,,139,194,196,12,7,3,3,0,0,0,0,3,0,5,14,0,0,0,0,21,597,1214
Sección 2201 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,127,69,1,4,5,0,,,,,5,,1,4,,,,1,15,340,590
C1,AC,Urna tradicional,111,141,40,2,10,2,0,,,,,0,,1,5,,,,0,22,334,591
Total,,,219,268,109,3,14,7,0,0,0,0,0,5,0,2,9,0,0,0,1,37,674,1181
Sección 2202 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,105,47,1,6,3,1,,,,,0,,2,6,,,,0,11,261,540
C1,AC,Urna tradicional,54,123,62,1,2,7,0,,,,,1,,4,4,,,,0,9,267,541
Total,,,133,228,109,2,8,10,1,0,0,0,0,1,0,6,10,0,0,0,0,20,528,1081
Sección 2203 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,105,73,8,5,5,3,,,,,1,,4,1,,,,0,0,283,612
C1,AC,Urna tradicional,88,116,68,4,6,4,3,,,,,0,,0,0,,,,0,10,299,612
Total,,,166,221,141,12,11,9,6,0,0,0,0,1,0,4,1,0,0,0,0,10,582,1224
Sección 2204 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,97,55,2,2,2,2,,,,,0,,0,0,,,,0,15,241,435
C1,AC,Urna tradicional,76,93,45,2,2,3,0,,,,,0,,1,7,,,,0,16,245,436
Total,,,142,190,100,4,4,5,2,0,0,0,0,0,0,1,7,0,0,0,0,31,486,871
Sección 2205 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,182,36,3,1,3,2,,,,,0,,0,0,,,,0,20,365,748
Total,,,118,182,36,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,20,365,748
Sección 2206 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,112,48,2,6,0,0,,,,,2,,3,2,,,,0,7,248,536
C1,AC,Urna tradicional,68,132,42,2,2,0,0,,,,,2,,0,1,,,,0,7,256,536
C2,AC,Urna tradicional,80,123,42,4,4,1,0,,,,,1,,3,3,,,,0,4,265,537
Total,,,214,367,132,8,12,1,0,0,0,0,0,5,0,6,6,0,0,0,0,18,769,1609
Sección 2207 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,104,53,3,2,2,4,,,,,2,,2,4,,,,0,7,296,682
C1,AC,Urna tradicional,99,115,65,5,4,3,2,,,,,0,,2,7,,,,0,10,312,682
C2,AC,Urna tradicional,96,117,62,7,10,2,4,,,,,3,,3,5,,,,0,14,323,682
C3,AC,Urna tradicional,100,136,57,3,5,5,0,,,,,3,,4,5,,,,0,5,323,683
C4,AC,Urna tradicional,83,130,57,9,3,3,3,,,,,3,,4,2,,,,0,9,306,683
C5,AC,Urna tradicional,92,134,63,5,2,2,1,,,,,1,,3,4,,,,0,12,319,683
Total,,,583,736,357,32,26,17,14,0,0,0,0,12,0,18,27,0,0,0,0,57,1879,4095
Sección 2208 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,140,75,0,0,1,0,,,,,0,,0,0,,,,0,11,314,652
C1,AC,Urna tradicional,69,156,69,2,6,2,5,,,,,3,,2,7,,,,0,7,328,653
Total,,,156,296,144,2,6,3,5,0,0,0,0,3,0,2,7,0,0,0,0,18,642,1305
Sección 2209 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,122,63,3,3,2,1,,,,,2,,3,2,,,,0,4,263,614
C1,AC,Urna tradicional,57,122,53,2,1,2,2,,,,,0,,4,11,,,,0,9,263,615
Total,,,115,244,116,5,4,4,3,0,0,0,0,2,0,7,13,0,0,0,0,13,526,1229
Sección 2210 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,107,49,3,0,1,0,,,,,0,,0,2,,,,0,11,238,554
C1,AC,Urna tradicional,61,122,51,6,2,2,1,,,,,2,,1,6,,,,0,5,259,555
C2,AC,Urna tradicional,61,107,53,5,5,0,0,,,,,0,,0,0,,,,0,10,241,555
Total,,,187,336,153,14,7,3,1,0,0,0,0,2,0,1,8,0,0,0,0,26,738,1664
Sección 2211 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,138,77,4,3,0,4,,,,,2,,5,3,,,,0,11,326,598
C1,AC,Urna tradicional,62,157,88,6,1,3,0,,,,,3,,6,9,,,,0,5,340,599
Total,,,141,295,165,10,4,3,4,0,0,0,0,5,0,11,12,0,0,0,0,16,666,1197
Sección 2212 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,107,63,0,0,3,0,,,,,0,,0,0,,,,0,8,282,508
C1,AC,Urna tradicional,65,83,58,0,2,5,0,,,,,2,,0,6,,,,0,46,267,508
Total,,,166,190,121,0,2,8,0,0,0,0,0,2,0,0,6,0,0,0,0,54,549,1016
Sección 2213 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,140,54,5,6,5,2,,,,,0,,0,0,,,,0,8,327,687
C1,AC,Urna tradicional,97,137,64,4,5,5,1,,,,,6,,4,3,,,,0,13,339,687
Total,,,204,277,118,9,11,10,3,0,0,0,0,6,0,4,3,0,0,0,0,21,666,1374
Sección 2214 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,120,50,6,2,5,1,,,,,3,,1,2,,,,0,20,296,577
C1,AC,Urna tradicional,102,119,34,4,1,2,4,,,,,1,,4,2,,,,0,16,289,578
Total,,,188,239,84,10,3,7,5,0,0,0,0,4,0,5,4,0,0,0,0,36,585,1155
Sección 2215 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,70,36,4,5,1,0,,,,,4,,1,2,,,,0,6,239,426
C1,AC,Urna tradicional,88,106,35,1,2,1,0,,,,,2,,7,0,,,,0,13,255,427
Total,,,198,176,71,5,7,2,0,0,0,0,0,6,0,8,2,0,0,0,0,19,494,853
Sección 2216 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,73,32,3,4,0,3,,,,,5,,1,2,,,,0,7,212,382
C1,AC,Urna tradicional,101,68,41,1,2,3,1,,,,,1,,2,0,,,,0,11,231,383
Total,,,183,141,73,4,6,3,4,0,0,0,0,6,0,3,2,0,0,0,0,18,443,765
Sección 2217 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,81,57,4,3,2,0,,,,,3,,3,2,,,,0,7,240,381
C1,AC,Urna tradicional,85,87,32,4,7,6,0,,,,,1,,0,5,,,,1,5,233,382
Total,,,163,168,89,8,10,8,0,0,0,0,0,4,0,3,7,0,0,0,1,12,473,763
Sección 2218 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,108,59,4,4,5,2,,,,,2,,3,5,,,,0,9,235,523
C1,AC,Urna tradicional,40,115,65,9,4,5,2,,,,,0,,0,0,,,,0,10,250,524
C2,AC,Urna tradicional,46,116,80,2,4,1,0,,,,,1,,0,11,,,,0,35,296,524
Total,,,120,339,204,15,12,11,4,0,0,0,0,3,0,3,16,0,0,0,0,54,781,1571
Sección 2219 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,144,91,6,6,1,2,,,,,1,,4,5,,,,0,14,338,699
C1,AC,Urna tradicional,43,159,100,3,4,0,1,,,,,2,,4,4,,,,0,10,330,699
C2,AC,Urna tradicional,63,160,87,7,6,7,2,,,,,1,,4,3,,,,1,21,362,700
C3,AC,Urna tradicional,58,196,71,5,2,3,9,,,,,2,,3,6,,,,0,10,365,700
C4,AC,Urna tradicional,68,126,93,7,2,2,0,,,,,3,,4,8,,,,0,8,321,700
Total,,,296,785,442,28,20,13,14,0,0,0,0,9,0,19,26,0,0,0,1,63,1716,3498
Sección 2220 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,108,55,4,3,3,3,,,,,0,,7,1,,,,0,8,309,533
C1,AC,Urna tradicional,113,95,36,6,4,2,1,,,,,3,,5,4,,,,0,9,278,533
Total,,,230,203,91,10,7,5,4,0,0,0,0,3,0,12,5,0,0,0,0,17,587,1066
Sección 2221 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,90,21,4,7,1,3,,,,,3,,7,4,,,,3,8,233,375
C1,AC,Urna tradicional,75,95,36,1,3,0,2,,,,,3,,0,0,,,,0,7,222,376
Total,,,157,185,57,5,10,1,5,0,0,0,0,6,0,7,4,0,0,0,3,15,455,751
Sección 2222 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,83,32,4,4,2,2,,,,,3,,2,4,,,,0,1,239,484
C1,AC,Urna tradicional,79,85,49,1,0,2,1,,,,,1,,9,5,,,,1,13,246,484
Total,,,181,168,81,5,4,4,3,0,0,0,0,4,0,11,9,0,0,0,1,14,485,968
Sección 2223 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,88,36,4,5,3,2,,,,,2,,0,0,,,,2,8,229,381
C1,AC,Urna tradicional,71,76,35,3,3,1,2,,,,,2,,2,3,,,,0,5,203,381
Total,,,150,164,71,7,8,4,4,0,0,0,0,4,0,2,3,0,0,0,2,13,432,762
Sección 2224 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,104,54,4,1,2,0,,,,,0,,0,0,,,,1,7,238,488
C1,AC,Urna tradicional,82,97,62,4,3,1,2,,,,,2,,1,0,,,,0,8,262,488
Total,,,147,201,116,8,4,3,2,0,0,0,0,2,0,1,0,0,0,0,1,15,500,976
Sección 2225 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,183,95,4,8,4,2,,,,,0,,0,0,,,,0,13,385,742
C1,AC,Urna tradicional,97,147,106,6,11,2,2,,,,,2,,5,7,,,,0,17,402,743
Total,,,173,330,201,10,19,6,4,0,0,0,0,2,0,5,7,0,0,0,0,30,787,1485
Sección 2226 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,123,54,4,5,1,0,,,,,2,,4,5,,,,1,8,285,551
C1,AC,Urna tradicional,82,118,55,4,6,0,4,,,,,1,,6,2,,,,0,12,290,551
C2,AC,Urna tradicional,82,126,49,2,9,2,2,,,,,2,,2,3,,,,0,16,295,551
Total,,,242,367,158,10,20,3,6,0,0,0,0,5,0,12,10,0,0,0,1,36,870,1653
Sección 2227 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,142,75,7,4,1,3,,,,,4,,6,3,,,,1,11,356,700
C1,AC,Urna tradicional,97,124,63,6,5,0,5,,,,,0,,6,0,,,,1,14,321,701
Total,,,196,266,138,13,9,1,8,0,0,0,0,4,0,12,3,0,0,0,2,25,677,1401
Sección 2228 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,134,61,5,5,4,1,,,,,1,,5,3,,,,0,16,323,649
C1,AC,Urna tradicional,72,151,45,3,4,5,1,,,,,1,,3,2,,,,0,13,300,650
Total,,,160,285,106,8,9,9,2,0,0,0,0,2,0,8,5,0,0,0,0,29,623,1299
Sección 2229 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,173,66,4,7,2,2,,,,,2,,6,3,,,,0,16,381,702
C1,AC,Urna tradicional,105,152,72,0,12,6,4,,,,,2,,5,4,,,,0,8,370,702
C2,AC,Urna tradicional,79,173,63,1,4,0,2,,,,,4,,3,6,,,,0,7,342,702
C3,AC,Urna tradicional,72,174,67,1,3,0,0,,,,,2,,4,0,,,,0,11,334,702
Total,,,356,672,268,6,26,8,8,0,0,0,0,10,0,18,13,0,0,0,0,42,1427,2808
Sección 2230 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,123,62,6,7,4,3,,,,,3,,2,3,,,,0,7,278,627
C1,AC,Urna tradicional,64,123,84,3,3,3,1,,,,,0,,2,4,,,,0,10,297,627
C2,AC,Urna tradicional,62,135,60,6,3,2,2,,,,,4,,4,3,,,,0,6,287,628
Total,,,184,381,206,15,13,9,6,0,0,0,0,7,0,8,10,0,0,0,0,23,862,1882
Sección 2231 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,133,38,6,3,7,2,,,,,4,,10,3,,,,0,12,298,647
C1,AC,Urna tradicional,68,112,52,3,1,4,0,,,,,5,,4,5,,,,0,13,267,648
C2,AC,Urna tradicional,84,140,36,7,2,5,2,,,,,2,,5,7,,,,0,14,304,648
Total,,,232,385,126,16,6,16,4,0,0,0,0,11,0,19,15,0,0,0,0,39,869,1943
Sección 2232 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,152,68,8,5,3,1,,,,,1,,5,11,,,,0,18,340,680
C1,AC,Urna tradicional,72,168,60,2,3,1,1,,,,,2,,1,2,,,,0,9,321,681
Total,,,140,320,128,10,8,4,2,0,0,0,0,3,0,6,13,0,0,0,0,27,661,1361
Sección 2233 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,93,50,4,0,1,0,,,,,0,,0,0,,,,0,7,218,435
C1,AC,Urna tradicional,45,91,51,5,3,1,1,,,,,3,,2,7,,,,0,2,211,436
Total,,,108,184,101,9,3,2,1,0,0,0,0,3,0,2,7,0,0,0,0,9,429,871
Sección 2234 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,111,75,5,2,3,4,,,,,0,,0,0,,,,0,7,317,662
C1,AC,Urna tradicional,70,120,59,9,8,1,5,,,,,1,,8,1,,,,0,6,288,663
Total,,,180,231,134,14,10,4,9,0,0,0,0,1,0,8,1,0,0,0,0,13,605,1325
Sección 2235 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,107,82,4,2,3,1,,,,,1,,3,7,,,,0,20,264,559
C1,AC,Urna tradicional,28,112,88,3,4,0,2,,,,,0,,2,14,,,,1,8,262,559
C2,AC,Urna tradicional,19,114,94,1,3,5,0,,,,,2,,5,8,,,,0,7,258,560
Total,,,81,333,264,8,9,8,3,0,0,0,0,3,0,10,29,0,0,0,1,35,784,1678
Sección 2236 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,86,26,2,5,2,1,,,,,2,,0,1,,,,1,6,216,399
C1,AC,Urna tradicional,87,79,31,1,6,4,0,,,,,0,,0,0,,,,0,18,226,400
Total,,,171,165,57,3,11,6,1,0,0,0,0,2,0,0,1,0,0,0,1,24,442,799
Sección 2237 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,103,29,3,3,6,2,,,,,0,,0,0,,,,0,10,258,462
Total,,,102,103,29,3,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,10,258,462
Sección 2238 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,123,81,4,3,5,2,,,,,0,,0,0,,,,0,7,319,592
C1,AC,Urna tradicional,86,173,50,0,3,0,2,,,,,2,,5,4,,,,0,11,336,593
Total,,,180,296,131,4,6,5,4,0,0,0,0,2,0,5,4,0,0,0,0,18,655,1185
Sección 2239 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,170,59,3,6,2,1,,,,,6,,10,5,,,,0,17,388,655
C1,AC,Urna tradicional,96,199,52,5,4,3,5,,,,,3,,3,4,,,,0,19,393,655
Total,,,205,369,111,8,10,5,6,0,0,0,0,9,0,13,9,0,0,0,0,36,781,1310
Sección 2240 ,,,,,,,,,,,,,,,,,,,,,,,,
