CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND7,PRD_NVA_ALIANZA,PAN_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,3,268,222,489,48,6,123,7,13,3,0,,11,,0,1190,15,1205,1568
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,2,190,116,172,123,2,67,1,23,2,0,,2,,0,698,23,721,1049
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,3,189,62,102,18,0,34,0,0,0,0,,2,,0,407,8,415,1090
1,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,2,238,117,200,33,6,86,3,19,2,1,,0,,0,705,21,726,1063
2,27,TABASCO,2,CARDENAS,2,CARDENAS,46,2,17,182,143,98,83,19,10,56,6,6,,0,,0,620,13,633,1226
2,27,TABASCO,2,CARDENAS,2,CARDENAS,47,7,51,634,771,300,285,34,25,178,21,28,,1,,3,2328,80,2411,5148
2,27,TABASCO,2,CARDENAS,2,CARDENAS,48,3,19,195,239,55,98,25,14,77,18,13,,0,,0,753,21,774,1615
2,27,TABASCO,2,CARDENAS,2,CARDENAS,49,2,19,137,146,43,53,7,6,43,17,11,,0,,1,482,22,505,994
2,27,TABASCO,2,CARDENAS,2,CARDENAS,50,3,36,209,193,65,105,22,5,99,17,14,,9,,2,774,27,803,1617
2,27,TABASCO,2,CARDENAS,2,CARDENAS,51,3,29,219,159,70,71,18,14,90,19,4,,0,,0,693,26,719,1503
2,27,TABASCO,2,CARDENAS,2,CARDENAS,52,2,21,199,184,50,104,19,18,81,4,11,,0,,2,691,13,706,1338
2,27,TABASCO,2,CARDENAS,2,CARDENAS,53,3,35,281,256,79,121,18,17,119,16,21,,0,,0,963,38,1001,1952
2,27,TABASCO,2,CARDENAS,2,CARDENAS,54,2,23,185,130,40,61,20,8,64,12,5,,0,,0,548,10,558,1287
2,27,TABASCO,2,CARDENAS,2,CARDENAS,55,5,42,397,359,81,225,32,29,220,22,27,,0,,8,1434,54,1496,3402
2,27,TABASCO,2,CARDENAS,2,CARDENAS,56,2,11,157,166,38,59,17,9,49,11,15,,0,,0,532,14,546,1096
2,27,TABASCO,2,CARDENAS,2,CARDENAS,57,1,12,98,74,18,29,4,10,36,3,6,,1,,1,291,7,299,613
2,27,TABASCO,2,CARDENAS,2,CARDENAS,58,2,13,147,85,31,46,14,5,39,3,6,,0,,0,389,11,400,769
2,27,TABASCO,2,CARDENAS,2,CARDENAS,59,2,21,164,115,36,71,11,7,70,10,13,,0,,0,518,21,539,955
2,27,TABASCO,2,CARDENAS,2,CARDENAS,60,2,12,135,214,32,27,19,8,72,6,7,,0,,2,532,13,547,1022
2,27,TABASCO,2,CARDENAS,2,CARDENAS,61,1,7,112,69,14,34,6,4,35,5,5,,0,,1,291,10,302,682
2,27,TABASCO,2,CARDENAS,2,CARDENAS,62,2,14,116,135,24,65,10,15,36,9,7,,1,,0,432,18,450,816
2,27,TABASCO,2,CARDENAS,2,CARDENAS,63,4,64,279,283,56,186,30,36,182,15,25,,0,,4,1156,30,1190,2447
2,27,TABASCO,2,CARDENAS,2,CARDENAS,64,2,25,203,147,46,102,18,8,102,12,14,,1,,1,678,40,719,1379
2,27,TABASCO,2,CARDENAS,2,CARDENAS,65,2,31,198,85,38,111,15,12,53,8,6,,0,,0,557,13,570,989
2,27,TABASCO,2,CARDENAS,2,CARDENAS,66,1,13,143,47,29,62,9,7,55,5,8,,0,,1,378,6,385,700
2,27,TABASCO,2,CARDENAS,2,CARDENAS,67,1,16,141,49,17,35,9,4,31,5,9,,0,,0,316,9,325,628
2,27,TABASCO,2,CARDENAS,2,CARDENAS,68,1,9,135,110,24,32,3,4,29,3,1,,0,,0,350,12,362,671
2,27,TABASCO,2,CARDENAS,2,CARDENAS,69,1,10,105,89,20,48,5,5,33,6,15,,0,,0,336,10,346,658
2,27,TABASCO,2,CARDENAS,2,CARDENAS,70,3,82,236,240,55,95,31,33,96,6,20,,0,,0,894,22,916,1673
2,27,TABASCO,2,CARDENAS,2,CARDENAS,71,6,60,632,446,181,287,47,43,208,23,34,,0,,1,1961,70,2032,4054
2,27,TABASCO,2,CARDENAS,2,CARDENAS,72,4,20,171,171,29,80,20,11,70,5,18,,1,,0,596,23,619,1136
2,27,TABASCO,2,CARDENAS,2,CARDENAS,73,2,13,172,76,33,41,14,8,73,8,11,,0,,0,449,13,462,866
2,27,TABASCO,2,CARDENAS,2,CARDENAS,74,1,17,148,47,37,43,5,13,57,3,5,,0,,0,375,10,385,716
2,27,TABASCO,2,CARDENAS,2,CARDENAS,75,2,39,199,108,28,112,26,13,87,7,18,,1,,0,638,21,659,1280
2,27,TABASCO,2,CARDENAS,2,CARDENAS,76,2,17,135,93,29,58,11,7,44,8,5,,0,,1,407,16,424,812
2,27,TABASCO,2,CARDENAS,2,CARDENAS,77,2,30,209,102,23,91,10,14,70,6,17,,0,,0,572,15,587,1006
2,27,TABASCO,2,CARDENAS,2,CARDENAS,78,2,25,143,121,36,125,17,7,64,5,12,,0,,0,555,26,581,1001
2,27,TABASCO,2,CARDENAS,2,CARDENAS,79,2,16,236,145,28,61,17,10,84,10,9,,1,,2,617,8,627,1046
2,27,TABASCO,2,CARDENAS,2,CARDENAS,80,1,10,106,83,21,43,9,10,41,5,3,,0,,0,331,12,343,734
2,27,TABASCO,2,CARDENAS,2,CARDENAS,81,3,25,294,241,61,93,32,18,138,9,21,,0,,1,932,22,955,1992
2,27,TABASCO,2,CARDENAS,2,CARDENAS,82,2,16,193,197,25,65,13,11,56,7,9,,0,,0,592,18,610,1100
2,27,TABASCO,2,CARDENAS,2,CARDENAS,83,2,85,229,115,45,93,21,18,84,5,13,,0,,0,708,22,730,1246
2,27,TABASCO,2,CARDENAS,2,CARDENAS,84,3,47,220,162,36,92,28,15,132,18,10,,0,,3,760,19,782,1536
2,27,TABASCO,2,CARDENAS,2,CARDENAS,85,2,21,203,161,44,99,28,14,91,16,11,,0,,0,688,17,705,1347
2,27,TABASCO,2,CARDENAS,2,CARDENAS,86,5,37,422,281,104,172,66,17,135,8,19,,0,,0,1261,33,1294,3225
2,27,TABASCO,2,CARDENAS,2,CARDENAS,87,3,18,296,278,65,115,56,17,127,2,9,,0,,0,983,24,1007,2143
2,27,TABASCO,2,CARDENAS,2,CARDENAS,88,3,42,255,208,55,107,43,39,163,12,20,,0,,0,944,19,963,1903
2,27,TABASCO,2,CARDENAS,2,CARDENAS,89,3,17,262,366,45,61,63,20,93,2,6,,0,,0,935,26,961,2050
2,27,TABASCO,3,CARDENAS,2,CARDENAS,90,2,10,266,345,23,104,3,5,111,2,4,,0,,0,873,15,888,1200
2,27,TABASCO,3,CARDENAS,2,CARDENAS,91,2,5,129,190,129,313,5,2,9,0,4,,0,,0,786,54,840,1178
2,27,TABASCO,3,CARDENAS,2,CARDENAS,92,3,38,314,255,12,164,6,10,133,7,4,,0,,0,943,23,966,1544
2,27,TABASCO,3,CARDENAS,2,CARDENAS,93,4,53,316,226,15,68,6,20,76,7,7,,0,,0,794,12,806,1171
2,27,TABASCO,3,CARDENAS,2,CARDENAS,94,2,20,266,121,3,64,9,5,38,10,1,,0,,0,537,6,543,862
2,27,TABASCO,3,CARDENAS,2,CARDENAS,95,2,33,265,237,23,174,23,8,48,37,3,,0,,0,851,19,870,1357
2,27,TABASCO,3,CARDENAS,2,CARDENAS,96,1,9,122,82,28,159,2,8,5,4,10,,1,,0,430,36,466,731
2,27,TABASCO,3,CARDENAS,2,CARDENAS,97,2,7,185,170,22,194,15,3,15,4,2,,0,,0,617,14,631,921
2,27,TABASCO,3,CARDENAS,2,CARDENAS,98,2,4,192,266,69,163,8,6,88,2,3,,0,,0,801,23,824,1419
2,27,TABASCO,3,CARDENAS,2,CARDENAS,99,3,13,313,259,58,239,10,4,7,3,16,,0,,0,922,35,957,1495
2,27,TABASCO,3,CARDENAS,2,CARDENAS,100,3,23,391,216,62,187,13,23,34,15,25,,3,,1,992,120,1113,1791
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,101,2,36,170,218,9,160,38,22,68,4,0,,,,0,725,20,745,1251
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,102,2,10,74,268,12,52,19,17,60,4,4,,,,0,520,20,540,885
2,27,TABASCO,3,CARDENAS,2,CARDENAS,103,2,3,290,250,25,300,11,6,14,2,29,,1,,0,931,44,975,1418
2,27,TABASCO,3,CARDENAS,2,CARDENAS,104,2,2,137,141,55,158,1,4,25,2,1,,0,,0,526,18,544,910
2,27,TABASCO,3,CARDENAS,2,CARDENAS,105,2,16,249,133,32,212,5,8,49,2,8,,1,,0,715,31,746,1410
2,27,TABASCO,3,CARDENAS,2,CARDENAS,106,2,10,205,196,31,200,9,1,17,1,3,,0,,0,673,17,690,1100
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,107,2,6,147,187,10,187,98,24,35,8,0,,,,0,702,13,715,1191
2,27,TABASCO,3,CARDENAS,2,CARDENAS,108,1,3,117,85,15,119,7,4,10,1,3,,0,,0,364,17,381,637
2,27,TABASCO,3,CARDENAS,2,CARDENAS,109,2,5,153,184,19,229,2,4,29,1,0,,1,,0,627,21,648,1090
2,27,TABASCO,3,CARDENAS,2,CARDENAS,110,4,39,266,386,72,200,28,8,41,6,13,,0,,1,1059,58,1118,2340
2,27,TABASCO,3,CARDENAS,2,CARDENAS,111,1,0,105,205,3,161,8,0,1,1,0,,1,,0,485,6,491,625
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,112,2,8,167,216,60,43,8,8,34,4,1,,,,0,549,11,560,946
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,113,2,5,131,166,4,24,91,48,56,16,2,,,,0,543,25,568,937
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,114,2,2,171,157,8,46,145,50,43,21,0,,,,0,643,22,665,1091
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,115,2,2,176,182,9,21,51,29,14,6,4,,,,0,494,19,513,821
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,116,2,2,115,150,7,41,25,15,17,8,8,,,,0,388,13,401,808
2,27,TABASCO,3,CARDENAS,2,CARDENAS,117,1,1,144,68,7,56,5,1,12,0,2,,0,,0,296,6,302,416
2,27,TABASCO,3,CARDENAS,2,CARDENAS,118,2,6,226,228,50,76,4,2,3,3,5,,1,,0,604,17,621,931
2,27,TABASCO,3,CARDENAS,2,CARDENAS,119,2,6,302,306,18,108,5,3,20,1,0,,2,,1,771,19,791,1101
2,27,TABASCO,3,CARDENAS,2,CARDENAS,120,2,25,248,207,17,152,12,8,47,4,5,,0,,0,725,14,739,1269
2,27,TABASCO,3,CARDENAS,2,CARDENAS,121,2,13,266,231,34,131,12,9,37,6,10,,1,,2,750,35,787,1484
2,27,TABASCO,3,CARDENAS,2,CARDENAS,122,3,35,319,424,16,218,7,7,61,1,2,,0,,0,1090,14,1104,1774
2,27,TABASCO,3,CARDENAS,2,CARDENAS,123,2,37,151,349,27,78,5,4,23,6,3,,0,,0,683,26,709,1116
2,27,TABASCO,3,CARDENAS,2,CARDENAS,124,2,91,129,160,28,116,9,3,41,1,3,,0,,0,581,3,584,932
2,27,TABASCO,3,CARDENAS,2,CARDENAS,125,3,1,368,225,61,181,10,2,20,2,7,,0,,0,877,22,899,1503
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,126,2,9,152,96,35,127,1,3,6,9,16,,,,0,454,16,470,892
2,27,TABASCO,3,CARDENAS,2,CARDENAS,127,2,8,187,218,34,118,9,9,31,3,3,,0,,0,620,20,640,1091
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,128,3,6,259,218,36,116,4,10,48,9,8,,,,0,714,26,740,1299
2,27,TABASCO,3,CARDENAS,2,CARDENAS,129,2,7,351,210,31,173,39,8,30,2,3,,2,,0,856,26,882,1453
2,27,TABASCO,3,CARDENAS,2,CARDENAS,130,3,148,365,188,126,90,6,3,114,2,15,,2,,0,1059,31,1090,1726
2,27,TABASCO,3,CARDENAS,2,CARDENAS,131,3,25,335,160,22,236,9,5,11,1,12,,0,,0,816,20,836,1507
2,27,TABASCO,3,CARDENAS,2,CARDENAS,132,3,15,316,440,14,157,12,5,40,6,4,,2,,0,1011,44,1055,1716
2,27,TABASCO,3,CARDENAS,2,CARDENAS,133,2,7,323,302,10,113,4,4,22,1,1,,3,,0,790,21,811,1221
2,27,TABASCO,3,CARDENAS,2,CARDENAS,134,3,41,449,353,21,66,7,4,20,4,6,,0,,0,971,19,990,1750
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,135,1,0,112,132,2,15,24,1,3,25,0,,,,0,314,14,328,472
2,27,TABASCO,3,CARDENAS,2,CARDENAS,136,2,33,121,218,18,72,23,1,10,2,10,,0,,1,508,24,533,1036
2,27,TABASCO,3,CARDENAS,2,CARDENAS,137,2,8,162,226,44,44,11,10,55,5,7,,0,,0,572,20,592,1200
2,27,TABASCO,3,CARDENAS,2,CARDENAS,138,2,13,210,328,63,62,11,11,63,3,6,,0,,1,770,27,798,1474
2,27,TABASCO,3,CARDENAS,2,CARDENAS,139,3,12,287,273,112,71,20,1,54,13,4,,0,,1,847,24,872,1623
2,27,TABASCO,3,CARDENAS,2,CARDENAS,140,2,5,141,164,19,69,11,3,49,5,3,,1,,0,470,11,481,942
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,141,2,12,123,302,21,116,6,6,25,9,31,,,,0,651,13,664,1213
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,142,2,6,99,251,16,108,6,4,20,3,9,,,,0,522,16,538,988
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,143,3,6,275,212,68,314,19,9,48,1,11,,,,0,963,34,997,1505
2,27,TABASCO,3,CARDENAS,2,CARDENAS,144,3,17,388,475,105,158,15,6,40,6,5,,5,,0,1220,42,1262,2012
2,27,TABASCO,3,CARDENAS,2,CARDENAS,145,2,32,137,260,44,34,101,7,51,5,7,,0,,0,678,25,703,1389
2,27,TABASCO,3,CARDENAS,2,CARDENAS,146,3,11,263,333,82,122,31,6,66,5,10,,1,,0,930,49,979,1807
2,27,TABASCO,3,CARDENAS,2,CARDENAS,147,3,11,263,379,70,63,20,15,42,5,8,,0,,0,876,37,913,1817
2,27,TABASCO,3,CARDENAS,2,CARDENAS,148,3,28,298,374,73,98,53,15,63,6,5,,0,,0,1013,27,1040,2075
2,27,TABASCO,3,CARDENAS,2,CARDENAS,149,2,8,146,335,36,55,9,13,54,1,2,,0,,0,659,10,669,1263
2,27,TABASCO,3,CARDENAS,2,CARDENAS,150,2,5,144,184,36,40,12,9,29,8,2,,0,,1,469,20,490,1053
2,27,TABASCO,3,CARDENAS,2,CARDENAS,151,3,19,180,208,36,132,39,12,70,23,9,,1,,0,729,21,750,1598
2,27,TABASCO,3,CARDENAS,2,CARDENAS,152,4,41,222,396,58,100,21,3,122,10,22,,0,,0,995,42,1037,2322
2,27,TABASCO,3,CARDENAS,2,CARDENAS,153,1,2,58,42,14,8,8,1,48,0,1,,0,,0,182,7,189,460
2,27,TABASCO,3,CARDENAS,2,CARDENAS,154,3,12,411,324,40,59,41,8,93,7,9,,0,,0,1004,43,1047,2195
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,155,4,18,428,621,51,101,7,12,38,21,10,,,,4,1307,32,1343,2454
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,156,2,18,187,395,22,100,5,6,33,4,13,,,,0,783,38,821,1466
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,157,3,9,216,631,49,113,11,12,42,4,5,,,,0,1092,28,1120,1826
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,158,2,6,108,147,21,116,17,5,12,2,21,,,,1,455,17,473,940
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,159,2,5,133,157,10,176,9,4,26,8,23,,,,0,551,18,569,1213
2,27,TABASCO,2,CARDENAS,2,CARDENAS,160,3,43,193,329,55,121,20,3,67,5,13,,1,,1,850,25,876,1564
2,27,TABASCO,2,CARDENAS,2,CARDENAS,161,2,10,174,166,39,184,14,11,32,1,18,,2,,1,651,15,667,1085
2,27,TABASCO,2,CARDENAS,2,CARDENAS,162,5,101,311,356,70,68,37,17,105,14,20,,0,,2,1099,34,1135,3021
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,163,3,3,401,575,53,94,6,7,37,0,9,,,,1,1185,20,1206,1997
2,27,TABASCO,2,CARDENAS,2,CARDENAS,164,2,109,176,224,33,90,12,12,56,1,13,,1,,0,727,33,760,1266
2,27,TABASCO,2,CARDENAS,2,CARDENAS,165,3,12,233,286,30,144,52,18,69,12,19,,2,,0,877,22,899,1940
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,166,3,50,166,341,50,46,30,6,38,2,6,,,,0,735,16,751,1701
2,27,TABASCO,4,HUIMANGUILLO,2,CARDENAS,167,1,7,68,144,8,41,14,6,11,2,4,,,,0,305,12,317,738
2,27,TABASCO,5,CENTLA,3,CENTLA,168,2,27,109,139,170,2,50,4,19,4,6,0,1,,0,531,13,544,954
2,27,TABASCO,5,CENTLA,3,CENTLA,169,4,50,294,279,436,8,77,18,55,2,14,3,5,,0,1241,45,1286,2304
2,27,TABASCO,5,CENTLA,3,CENTLA,170,2,21,133,127,201,5,108,2,34,4,12,4,0,,0,651,20,671,1086
2,27,TABASCO,5,CENTLA,3,CENTLA,171,2,35,109,124,214,5,78,4,38,2,5,0,2,,0,616,21,637,1069
2,27,TABASCO,5,CENTLA,3,CENTLA,172,1,10,73,44,137,8,28,2,13,4,1,0,1,,0,321,11,332,521
2,27,TABASCO,5,CENTLA,3,CENTLA,173,3,44,128,115,208,14,44,5,34,0,6,11,0,,0,609,15,624,571
2,27,TABASCO,5,CENTLA,3,CENTLA,174,1,35,78,58,168,5,30,2,12,1,6,0,0,,0,395,18,413,622
2,27,TABASCO,5,CENTLA,3,CENTLA,175,2,22,85,108,250,9,53,4,26,5,6,2,1,,0,571,19,590,922
2,27,TABASCO,5,CENTLA,3,CENTLA,176,2,43,194,158,261,8,57,9,37,6,6,5,4,,0,788,22,810,1433
2,27,TABASCO,5,CENTLA,3,CENTLA,177,3,52,163,154,402,13,50,7,46,4,13,7,1,,0,912,31,943,1710
2,27,TABASCO,5,CENTLA,3,CENTLA,178,2,29,123,87,162,6,37,3,15,7,0,1,0,,0,470,18,488,794
2,27,TABASCO,5,CENTLA,3,CENTLA,179,3,42,170,192,317,33,77,3,30,3,3,1,66,,0,937,32,969,1506
2,27,TABASCO,5,CENTLA,3,CENTLA,180,2,15,95,164,402,14,46,10,29,0,4,10,102,,0,891,21,912,1246
2,27,TABASCO,5,CENTLA,3,CENTLA,181,3,41,181,178,432,7,46,9,29,5,10,2,1,,2,941,41,984,1664
2,27,TABASCO,5,CENTLA,3,CENTLA,182,1,11,95,108,104,21,11,2,32,2,4,0,0,,0,390,9,399,564
2,27,TABASCO,5,CENTLA,3,CENTLA,183,2,2,127,151,177,1,35,0,13,4,1,0,2,,0,513,24,537,805
2,27,TABASCO,5,CENTLA,3,CENTLA,184,2,8,132,259,192,2,25,4,8,1,2,0,1,,0,634,30,664,956
2,27,TABASCO,5,CENTLA,3,CENTLA,185,1,1,57,87,60,5,8,0,13,1,1,0,1,,0,234,10,244,339
2,27,TABASCO,5,CENTLA,3,CENTLA,186,1,15,136,104,110,4,11,4,12,0,5,0,1,,2,402,23,427,739
2,27,TABASCO,5,CENTLA,3,CENTLA,187,1,2,59,31,62,3,3,1,6,0,0,0,0,,0,167,2,169,249
2,27,TABASCO,5,CENTLA,3,CENTLA,188,2,2,53,58,68,2,10,0,4,0,1,0,0,,0,198,5,203,260
2,27,TABASCO,5,CENTLA,3,CENTLA,189,2,17,208,195,211,14,33,5,26,6,18,0,0,,0,733,38,771,1242
2,27,TABASCO,5,CENTLA,3,CENTLA,190,1,8,150,128,147,5,2,0,24,1,6,0,1,,0,472,12,484,747
2,27,TABASCO,5,CENTLA,3,CENTLA,191,1,6,43,124,103,2,4,1,13,0,1,0,0,,0,297,12,309,453
2,27,TABASCO,5,CENTLA,3,CENTLA,192,3,46,216,348,318,7,40,4,119,6,3,0,1,,0,1108,38,1146,1773
2,27,TABASCO,5,CENTLA,3,CENTLA,193,1,9,125,53,91,3,1,1,3,0,1,0,0,,0,287,18,305,485
2,27,TABASCO,5,CENTLA,3,CENTLA,194,1,16,130,83,62,3,32,3,42,3,3,22,0,,0,399,15,414,571
2,27,TABASCO,5,CENTLA,3,CENTLA,195,1,35,98,93,28,10,59,9,6,0,3,26,1,,0,368,12,380,513
2,27,TABASCO,5,CENTLA,3,CENTLA,196,4,41,291,356,307,62,16,8,85,2,4,12,1,,1,1185,48,1234,2257
2,27,TABASCO,5,CENTLA,3,CENTLA,197,3,16,176,378,164,17,20,9,125,3,3,5,1,,1,917,43,961,1511
2,27,TABASCO,5,CENTLA,3,CENTLA,198,2,13,266,289,127,35,58,6,63,0,0,2,0,,0,859,25,884,1322
2,27,TABASCO,5,CENTLA,3,CENTLA,199,2,56,124,139,73,7,61,0,55,1,0,0,0,,0,516,16,532,754
2,27,TABASCO,5,CENTLA,3,CENTLA,200,3,34,164,330,197,24,71,3,95,6,3,1,0,,0,928,51,979,1559
2,27,TABASCO,5,CENTLA,3,CENTLA,201,3,28,197,395,165,22,33,12,44,7,7,30,7,,0,947,54,1001,1582
