CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,UDC,MC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,PAN_UDC_PPC_ES,PAN_UDC_PPC,PAN_UDC_ES,PAN_PPC_ES,UDC_PPC_ES,PAN_UDC,PAN_PPC,PAN_ES,UDC_PPC,UDC_ES,PPC_ES,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,4,C04,35,108,79,2,4,158,4,5,1,2,19,1,0,12,4,1,0,1,0,0,0,0,0,0,0,0,,,,0,436,9,445,757,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,4,C05,39,133,68,1,3,170,2,3,1,0,15,1,0,15,2,0,0,0,0,0,5,0,0,0,0,0,,,,0,458,9,467,757,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,4,C06,39,118,73,4,2,186,1,2,0,0,12,0,0,12,7,1,0,0,0,0,4,0,0,0,0,0,,,,1,461,9,471,757,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,5,B,37,55,41,1,11,111,1,5,0,1,12,1,0,15,3,0,0,0,0,0,4,0,0,0,0,0,,,,0,298,10,308,548,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,5,C01,29,71,43,5,11,119,1,2,2,3,9,1,0,10,4,0,1,0,0,0,3,0,0,0,0,0,,,,0,314,7,321,548,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,5,C02,27,43,44,1,6,109,3,2,0,1,7,0,0,10,1,0,1,0,0,0,2,0,0,0,0,0,,,,1,257,3,261,548,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,6,B,24,71,32,0,4,94,1,0,1,0,3,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,,,,0,238,7,245,452,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,6,C01,38,69,34,1,2,82,5,2,0,0,4,0,0,6,1,0,0,0,7,0,0,0,0,0,0,0,,,,0,251,7,258,452,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,7,B,51,84,35,2,1,114,4,4,0,2,10,0,0,8,2,0,1,0,0,0,3,0,0,0,0,0,,,,0,321,5,326,618,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,7,C01,47,98,38,3,6,101,3,1,0,1,12,0,1,9,0,0,0,0,0,0,3,0,0,0,0,0,,,,0,323,10,333,618,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,8,B,35,108,54,3,3,113,4,8,0,0,5,2,1,13,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,355,8,363,639,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,8,C01,28,122,48,3,3,100,4,2,1,0,15,0,0,8,0,0,1,0,0,0,7,0,0,0,0,0,,,,0,342,5,347,638,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,B,27,106,78,5,5,128,1,2,0,0,16,1,0,14,2,0,0,0,0,0,3,0,0,0,0,0,,,,0,388,6,394,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C01,39,94,58,6,4,113,0,3,0,0,16,1,0,7,2,0,1,0,0,0,3,0,0,0,0,0,,,,0,347,5,352,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C02,40,90,70,5,6,116,1,1,0,0,25,0,0,12,1,0,1,0,0,0,1,0,0,0,0,0,,,,0,369,0,369,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,747,ACTA CASILLA,,COMITÉ DISTRITAL COMPUTO EN CEROS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C04,41,92,76,4,5,132,1,5,1,0,15,2,0,14,1,0,1,0,0,0,1,0,0,0,0,0,,,,0,391,7,398,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C05,49,88,51,1,3,150,2,2,1,0,22,1,0,9,6,0,0,0,0,0,7,0,0,0,0,0,,,,0,392,14,406,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C06,38,91,85,7,4,132,4,3,0,0,14,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,,,,0,392,4,396,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C07,41,83,89,2,5,136,1,3,1,0,23,0,0,19,2,0,0,0,0,0,3,0,0,0,0,0,,,,1,408,7,416,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C08,41,112,54,10,5,140,0,3,2,0,23,0,1,15,1,0,0,0,0,0,4,0,0,0,0,0,,,,0,411,9,420,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C09,42,96,81,1,4,113,0,4,0,1,28,2,0,18,1,0,0,0,0,0,1,0,0,0,0,0,,,,0,392,12,404,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C10,30,71,71,1,3,138,1,3,0,0,20,0,0,10,2,0,2,2,0,0,1,0,0,0,0,0,,,,0,355,7,362,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C11,48,101,67,5,4,134,0,2,1,0,10,0,0,13,4,0,0,0,0,0,2,0,0,0,0,0,,,,0,391,4,395,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C12,39,74,86,4,1,123,1,2,1,1,24,0,0,13,2,0,0,0,0,0,1,0,0,0,0,0,,,,0,372,5,377,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C13,36,91,66,5,5,137,1,2,0,0,23,0,0,13,1,0,0,0,0,0,4,0,0,0,0,0,,,,0,384,9,393,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C14,28,85,70,2,12,142,0,2,0,0,18,0,1,8,1,0,0,0,0,0,2,0,0,1,0,0,,,,0,372,5,377,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C15,35,92,92,5,4,119,2,2,0,0,21,2,0,12,0,0,0,0,0,0,4,0,0,0,0,0,,,,0,390,13,403,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C16,36,101,76,3,3,124,4,3,0,0,15,0,0,13,3,0,0,0,0,0,6,0,0,0,0,0,,,,0,387,5,392,747,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C17,36,110,81,5,4,138,3,3,1,0,21,0,0,9,2,0,0,0,0,0,3,0,0,0,0,0,,,,0,416,14,430,746,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C18,38,102,65,5,5,140,3,5,2,0,13,0,2,14,0,0,0,0,0,0,3,0,0,0,0,0,,,,0,397,1,398,746,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,C19,39,109,81,1,4,120,1,2,2,0,21,0,0,13,1,0,0,0,0,0,3,0,1,0,0,0,,,,0,398,5,403,746,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,11,B,37,103,68,5,2,138,5,10,2,0,4,2,0,8,1,0,0,0,0,0,6,0,0,0,0,0,,,,0,391,7,398,681,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,11,C01,45,101,58,1,3,119,1,4,2,1,13,1,1,7,3,0,0,0,0,0,5,0,0,0,0,0,,,,0,365,0,365,644,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,11,C02,35,74,60,2,4,144,0,2,2,0,5,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,,,,0,342,8,350,644,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,11,C03,31,97,80,4,3,119,2,6,0,0,8,3,0,8,2,0,0,0,0,0,7,0,0,1,0,0,,,,0,371,7,378,644,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,B,27,87,64,2,7,118,2,8,1,1,9,0,0,10,3,2,0,0,0,0,6,0,0,0,0,0,,,,0,347,7,354,659,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,C01,37,86,58,0,3,118,0,3,3,0,6,1,0,4,7,0,0,0,0,0,2,0,0,0,0,0,,,,0,328,11,339,658,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,C02,40,105,45,2,5,104,3,0,1,0,15,1,0,8,3,0,0,0,0,0,6,0,0,0,0,0,,,,0,338,9,347,658,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,C03,34,109,70,0,2,137,3,4,0,0,10,0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,,,,0,380,4,384,658,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,C04,32,99,56,2,3,132,1,9,0,0,11,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,,,,0,359,3,362,658,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,13,B,44,88,29,1,3,80,2,5,0,0,5,1,0,5,0,0,1,0,0,0,4,0,0,0,0,0,,,,1,268,5,274,474,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,14,B,21,62,38,1,5,62,2,4,1,2,4,0,0,14,3,0,0,0,0,0,1,0,0,0,0,0,,,,0,220,5,225,432,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,14,C01,34,45,22,1,1,59,1,2,2,0,9,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,,,,0,184,0,184,432,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,15,B,66,120,50,4,2,153,5,1,3,0,18,0,0,9,1,0,0,1,0,0,3,0,0,0,0,0,,,,0,436,8,444,778,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,16,B,41,82,14,1,1,76,5,4,2,1,4,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,,,,0,238,4,242,464,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,16,C01,31,79,18,0,1,65,2,2,0,1,8,1,0,8,0,0,0,0,0,0,4,0,1,0,0,0,,,,0,221,0,221,463,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
