CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,UDC,MC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,PAN_UDC_PPC_ES,PAN_UDC_PPC,PAN_UDC_ES,PAN_PPC_ES,UDC_PPC_ES,PAN_UDC,PAN_PPC,PAN_ES,UDC_PPC,UDC_ES,PPC_ES,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,673,2,171,402,12,5,12,1,0,5,5,4,15,0,19,10,11,0,0,0,0,0,0,0,1,0,0,0,,,,0,673,36,709,1218
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,674,1,14,89,2,0,2,0,0,1,1,1,1,1,19,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,135,1,136,257
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,676,1,47,179,1,0,3,0,0,2,1,1,28,1,24,3,1,0,0,0,0,0,1,0,0,0,0,0,,,,0,292,21,313,466
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,677,1,39,106,2,3,3,0,0,0,1,0,9,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,224,17,241,412
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,679,1,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,76,0,76,164
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,680,1,10,64,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,79,1,80,138
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,681,1,20,120,2,0,2,0,0,0,1,0,10,1,0,9,2,0,0,0,0,0,0,0,1,0,0,0,,,,0,168,6,174,276
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,682,1,13,85,1,1,6,1,0,1,1,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,119,5,124,231
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,683,1,15,110,1,2,0,0,0,0,3,1,9,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,148,4,152,261
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,684,1,22,177,2,1,16,0,2,9,1,2,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,248,4,252,344
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,685,1,78,138,17,14,4,1,2,9,3,2,9,1,2,32,7,0,0,0,0,0,0,0,0,0,0,0,,,,2,319,14,335,677
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,686,1,22,90,4,3,2,1,1,1,8,0,7,0,20,29,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,190,6,196,377
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,687,1,13,43,42,3,1,1,1,0,0,0,5,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,119,1,120,212
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,688,2,56,244,9,8,19,1,2,8,8,1,22,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,,,,0,442,14,456,1350
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,689,1,13,90,1,0,1,0,0,0,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,113,4,117,205
2,5,COAHUILA,12,RAMOS ARIZPE,27,RAMOS ARIZPE,690,1,15,46,0,2,1,0,0,0,1,0,2,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,109,3,112,190
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,736,3,435,300,22,9,28,2,7,23,12,2,18,2,5,129,13,0,0,0,0,0,0,0,0,0,0,0,,,,0,1007,16,1023,1720
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,737,4,421,499,17,37,37,5,9,27,10,2,80,4,16,181,18,1,0,0,0,0,0,1,0,0,0,0,,,,0,1365,46,1411,2700
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,738,5,352,567,21,22,46,5,12,35,31,6,295,6,18,171,15,0,1,0,1,0,0,0,1,0,0,0,,,,8,1605,55,1668,3631
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,743,2,383,161,11,9,25,1,10,5,5,0,17,4,2,85,15,2,0,0,0,0,0,1,0,0,0,0,,,,1,736,15,752,1216
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,744,5,658,435,26,23,45,7,17,40,29,1,51,0,12,252,35,0,0,0,0,0,0,0,0,0,0,0,,,,2,1631,44,1677,3344
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,745,7,719,997,47,38,79,8,19,66,21,8,67,12,13,388,37,1,0,0,0,0,0,0,0,0,0,0,,,,4,2520,62,2586,4892
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,746,6,542,879,25,55,50,6,10,32,23,5,69,6,86,291,36,1,0,0,0,0,1,0,0,0,0,0,,,,1,2117,63,2181,4362
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,747,2,134,270,11,13,15,4,3,8,6,2,21,2,9,91,10,0,0,0,0,0,0,0,0,0,0,0,,,,0,599,24,623,1223
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,748,2,201,273,17,16,23,4,7,9,6,2,40,4,4,104,15,0,1,0,0,0,0,0,0,0,0,0,,,,0,726,25,751,1493
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,765,2,233,214,9,7,27,6,1,11,4,3,18,6,9,75,6,0,0,0,0,0,1,0,0,0,0,0,,,,0,630,17,647,1109
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,766,20,2085,2324,115,134,188,26,60,175,86,19,376,37,85,1111,143,3,0,0,0,0,1,1,1,0,0,0,,,,3,6970,177,7150,14987
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,767,2,226,165,5,7,8,3,5,82,6,3,7,1,6,66,9,1,0,0,0,0,0,0,0,0,0,0,,,,0,600,7,607,997
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,768,5,400,718,14,43,46,6,8,49,11,3,63,5,13,306,31,2,0,0,0,0,0,0,0,0,0,0,,,,2,1718,35,1755,3175
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,769,2,135,291,7,17,15,2,3,7,2,4,24,1,4,104,5,1,0,0,0,0,0,0,0,0,0,0,,,,2,622,25,649,1194
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,770,2,142,209,10,6,12,0,6,4,4,4,17,2,3,67,5,0,0,0,0,0,0,0,1,0,0,0,,,,0,492,16,508,998
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,771,3,297,490,12,15,19,6,8,13,5,3,26,9,18,135,27,0,0,0,0,0,0,0,0,0,0,0,,,,1,1083,27,1111,2149
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,785,1,238,83,5,2,26,1,2,5,7,2,5,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,425,10,435,621
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,786,2,359,112,7,2,25,6,10,10,6,2,5,2,3,52,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,603,9,612,945
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,787,3,236,331,15,21,20,4,5,12,5,2,23,0,16,102,15,0,0,0,0,0,0,0,0,0,0,0,,,,0,807,24,831,1682
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,788,3,200,453,10,9,26,7,1,14,14,1,29,4,28,104,14,0,0,0,0,0,0,0,0,0,0,0,,,,1,914,37,952,1845
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,789,2,164,281,13,17,9,0,1,9,2,0,17,2,9,101,8,0,0,0,0,0,0,0,0,0,0,0,,,,0,633,20,653,1140
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,790,4,370,601,14,16,41,7,6,17,7,4,112,3,110,151,13,0,0,1,0,0,1,0,0,0,0,0,,,,1,1474,53,1528,2727
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,791,2,229,280,14,15,27,2,4,10,7,1,21,5,7,117,12,0,0,0,0,0,1,0,0,0,0,0,,,,0,752,17,769,1287
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,792,3,184,384,5,22,34,3,6,21,8,1,38,5,17,119,13,0,0,0,0,0,1,0,0,1,0,0,,,,7,862,31,900,1643
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,793,2,138,334,7,14,15,0,3,13,5,3,19,2,4,103,15,0,0,0,0,0,0,0,0,0,0,0,,,,0,675,23,698,1131
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,794,3,220,428,15,12,14,5,7,11,9,3,40,4,36,88,16,0,0,0,0,0,0,0,0,0,0,0,,,,2,908,21,931,1728
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,795,3,271,460,11,15,41,1,6,21,10,1,21,5,11,116,20,1,0,0,0,0,0,0,0,0,0,0,,,,0,1011,28,1039,1897
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,796,3,586,256,15,7,25,8,13,23,5,0,21,2,6,123,10,1,0,0,1,0,1,1,0,0,0,0,,,,0,1104,20,1124,1821
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,797,1,274,107,4,0,20,7,2,4,2,0,12,1,0,39,3,2,0,1,0,0,0,0,0,0,0,0,,,,0,478,9,487,735
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,811,1,184,59,5,4,16,4,4,3,2,0,6,1,0,36,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,328,6,334,515
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,812,2,172,300,14,10,24,1,4,14,4,3,18,2,2,84,10,1,1,0,0,0,0,0,0,0,0,0,,,,2,664,14,680,1254
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,813,2,165,221,6,5,14,2,8,11,17,2,11,5,8,76,5,1,1,0,0,0,0,0,0,0,0,0,,,,1,558,15,574,1042
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,814,3,220,510,16,11,31,2,5,12,14,1,66,3,37,108,14,0,0,0,0,0,0,0,0,0,0,0,,,,2,1050,17,1069,1928
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,815,2,184,284,9,7,15,4,4,9,12,3,21,1,4,57,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,618,16,634,1114
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,816,6,641,851,41,59,67,10,12,39,15,13,67,23,83,295,51,0,0,0,0,0,0,1,0,0,0,0,,,,5,2268,69,2342,4158
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,817,3,205,715,8,22,35,6,8,14,29,1,37,2,15,96,8,0,0,0,0,0,0,0,0,0,0,0,,,,1,1201,33,1235,2132
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,818,3,151,463,12,15,30,1,6,19,5,4,30,1,24,72,52,0,0,0,0,0,0,0,0,0,0,0,,,,0,885,20,905,1631
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,819,2,118,308,7,20,25,6,5,14,3,4,25,4,12,84,22,0,0,0,0,0,0,0,0,0,0,0,,,,2,657,26,685,1189
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,820,2,197,305,11,9,27,3,3,16,8,2,17,5,21,78,6,0,3,0,0,0,0,0,0,0,0,0,,,,0,711,13,724,1362
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,821,2,162,259,9,7,12,0,7,3,8,1,22,2,12,60,7,0,0,0,0,0,0,0,0,0,0,0,,,,2,571,4,577,963
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,822,2,134,221,2,2,28,3,1,9,1,1,9,3,24,51,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,492,17,509,885
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,823,2,201,177,3,10,15,1,9,7,2,1,15,0,5,58,9,1,0,0,0,0,1,0,0,0,0,0,,,,0,515,9,524,943
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,824,1,106,178,2,8,7,1,1,7,11,2,10,1,3,50,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,390,15,405,721
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,825,2,136,281,7,7,15,2,3,6,2,5,20,3,6,69,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,566,12,578,910
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,826,1,157,123,5,2,9,3,0,9,1,1,11,0,1,37,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,363,19,383,641
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,827,1,208,86,5,7,6,6,6,12,5,0,9,3,7,66,8,0,0,0,0,0,0,0,1,0,0,0,,,,0,435,5,440,753
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,844,1,134,89,2,8,11,1,2,4,3,0,8,1,4,50,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,319,5,324,536
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,845,1,125,112,2,1,12,0,0,6,7,1,13,3,1,56,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,341,8,350,568
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,846,1,139,104,4,4,8,1,2,9,2,1,12,2,1,48,3,0,0,0,0,0,1,0,0,0,0,0,,,,1,341,7,349,611
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,847,2,319,184,8,7,25,4,9,13,2,2,21,0,4,70,7,0,0,0,0,0,0,0,0,0,0,0,,,,1,675,15,691,1170
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,848,1,201,136,4,2,15,3,10,13,1,3,5,3,1,48,9,1,0,0,0,0,1,0,0,0,0,0,,,,1,456,10,467,777
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,849,1,78,129,5,3,7,2,4,2,2,0,5,1,5,31,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,276,10,286,510
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,850,2,280,315,15,8,13,0,4,12,7,3,20,1,15,110,18,2,0,0,0,0,0,0,0,0,0,0,,,,0,823,24,847,1364
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,851,2,94,226,7,10,20,4,8,29,0,2,10,3,7,90,9,1,0,0,0,0,0,0,1,0,0,0,,,,1,521,25,547,1069
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,852,5,229,1140,17,27,31,5,6,14,12,2,131,6,29,132,22,0,0,0,0,0,0,0,0,0,0,0,,,,2,1803,47,1852,3202
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,853,3,243,499,21,17,29,6,4,18,6,2,81,5,7,129,13,2,0,1,0,0,0,0,1,0,0,0,,,,1,1084,31,1116,2092
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,854,2,291,298,14,19,27,0,7,27,5,0,18,2,15,116,15,0,0,0,0,0,2,0,0,0,0,0,,,,0,856,21,877,1425
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,855,2,282,177,12,9,26,2,12,9,4,1,30,1,3,105,9,0,0,0,0,0,0,0,0,0,0,0,,,,1,682,20,703,1082
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,856,2,253,261,14,13,24,7,9,15,5,2,29,5,5,112,21,2,0,0,0,0,0,0,0,0,0,0,,,,0,777,28,805,1418
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,857,2,213,100,5,2,13,3,5,21,3,2,18,0,8,66,14,1,1,0,0,0,0,0,0,0,0,0,,,,0,475,7,482,847
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,858,1,112,56,6,1,7,2,4,4,0,0,12,3,1,38,5,0,0,0,0,0,0,0,0,0,0,0,,,,2,251,3,256,555
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,859,1,173,107,5,5,5,3,2,9,3,0,12,1,1,60,3,1,0,0,0,0,0,0,0,0,0,0,,,,0,390,13,403,708
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,877,2,161,143,5,2,10,0,10,10,1,0,21,1,5,67,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,440,23,464,827
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,878,1,104,74,8,3,9,2,2,9,2,0,11,1,1,42,3,0,1,0,0,0,0,0,0,0,0,0,,,,0,272,6,278,516
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,879,1,147,115,7,3,9,3,2,6,4,1,13,2,4,73,4,0,0,0,0,0,0,0,0,0,0,0,,,,2,393,12,407,750
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,880,2,136,186,14,7,16,3,2,21,3,2,50,2,2,91,4,0,0,0,0,0,1,0,0,0,0,0,,,,3,540,11,554,1010
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,881,1,133,98,7,5,8,1,5,10,1,2,6,6,0,61,3,1,0,0,0,0,0,0,0,0,0,0,,,,1,347,7,355,604
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,882,2,164,156,9,4,6,2,3,13,2,1,31,6,5,63,8,0,0,0,0,0,0,0,0,0,0,0,,,,0,473,22,495,831
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,883,3,221,479,17,21,30,3,7,21,8,3,51,5,10,144,38,0,0,0,0,0,1,0,1,0,0,0,,,,0,1060,47,1107,1738
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,884,2,168,232,9,4,15,3,5,13,2,3,42,3,2,86,10,0,0,1,0,0,0,0,0,0,0,0,,,,0,598,16,614,1088
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,885,2,103,282,4,7,12,1,3,11,4,0,46,1,2,59,8,0,0,0,0,0,0,0,0,0,0,0,,,,2,543,17,562,1033
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,886,2,205,368,11,18,19,5,6,13,7,1,32,4,18,95,9,1,0,0,0,0,0,0,0,0,0,0,,,,0,812,28,840,1437
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,887,2,150,334,13,8,19,3,4,6,4,0,59,0,1,68,5,0,1,0,0,0,0,0,0,0,0,0,,,,0,675,24,699,1253
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,888,2,147,360,12,13,16,2,4,16,6,2,48,2,4,100,13,0,1,0,0,0,2,1,0,0,0,0,,,,1,749,31,781,1426
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,889,2,83,341,10,8,10,3,4,10,5,1,35,2,2,82,8,0,0,0,0,0,0,0,0,0,0,0,,,,0,604,11,615,1186
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,890,2,155,339,6,8,8,0,7,11,1,2,33,1,3,81,7,0,0,0,0,0,0,0,0,0,0,0,,,,0,662,13,675,1156
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,891,2,154,169,10,5,15,4,5,16,4,0,14,8,1,78,6,1,0,0,0,0,0,0,0,0,0,0,,,,3,490,19,512,852
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,892,1,141,157,17,4,12,0,2,12,2,2,10,1,5,50,5,0,0,0,0,0,0,1,1,0,0,0,,,,2,422,11,435,677
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,893,2,196,168,14,8,17,1,5,9,10,2,21,4,3,67,9,1,1,0,0,0,0,0,0,0,0,0,,,,1,536,16,553,887
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,894,1,12,177,6,0,7,2,1,8,2,1,14,1,3,32,5,0,0,0,0,0,1,0,0,0,0,0,,,,0,272,14,286,669
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,895,2,156,240,12,8,17,4,4,13,9,1,70,3,12,69,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,624,16,640,1138
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,916,1,12,179,9,9,13,3,3,7,4,1,11,0,3,55,4,0,0,0,0,0,0,0,0,0,1,0,,,,1,314,15,330,764
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,917,1,87,159,6,2,10,1,2,2,6,2,18,1,3,56,6,0,0,0,0,0,0,0,0,0,0,0,,,,1,361,11,373,775
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,918,2,135,195,6,10,15,5,5,10,0,1,19,2,0,81,3,0,0,0,0,0,0,0,0,0,0,0,,,,2,487,19,508,986
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,919,2,261,209,7,6,34,2,5,14,11,3,9,1,3,90,11,1,1,0,0,0,0,0,0,0,0,0,,,,0,668,13,681,1050
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,920,2,183,247,9,6,8,7,6,11,2,0,13,0,5,81,5,0,0,0,0,0,0,0,0,0,0,0,,,,2,583,11,596,991
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,921,2,113,281,7,7,11,1,2,9,4,1,49,2,4,99,5,1,0,0,0,0,0,0,0,0,0,0,,,,0,596,20,616,1180
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,922,2,156,307,14,6,19,2,4,9,8,1,55,2,8,98,20,1,0,0,0,0,1,0,1,0,0,0,,,,0,712,22,734,1439
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,923,2,119,500,7,8,26,4,5,5,2,1,70,1,8,59,7,0,0,0,0,0,1,0,0,0,0,0,,,,0,823,17,840,1530
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,925,2,98,284,19,9,17,2,2,7,1,1,28,3,6,69,5,0,0,0,0,0,0,0,0,0,0,0,,,,1,551,14,566,990
2,5,COAHUILA,13,SALTILLO,30,SALTILLO,933,2,113,214,16,11,9,2,6,16,6,0,28,2,3,97,7,0,0,0,0,0,0,0,0,1,0,0,,,,1,531,17,549,1028
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,730,3,697,197,17,9,31,6,14,17,9,1,15,3,6,168,16,1,0,0,0,0,1,0,0,0,0,0,,36,,1,1244,22,1267,2034
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,731,8,1798,1161,31,39,97,22,25,35,22,9,48,3,12,392,46,0,0,0,0,0,0,0,0,0,0,0,,73,,4,3813,64,3881,6135
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,732,4,623,340,20,13,23,5,15,33,15,2,17,1,8,216,21,2,0,0,0,0,0,0,0,0,0,0,,44,,0,1398,15,1413,2477
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,733,5,1440,415,101,18,27,33,22,44,8,1,25,6,9,244,7,2,0,0,0,0,1,0,1,0,0,0,,63,,0,2467,58,2525,3522
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,734,10,3367,819,32,20,48,38,37,71,29,7,71,3,15,322,35,4,0,0,0,0,1,1,0,0,0,0,,173,,2,5093,67,5162,7824
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,735,2,370,298,7,8,13,6,6,9,4,1,9,1,2,107,11,1,0,0,0,0,0,0,0,0,0,0,,12,,0,865,19,884,1335
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,739,2,228,329,14,7,19,4,6,10,5,1,26,0,0,83,7,1,0,0,0,0,0,0,0,0,0,0,,10,,1,750,17,768,1317
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,740,3,917,205,9,5,19,6,8,9,6,5,14,1,0,89,9,1,0,0,0,0,1,0,1,0,0,0,,27,,2,1332,18,1352,2069
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,741,2,324,109,10,7,11,7,3,4,3,1,10,1,5,68,6,0,0,0,0,0,0,0,0,0,0,0,,11,,0,580,14,594,941
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,742,3,452,323,16,9,14,7,10,20,12,1,21,1,2,135,10,1,0,0,1,0,2,0,0,0,0,0,,42,,0,1079,25,1104,1740
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,749,2,313,116,11,1,11,3,7,7,1,0,9,0,1,76,6,1,1,0,0,0,0,0,0,0,0,0,,22,,1,586,14,601,970
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,750,2,525,178,4,5,24,7,6,14,2,0,14,1,0,99,11,1,0,0,0,0,0,0,0,0,0,0,,32,,1,923,14,938,1400
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,751,6,1619,465,39,23,60,20,15,71,13,4,47,5,11,310,22,0,1,0,0,0,1,0,1,0,0,0,,90,,4,2817,61,2882,4553
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,752,11,2420,1084,97,52,97,40,42,128,46,9,180,20,29,627,78,4,1,0,1,0,0,0,3,0,0,0,,171,,1,5129,94,5224,8089
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,753,3,629,344,16,17,16,1,13,35,11,1,22,2,15,135,16,1,0,0,0,0,1,0,0,0,0,0,,35,,0,1310,30,1340,1991
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,754,4,509,539,19,18,13,8,10,16,13,0,29,3,9,158,16,1,0,0,0,0,1,0,0,0,0,0,,30,,0,1392,38,1430,2451
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,755,14,1539,1806,84,60,131,15,38,86,22,9,232,3,29,631,70,6,0,0,0,0,0,0,0,0,0,1,,82,,3,4844,110,4957,10506
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,756,3,373,379,22,6,13,4,11,13,4,3,22,2,1,82,14,0,0,0,0,0,1,0,0,0,0,0,,31,,0,981,15,996,1632
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,757,4,675,408,23,20,41,7,16,44,10,3,36,2,10,195,23,2,0,1,0,0,0,0,0,0,0,0,,53,,2,1569,31,1602,2626
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,758,2,316,290,24,23,20,1,8,19,7,3,18,1,3,127,15,0,0,0,0,0,0,0,0,0,0,0,,23,,0,898,17,915,1434
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,759,3,677,328,21,20,28,5,15,26,18,6,33,4,5,168,19,2,0,0,0,0,0,0,0,0,0,0,,41,,1,1416,23,1440,2208
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,760,2,222,175,12,11,10,2,4,26,6,1,11,1,2,64,8,2,0,0,0,0,0,0,0,0,0,0,,8,,0,565,6,571,954
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,761,2,240,219,9,9,15,2,6,20,10,1,8,0,1,100,8,0,0,0,0,0,0,0,0,0,0,0,,22,,0,670,29,699,1039
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,762,2,231,106,6,3,11,4,6,7,3,1,3,2,2,63,1,1,0,0,0,0,0,0,0,0,0,0,,15,,0,465,8,473,979
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,763,2,464,231,18,8,12,5,7,20,6,5,13,2,2,120,11,0,0,0,0,0,0,0,0,0,0,0,,23,,0,947,19,966,1478
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,764,3,598,211,9,12,13,1,9,15,10,0,16,0,7,106,6,0,0,0,0,0,0,0,0,0,0,0,,27,,1,1040,22,1063,1670
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,772,2,357,135,8,7,8,3,2,14,4,2,15,1,2,55,5,0,0,0,0,0,1,0,0,0,0,0,,42,,0,661,12,673,1009
2,5,COAHUILA,14,SALTILLO,30,SALTILLO,773,1,372,70,3,1,6,4,2,1,1,0,6,1,2,29,2,1,0,0,0,0,0,0,0,0,0,0,,13,,0,514,6,520,739
