section,uniqueid,year,incumbent_party_Horacio
48,1001,2013,PAN_PRD
225,1001,2013,PAN_PRD
165,1001,2013,PAN_PRD
189,1001,2013,PAN_PRD
505,1001,2013,PAN_PRD
510,1001,2013,PAN_PRD
77,1001,2013,PAN_PRD
210,1001,2013,PAN_PRD
514,1001,2013,PAN_PRD
208,1001,2013,PAN_PRD
108,1001,2013,PAN_PRD
501,1001,2013,PAN_PRD
491,1001,2013,PAN_PRD
555,1001,2013,PAN_PRD
523,1001,2013,PAN_PRD
30,1001,2013,PAN_PRD
164,1001,2013,PAN_PRD
199,1001,2013,PAN_PRD
177,1001,2013,PAN_PRD
263,1001,2013,PAN_PRD
305,1001,2013,PAN_PRD
535,1001,2013,PAN_PRD
538,1001,2013,PAN_PRD
134,1001,2013,PAN_PRD
336,1001,2013,PAN_PRD
237,1001,2013,PAN_PRD
503,1001,2013,PAN_PRD
548,1001,2013,PAN_PRD
593,1001,2013,PAN_PRD
553,1001,2013,PAN_PRD
585,1001,2013,PAN_PRD
52,1001,2013,PAN_PRD
221,1001,2013,PAN_PRD
567,1001,2013,PAN_PRD
568,1001,2013,PAN_PRD
26,1001,2013,PAN_PRD
16,1001,2013,PAN_PRD
96,1001,2013,PAN_PRD
33,1001,2013,PAN_PRD
258,1001,2013,PAN_PRD
50,1001,2013,PAN_PRD
6,1001,2013,PAN_PRD
44,1001,2013,PAN_PRD
7,1001,2013,PAN_PRD
119,1001,2013,PAN_PRD
35,1001,2013,PAN_PRD
509,1001,2013,PAN_PRD
59,1001,2013,PAN_PRD
73,1001,2013,PAN_PRD
93,1001,2013,PAN_PRD
191,1001,2013,PAN_PRD
578,1001,2013,PAN_PRD
230,1001,2013,PAN_PRD
561,1001,2013,PAN_PRD
309,1001,2013,PAN_PRD
244,1001,2013,PAN_PRD
273,1001,2013,PAN_PRD
515,1001,2013,PAN_PRD
80,1001,2013,PAN_PRD
565,1001,2013,PAN_PRD
122,1001,2013,PAN_PRD
91,1001,2013,PAN_PRD
3,1001,2013,PAN_PRD
534,1001,2013,PAN_PRD
82,1001,2013,PAN_PRD
78,1001,2013,PAN_PRD
68,1001,2013,PAN_PRD
143,1001,2013,PAN_PRD
56,1001,2013,PAN_PRD
310,1001,2013,PAN_PRD
308,1001,2013,PAN_PRD
560,1001,2013,PAN_PRD
231,1001,2013,PAN_PRD
250,1001,2013,PAN_PRD
570,1001,2013,PAN_PRD
328,1001,2013,PAN_PRD
1,1001,2013,PAN_PRD
149,1001,2013,PAN_PRD
178,1001,2013,PAN_PRD
90,1001,2013,PAN_PRD
272,1001,2013,PAN_PRD
104,1001,2013,PAN_PRD
545,1001,2013,PAN_PRD
490,1001,2013,PAN_PRD
256,1001,2013,PAN_PRD
31,1001,2013,PAN_PRD
532,1001,2013,PAN_PRD
571,1001,2013,PAN_PRD
516,1001,2013,PAN_PRD
566,1001,2013,PAN_PRD
291,1001,2013,PAN_PRD
111,1001,2013,PAN_PRD
286,1001,2013,PAN_PRD
271,1001,2013,PAN_PRD
492,1001,2013,PAN_PRD
331,1001,2013,PAN_PRD
274,1001,2013,PAN_PRD
142,1001,2013,PAN_PRD
34,1001,2013,PAN_PRD
265,1001,2013,PAN_PRD
15,1001,2013,PAN_PRD
499,1001,2013,PAN_PRD
66,1001,2013,PAN_PRD
333,1001,2013,PAN_PRD
137,1001,2013,PAN_PRD
114,1001,2013,PAN_PRD
575,1001,2013,PAN_PRD
520,1001,2013,PAN_PRD
554,1001,2013,PAN_PRD
212,1001,2013,PAN_PRD
507,1001,2013,PAN_PRD
99,1001,2013,PAN_PRD
41,1001,2013,PAN_PRD
38,1001,2013,PAN_PRD
262,1001,2013,PAN_PRD
530,1001,2013,PAN_PRD
326,1001,2013,PAN_PRD
168,1001,2013,PAN_PRD
540,1001,2013,PAN_PRD
133,1001,2013,PAN_PRD
494,1001,2013,PAN_PRD
65,1001,2013,PAN_PRD
42,1001,2013,PAN_PRD
285,1001,2013,PAN_PRD
290,1001,2013,PAN_PRD
109,1001,2013,PAN_PRD
315,1001,2013,PAN_PRD
132,1001,2013,PAN_PRD
307,1001,2013,PAN_PRD
198,1001,2013,PAN_PRD
550,1001,2013,PAN_PRD
251,1001,2013,PAN_PRD
572,1001,2013,PAN_PRD
207,1001,2013,PAN_PRD
203,1001,2013,PAN_PRD
242,1001,2013,PAN_PRD
323,1001,2013,PAN_PRD
539,1001,2013,PAN_PRD
12,1001,2013,PAN_PRD
257,1001,2013,PAN_PRD
13,1001,2013,PAN_PRD
39,1001,2013,PAN_PRD
83,1001,2013,PAN_PRD
188,1001,2013,PAN_PRD
547,1001,2013,PAN_PRD
586,1001,2013,PAN_PRD
172,1001,2013,PAN_PRD
135,1001,2013,PAN_PRD
239,1001,2013,PAN_PRD
182,1001,2013,PAN_PRD
8,1001,2013,PAN_PRD
140,1001,2013,PAN_PRD
557,1001,2013,PAN_PRD
302,1001,2013,PAN_PRD
216,1001,2013,PAN_PRD
558,1001,2013,PAN_PRD
88,1001,2013,PAN_PRD
71,1001,2013,PAN_PRD
176,1001,2013,PAN_PRD
75,1001,2013,PAN_PRD
2,1001,2013,PAN_PRD
300,1001,2013,PAN_PRD
196,1001,2013,PAN_PRD
235,1001,2013,PAN_PRD
53,1001,2013,PAN_PRD
222,1001,2013,PAN_PRD
130,1001,2013,PAN_PRD
117,1001,2013,PAN_PRD
517,1001,2013,PAN_PRD
129,1001,2013,PAN_PRD
293,1001,2013,PAN_PRD
528,1001,2013,PAN_PRD
254,1001,2013,PAN_PRD
489,1001,2013,PAN_PRD
61,1001,2013,PAN_PRD
55,1001,2013,PAN_PRD
47,1001,2013,PAN_PRD
95,1001,2013,PAN_PRD
316,1001,2013,PAN_PRD
151,1001,2013,PAN_PRD
511,1001,2013,PAN_PRD
113,1001,2013,PAN_PRD
519,1001,2013,PAN_PRD
329,1001,2013,PAN_PRD
22,1001,2013,PAN_PRD
321,1001,2013,PAN_PRD
576,1001,2013,PAN_PRD
64,1001,2013,PAN_PRD
241,1001,2013,PAN_PRD
14,1001,2013,PAN_PRD
556,1001,2013,PAN_PRD
159,1001,2013,PAN_PRD
268,1001,2013,PAN_PRD
160,1001,2013,PAN_PRD
526,1001,2013,PAN_PRD
24,1001,2013,PAN_PRD
186,1001,2013,PAN_PRD
25,1001,2013,PAN_PRD
541,1001,2013,PAN_PRD
94,1001,2013,PAN_PRD
54,1001,2013,PAN_PRD
533,1001,2013,PAN_PRD
577,1001,2013,PAN_PRD
173,1001,2013,PAN_PRD
72,1001,2013,PAN_PRD
269,1001,2013,PAN_PRD
295,1001,2013,PAN_PRD
141,1001,2013,PAN_PRD
322,1001,2013,PAN_PRD
335,1001,2013,PAN_PRD
163,1001,2013,PAN_PRD
232,1001,2013,PAN_PRD
551,1001,2013,PAN_PRD
521,1001,2013,PAN_PRD
45,1001,2013,PAN_PRD
205,1001,2013,PAN_PRD
569,1001,2013,PAN_PRD
563,1001,2013,PAN_PRD
154,1001,2013,PAN_PRD
100,1001,2013,PAN_PRD
506,1001,2013,PAN_PRD
525,1001,2013,PAN_PRD
261,1001,2013,PAN_PRD
40,1001,2013,PAN_PRD
155,1001,2013,PAN_PRD
496,1001,2013,PAN_PRD
148,1001,2013,PAN_PRD
89,1001,2013,PAN_PRD
276,1001,2013,PAN_PRD
527,1001,2013,PAN_PRD
51,1001,2013,PAN_PRD
157,1001,2013,PAN_PRD
282,1001,2013,PAN_PRD
144,1001,2013,PAN_PRD
187,1001,2013,PAN_PRD
255,1001,2013,PAN_PRD
81,1001,2013,NA
79,1001,2013,PAN_PRD
564,1001,2013,PAN_PRD
247,1001,2013,PAN_PRD
259,1001,2013,PAN_PRD
531,1001,2013,PAN_PRD
537,1001,2013,PAN_PRD
139,1001,2013,PAN_PRD
544,1001,2013,PAN_PRD
234,1001,2013,PAN_PRD
245,1001,2013,PAN_PRD
248,1001,2013,PAN_PRD
324,1001,2013,PAN_PRD
202,1001,2013,PAN_PRD
325,1001,2013,PAN_PRD
311,1001,2013,PAN_PRD
86,1001,2013,PAN_PRD
297,1001,2013,PAN_PRD
211,1001,2013,PAN_PRD
583,1001,2013,PAN_PRD
43,1001,2013,PAN_PRD
21,1001,2013,PAN_PRD
84,1001,2013,PAN_PRD
584,1001,2013,PAN_PRD
215,1001,2013,PAN_PRD
587,1001,2013,PAN_PRD
546,1001,2013,PAN_PRD
201,1001,2013,PAN_PRD
153,1001,2013,PAN_PRD
543,1001,2013,PAN_PRD
314,1001,2013,PAN_PRD
223,1001,2013,PAN_PRD
147,1001,2013,PAN_PRD
214,1001,2013,PAN_PRD
126,1001,2013,PAN_PRD
542,1001,2013,PAN_PRD
559,1001,2013,PAN_PRD
591,1001,2013,PAN_PRD
296,1001,2013,PAN_PRD
303,1001,2013,PAN_PRD
23,1001,2013,PAN_PRD
278,1001,2013,PAN_PRD
313,1001,2013,PAN_PRD
60,1001,2013,PAN_PRD
529,1001,2013,PAN_PRD
220,1001,2013,PAN_PRD
502,1001,2013,PAN_PRD
279,1001,2013,PAN_PRD
299,1001,2013,PAN_PRD
275,1001,2013,PAN_PRD
20,1001,2013,PAN_PRD
125,1001,2013,PAN_PRD
236,1001,2013,PAN_PRD
200,1001,2013,PAN_PRD
27,1001,2013,PAN_PRD
37,1001,2013,PAN_PRD
184,1001,2013,PAN_PRD
227,1001,2013,PAN_PRD
87,1001,2013,PAN_PRD
582,1001,2013,PAN_PRD
156,1001,2013,PAN_PRD
120,1001,2013,PAN_PRD
277,1001,2013,PAN_PRD
536,1001,2013,PAN_PRD
170,1001,2013,PAN_PRD
497,1001,2013,PAN_PRD
513,1001,2013,PAN_PRD
580,1001,2013,PAN_PRD
136,1001,2013,PAN_PRD
32,1001,2013,PAN_PRD
592,1001,2013,PAN_PRD
49,1001,2013,PAN_PRD
11,1001,2013,PAN_PRD
193,1001,2013,PAN_PRD
85,1001,2013,PAN_PRD
226,1001,2013,PAN_PRD
179,1001,2013,PAN_PRD
110,1001,2013,PAN_PRD
500,1001,2013,PAN_PRD
280,1001,2013,PAN_PRD
283,1001,2013,PAN_PRD
493,1001,2013,PAN_PRD
103,1001,2013,PAN_PRD
240,1001,2013,PAN_PRD
281,1001,2013,PAN_PRD
197,1001,2013,PAN_PRD
317,1001,2013,PAN_PRD
158,1001,2013,PAN_PRD
337,1001,2013,PAN_PRD
573,1001,2013,PAN_PRD
330,1001,2013,PAN_PRD
92,1001,2013,PAN_PRD
562,1001,2013,PAN_PRD
70,1001,2013,PAN_PRD
298,1001,2013,PAN_PRD
76,1001,2013,PAN_PRD
150,1001,2013,PAN_PRD
206,1001,2013,PAN_PRD
167,1001,2013,PAN_PRD
4,1001,2013,PAN_PRD
19,1001,2013,PAN_PRD
29,1001,2013,PAN_PRD
304,1001,2013,PAN_PRD
67,1001,2013,PAN_PRD
246,1001,2013,PAN_PRD
138,1001,2013,PAN_PRD
504,1001,2013,PAN_PRD
131,1001,2013,PAN_PRD
588,1001,2013,PAN_PRD
346,1002,2013,PANAL
347,1002,2013,PANAL
351,1002,2013,PANAL
345,1002,2013,PANAL
338,1002,2013,PANAL
348,1002,2013,PANAL
343,1002,2013,PANAL
340,1002,2013,PANAL
354,1002,2013,PANAL
353,1002,2013,PANAL
349,1002,2013,PANAL
341,1002,2013,PANAL
342,1002,2013,PANAL
352,1002,2013,PANAL
344,1002,2013,PANAL
339,1002,2013,PANAL
350,1002,2013,PANAL
358,1003,2013,PAN_PRD
361,1003,2013,PAN_PRD
378,1003,2013,PAN_PRD
372,1003,2013,PAN_PRD
383,1003,2013,PAN_PRD
384,1003,2013,PAN_PRD
356,1003,2013,PAN_PRD
362,1003,2013,PAN_PRD
386,1003,2013,PAN_PRD
376,1003,2013,PAN_PRD
379,1003,2013,PAN_PRD
366,1003,2013,PAN_PRD
374,1003,2013,PAN_PRD
359,1003,2013,PAN_PRD
365,1003,2013,PAN_PRD
385,1003,2013,PAN_PRD
357,1003,2013,PAN_PRD
380,1003,2013,PAN_PRD
360,1003,2013,PAN_PRD
355,1003,2013,PAN_PRD
368,1003,2013,NA
377,1003,2013,PAN_PRD
363,1003,2013,PAN_PRD
373,1003,2013,PAN_PRD
382,1003,2013,PAN_PRD
381,1003,2013,PAN_PRD
371,1003,2013,PAN_PRD
370,1003,2013,PAN_PRD
369,1003,2013,PAN_PRD
364,1003,2013,PAN_PRD
375,1003,2013,PAN_PRD
367,1003,2013,PAN_PRD
389,1004,2013,PRI_PVEM
390,1004,2013,PRI_PVEM
391,1004,2013,PRI_PVEM
387,1004,2013,PRI_PVEM
388,1004,2013,PRI_PVEM
411,1005,2013,PAN_PRD
410,1005,2013,PAN_PRD
396,1005,2013,PAN_PRD
402,1005,2013,PAN_PRD
393,1005,2013,PAN_PRD
405,1005,2013,PAN_PRD
400,1005,2013,PAN_PRD
394,1005,2013,PAN_PRD
408,1005,2013,PAN_PRD
414,1005,2013,PAN_PRD
407,1005,2013,PAN_PRD
409,1005,2013,PAN_PRD
403,1005,2013,PAN_PRD
395,1005,2013,PAN_PRD
413,1005,2013,PAN_PRD
406,1005,2013,PAN_PRD
398,1005,2013,PAN_PRD
401,1005,2013,PAN_PRD
392,1005,2013,PAN_PRD
412,1005,2013,PAN_PRD
399,1005,2013,PAN_PRD
397,1005,2013,PAN_PRD
427,1006,2013,PANAL
424,1006,2013,PANAL
422,1006,2013,PANAL
488,1006,2013,PANAL
420,1006,2013,PANAL
419,1006,2013,PANAL
426,1006,2013,PANAL
421,1006,2013,PANAL
430,1006,2013,PANAL
429,1006,2013,PANAL
418,1006,2013,PANAL
417,1006,2013,PANAL
416,1006,2013,PANAL
423,1006,2013,PANAL
428,1006,2013,PANAL
425,1006,2013,PANAL
415,1006,2013,PANAL
448,1007,2013,PT
445,1007,2013,PT
434,1007,2013,PT
443,1007,2013,PT
432,1007,2013,PT
442,1007,2013,PT
444,1007,2013,PT
433,1007,2013,PT
439,1007,2013,PT
450,1007,2013,PT
437,1007,2013,PT
441,1007,2013,PT
431,1007,2013,PT
435,1007,2013,PT
451,1007,2013,PT
449,1007,2013,PT
446,1007,2013,PT
440,1007,2013,PT
436,1007,2013,PT
447,1007,2013,PT
438,1007,2013,PT
458,1008,2013,PANAL
456,1008,2013,PANAL
453,1008,2013,PANAL
455,1008,2013,PANAL
454,1008,2013,PANAL
459,1008,2013,NA
452,1008,2013,PANAL
457,1008,2013,PANAL
462,1009,2013,PRI_PVEM
467,1009,2013,PRI_PVEM
461,1009,2013,PRI_PVEM
464,1009,2013,PRI_PVEM
460,1009,2013,PRI_PVEM
468,1009,2013,PRI_PVEM
465,1009,2013,PRI_PVEM
463,1009,2013,PRI_PVEM
466,1009,2013,PRI_PVEM
469,1009,2013,PRI_PVEM
480,1010,2013,PT
481,1010,2013,PT
482,1010,2013,PT
485,1010,2013,PT
486,1010,2013,PT
479,1010,2013,PT
483,1010,2013,PT
484,1010,2013,PT
474,1011,2013,PRI_PVEM
473,1011,2013,PRI_PVEM
478,1011,2013,PRI_PVEM
404,1011,2013,PRI_PVEM
476,1011,2013,PRI_PVEM
475,1011,2013,PRI_PVEM
477,1011,2013,PRI_PVEM
470,1011,2013,PRI_PVEM
472,1011,2013,PRI_PVEM
471,1011,2013,PRI_PVEM
128,1001,2016,PAN
606,1001,2016,PAN
490,1001,2016,PAN
302,1001,2016,PAN
603,1001,2016,PAN
502,1001,2016,PAN
183,1001,2016,PAN
289,1001,2016,PAN
191,1001,2016,PAN
126,1001,2016,PAN
494,1001,2016,PAN
79,1001,2016,PAN
207,1001,2016,PAN
14,1001,2016,PAN
336,1001,2016,PAN
566,1001,2016,PAN
501,1001,2016,PAN
77,1001,2016,PAN
74,1001,2016,PAN
310,1001,2016,PAN
599,1001,2016,PAN
529,1001,2016,PAN
34,1001,2016,PAN
250,1001,2016,PAN
120,1001,2016,PAN
182,1001,2016,PAN
267,1001,2016,PAN
505,1001,2016,PAN
116,1001,2016,PAN
123,1001,2016,PAN
82,1001,2016,PAN
53,1001,2016,PAN
161,1001,2016,PAN
159,1001,2016,PAN
165,1001,2016,PAN
525,1001,2016,PAN
515,1001,2016,PAN
571,1001,2016,PAN
307,1001,2016,PAN
288,1001,2016,PAN
519,1001,2016,PAN
160,1001,2016,PAN
282,1001,2016,PAN
7,1001,2016,PAN
516,1001,2016,PAN
72,1001,2016,PAN
206,1001,2016,PAN
174,1001,2016,PAN
68,1001,2016,PAN
295,1001,2016,PAN
301,1001,2016,PAN
150,1001,2016,PAN
556,1001,2016,PAN
94,1001,2016,PAN
4,1001,2016,PAN
536,1001,2016,PAN
510,1001,2016,PAN
512,1001,2016,PAN
331,1001,2016,PAN
495,1001,2016,PAN
313,1001,2016,PAN
517,1001,2016,PAN
518,1001,2016,PAN
133,1001,2016,PAN
513,1001,2016,PAN
222,1001,2016,PAN
576,1001,2016,PAN
524,1001,2016,PAN
50,1001,2016,PAN
257,1001,2016,PAN
135,1001,2016,PAN
193,1001,2016,PAN
532,1001,2016,PAN
591,1001,2016,PAN
539,1001,2016,PAN
544,1001,2016,PAN
561,1001,2016,PAN
545,1001,2016,PAN
546,1001,2016,PAN
137,1001,2016,PAN
337,1001,2016,PAN
550,1001,2016,PAN
499,1001,2016,PAN
148,1001,2016,PAN
559,1001,2016,PAN
327,1001,2016,PAN
563,1001,2016,PAN
60,1001,2016,PAN
189,1001,2016,PAN
56,1001,2016,PAN
569,1001,2016,PAN
21,1001,2016,PAN
146,1001,2016,PAN
17,1001,2016,PAN
244,1001,2016,PAN
573,1001,2016,PAN
48,1001,2016,PAN
306,1001,2016,PAN
251,1001,2016,PAN
567,1001,2016,PAN
32,1001,2016,PAN
572,1001,2016,PAN
587,1001,2016,PAN
586,1001,2016,PAN
11,1001,2016,PAN
318,1001,2016,PAN
127,1001,2016,PAN
526,1001,2016,PAN
296,1001,2016,PAN
131,1001,2016,PAN
69,1001,2016,PAN
209,1001,2016,PAN
24,1001,2016,PAN
216,1001,2016,PAN
252,1001,2016,PAN
176,1001,2016,PAN
13,1001,2016,PAN
86,1001,2016,PAN
549,1001,2016,PAN
152,1001,2016,PAN
203,1001,2016,PAN
204,1001,2016,PAN
236,1001,2016,PAN
208,1001,2016,PAN
214,1001,2016,PAN
562,1001,2016,PAN
49,1001,2016,PAN
541,1001,2016,PAN
211,1001,2016,PAN
201,1001,2016,PAN
235,1001,2016,PAN
332,1001,2016,PAN
590,1001,2016,PAN
200,1001,2016,PAN
565,1001,2016,PAN
103,1001,2016,PAN
226,1001,2016,PAN
225,1001,2016,PAN
268,1001,2016,PAN
105,1001,2016,PAN
173,1001,2016,PAN
95,1001,2016,PAN
223,1001,2016,PAN
30,1001,2016,PAN
238,1001,2016,PAN
256,1001,2016,PAN
15,1001,2016,PAN
55,1001,2016,PAN
283,1001,2016,PAN
281,1001,2016,PAN
163,1001,2016,PAN
187,1001,2016,PAN
298,1001,2016,PAN
275,1001,2016,PAN
534,1001,2016,PAN
228,1001,2016,PAN
192,1001,2016,PAN
514,1001,2016,PAN
138,1001,2016,PAN
186,1001,2016,PAN
271,1001,2016,PAN
156,1001,2016,PAN
132,1001,2016,PAN
3,1001,2016,PAN
177,1001,2016,PAN
188,1001,2016,PAN
594,1001,2016,PAN
47,1001,2016,PAN
140,1001,2016,PAN
144,1001,2016,PAN
270,1001,2016,PAN
277,1001,2016,PAN
593,1001,2016,PAN
266,1001,2016,PAN
230,1001,2016,PAN
315,1001,2016,PAN
491,1001,2016,PAN
259,1001,2016,PAN
9,1001,2016,PAN
258,1001,2016,PAN
579,1001,2016,PAN
10,1001,2016,PAN
154,1001,2016,PAN
297,1001,2016,PAN
243,1001,2016,PAN
6,1001,2016,PAN
59,1001,2016,PAN
286,1001,2016,PAN
99,1001,2016,PAN
542,1001,2016,PAN
155,1001,2016,PAN
184,1001,2016,PAN
118,1001,2016,PAN
602,1001,2016,PAN
119,1001,2016,PAN
330,1001,2016,PAN
217,1001,2016,PAN
506,1001,2016,PAN
220,1001,2016,PAN
107,1001,2016,PAN
568,1001,2016,PAN
125,1001,2016,PAN
229,1001,2016,PAN
241,1001,2016,PAN
294,1001,2016,PAN
164,1001,2016,PAN
245,1001,2016,PAN
20,1001,2016,PAN
293,1001,2016,PAN
521,1001,2016,PAN
548,1001,2016,PAN
285,1001,2016,PAN
102,1001,2016,PAN
87,1001,2016,PAN
605,1001,2016,PAN
70,1001,2016,PAN
555,1001,2016,PAN
508,1001,2016,PAN
41,1001,2016,PAN
269,1001,2016,PAN
210,1001,2016,PAN
299,1001,2016,PAN
31,1001,2016,PAN
600,1001,2016,PAN
57,1001,2016,PAN
39,1001,2016,PAN
90,1001,2016,PAN
61,1001,2016,PAN
290,1001,2016,PAN
28,1001,2016,PAN
240,1001,2016,PAN
538,1001,2016,PAN
112,1001,2016,PAN
489,1001,2016,PAN
224,1001,2016,PAN
522,1001,2016,PAN
317,1001,2016,PAN
54,1001,2016,PAN
498,1001,2016,PAN
76,1001,2016,PAN
284,1001,2016,PAN
153,1001,2016,PAN
263,1001,2016,PAN
149,1001,2016,PAN
260,1001,2016,PAN
168,1001,2016,PAN
333,1001,2016,PAN
575,1001,2016,PAN
22,1001,2016,PAN
212,1001,2016,PAN
71,1001,2016,PAN
580,1001,2016,PAN
109,1001,2016,PAN
169,1001,2016,PAN
36,1001,2016,PAN
540,1001,2016,PAN
62,1001,2016,PAN
194,1001,2016,PAN
589,1001,2016,PAN
584,1001,2016,PAN
221,1001,2016,PAN
121,1001,2016,PAN
551,1001,2016,PAN
51,1001,2016,PAN
500,1001,2016,PAN
227,1001,2016,PAN
83,1001,2016,PAN
496,1001,2016,PAN
598,1001,2016,PAN
23,1001,2016,PAN
96,1001,2016,PAN
37,1001,2016,PAN
547,1001,2016,PAN
44,1001,2016,PAN
205,1001,2016,PAN
130,1001,2016,PAN
581,1001,2016,PAN
167,1001,2016,PAN
334,1001,2016,PAN
85,1001,2016,PAN
305,1001,2016,PAN
578,1001,2016,PAN
607,1001,2016,PAN
233,1001,2016,PAN
314,1001,2016,PAN
323,1001,2016,PAN
25,1001,2016,PAN
84,1001,2016,PAN
322,1001,2016,PAN
1,1001,2016,PAN
531,1001,2016,PAN
328,1001,2016,PAN
80,1001,2016,PAN
527,1001,2016,PAN
595,1001,2016,PAN
110,1001,2016,PAN
585,1001,2016,PAN
582,1001,2016,PAN
528,1001,2016,PAN
141,1001,2016,PAN
106,1001,2016,PAN
300,1001,2016,PAN
162,1001,2016,PAN
170,1001,2016,PAN
218,1001,2016,PAN
52,1001,2016,PAN
564,1001,2016,PAN
26,1001,2016,PAN
588,1001,2016,PAN
8,1001,2016,PAN
552,1001,2016,PAN
147,1001,2016,PAN
242,1001,2016,PAN
115,1001,2016,PAN
274,1001,2016,PAN
504,1001,2016,PAN
195,1001,2016,PAN
335,1001,2016,PAN
265,1001,2016,PAN
507,1001,2016,PAN
249,1001,2016,PAN
262,1001,2016,PAN
292,1001,2016,PAN
287,1001,2016,PAN
38,1001,2016,PAN
597,1001,2016,PAN
196,1001,2016,PAN
33,1001,2016,PAN
592,1001,2016,PAN
558,1001,2016,PAN
111,1001,2016,PAN
114,1001,2016,PAN
124,1001,2016,PAN
171,1001,2016,PAN
325,1001,2016,PAN
178,1001,2016,PAN
197,1001,2016,PAN
215,1001,2016,PAN
157,1001,2016,PAN
73,1001,2016,PAN
537,1001,2016,PAN
255,1001,2016,PAN
139,1001,2016,PAN
40,1001,2016,PAN
604,1001,2016,PAN
309,1001,2016,PAN
113,1001,2016,PAN
185,1001,2016,PAN
213,1001,2016,PAN
97,1001,2016,PAN
145,1001,2016,PAN
261,1001,2016,PAN
136,1001,2016,PAN
16,1001,2016,PAN
247,1001,2016,PAN
75,1001,2016,PAN
43,1001,2016,PAN
42,1001,2016,PAN
253,1001,2016,PAN
64,1001,2016,PAN
88,1001,2016,PAN
35,1001,2016,PAN
231,1001,2016,PAN
278,1001,2016,PAN
19,1001,2016,PAN
199,1001,2016,PAN
530,1001,2016,PAN
596,1001,2016,PAN
2,1001,2016,PAN
237,1001,2016,PAN
66,1001,2016,PAN
27,1001,2016,PAN
583,1001,2016,PAN
93,1001,2016,PAN
320,1001,2016,PAN
158,1001,2016,PAN
291,1001,2016,PAN
557,1001,2016,PAN
601,1001,2016,PAN
316,1001,2016,PAN
543,1001,2016,PAN
511,1001,2016,PAN
58,1001,2016,PAN
78,1001,2016,PAN
46,1001,2016,PAN
63,1001,2016,PAN
509,1001,2016,PAN
202,1001,2016,PAN
12,1001,2016,PAN
324,1001,2016,PAN
181,1001,2016,PAN
503,1001,2016,PAN
248,1001,2016,PAN
272,1001,2016,PAN
100,1001,2016,PAN
329,1001,2016,PAN
45,1001,2016,PAN
308,1001,2016,PAN
108,1001,2016,PAN
172,1001,2016,PAN
264,1001,2016,PAN
497,1001,2016,PAN
574,1001,2016,PAN
65,1001,2016,PAN
535,1001,2016,PAN
279,1001,2016,PAN
523,1001,2016,PAN
18,1001,2016,PAN
219,1001,2016,PAN
321,1001,2016,PAN
5,1001,2016,PAN
239,1001,2016,PAN
311,1001,2016,PAN
180,1001,2016,PAN
570,1001,2016,PAN
190,1001,2016,PAN
92,1001,2016,PAN
273,1001,2016,PAN
553,1001,2016,PAN
246,1001,2016,PAN
280,1001,2016,PAN
104,1001,2016,PAN
198,1001,2016,PAN
560,1001,2016,PAN
175,1001,2016,PAN
232,1001,2016,PAN
142,1001,2016,PAN
91,1001,2016,PAN
151,1001,2016,PAN
533,1001,2016,PAN
577,1001,2016,PAN
492,1001,2016,PAN
304,1001,2016,PAN
143,1001,2016,PAN
554,1001,2016,PAN
101,1001,2016,PAN
326,1001,2016,PAN
179,1001,2016,PAN
493,1001,2016,PAN
29,1001,2016,PAN
276,1001,2016,PAN
520,1001,2016,PAN
129,1001,2016,PAN
122,1001,2016,PAN
303,1001,2016,PAN
67,1001,2016,PAN
134,1001,2016,PAN
117,1001,2016,PAN
312,1001,2016,PAN
254,1001,2016,PAN
234,1001,2016,PAN
89,1001,2016,PAN
344,1002,2016,PRI_PT_PANAL
354,1002,2016,PRI_PT_PANAL
338,1002,2016,PRI_PT_PANAL
351,1002,2016,PRI_PT_PANAL
339,1002,2016,PRI_PT_PANAL
343,1002,2016,PRI_PT_PANAL
349,1002,2016,PRI_PT_PANAL
340,1002,2016,PRI_PT_PANAL
346,1002,2016,PRI_PT_PANAL
342,1002,2016,PRI_PT_PANAL
353,1002,2016,PRI_PT_PANAL
348,1002,2016,PRI_PT_PANAL
350,1002,2016,PRI_PT_PANAL
345,1002,2016,PRI_PT_PANAL
341,1002,2016,PRI_PT_PANAL
347,1002,2016,PRI_PT_PANAL
352,1002,2016,PRI_PT_PANAL
372,1003,2016,PAN
356,1003,2016,PAN
371,1003,2016,PAN
359,1003,2016,PAN
358,1003,2016,PAN
362,1003,2016,PAN
378,1003,2016,PAN
360,1003,2016,PAN
364,1003,2016,PAN
363,1003,2016,PAN
373,1003,2016,PAN
383,1003,2016,PAN
380,1003,2016,PAN
366,1003,2016,PAN
369,1003,2016,PAN
367,1003,2016,PAN
384,1003,2016,PAN
385,1003,2016,PAN
357,1003,2016,PAN
370,1003,2016,PAN
365,1003,2016,PAN
377,1003,2016,PAN
361,1003,2016,PAN
379,1003,2016,PAN
374,1003,2016,PAN
375,1003,2016,PAN
382,1003,2016,PAN
386,1003,2016,PAN
355,1003,2016,PAN
381,1003,2016,PAN
376,1003,2016,PAN
387,1004,2016,Independent
390,1004,2016,Independent
391,1004,2016,Independent
389,1004,2016,Independent
388,1004,2016,Independent
400,1005,2016,PAN
413,1005,2016,PAN
412,1005,2016,PAN
397,1005,2016,PAN
411,1005,2016,PAN
399,1005,2016,PAN
406,1005,2016,PAN
403,1005,2016,PAN
393,1005,2016,PAN
405,1005,2016,PAN
