ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,13,B,1,0,B,67,214,2,0,4,173,6,27,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,501,0,23,524,748,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0013B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,13,C,1,0,C01,64,214,2,1,4,179,6,31,0,1,1,0,0,7,0,6,0,,,,,,,,,,,,,,,516,0,25,541,747,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0013C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,13,C,2,0,C02,57,214,5,0,7,162,1,24,0,0,2,0,0,4,0,11,0,,,,,,,,,,,,,,,487,0,20,507,747,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0013C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,14,B,1,0,B,54,161,0,2,4,123,8,15,0,0,0,0,0,1,0,8,0,,,,,,,,,,,,,,,376,0,18,394,600,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0014B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,14,C,1,0,C01,63,181,2,2,7,139,6,15,1,0,0,0,0,6,0,4,0,,,,,,,,,,,,,,,426,0,19,445,600,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0014C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,14,C,2,0,C02,57,169,0,1,3,148,5,17,2,0,2,0,0,3,1,6,0,,,,,,,,,,,,,,,414,0,15,428,599,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0014C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,14,S,1,0,S01,44,72,1,3,4,118,1,13,1,0,0,0,0,1,1,3,1,,,,,,,,,,,,,,,263,0,9,272,0,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0014S1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,15,B,1,0,B,61,159,1,0,3,149,6,18,0,3,0,0,0,6,1,9,0,,,,,,,,,,,,,,,416,0,0,435,613,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0015B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,15,C,1,0,C01,66,172,0,0,4,150,6,19,1,1,0,0,0,4,0,6,1,,,,,,,,,,,,,,,430,0,13,443,612,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0015C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,16,B,1,0,B,60,165,3,1,3,93,10,33,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,373,0,13,386,500,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0016B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,16,C,1,0,C01,61,159,3,0,0,101,4,19,1,2,1,0,0,4,0,0,3,,,,,,,,,,,,,,,358,0,7,365,500,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0016C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,17,B,1,0,B,51,153,2,0,4,81,4,10,0,1,0,0,0,1,0,2,2,,,,,,,,,,,,,,,311,0,14,325,446,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0017B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,17,C,1,0,C01,52,121,2,1,1,88,13,15,2,0,0,0,0,4,0,0,3,,,,,,,,,,,,,,,302,0,4,306,445,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0017C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,18,B,1,0,B,83,154,1,3,6,103,3,31,1,0,1,0,0,7,0,1,0,,,,,,,,,,,,,,,394,0,18,412,537,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0018B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,18,C,1,0,C01,62,161,1,2,7,92,4,29,0,0,0,0,0,6,0,7,0,,,,,,,,,,,,,,,371,0,12,383,537,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0018C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,18,E,1,0,E01,70,134,1,1,6,74,0,11,0,1,1,0,0,1,0,4,0,,,,,,,,,,,,,,,304,0,17,321,443,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0018E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,19,B,1,0,B,64,209,1,1,4,171,4,31,1,0,0,0,1,6,0,8,0,,,,,,,,,,,,,,,501,0,23,524,732,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0019B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,19,C,1,0,C01,68,216,2,2,6,158,4,29,2,2,0,0,0,5,0,13,0,,,,,,,,,,,,,,,507,0,22,529,732,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0019C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,19,C,2,0,C02,75,243,2,0,1,151,5,31,0,0,0,0,0,5,0,10,0,,,,,,,,,,,,,,,523,0,26,549,732,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0019C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,19,C,3,0,C03,82,211,3,1,4,177,12,24,2,1,0,0,0,0,0,8,0,,,,,,,,,,,,,,,525,0,18,543,732,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0019C3.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,20,B,1,0,B,17,94,2,1,0,85,3,7,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,212,0,8,220,319,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0020B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,20,E,1,0,E01,22,34,0,1,0,52,2,2,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,117,0,12,129,253,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0020E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,21,B,1,0,B,47,70,5,1,5,120,1,31,3,1,0,0,0,0,0,8,1,,,,,,,,,,,,,,,293,0,24,317,556,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0021B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,22,B,1,0,B,52,74,2,2,8,360,0,36,0,0,0,0,0,2,0,6,1,,,,,,,,,,,,,,,543,0,12,555,721,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0022B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,23,B,1,0,B,29,137,6,2,14,163,4,45,2,1,2,0,2,6,0,6,1,,,,,,,,,,,,,,,420,0,22,442,606,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0023B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,23,C,1,0,C01,38,135,3,4,7,183,2,25,1,1,1,0,0,6,0,7,1,,,,,,,,,,,,,,,414,0,4,433,605,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0023C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,24,B,1,0,B,2,109,0,0,5,33,0,4,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,,,157,0,5,161,239,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0024B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,24,E,1,0,E01,58,116,3,2,0,139,4,42,5,4,0,0,0,5,1,9,0,,,,,,,,,,,,,,,388,0,15,453,654,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0024E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,25,B,1,0,B,32,157,5,1,1,113,0,16,0,0,0,0,1,4,1,5,0,,,,,,,,,,,,,,,336,1,8,345,456,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0025B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,25,C,1,0,C01,39,151,0,1,6,109,2,14,0,1,0,0,0,0,1,11,0,,,,,,,,,,,,,,,335,0,20,355,456,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0025C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,26,B,1,0,B,104,118,2,1,7,78,3,69,3,2,1,0,0,0,0,9,0,,,,,,,,,,,,,,,397,0,12,409,571,Acta levantada en consejo,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0026B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,27,B,1,0,B,62,140,0,0,2,135,3,14,0,0,0,0,0,4,0,5,0,,,,,,,,,,,,,,,365,0,15,380,519,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0027B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,27,E,1,0,E01,65,72,1,2,5,82,1,8,2,0,1,1,0,3,0,5,0,,,,,,,,,,,,,,,248,0,14,262,385,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0027E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,27,E,1,1,E01C01,66,53,2,0,5,108,4,12,1,0,0,0,1,2,0,6,1,,,,,,,,,,,,,,,261,0,9,270,385,Acta levantada en consejo,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0027E1C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,28,B,1,0,B,69,179,0,25,15,129,6,6,2,0,0,0,0,2,0,9,0,,,,,,,,,,,,,,,442,0,16,458,603,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0028B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,29,B,1,0,B,24,38,1,1,23,31,2,17,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,141,0,5,146,222,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0029B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,30,B,1,0,B,16,95,0,3,7,136,1,9,0,0,0,0,0,5,1,5,0,,,,,,,,,,,,,,,278,0,11,289,385,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0030B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,30,C,1,0,C01,28,86,0,0,4,120,2,15,1,0,0,0,0,9,0,0,0,,,,,,,,,,,,,,,265,0,15,280,384,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0030C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,30,E,1,0,E01,30,122,0,4,3,136,2,16,0,0,0,0,0,17,0,0,0,,,,,,,,,,,,,,,330,0,16,346,511,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0030E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,31,B,1,0,B,51,202,2,1,12,171,4,17,2,1,2,1,0,4,11,0,1,,,,,,,,,,,,,,,482,0,15,497,590,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0031B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,32,B,1,0,B,40,89,3,1,25,81,3,12,0,1,1,2,0,4,0,2,1,,,,,,,,,,,,,,,265,0,15,280,397,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0032B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,32,C,1,0,C01,59,88,2,0,19,98,1,12,0,0,0,0,0,6,1,10,0,,,,,,,,,,,,,,,296,0,13,309,397,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0032C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,33,B,1,0,B,57,179,2,1,14,154,0,2,1,0,0,0,0,7,0,4,0,,,,,,,,,,,,,,,421,0,20,451,498,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0033B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,33,E,1,0,E01,94,111,8,1,18,148,2,105,4,3,0,0,1,7,1,8,0,,,,,,,,,,,,,,,511,0,20,531,637,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0033E1.pdf
28,TAMAULIPAS,18,ALTAMIRA,2,ALDAMA,33,E,2,0,E02,26,33,1,1,13,50,0,5,0,0,1,0,0,1,0,5,1,,,,,,,,,,,,,,,137,0,4,141,177,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALDAMA/0033E2.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,B,1,0,B,139,97,3,11,9,4,14,79,2,2,3,0,1,2,1,1,0,,,,,,,,,,,,,,,368,0,10,378,675,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,1,0,C01,143,104,0,8,5,4,11,99,1,2,3,1,1,1,1,0,0,,,,,,,,,,,,,,,384,1,13,398,675,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,2,0,C02,146,92,1,12,14,1,7,101,1,2,0,0,0,3,0,3,0,,,,,,,,,,,,,,,383,1,9,393,675,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,3,0,C03,150,102,3,8,4,1,6,84,4,5,2,0,1,4,2,2,0,,,,,,,,,,,,,,,378,0,6,384,675,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034C3.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,4,0,C04,147,107,1,6,13,4,17,79,4,3,4,0,2,2,0,2,0,,,,,,,,,,,,,,,391,0,9,400,675,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034C4.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,5,0,C05,133,117,4,8,6,6,13,87,6,1,2,0,3,6,0,2,0,,,,,,,,,,,,,,,394,0,16,410,674,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0034C5.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,B,1,0,B,115,74,4,7,6,1,3,84,1,6,2,0,1,4,0,2,0,,,,,,,,,,,,,,,310,0,14,324,510,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0035B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,C,1,0,C01,110,89,0,6,7,3,1,71,2,0,1,0,1,0,3,1,0,,,,,,,,,,,,,,,295,0,14,309,509,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0035C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,C,2,0,C02,118,14,0,9,6,4,7,80,5,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,247,0,5,322,509,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0035C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,B,1,0,B,150,108,2,17,7,7,8,106,6,5,2,0,1,2,1,0,0,,,,,,,,,,,,,,,422,0,12,434,711,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0036B1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,C,1,0,C01,136,107,4,8,4,11,7,85,6,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,371,0,6,371,710,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0036C1.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,C,2,0,C02,186,104,6,8,9,3,2,91,5,1,0,0,4,3,0,4,0,,,,,,,,,,,,,,,426,0,13,439,710,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0036C2.pdf
28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,37,B,1,0,B,82,71,1,19,6,5,6,82,3,0,1,0,1,2,2,2,0,,,,,,,,,,,,,,,283,0,9,292,434,Acta Casilla,Anulada,https://trieltam.org.mx/expediente/te-rin-23-2018-y-su-acumulado/,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/ALTAMIRA/0037B1.pdf
