CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,B,138,117,6,2,1,3,7,5,2,,0,281,12,294,613,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,C01,136,124,10,4,1,5,3,2,3,,0,288,8,296,613,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,C02,117,128,3,1,0,9,4,7,5,,0,274,2,276,613,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,C03,100,111,2,1,2,5,5,4,7,,0,237,5,242,612,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,C04,117,118,5,0,2,9,2,4,5,,0,262,10,272,612,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,E01,169,128,7,4,1,8,11,8,5,,0,341,12,353,685,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750E1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,E01C01,169,132,8,3,0,5,8,11,7,,0,343,7,353,685,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750E1 C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,E01C02,149,130,8,4,1,6,8,12,5,,1,323,11,335,684,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750E1 C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,E01C03,172,126,5,5,2,7,3,10,6,,0,336,0,336,684,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750E1 C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0750,E01C04,153,131,6,3,1,6,8,13,8,,0,329,10,339,684,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0750E1 C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0751,B,168,90,4,5,2,9,1,3,2,,0,284,5,289,686,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0751B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0752,B,198,95,4,2,3,4,6,4,0,,0,316,7,323,669,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0752B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0752,C01,174,104,4,4,2,2,0,10,0,,0,300,8,308,668,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0752C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0753,B,160,87,6,3,1,4,7,4,4,,1,276,5,282,582,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0753B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0753,C01,163,78,5,3,1,6,4,7,4,,0,271,8,279,582,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0753C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0754,B,133,145,4,7,1,8,6,3,6,,0,313,10,323,680,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0754B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0754,C01,128,166,7,3,0,5,4,4,8,,2,325,13,340,680,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0754C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0754,C02,145,160,2,1,1,3,4,4,5,,0,325,11,336,679,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0754C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0754,C03,138,162,6,1,0,7,8,6,7,,0,335,7,342,679,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0754C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0754,C04,135,150,7,1,1,4,5,5,5,,0,313,16,329,679,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0754C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0755,B,156,146,8,6,2,5,3,8,7,,0,341,12,353,697,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0755B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0755,C01,136,157,12,4,1,4,6,9,7,,0,336,8,344,696,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0755C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,B,116,117,8,3,2,10,6,9,2,,0,273,9,282,675,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C01,138,127,7,4,1,9,6,5,5,,0,302,9,311,675,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C02,144,138,12,3,1,9,10,6,6,,0,329,12,341,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C03,134,114,5,3,2,8,6,2,4,,0,278,6,284,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C04,172,135,8,3,0,11,8,7,1,,0,345,8,353,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C05,109,138,8,4,2,5,3,4,8,,0,281,3,284,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C5.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0756,C06,136,134,5,3,3,5,5,3,6,,0,300,4,304,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0756C6.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0757,B,137,100,12,5,1,5,1,8,2,,1,271,9,281,589,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0757B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0757,C01,142,113,13,2,2,3,6,1,2,,0,284,5,289,589,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0757C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0757,C02,157,96,12,3,1,5,3,5,0,,0,282,11,289,589,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0757C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0758,B,160,137,6,4,4,4,2,13,4,,0,334,13,347,661,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0758B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0758,C01,150,141,2,6,1,7,8,12,6,,0,333,12,345,661,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0758C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0758,C02,175,138,8,2,1,6,10,7,3,,0,350,4,354,661,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0758C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0758,C03,139,143,4,1,3,5,6,6,8,,0,315,6,321,661,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0758C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,B,113,151,6,2,2,4,3,6,8,,0,295,8,303,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,C01,145,112,1,5,0,7,10,4,6,,0,290,13,303,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,C02,177,106,6,1,3,9,23,4,2,,2,331,7,340,641,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,C03,132,153,7,5,2,3,7,5,4,,1,318,5,324,641,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,C04,157,108,3,3,0,4,6,8,12,,0,301,7,308,641,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0759,C05,138,118,2,7,1,15,7,6,2,,2,296,5,303,641,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0759C5.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0763,B,173,108,5,1,2,3,8,3,4,,0,307,5,312,638,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0763B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0763,C01,181,91,8,3,4,9,7,3,3,,0,309,9,318,638,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0763C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0764,B,87,112,1,3,0,1,4,2,2,,0,212,3,215,548,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0764B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0764,C01,112,113,3,3,2,12,11,0,5,,0,261,9,270,548,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0764C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,B,143,130,6,7,0,6,4,7,2,,0,305,16,321,658,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,C01,125,126,5,4,1,10,6,3,6,,0,286,9,295,657,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,C02,134,125,3,2,4,4,5,3,2,,0,282,5,287,657,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01,186,96,9,5,2,3,8,5,15,,0,329,0,335,718,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01C01,201,94,3,6,0,6,7,6,11,,0,334,0,334,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1 C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01C02,174,103,7,6,4,4,5,5,17,,0,325,3,328,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1 C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01C03,188,103,3,2,2,8,2,8,5,,0,321,3,324,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1 C3.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01C04,174,116,6,1,1,10,5,10,4,,0,327,0,327,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1 C4.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0765,E01C05,208,99,2,4,2,9,4,3,8,,0,339,7,346,717,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0765E1 C5.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0766,B,137,109,6,5,2,8,4,8,1,,1,280,9,290,621,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0766B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0766,C01,113,118,5,0,3,7,7,7,2,,0,262,11,273,621,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0766C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0778,B,128,98,3,4,0,3,4,0,5,,0,245,6,251,619,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0778B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0778,C01,149,95,1,1,1,3,3,8,6,,0,267,10,277,619,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0778C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0779,B,160,110,6,3,2,5,5,7,2,,0,300,7,307,638,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0779B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0779,C01,149,121,2,2,3,7,6,7,3,,0,300,0,313,637,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0779C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0780,B,130,91,4,7,1,10,5,3,4,,0,255,13,267,529,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0780B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0780,C01,118,75,7,5,1,11,6,1,3,,0,227,8,235,528,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0780C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0780,C02,116,110,2,3,1,11,10,5,2,,0,260,6,262,528,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0780C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0781,B,136,126,6,3,1,8,6,11,3,,0,300,7,307,646,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0781B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0781,C01,136,126,3,8,8,6,5,2,2,,0,296,8,305,645,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0781C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0782,B,129,110,3,3,1,5,3,9,8,,0,271,8,279,604,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0782B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0782,C01,120,122,5,1,0,13,4,4,3,,1,272,7,280,603,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0782C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0783,B,89,81,1,1,2,7,3,4,2,,0,190,9,199,477,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0783B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0783,C01,81,83,1,2,0,9,8,3,3,,0,190,7,197,476,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0783C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0809,B,140,80,1,5,0,6,6,1,5,,0,244,10,254,544,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0809B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0809,C01,138,95,6,3,0,6,7,6,3,,0,264,0,270,543,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0809C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0810,B,123,109,6,1,2,7,12,9,1,,0,270,0,372,618,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0810B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0810,C01,143,108,4,1,3,9,12,4,6,,0,290,10,300,618,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0810C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0810,C02,145,122,5,3,1,1,15,3,2,,0,297,0,349,617,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0810C2.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0811,B,123,6,10,2,2,7,1,4,4,,0,159,0,159,568,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0811B.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0811,C01,127,83,5,4,6,5,5,5,2,,0,242,8,250,567,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0811C1.pdf
2,28,TAMAULIPAS,01,NUEVO LAREDO,27,NUEVO LAREDO,0811,C02,160,88,4,1,1,2,5,6,5,,0,272,8,280,567,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 01/D_0811C2.pdf
