CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0543,C01,137,155,4,6,0,28,6,16,10,,1,362,7,370,675,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0543C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0543,C02,154,133,4,6,1,24,7,22,11,,1,362,6,369,675,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0543C2.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0543,C03,136,136,2,3,4,29,3,15,7,,1,335,10,347,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0543C3.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0543,C04,131,132,4,7,3,30,13,27,12,,1,359,10,370,674,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0543C4.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0544,B,79,112,3,7,1,25,6,12,5,,2,250,6,258,536,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0544B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0544,C01,87,97,3,4,2,13,2,9,7,,0,224,13,237,536,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0544C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0548,B,104,144,2,4,0,19,7,6,9,,1,295,8,304,592,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0548B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0548,C01,75,163,2,5,2,17,4,7,9,,1,284,10,295,591,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0548C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0549,B,76,75,2,1,0,9,11,8,14,,0,196,9,205,407,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0549B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0549,C01,64,85,2,0,2,9,9,10,7,,1,188,3,192,407,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0549C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0550,B,73,84,1,3,1,9,11,12,7,,0,201,5,206,400,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0550B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0550,C01,61,105,2,0,2,9,9,19,8,,0,215,15,230,399,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0550C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0551,B,138,142,3,3,5,15,5,6,7,,1,324,10,335,615,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0551B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,B,130,151,12,9,3,23,10,10,9,,0,357,8,365,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C01,135,158,5,7,2,23,9,17,7,,0,363,7,370,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C02,141,126,4,5,4,18,6,19,16,,0,339,14,353,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C2.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C03,133,129,3,5,2,25,4,11,10,,0,322,16,338,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C3.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C04,154,149,2,2,1,17,7,19,0,,1,351,6,367,716,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C4.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C05,130,137,7,7,6,17,4,14,9,,0,331,15,346,715,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C5.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C06,149,131,6,10,4,22,2,13,8,,0,345,8,353,715,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C6.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C07,150,165,3,9,1,20,9,14,16,,0,387,12,399,715,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C7.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,C08,122,175,5,9,3,26,6,15,16,,2,377,12,391,715,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0552C8.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0553,B,112,131,1,2,4,17,8,15,9,,0,299,14,313,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0553B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0553,C01,121,125,3,3,4,24,8,12,12,,0,312,12,324,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0553C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0554,B,76,95,3,0,2,8,9,17,6,,1,216,10,227,410,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0554B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0554,C01,56,103,3,2,2,10,6,11,12,,0,205,8,213,409,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0554C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0555,B,77,133,2,1,1,8,7,15,4,,0,248,7,255,439,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0555B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0555,C01,72,134,3,0,0,8,0,8,5,,0,230,1,231,439,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0555C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0556,B,62,97,2,1,1,7,8,10,3,,0,191,9,200,411,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0556B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0556,C01,65,96,3,3,0,8,7,11,6,,0,199,7,206,410,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0556C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0557,B,80,124,2,5,0,12,13,13,5,,0,254,10,264,533,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0557B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0557,C01,76,108,5,6,6,14,3,15,6,,2,239,6,247,532,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0557C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0558,B,66,133,2,5,0,19,5,6,6,,2,242,5,249,500,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0558B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0558,C01,91,99,2,2,1,15,6,11,5,,0,232,8,240,499,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0558C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0559,B,80,76,2,2,0,9,2,6,4,,0,181,5,186,382,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0559B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0559,C01,68,105,0,4,0,9,4,8,7,,0,205,3,208,381,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0559C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0560,B,83,132,1,7,6,20,4,10,7,,0,270,13,283,522,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0560B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0561,B,72,79,1,3,0,14,7,10,4,,0,190,3,193,377,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0561B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0561,C01,63,80,1,2,2,9,14,12,8,,0,191,8,199,377,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0561C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0564,B,70,68,1,2,2,7,6,13,5,,0,174,10,184,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0564B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0564,C01,70,72,2,4,3,11,8,11,6,,0,187,6,193,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0564C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0565,B,84,99,5,0,1,16,9,5,4,,1,223,4,228,489,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0565B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0565,C01,92,96,3,0,1,12,6,9,4,,0,223,8,231,489,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0565C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0566,B,55,126,2,3,3,9,2,6,6,,1,212,3,216,385,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0566B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0566,C01,58,133,1,2,1,9,2,9,1,,0,216,6,222,384,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0566C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0567,B,80,91,4,0,1,13,6,14,4,,0,213,7,220,401,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0567B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0567,C01,78,69,5,5,1,15,5,9,7,,0,194,8,202,400,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0567C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0568,B,60,131,2,0,3,12,5,11,10,,0,234,6,240,428,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0568B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0568,C01,82,86,0,8,3,7,9,11,7,,0,213,4,217,428,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0568C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0569,B,46,97,1,0,2,11,0,8,13,,0,178,2,180,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0569B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0569,C01,199,98,7,1,1,6,6,7,6,,2,331,7,340,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0569C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0570,B,82,140,4,2,1,15,13,16,12,,0,285,12,297,645,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0570B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0571,B,145,143,2,4,2,3,6,10,12,,0,327,7,344,617,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0571B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0572,B,101,105,6,4,1,17,3,12,5,,0,254,11,265,556,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0572B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0572,C01,82,122,2,2,4,18,7,11,4,,0,252,6,258,556,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0572C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0573,B,101,121,8,6,3,21,3,10,9,,1,282,5,288,592,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0573B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0574,B,56,65,3,2,0,10,2,7,1,,0,146,9,155,295,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0574B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0575,B,128,186,3,5,2,19,6,19,8,,1,376,9,386,697,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0575B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0576,B,82,109,1,6,0,10,7,9,8,,0,232,9,241,505,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0576B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0577,B,110,145,3,3,0,22,8,28,7,,0,326,12,338,737,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0577B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0578,B,70,81,5,2,0,15,11,18,5,,0,207,5,212,425,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0578B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0578,C01,80,83,3,5,1,7,11,15,3,,0,208,7,215,424,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0578C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0579,B,85,89,1,4,5,6,4,11,7,,0,212,4,216,380,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0579B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0579,C01,80,87,3,2,0,15,8,11,6,,0,212,7,219,379,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0579C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0582,B,98,138,5,7,0,15,12,20,6,,0,301,14,315,590,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0582B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0583,B,90,125,3,5,4,16,4,24,5,,0,276,8,284,623,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0583B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0584,B,109,137,5,5,0,9,8,15,13,,3,301,14,318,643,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0584B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0585,B,124,177,6,4,2,16,6,13,5,,2,353,10,365,693,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0585B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0586,B,106,137,3,6,1,12,4,14,4,,0,287,10,297,566,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0586B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0587,B,117,118,2,3,0,13,9,11,10,,0,283,9,292,624,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0587B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0588,B,100,75,2,4,2,9,11,12,6,,0,221,12,233,492,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0588B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0588,C01,73,118,2,2,2,10,10,9,5,,0,231,9,240,492,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0588C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0589,B,104,143,4,3,5,23,9,14,5,,0,310,8,318,611,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0589B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0589,C01,139,142,7,6,2,17,1,12,6,,0,332,11,343,610,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0589C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,B,149,152,6,4,3,29,8,9,4,,0,364,16,380,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0590B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,C01,134,145,5,10,3,19,6,17,11,,0,350,19,369,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0590C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,C02,149,157,10,4,1,30,9,20,7,,0,387,19,406,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0590C2.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0591,B,75,127,20,4,2,14,5,5,5,,1,257,5,263,535,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0591B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0591,C01,65,104,41,3,3,10,4,13,4,,0,247,10,257,535,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0591C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0592,B,111,117,3,2,1,18,14,25,7,,0,298,9,307,604,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0592B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0592,C01,124,109,4,4,2,24,6,20,7,,0,300,11,311,603,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0592C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0593,B,122,166,3,3,0,23,13,12,5,,0,347,7,354,738,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0593B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0594,B,123,151,1,6,1,12,5,17,8,,0,324,16,340,631,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0594B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0594,C01,143,121,7,5,3,17,2,10,9,,0,317,0,330,631,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0594C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0595,B,59,104,2,4,2,13,4,11,5,,0,204,4,208,405,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0595B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0596,B,102,133,4,3,1,12,9,14,9,,0,287,4,291,596,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0596B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0596,C01,101,132,1,1,2,10,12,17,17,,0,293,11,304,595,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0596C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0597,B,117,149,6,4,3,21,8,15,6,,0,329,10,339,689,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0597B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0598,B,85,148,4,3,4,12,7,9,8,,0,280,10,290,586,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0598B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0599,B,103,130,4,2,0,9,4,13,8,,0,273,7,280,577,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0599B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0602,B,104,90,3,3,0,12,10,8,8,,0,238,5,243,482,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0602B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0602,C01,88,91,4,3,2,9,4,8,6,,0,215,6,221,482,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0602C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0603,B,128,142,4,5,11,19,10,16,6,,0,341,10,346,700,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0603B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0604,B,108,111,104,3,0,11,2,12,3,,2,354,12,368,523,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0604B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0604,C01,97,118,3,5,5,16,4,10,5,,0,263,10,273,522,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0604C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0605,B,83,126,1,4,0,16,1,11,4,,0,246,8,254,523,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 12/D_0605B.pdf
