CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1819,2,45,153,43,20,24,23,14,182,26,1,1,3,0,0,,,,46,,0,581,11,592,1085
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,6,142,457,117,66,58,72,26,710,150,4,3,2,0,1,,,,124,,3,1932,68,2003,3856
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1821,2,41,158,25,16,20,16,4,187,32,3,0,2,0,0,,,,34,,0,538,32,570,1047
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1822,2,37,145,29,17,10,6,6,166,51,1,0,2,1,0,,,,32,,0,503,16,519,921
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1823,2,39,142,37,17,26,22,8,155,34,6,2,1,0,0,,,,26,,0,515,21,536,968
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1824,2,40,122,32,21,16,17,13,160,25,0,0,1,0,0,,,,30,,0,477,16,493,832
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1825,2,44,119,20,13,17,23,6,206,28,5,0,0,0,0,,,,25,,0,506,21,527,880
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1826,1,91,127,11,5,16,11,6,143,8,1,1,2,0,0,,,,26,,1,448,22,471,710
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1827,1,54,118,19,9,9,23,6,125,11,2,0,0,0,0,,,,31,,1,407,20,428,609
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1828,1,39,87,13,12,5,25,7,133,14,1,1,0,1,1,,,,24,,3,363,21,387,602
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1829,1,31,86,12,10,2,17,2,75,9,1,0,0,1,0,,,,17,,3,263,11,277,465
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1830,1,37,63,15,9,14,17,9,124,17,0,0,0,0,0,,,,24,,2,329,19,350,607
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1831,4,300,397,87,29,47,61,13,481,38,7,1,2,0,1,,,,122,,0,1586,63,1649,2615
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1832,2,42,189,28,13,15,14,9,227,33,2,0,2,0,0,,,,47,,1,621,23,645,1212
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1833,2,29,126,20,10,10,20,10,152,28,0,1,0,0,0,,,,32,,1,438,18,457,765
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1834,2,29,149,36,31,28,24,10,223,37,2,1,1,1,0,,,,30,,0,602,31,633,1148
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1835,1,33,86,15,16,2,22,5,142,13,2,0,0,0,0,,,,19,,1,355,13,369,581
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1836,1,39,110,23,12,12,15,8,129,19,2,0,0,0,0,,,,25,,0,394,13,407,685
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1837,1,29,82,9,16,31,16,8,115,18,2,2,0,0,0,,,,19,,0,347,12,359,566
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1838,1,42,101,12,10,8,26,9,102,13,3,0,1,0,0,,,,24,,0,351,25,376,599
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1839,1,53,113,16,10,5,21,3,95,14,0,1,0,0,0,,,,30,,0,361,21,382,575
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1840,2,51,100,24,21,11,12,9,137,20,4,2,0,1,0,,,,42,,0,434,32,466,754
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,2,40,97,37,11,14,21,11,146,32,3,1,2,0,1,,,,34,,1,450,14,465,813
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,2,26,126,14,21,15,10,8,176,26,2,0,1,0,0,,,,39,,1,464,18,483,791
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,2,26,123,14,17,13,16,12,182,40,2,0,0,0,0,,,,39,,1,484,19,504,861
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,2,36,167,29,17,12,25,17,170,33,0,2,0,0,0,,,,45,,0,553,27,580,994
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,2,29,130,27,14,12,23,15,161,34,2,0,0,0,0,,,,22,,0,469,17,486,779
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1846,1,34,98,38,15,12,21,7,157,34,0,1,0,0,1,,,,34,,4,452,15,471,724
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,3,37,210,47,33,10,34,8,278,80,43,3,0,0,0,,,,46,,1,829,32,862,1558
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1848,2,39,127,29,18,14,22,14,152,25,1,1,1,0,0,,,,46,,2,489,13,504,867
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1849,2,34,121,28,32,20,28,7,164,36,3,0,1,0,0,,,,29,,1,503,16,520,997
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1850,1,28,64,16,5,11,14,10,116,24,0,0,1,0,0,,,,21,,0,310,10,320,563
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1851,1,23,74,16,12,14,13,9,140,16,0,0,0,0,0,,,,32,,0,349,19,368,594
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1852,1,20,132,20,17,7,23,6,155,11,3,0,0,0,0,,,,31,,0,425,7,432,728
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1853,2,62,126,28,22,8,23,8,180,16,3,3,0,1,0,,,,32,,0,512,27,539,815
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1854,1,16,81,17,10,9,12,12,136,14,1,0,0,0,0,,,,23,,0,331,22,353,697
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1855,1,19,73,16,12,11,12,9,141,21,1,0,0,0,0,,,,30,,0,345,10,355,730
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1856,2,41,99,27,9,42,14,12,194,36,1,0,5,0,0,,,,29,,0,509,6,515,905
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1857,2,32,144,18,19,34,12,11,139,24,1,0,2,0,0,,,,34,,1,470,13,484,873
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1858,2,33,146,17,20,17,20,15,182,20,4,0,1,0,0,,,,24,,1,499,18,518,958
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,5,103,471,78,52,95,64,24,539,105,3,0,5,0,0,,,,98,,1,1637,42,1680,3206
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1860,3,69,232,44,22,24,23,15,332,65,0,1,5,0,0,,,,43,,0,875,22,897,1606
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1861,1,19,104,16,14,7,20,4,126,17,2,0,0,0,0,,,,15,,1,344,17,362,633
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1862,2,106,163,47,45,10,48,21,319,23,7,3,0,0,0,,,,83,,0,875,52,927,1467
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1863,2,35,98,18,11,21,23,6,193,34,2,1,3,0,0,,,,32,,0,477,24,501,828
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1864,2,43,129,22,14,14,16,14,178,27,2,1,0,0,0,,,,20,,2,480,19,501,827
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1865,1,22,77,27,11,7,22,9,116,18,3,0,0,0,0,,,,24,,0,336,12,348,607
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1866,1,26,80,19,14,16,6,8,120,16,1,1,0,0,0,,,,18,,0,325,13,338,577
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1867,1,15,57,14,3,10,5,4,70,22,1,0,0,0,0,,,,12,,0,213,6,219,378
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1868,2,37,201,31,20,27,49,11,248,39,2,1,2,1,1,,,,38,,0,708,26,734,1301
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,13,258,1137,312,212,170,194,80,1562,299,20,5,13,28,11,,,,306,,4,4607,152,4763,9103
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,9,516,838,215,97,97,206,64,1334,132,16,1,6,0,0,,,,302,,6,3824,138,3968,6449
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,5,335,460,86,75,40,15,38,268,91,32,,,,,0,62,,,,2,1502,54,1558,3117
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,3,217,303,51,53,22,10,25,200,49,22,,,,,4,24,,,,1,980,40,1021,1780
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,42,1,106,105,21,22,4,4,10,47,25,6,,,,,0,12,,,,0,362,22,384,594
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,2,102,137,13,8,9,8,6,135,32,4,,,,,0,8,,,,0,462,13,475,843
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,2,87,194,22,23,12,5,26,115,45,13,,,,,1,23,,,,0,566,17,583,1072
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,2,99,155,22,16,10,0,8,88,30,11,,,,,2,12,,,,0,453,9,462,812
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,2,96,166,19,33,7,3,7,59,15,6,,,,,0,12,,,,1,423,12,436,819
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,2,111,188,18,48,6,1,12,90,22,9,,,,,2,9,,,,0,516,19,535,819
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,5,329,512,107,118,41,24,44,306,186,24,,,,,5,54,,,,2,1750,68,1820,3498
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,49,1,50,98,26,27,4,0,6,63,18,2,,,,,0,10,,,,1,304,13,318,573
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,2,128,203,31,46,9,4,7,75,27,3,,,,,2,16,,,,0,551,18,569,1046
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,2,132,131,20,65,5,3,13,103,19,7,,,,,2,18,,,,0,518,18,536,855
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,52,1,95,86,19,33,6,3,5,29,21,7,,,,,0,11,,,,3,315,17,335,594
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,3,210,307,84,61,17,10,30,175,79,22,,,,,4,32,,,,0,1031,39,1070,1979
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,5,350,483,79,88,36,16,37,242,137,30,,,,,9,45,,,,0,1552,38,1590,3040
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,2,198,215,37,30,8,9,16,98,43,19,,,,,0,17,,,,1,690,27,718,1310
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,2,81,283,134,32,18,15,17,120,72,29,,,,,1,29,,,,0,831,31,862,1382
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,2,59,267,141,59,15,3,23,102,57,29,,,,,3,18,,,,3,776,38,817,1484
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,2,30,147,48,9,8,3,9,108,25,14,,,,,1,5,,,,0,407,16,423,778
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,59,1,19,97,11,25,8,2,7,128,16,1,,,,,1,14,,,,0,329,14,343,534
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,1,8,36,13,5,4,2,3,7,1,2,,,,,0,1,,,,0,82,9,91,134
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,945,2,102,204,30,44,8,68,54,102,30,10,,,,,2,14,,,,0,668,30,698,1032
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,946,2,152,197,53,48,7,46,40,113,11,7,,,,,1,10,,,,0,685,25,710,979
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,947,2,111,234,98,56,14,58,67,183,11,15,,,,,0,19,,,,0,866,30,896,1248
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,948,2,146,165,91,30,8,33,52,133,24,13,,,,,1,21,,,,0,717,19,736,1021
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,949,2,108,179,40,44,4,35,66,100,11,6,,,,,1,8,,,,0,602,16,618,867
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,950,1,9,51,4,6,1,6,16,9,7,0,,,,,2,0,,,,0,111,5,116,153
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,951,2,79,148,66,29,2,75,70,134,8,11,,,,,3,7,,,,1,632,18,651,874
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,952,3,107,354,69,87,18,88,170,228,26,11,,,,,1,14,,,,0,1173,40,1213,1741
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,953,2,55,220,60,28,13,43,62,114,8,2,,,,,1,4,,,,0,610,32,642,884
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1772,1,35,115,24,6,15,11,4,126,12,10,,,,,1,39,,,,0,398,13,411,647
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1773,2,77,194,45,18,32,18,12,219,18,16,,,,,1,26,,,,1,676,29,706,1087
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1774,2,73,204,43,15,29,14,10,202,29,35,,,,,3,17,,,,1,674,21,696,1133
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1775,2,44,143,35,16,9,11,13,189,25,6,,,,,0,23,,,,0,514,19,533,841
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1776,1,34,116,14,8,9,6,7,160,4,4,,,,,1,21,,,,0,384,15,399,597
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1777,1,49,89,20,16,16,10,9,130,12,6,,,,,1,16,,,,0,374,16,390,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1778,2,56,148,32,20,12,8,21,224,34,3,,,,,0,20,,,,1,578,20,599,936
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1779,2,65,136,38,17,15,10,14,126,19,10,,,,,3,12,,,,0,465,19,484,774
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1780,1,34,144,21,18,8,8,7,113,11,2,,,,,0,11,,,,0,377,29,406,621
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1781,1,30,90,17,5,4,8,11,101,5,6,,,,,3,20,,,,4,300,9,313,498
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1782,1,50,84,17,13,9,5,22,100,10,3,,,,,0,19,,,,3,332,14,349,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1783,1,25,109,18,16,14,13,4,111,17,1,,,,,1,20,,,,0,349,12,361,558
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1784,1,29,87,31,11,6,6,11,168,13,4,,,,,0,14,,,,0,380,13,393,597
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1785,1,24,170,17,18,8,1,4,205,16,3,,,,,3,13,,,,0,482,8,490,726
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1786,1,18,68,8,12,6,8,6,91,7,1,,,,,1,9,,,,1,235,7,243,363
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1787,1,33,56,8,8,5,12,9,49,5,4,,,,,0,13,,,,0,202,9,211,370
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1788,1,25,109,24,25,11,15,9,137,8,3,,,,,0,18,,,,0,384,24,408,609
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1789,2,49,274,32,15,20,16,12,217,31,2,,,,,2,26,,,,0,696,23,719,1262
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1790,2,28,142,21,14,11,11,4,167,24,3,,,,,5,19,,,,0,449,14,463,818
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1795,1,36,79,11,11,7,6,7,88,7,1,,,,,1,10,,,,0,264,9,273,448
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1797,2,36,90,9,12,8,5,7,96,11,2,,,,,1,21,,,,2,298,12,312,423
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1798,1,35,87,25,16,5,6,9,155,15,4,,,,,2,16,,,,0,375,13,388,599
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1799,1,27,93,13,4,5,5,6,160,9,7,,,,,2,12,,,,0,343,18,361,573
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1800,2,63,139,22,11,10,11,7,147,17,7,,,,,2,36,,,,2,472,28,502,820
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1801,3,116,298,82,37,45,38,27,418,43,9,,,,,10,48,,,,3,1171,19,1193,2001
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1802,1,24,95,14,8,9,7,4,141,12,0,,,,,1,27,,,,0,342,14,356,534
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1803,1,53,124,32,19,5,13,15,135,22,10,,,,,1,32,,,,3,461,15,479,739
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1804,1,48,152,24,21,13,16,8,124,16,15,,,,,3,22,,,,0,462,22,484,746
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1805,1,39,104,17,4,12,2,9,115,13,2,,,,,2,18,,,,0,337,9,346,569
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1807,2,94,204,36,28,17,25,22,276,24,3,,,,,2,60,,,,3,791,24,818,1232
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1808,1,45,52,8,8,14,7,4,100,4,2,,,,,0,17,,,,0,261,13,274,441
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1809,2,93,148,25,19,20,15,11,185,8,3,,,,,1,38,,,,1,566,40,607,920
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1810,2,63,129,17,21,13,15,11,160,19,6,,,,,1,23,,,,2,478,25,505,784
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1811,1,40,86,16,18,13,5,12,123,15,3,,,,,3,16,,,,0,350,18,368,543
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1812,1,34,81,15,14,9,18,7,124,10,1,,,,,1,16,,,,1,330,27,358,555
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1813,1,40,82,14,9,7,9,8,127,12,3,,,,,5,15,,,,0,331,20,351,561
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1814,1,27,39,2,6,1,5,5,34,3,1,,,,,0,8,,,,2,131,6,139,214
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1871,1,18,114,15,2,7,3,4,44,9,18,,,,,2,1,,,,0,237,5,242,377
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1872,1,70,127,35,3,9,9,4,61,18,8,,,,,2,5,,,,0,351,6,357,512
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1873,1,61,135,28,12,14,4,7,77,14,0,,,,,0,6,,,,0,358,15,373,620
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1874,3,134,302,67,30,56,13,29,271,46,18,,,,,2,29,,,,1,997,33,1031,1800
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1875,2,113,261,33,26,26,9,6,128,38,14,,,,,0,13,,,,1,667,20,688,1264
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1876,1,21,87,16,7,2,2,1,64,12,10,,,,,3,1,,,,0,226,11,237,347
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,2,59,144,48,15,64,12,6,129,19,23,,,,,2,9,,,,0,530,23,553,831
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1878,1,30,123,15,3,16,2,7,84,2,18,,,,,0,1,,,,0,301,11,312,462
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1879,1,71,95,22,5,12,3,5,18,4,31,,,,,0,2,,,,0,268,8,276,418
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1880,1,59,138,28,4,30,11,2,114,6,20,,,,,0,4,,,,0,416,12,428,616
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1881,1,17,78,6,1,2,1,1,39,0,10,,,,,0,,,,,1,155,8,164,226
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1882,1,18,59,7,4,5,2,1,15,4,2,,,,,1,,,,,0,118,5,123,169
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,460,3,94,241,48,45,29,42,18,279,25,3,1,0,1,0,,,79,,,1,905,30,936,1515
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,461,1,16,93,15,29,28,18,6,96,20,1,1,2,0,0,,,21,,,0,346,12,358,679
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,462,1,13,57,14,9,17,13,2,56,9,1,0,2,0,0,,,15,,,0,208,10,218,403
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,4,109,303,79,110,50,70,29,403,68,5,0,2,0,0,,,79,,,0,1307,43,1350,2365
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,472,2,34,151,51,54,45,17,17,157,53,2,3,8,0,0,,,36,,,0,628,34,662,1308
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,473,2,37,114,34,49,17,24,3,143,16,3,1,1,0,1,,,44,,,0,487,30,517,868
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,474,1,72,109,20,15,12,14,9,110,4,2,0,2,0,0,,,41,,,2,410,30,442,684
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,475,2,71,149,30,45,8,31,6,123,21,7,0,2,0,0,,,26,,,0,519,26,545,862
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,476,1,39,133,17,12,16,23,16,87,14,0,1,1,0,0,,,19,,,0,378,20,398,589
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,477,1,62,137,20,19,11,13,6,110,19,2,0,0,0,0,,,27,,,0,426,26,452,691
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,478,1,25,72,20,24,14,12,7,82,8,1,2,3,0,0,,,32,,,1,302,7,310,553
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,479,1,18,90,16,22,17,15,8,67,14,1,2,0,0,0,,,13,,,0,283,11,294,546
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,480,1,49,93,11,23,14,14,11,96,16,3,1,3,0,0,,,26,,,1,360,18,379,624
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,481,1,21,55,17,14,16,18,5,89,22,1,0,1,0,0,,,21,,,1,280,10,291,506
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,482,1,25,158,17,9,10,12,11,124,7,3,1,1,0,0,,,32,,,0,410,16,426,623
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,483,1,22,130,12,18,7,9,3,138,12,0,1,0,0,0,,,31,,,0,383,21,404,603
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,484,1,47,90,14,48,12,17,5,62,9,4,1,1,0,0,,,14,,,1,324,19,344,564
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,485,1,34,103,23,34,20,13,7,102,23,2,0,1,1,0,,,20,,,2,383,14,399,679
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,2,32,125,25,49,15,17,9,89,21,1,1,3,0,0,,,22,,,0,409,19,428,847
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,487,1,24,115,20,38,18,15,8,81,23,3,3,0,0,0,,,12,,,0,360,14,374,736
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,488,1,47,90,14,38,11,12,6,79,19,2,0,0,0,0,,,27,,,0,345,13,358,579
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,489,2,28,131,23,54,14,14,13,90,21,3,4,2,0,0,,,27,,,0,424,17,441,816
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,490,1,60,109,31,43,14,17,10,98,13,3,0,3,0,0,,,19,,,1,420,43,464,737
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,491,3,100,178,65,84,12,38,13,247,35,2,1,0,0,0,,,41,,,1,816,28,845,1634
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,492,2,61,137,19,70,20,9,6,87,11,3,1,0,0,1,,,23,,,1,448,36,485,781
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,493,2,25,126,20,58,17,14,4,120,21,4,1,1,0,0,,,16,,,0,427,21,448,806
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,494,5,121,548,71,144,60,81,46,504,90,7,3,4,0,0,,,109,,,1,1788,73,1862,3161
